,id,name,platforms,summary,genres,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
0,269811,Daredemo Kantan! Chou Chikun no Tsumego,[20],Missing,Missing,Missing,Missing,,,,,,
1,248529,LEGO Star Wars II: The Original Trilogy,"[8, 11, 21]",LEGO Star Wars II The Original Trilogy takes the fun and endless customization of LEGO and combines it with the epic story characters and action from the original Star Wars movies that revolutionized pop culture forever Episode IV A New Hope Episode V The Empire Strikes Back and Episode VI Return of the Jedi With a unique tongueincheek take on the Original Trilogy LEGO Star Wars II follows the Rebel Alliances crusade to dismantle the Galactic Empire and rebuild a galaxy in pieces,Missing,Missing,Missing,10.93,17.9,30.6,74.0,352.0,191.0
2,248527,LEGO Star Wars II: The Original Trilogy,[20],Missing,Missing,Missing,Missing,10.93,17.9,30.6,74.0,352.0,191.0
3,248525,Open Season,"[8, 11, 21]",Missing,Missing,Missing,Missing,3.39,4.25,7.44,55.0,37.0,31.0
4,248523,Open Season,[20],Missing,Missing,Missing,Missing,3.39,4.25,7.44,55.0,37.0,31.0
5,240286,FIFA Soccer 07,[20],Nintendo DS port of FIFA 07,[14],Missing,Missing,,,,,,
6,152057,Chosoju Mecha MG,[20],Chou Soujuu Mecha MG is a 2006 Nintendo DS mecha action game developed by Sandlot the studio behind the Earth Defense Force series and published by Nintendo It combines the developers aptitude for largerthanlife spectacle with one of the most innovative and fun uses of the touch screen in the DS library in addition to standard movement with the DPad each of the games 100 playable mecha has its own unique cockpit controlled with the touch screen  The game was mentioned in the Super Smash Bros series under the officially romanized title of Chosoju Mecha MG,"[4, 13]",Missing,Missing,,,,,,
7,123405,Remindelight,[20],Remindelight is an action roleplaying game in which the player chooses one of four characters to play as who have different abilities weapons and magic styles for the player to use These include Surf Flood who can use fire magic but is mostly focused on sword fighting Kuurie Le Grasseld who can use a bow but is focused on water magic Tolon who uses a spear and wind magic and Enju Fullhorn who uses an axe and earth magic The player navigates the overworld and uses the touchscreen to break obstacles they can also touch enemies sprites to engage in battle and move to the separate battle mode,[12],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
8,92809,Mind Quiz,"[20, 38]",Get Mind Quiz Puzzle game for PSP PSVita console from the official PlayStation website Know more about Mind Quiz Game,[9],Missing,Missing,,,,,,
9,72115,The Suite Life of Zack & Cody: Tipton Trouble,"[20, 82]",Join Zack and Cody in their adventures at the Tipton Hotel,[31],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
