,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
0,"[8, 31]",198224,Super Demo World: The Legend Continues,[19],Marios breakfest eggs have been stolen Recover them from Bowser before they hatch,Super Demo World The Legend Continues is a project put together with the goal of displaying the capabilities of the SMW Level Editor Lunar Magic  Super Demo World was first released in 2001 as a few short levels to show off custom blocks which had varying requirements for when they could be broken such as the typical only when big breakable bricks or bricks that could only be broken with a fireball Since then the project has gone on to be a complete hack of SWM spanning across and heavily altering all of its levels  As this hack is designed with the explicit goal of showing off Lunar Magic players will find a wide variety of challenges across Super Demo Worlds many meticulously crafted levels and will assuredly find themselves stretching out fiber of their SMW muscles along the way  Each on of the castles in this hack come with a quirky blurb at the end once you defeat the boss many of them referring to bizarre or somewhat dark scenarios where the Koopas were experimenting on the eggs or simply hording them for buffets,Missing,,,,,,
1,[12],145890,Far East of Eden II: Manjimaru,"[8, 21]",The setting starts in a beautiful country named Jipang where the Fire clan and Roots clan have been rivals over centuries since the dawn of time good versus evil The home town of Manjimaru Sengoku a descendant of the Fire clan is attacked by the Roots clan He begins a long journey to save the world Along the way he will meet Danjūrō Kabuki Tarō Gokuraku and Kinu to help him in his quest,This is a remake of the original Tengai Makyou II game for PC Engine You control Majinmaru a young warrior who is chosen by the destiny to rid the ancient world of Jipang from the evil and the allies he meets on his journey The game is set in a unique alternative medieval Japan a world which is mostly based on the Europeans image of Japan with deliberately exaggerated characteristics and clichés The graphics have been completely remade although the 3D characters were made to look in the style of old 2D RPGs There are also many animestyle videos who have a distinctly comic look The battles are fought from first person perspective and have a fairly standard system of physical attacks and magic,Missing,,,,,,
2,[4],50585,Zoids VS II,[21],Missing,The release of Zoids VS II brought about several improvements to the game including better landscape graphics more Zoids and a new userinterface It also featured the new fist mode engaging players at closequarters combat Released in Japan on September 4 2003 The game included a variety of pilots Zoids weapons and parts Over 50 pilots were available to play as including characters from Zoids New Century and Chaotic Century A large number of Zoids were included in the game including more than 60 Zoids and secret unlockable Zoids By using a memory card containing data from the original Zoids VS a Shield Liger DCSJ was available in the shop which was otherwise unusable  Zoids Battle Legends The English dub of Zoids VS II it featured a complete translation of the other game albeit with a few errors Brad is named Ballad Thomas is called Thoma Blood is named Brad etc,Missing,,,,,,
3,[9],50577,Super Bust-A-Move All Stars,[21],Missing,The legendary Super Bust a Move is has arrived on the GameCube with 5 challenging modes to test your skills including the new 4 player mode,Missing,,,,,,
4,[14],8997,NBA Jam,"[8, 11, 21]",Missing,3on3 arcadestyle basketball with over 50 of the NBAs all time greatest players Enter a Legends Tournament and travel back in time as you work your way up through the ranks in headtohead battle with the best from each era Each time you defeat a team their players are available for you to use in creating your ultimate dream team And for some real highflying action build up your Jam Meter and hit the lights with the over 40 unique Monster Dunks  This game feautres tons of unlockables teams courts and cheats as well as commentary by Tim Kitzrow and Bootsy Collins,Missing,12.27,16.82,18.92,79.0,61.0,27.0
5,[31],3780,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,"[8, 21]",Missing,Brilliant minds know how to bring a book to life but it takes a boy genius to actually bring it to life literally By inventing the Virtual World Reproducing Machine Jimmy has created the ultimate book report by changing Retroville into the world of his favorite spy  Jet Fusion Jimmy will now explore dangerous deserts treacherous seas and mysterious forests on an expedition to save Jet Fusion from the evil Professor Calamitous and return Retroville back to its original form Join Jimmy in a high tech platform adventurefilled game stuffed with exciting action and brain twisting puzzles,Missing,3.0,5.52,7.28,46.0,6.0,8.0
6,"[12, 13]",3384,Harvest Moon: A Wonderful Life,[21],He wasnt unhappy But he didnt seem to have a direction in life One day I went to see him I told him about the farm you left to him Your son didnt seem to know much about farming but he was willing to give it a try So I brought him to ForgetMeNot Valley True to its name this is the first Harvest Moon game that progresses through the main characters entire adult life from young adulthood to old age However numerous years are skipped as the game is progressed  NPCs in the game including the main characters son and wife also grow older as time passes The game takes place in a new setting for the Harvest Moon series  a small village called ForgetMeNot Valley populated entirely by new characters  The basic plot is familiar from several previous Harvest Moon games the main character a young man inherits a somewhat rundown farm in ForgetMeNotValley after the death of his father Unlike most games however the game features a variety of chapters,Harvest Moon A Wonderful Life will span a lifetime on the farm and follow the drama that goes with it Not only must you build and successfully run a farm but you must also build a successful life with family and friends This new Harvest Moon experience will take the best qualities of the series and add moremore animals more vegetables and more drama What sort of life will you live,89.35749713358847,32.16,46.61,51.4,76.0,68.0,38.0
7,"[5, 31]",153,Star Wars: Jedi Knight - Jedi Academy,"[6, 11, 14, 48, 130]",Missing,Star Wars Jedi Knight Jedi Academy of the highly acclaimed Jedi Knight series allows players to take on the role of a new student eager to learn the ways of the Force from Jedi Master Luke Skywalker Interact with famous Star Wars characters in many classic Star Wars locations as you face the ultimate choice fight for good and freedom on the light side or follow the path of power and evil to the dark side,83.86876244317807,,,,,,
8,[14],905,Tiger Woods PGA Tour 2004,"[6, 8, 11, 21]",Missing,While professional golfer Tiger Woods has no equal on the PGA Tour you now have the chance to build a golfer thats even better Take your custom golfer through the trials and tribulations of all the courses in Tiger Woods PGA Tour 2004 earning cash to spend on new digs and advanced equipment Use the analog stick to shape any shot type such as the flop or punch Go headtohead against the computer a friend or an online player with PS2s network adapter With all the top competition on some of the most famous fairways and greens ever this is the one of the most complete golf experiences yet,79.88297557409635,25.0,27.0,30.0,86.0,8.0,3.0
9,[14],3883,Disney's Extreme Skate Adventure,"[8, 11, 21]",Missing,Disney characters step out of the movies and onto skateboards in Disneys Extreme Skate Adventure You can play as your favorite Disney and Pixar characters such as Buzz Lightyear and Woody from Toy Story 2 Simba and Rafiki from The Lion King and Young Tarzan and Terk from Tarzan Now you can skate pull off tricks and solve puzzles in all the exciting places youve seen in the movies including Pride Rock the Jungle Treehouse and Pizza Planet,78.70015496221187,6.76,25.0,33.5,72.0,24.0,11.0
10,"[5, 13, 24]",719,Freedom Fighters,"[6, 8, 11, 21]",Missing,Freedom Fighters is a thirdperson shooter in which the player navigates through the streets of New York while fighting the Soviet forces The game also contains squadbased elements having a charisma meter The player gains charisma by performing heroic deeds in the resistance movement against the invading forces like capturing a base or destroying vital supplies The more charisma that is gained the more squadmates the character can recruit including leaderless guerrillas and wounded Russian soldiers up to a maximum of twelve  Freedom Fighters uses a simple method of controlling recruits in battle In the game the player can command recruits by giving them simple orders such as follow attack and defend but in most situations they take care of themselves Given the terrain of New York City after the initial invasion the Resistance usually stations its soldiers in covered positions like craters and buildings,78.3486210281344,7.84,9.12,11.95,78.0,105.0,109.0
11,"[13, 14]",816,NHL 2004,"[6, 8, 11, 21]",Missing,NHL 2004 developed by the EA Black Box studios is an ice hockey video game It is the successor to NHL 2003 and is widely considered to be a major turning point in the NHL series The game adds 3 European Elite Leagues Germanys Deutsche Eishockey Liga DEL Swedens Elitserien SEL and Finlands SMliiga This is not the first time that European teams are included in an EA game EA released both Elitserien 95 and Elitserien 96 for the Mega Drive in Sweden only and Elitserien and SMliiga 2001 as an expansion pack for PC in Sweden and Finland which included those teams The ratings of the teams in the Elitserien and SMliiga were comparable to the NHL rosters however future installments had the league teams inferior to the NHL,77.43292624206748,0.0,0.0,0.0,79.0,10.0,0.0
