first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
783561600,[10],60204,Exertainment Mountain Bike Rally / Speed Racer,[19],A Super Nintendo compilation that came bundled with an exercise bike peripheral,Missing,Missing,nan,nan,nan,nan,nan,nan
782092800,"[4, 33]",45729,Power Instinct,"[5, 19, 29, 41, 58]",The console version of Power Instinct released on the Super Nintendo and Super Famicom There are various minor features removed from the Super Nintendo release of the game A Japanese exculsive Sega Mega Drive version was also released with minor changes and an extra game mode  Power Instinct is a oneonone 2D fighting game in the tradition of Street Fighter 2 in which you select your character from a group of unique fighters and attempt to defeat your opponents in successive fashion using your arcade reflexes and your characters unique moves  Features 8 selectable characters plus a boss character and single or 2player Vs gameplay Also includes a practice mode battle mode and time attack and life attack modes for extended gameplay,The time has come for the Gouketsuji clan to celebrate their fighting tournament Every 5 years the clan which has spread all over the world celebrates a oneonone fighting tournament to see which family gets to rule and now you get to take part in the contest,Missing,0.51,4.0,4.42,54.0,5.0,9.0
781488000,[8],11125,Nosferatu,"[19, 58]",The player controls a young man known as Kyle who rides to the vampire Nosferatus castle in order to defeat him and save his beloved girlfriend Erin from his clutches,The game follows the story of a young man named Kyle who has his girlfriend Erin sequestered with the vampire Nosferatu he has the objective of obtaining their blood Kyle then goes up to the castle where Nosferatu lurks with intent to rescue Erin but getting there he discovers that the huge place is full of traps and violent creatures The game starts with Kyle being trapped in the dungeon of the castle the player must escape from there and walk through the castle until they reach the tower where Erin and Nosferatu are,Missing,3.17,0.0,5.68,66.0,7.0,4.0
782611200,"[12, 31]",146170,Final Fantasy III,"[5, 19]",The sixth entry in the Final Fantasy series was dubbed Final Fantasy III in the West because three out of the five previous installments of the series had not been released there at the time Similarly to its predecessors this is a roleplaying game where the player controls a party of characters travelling between various locales in the world fighting randomly appearing regular enemies and bosses and making the characters stronger by improving their skills and getting better equipment for them The game maintains the ATB active time battle system of the two previous installments in the series spicing traditional turnbased combat engine with a realtime element,Final Fantasy VI focuses on a conflict between the Gestahlian Empire conquering the world and a rebel faction opposed to them known as the Returners taking place in a fantasy steampunkstyle world The Empire has acquired great power by experimenting on captured espers magical creatures of legend The Returners seek magical power to fight the Empire on equal terms and an amnesiac former imperial soldier Terra Branford proves key to both sides for understanding magic and espers,87.34690267722902,17.04,19.31,19.87,74.0,219.0,323.0
782697600,"[8, 12, 31]",18067,Demon's Crest,"[19, 41, 58, 137]",This is the third game featuring Firebrand from the Gargoyles Quest series It is side scrolling platformer,Missing,80.11455627092063,3.37,4.93,6.1,75.0,101.0,94.0
783302400,[4],2907,Killer Instinct,"[19, 52]",Killer Instinct is a fighting game developed by Rare and published by Midway and Nintendo It was released as an arcade game in the fall of 1994 and the following year ported to the Super Nintendo Entertainment System SNES and the Game Boy The games plot involves an allpowerful corporation organising a fighting tournament The story was adapted in a limited comic book series published under the shortlived Acclaim Comics imprint  Killer Instinct features several gameplay elements unique to fighting games of the time Instead of fighting enemies in bestofthree rounds bouts each player has two life bars The player that depletes the other players life bars first wins the match The game also introduced autodoubles a feature which allows players to press a certain sequence of buttons to make characters automatically perform combos on opponents Also featured in the game are combo breakers special defensive moves that can interrupt combos,Ultratech is a very powerful megacorporation which organises a tournament called Killer Instinct Along with regular participants experimental creatures created by Ultratech also fight in the tournament so their strength can be tested Ultratech also discovers a technology to make bridges between dimensions and releases a twoheaded oneeyed satyr monster called Eyedol from this dimensional prison,75.74819339854594,2.4,31.22,407.12,72.0,82.0,52.0
781833600,"[8, 31]",10843,Indiana Jones' Greatest Adventures,"[5, 19]",Indiana Jones Greatest Adventures is a 1994 platform video game released for the Super Nintendo Entertainment System It is a video game adaptation of the Indiana Jones films Raiders of the Lost Ark 1981 Indiana Jones and the Temple of Doom 1984 and Indiana Jones and the Last Crusade 1989 The game was developed by Factor 5 and published by JVC Musical Industries Inc The story is told through cutscenes and text and is mostly faithful to the movies Its release coincided with that of Super Star Wars Return of the Jedi also released by JVC and LucasArts and in the same platform style as the Super Star Wars trilogy A Sega Mega DriveGenesis port of the game was apparently completed and ready to be released between summer and autumn of 1995 and was reviewed in GamePro 73 August 1995 rated 35 out of 50 and in Germanys GAMERS November 1995 issue rated 2 B Grade Like many thirdparty titles near the end of the Genesis life however the game was shelved and was never released The game was rereleased for the Wiis Virtual Console service on November 16 2009 and in the PAL region on April 23 2010 for 800 Nintendo Points,Missing,70.16059311432267,4.98,0.0,0.0,69.0,14.0,8.0
783302400,[12],79726,Shin Megami Tensei if...,"[5, 39, 58, 130]",Shin Megami Tensei If is a RPG that was developed as a change from previous Shin Megami Tensei titles focusing on a smallscale environment and threat rather than a largescale environment as in previous titles,The story is about Hazama a poor and abused boy who goes to Karukozaka High School In order to get vengeance on his peers he performs a ceremony in the gym that transports his high school into Makai the netherworld where he has somehow become powerful enough to become the Demon God Emperor,54.65471831140288,20.05,25.81,43.3,63.0,30.0,33.0
783302400,[4],8536,Shaq-Fu,"[16, 19, 29]",Shaq brings his awesome skill and size to a multiworld fighting game  As Shaq use your lightningfast shuriken and other martial art techniques to prevail over 11 intensely evil warriors in the enforcement of justice Or choose any of the 12 warriors and fight head to head Summon Voodoos bone shattering earthquake rebound with Rajahs shockwave sword or lash out with Setts terrifying mummy wrap Scores of secret power moves to discover and master,Missing,43.19673020218444,nan,nan,nan,nan,nan,nan
783302400,"[8, 31]",7803,Bubsy 2,"[6, 19, 29, 33]",Bubsy 2 is a platform video game the sequel to Bubsy in Claws Encounters of the Furred Kind and the second game in the Bubsy series It was originally released in 1994 for the Sega Genesis Super NES and Game Boy and rereleased for Microsoft Windows through Steam on December 17 2015 On November 16 2015 a Bubsy rerelease was posted on Steam Greenlight titled Bubsy TwoFur by a game company that owns abandonware game intellectual property called Retroism TwoFur is a collection of the first two Bubsy releases Upon community interest the game was greenlit It was released on December 17 2015,The antagonist Oinker P Hamm has created his Amazatorium which actually saps information away from history and puts it on display for his personal profit Its up to the player to control Bubsy and stop this,35.06180128518037,nan,nan,nan,nan,nan,nan
