first_release_date,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1150416000,268131,Fort Boyard,"[5, 20]",Fort Boyard the TV show is now on Nintendo DS and Wii Will you be able to challenge the 19 games to win the famous Boyard coins The game features an adaptable level of difficulty and highscore saving for replayability,Missing,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1149552000,243202,Cars,[20],Missing,[10],Missing,Missing,5.96,9.17,10.1,62.0,133.0,102.0
1150329600,214573,Kaitou Rousseau,[20],In Kaitou Rousseau aka Rousseau the Thief you take the role as a thief who is trying to hide from the police Rousseau has one very tricky ability which is to change the shape and look of his face By drawing images on the Nintendo DS touch screen you can adapt Rousseau to the current surroundings and thereby evade his chasers For example you can draw a picture of a girl to throw off the cops when in a crowd or quickly sketch whats on a nearby wall to blend in with the background,[9],Missing,Missing,nan,nan,nan,nan,nan,nan
1151280000,151835,Mario Kart CW,[20],Mario Kart CW is a rom hack for Mario Kart DS which reimplements removed and beta variants of tracks into the game,"[10, 14]",Missing,Missing,nan,nan,nan,nan,nan,nan
1150675200,150082,BS The Legend of Zelda: Ancient Stone Tablets - Master Quest,[19],BS The Legend of Zelda Ancient Stone Tablets  Master Quest is a ROM hackmod of BS Zelda no Densetsu Inishie no Sekiban which changes some of the layout of the dungeons,"[12, 31]",Missing,Missing,nan,nan,nan,nan,nan,nan
1150934400,124087,The Trump,[20],The Trump is a Miscellaneous game developed by Vanguard and published by D3Publisher which was released in Japan in 2006,[35],Missing,Missing,nan,nan,nan,nan,nan,nan
1151539200,122991,Atama wo Kitaete Asobu Taisen Yajirushi Puzzle: Puppy Inu Vector One,[20],Missing,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1150329600,66989,Metal Saga: Hagane no Kisetsu,[20],Metal Saga Hagane no Kisetsu Japanese メタルサーガ 鋼の季節 literally Metal Saga Season of Steel is a postapocalyptic roleplaying video game developed by CreaTech and published by Success in 2006 It running in Nintendo DS and it is a full touch screen controlled game  Metal Saga Hagane no Kisetsu is the fifth game of Metal Max series Unlike its predecessor Metal Saga the game wasnt released in North America And in 2007 a sequel was released on mobile phone as an incarnation of Metal Saga and was released in Japan in 2007  This entry is very different with original games For example multiple characters sit in only a tank instead of one person sit in one and using durability instead of tanks armor,[12],In the near future the world was devastated by a supercomputer named Noah However remnants of humanity survived this cataclysm naming the event Great Destruction Noah continued its intent to wipe Earth clean of humanity in this postapocalyptic world However a hunter named Rebanna destroyed Noah before its ambition was fulfilled Noah foresaw the possibility of its demise and so devised Noah consciousness awakening program in this unlikely event and stores it within indestructible superalloy shell called Noah Seed Under this threat Rebannas children undertake the task to fight the resurrected supercomputer,Missing,nan,nan,nan,nan,nan,nan
1150761600,20534,Break 'Em All,[20],Players will attempt to breakem all in classic arcade puzzle solving action as they fight their way through more than 3 million variations of randomly generated levels and outduel challenging bosses Three unique gameplay modes such as Tokoton Quest and Survival offer compelling single player action or multiplayer games for 28 players via the wireless feature for Nintendo DS Breakem All is available now on stores shelves across North America with a suggested retail price of 1995,Missing,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1151366400,2818,Hi Hi Puffy AmiYumi: The Genie and the Amp,[20],A side scrolling beat em up based on the cartoon Hi Hi Puffy AmiYumi The player controls the JPop duo through their journey to find creative inspiration and destroy their evil doppelgangers,"[14, 25, 31]",Missing,Missing,nan,nan,nan,nan,nan,nan
