genres,id,name,platforms,rating,storyline,summary
"[5, 10, 12, 31, 32]",99302,Rustler,"[6, 48, 49, 130, 167, 169]",69.99960854386036,Rustler is an openworld topdown action game paying tribute to the good old GTA style and gameplay fusing it with a historically inaccurate medieval setting Play as The Guy whose parents apparently were too lazy to give him a proper name Experience feudal injustice inquisition witchhunting and join The Grand Tournament Meet valiant yet incredibly stupid knights Complete a wide variety of twisted missions and quests or dont give a damn about the plot and bring mayhem in the villages and cities Choose to go on foot or by a stolen horse Fight with a sword or pick a fancy automatic crossbow All that spiced up with an inappropriate Monty Python inspired sense of humor  Rustlers world is filled with humor anachronisms and pop culture references Ever been towed for parking in a NO HORSE ZONE Wanna do some cage fights in Medieval Martial Arts Arena Or maybe pimpahorse a little How about joining the RoundEarthers sect  As a poor peasant you really need to get creative in order to win the Grand Tournament Form weird alliances doublecross your foes and dig up dinosaur skeletons in a light easytounderstand and hardtoempathizewith story,Become a medieval thug in a crazy openworld action game full of popculture references Complete insane quests kill heroes steal horses fight guards rob peasants and more All packed in oldschool gameplay style
"[13, 31, 32, 33]",118357,Tools Up!,"[6, 48, 49, 130]",69.99789601919038,Missing,Gather up to 4 players for this fun couch coop experience for people of all skills Renovate the apartments in the mysterious skyscraper while the tenants are away Be sure to follow their wishes left behind on the blueprints Tear off wallpapers bring down walls bust down doors and cover the floor with vibrant carpets and panels  just be sure to do it in time and clean up after yourself
"[10, 31]",234256,The Crew: Motorfest,"[6, 48, 49, 167, 169]",69.99759799524212,Missing,Welcome to Motorfest Join a oneofakind festival and enjoy the best experiences car culture has to offer in a beautiful Hawaiian open world
"[2, 7, 9, 31, 32]",119324,When the Past Was Around,"[6, 14, 34, 39, 48, 49, 130]",69.99504608016255,This is the story of Eda a girl in her early 20s Like anyone in her age shes lost She lost her way in the journey to achieve her dreams She lost her way in the journey to find love  That was until she met The Owl  The man that would help her burn her passion the man that would help her find the spark in a relationship and also the man that would teach her about heartbreak,When the Past was Around is an adventure pointandclick puzzle game about love moving on letting go and the joy and pain of everything in between
"[13, 15, 32]",150512,Two Point Campus,"[3, 6, 14, 48, 49, 130, 167, 169]",69.99368319463285,Its time to spin academia on its head Got a yearning for learning Or just keen to build an educational masterpiece Campus is jampacked with new creative tools to help you build the university of your dreams  For the first time build in the great outdoors as you develop your own delightfully educational campus environment housing the top teaching facilities in the land Whether you prefer building on simple foundations or placing every tree you can build the university you want  Lay down pathways with new easytouse tools Plant glorious collections of outdoor flora Place benches fountains sculptures hedgerows  even picket fences The only limit is your imagination and your ingame bank balance,Build the university of your dreams with Two Point Campus the follow up management sim with a twist from the creators of Two Point Hospital Get to know your students explore their personalities and fulfill their wants and needs Craft buildings choose courses hire the best staff and build an academic institution to stand the test of time
"[12, 13, 15, 31]",107255,Crossroads Inn,"[6, 49, 130]",69.99322025638595,Missing,Build and manage your tavern satisfy the wandering hearts and bellies of sinners and sojourners and most importantly send them out throughout the land to make known your fame near and far But all of this is merely your first step as you soon attract the attention of serious political and military forces and slowly become a part of a ruthless race for power  Dare to defy your own fate in an epic campaign or lose yourself in an endless openworld mode Build your very own tavern hire and oversee staff manage your supply chain and specialize your services research new recipes and encounter a host of unconventional characters Be smart be resourceful and plan ten moves ahead to become the most renowned innkeeper in the realm and one day as sure as the rising of the sun you will rise above your station and those who once jeered will look on in wonder
[7],37067,Just Dance 2018,"[5, 9, 12, 41, 48, 49, 130]",69.9925782361292,Whether youre a party starter a dancer in the making or a seasoned pro get ready to turn up the volume and unleash your inner dancer with Just Dance 2018    Dance to 40 of the hottest tracks including 24K Magic by Bruno Mars Side to Side by Ariana Grande Ft Nicki Minaj Despacito by Luis Fonsi  Daddy Yankee Swish Swish by Katy Perry Ft Nicki Minaj Naughty Girl by Beyoncé and many more,No matter where you come from how old you are if you are a panda or a carrot turn up the volume and get ready to unleash your inner dancer because Just Dance 2018 brings out the dancer in everyone The biggest music video game franchise of all time with over 63 million units sold is coming back this fall Whether you are a party starter a young dancer in the making or a pro dancer looking for new challenges its never been so easy to Just Dance
"[9, 32]",86323,Hexologic,"[3, 6, 34, 39, 49, 130]",69.9914964444248,Missing,Do you like Sudoku You will love Hexologic A puzzle game based on hexagonal fields Over 40 different levels where you will challenge your deductive abilities
"[4, 14]",4093,Rocky,"[8, 11, 21]",69.99075262960537,Missing,Based on the famous movie series of the same name about good boxer Rocky Balboa played by Sylvester Stallone  The boxing simulator game has several modes including Movie Mode Exhibition and Knockout Tournament In Movie Mode you can follow the movie series starting each part with three minor opponents and finishing the big boss in the end Each character has personal weaknesses Also you can train Rocky prior to each fight
"[8, 9, 31, 32]",105680,Phogs!,"[6, 48, 49, 130, 170]",69.99067502504366,Missing,In Phogs you play as a duo of dogs on a captivating puzzlefilled adventure Linked by a stretchy belly youll need to bark bite and bounce your way through obstacles set across the themed worlds of Food Sleep and Play in coop or singleplayer  Forage through Food World teeming with tasty treats From hot buttered toast to chopped celery even a river of chocolate  Stroll through Sleep World complete with teddy bears cushions and quilts all nestled in the glow of the soothing nightlight  Pounce through the crazy toybox of Play World exploring a beach amusement park a retro arcade and everything in between Woof  Supporting singleplayer and sharedcontroller gameplay plus local and online coop Red and Blue are always ready to play
