genres,id,name,platforms,rating,summary,storyline
"[12, 13, 15]",119159,Fuga: Melodies of Steel,"[6, 48, 49, 130, 167, 169]",99.90281165726643,Fuga is set in a warravaged world where a village is destroyed by the fascist Berman Empire Eleven child survivors band together after the attack and board a gigantic tank known as Taranis  a relic of an ancient but technologicallyadvanced civilization  in order to travel across the dangerous landscape and rescue their families who were taken prisoner The Taranis houses a super weapon called the Soul Cannon which is capable of immense destruction at the cost of a crew members life with the main characters having to choose when and whom to sacrifice in order for the group to reach their destination,Missing
[8],4095,Scaler,"[8, 11, 21]",99.73137840387983,Scaler follows the story of a lizardloving 12yearold boy named Bobby Scaler Jenkins who accidentately stumbles across an evil plot to dominate the world through use of mutated lizards,Missing
"[5, 10, 14]",45131,Grand Theft Auto V: Special Edition,"[9, 12]",99.54327652183188,The Grand Theft Auto V Special Edition includes Full retail copy of Grand Theft Auto V Collectible SteelBook with Exclusive Artwork  features custom color and metallic treatments to bring out the detail of the Michael Trevor and Franklin artwork created exclusively for this SteelBook Blueprint Map  exclusive 215 x 2675 map displays a blueprint view of Los Santos and Blaine County Special Ability Boost  Michael Franklin and Trevor each have a unique special ability With this boost the special ability bar will generate 25 faster Stunt Plane Trials  singleplayer Stunt Plane Trials let players take on additional aerial challenges spread throughout Los Santos and Blaine County Bonus Outfits Tattoos and More  Michael Franklin and Trevor get bonus outfits in their wardrobes character specific tattoos at tattoo parlors and special deals from shopkeepers across Los Santos and Blaine County Additional Weapons  when visiting Ammunation stores in singleplayer merchants will have special weapons in their inventory available for free the Pistol 50 Bullpup Shotgun and melee Hammer  Grand Theft Auto V is the largest and most ambitious game Rockstar Games has yet created and takes full advantage of every ounce of processing power available in the current generation of consoles In order to provide the best possible experience for such a massive and detailed world the game will have installation requirements on the Xbox 360  Grand Theft Auto V will ship on two discs Disc 1 will be used for a onetime mandatory install and Disc 2 will be used to play the game After the install players will be able to enjoy both Grand Theft Auto V and Grand Theft Auto Online without any need to switch discs  This initial install will require an Xbox 360 Hard Drive or an external 16GB USB flash drive sold separately with at least 8 GB of free space If using a USB flash drive it must be at least USB 20 with a minimum 15mbs read speed and formatted for Xbox 360 use A new USB flash drive is recommended to ensure optimum performance,Missing
"[13, 31]",204360,Goat Simulator 3,"[6, 167, 169]",99.42169996363268,Pilgors baaack Gather your herd and venture forth into Goat Simulator 3 a totally realistic sandbox farmyard experience Invite up to three friends in local or online coop create carnage together or compete in minigames and then not be friends,Missing
[5],41888,Battlefield 3: Premium Edition,"[6, 9, 12]",99.38705779741754,Take your Battlefield 3 multiplayer experience to the next level with Battlefield 3 Premium Edition Containing a staggering amount of content Battlefield 3 Premium offers all expansion packs with early access new soldier and weapon camos and a number of exclusive ingame items all for a onetime fee Battlefield 3 Premium Edition includes expansion packs Back to Karkand Close Quarters Armored Kill End Game and Expansion Pack 5,Missing
"[12, 31, 34]",234702,Persona 4 Golden,"[6, 48, 49, 130, 169]",99.205317319456,A coming of age story that sets the protagonist and his friends on a journey kickstarted by a chain of serial murders  Now available on modern platforms the worldrenowned Persona 4 Golden promises unforgettable adventures meaningful bonds and heartwarming experiences,They say your soulmate will appear if you stare into a television set on a rainy night  This strange rumor slowly spreads through the rural town of Inaba the protagonists new home just as a chain of mysterious murders begin As the protagonist and his teammates chase after the truth they find themselves opening the door to another world
"[15, 35]",122661,Gwent: Iron Judgment,[49],98.99080006230562,The North is on the rise and Radovid is back to bring justice to his enemies  the kind of justice that is being served by fire and iron Stand by his side or defy royal authority  whichever you choose get ready for some of the fiercest battles in GWENTs history Relive the Battle of Brenna learn the secrets of the Salamandra or join Gascons company of noble criminals  there is plenty of opportunities to get into a fight in GWENT Iron Judgment,Missing
"[15, 35]",115776,Gwent: Crimson Curse,"[6, 48, 49]",98.81135894418323,Along with a multitude of new tools for waging war Crimson Curse introduces over 100 cards across all of GWENTs playable factions Players will be able to afflict the enemy with Poison and Bleeding use Shield and Vitality to defend against incoming damage as well as attempt to turn the tide of battle using the Deathblow and Berserk gameplay mechanics  As always every card comes in both a standard version and a premium animated variant  one of the hallmark features of GWENTs presentation,Dettlaff van der Eretein the mighty higher vampire gamers first met in The Witcher 3 Wild Hunt  Blood and Wine is summoning his kin As the Moon over the Witcher world turns red new breeds of monsters awake new villains emerge and new heroes rise to answer the call
"[12, 31]",22439,The Witcher 3: Wild Hunt - Game of the Year Edition,"[6, 48, 49]",98.66588476603144,Become a professional monster slayer and embark on an adventure of epic proportions Upon its release The Witcher 3 Wild Hunt became an instant classic claiming over 250 Game of the Year awards Now you can enjoy this huge over 100hour long openworld adventure along with both its storydriven expansions worth an extra 50 hours of gameplay This edition includes all additional content  new weapons armor companion outfits new game mode and side quests,In the town of White Orchard Geralt reunites with his long lost lover Yennefer She informs Geralt that Emperor Emhyr has summoned him to the city of Vizima There Emhyr tasks Geralt with finding Ciri who has been recently spotted in various locations Ciri is a Child of the Elder Blood the last heir to an ancient Elven bloodline that bestows her with the power to manipulate space and time  Geralt first follows clues that Ciri was in Velen at Crows Perch the fort of the Bloody Baron The Baron refuses to help but Geralts acquaintance sorceress Keira Metz informs him that an Elven mage Avallach was searching for Ciri Keira directs Geralt to the Crones of Crookback Bog malicious ancient spirits residing near Velen The Crones reveal that they had captured Ciri for the Wild Hunt before she escaped and that they have enslaved the Barons missing wife Anna After determining Annas fate Geralt returns to the Baron who tells him that Ciri went to Novigrad  Arriving in Novigrad Geralt discovers that the Church of the Eternal Fire a militant religious organization is purging mages in the city Rendezvousing with his former lover Triss Merigold Geralt learns that Ciri had contacted his friend Dandelion Geralt navigates Novigrads criminal underworld to rescue Dandelion and discovers that Ciri teleported to the Skellige archipelago While in Novigrad Geralt may assist Triss in liberating fugitive mages  After sailing to Skellige Geralt reunites with Yennefer who has been investigating a magical explosion linked to Ciri The pair track Ciris movements to the island of Lofoten and learn the Wild Hunt have attacked it Following clues they realise that Uma a deformed cursed creature at Crows Perch was present following Ciris escape Before leaving Skellige Geralt can help determine who will become the leader of Skellige following the kings death Yennefer chooses to sever the magical bond that draws her and Geralt together giving him the option to willingly affirm his love for her or end their relationship  The pair recover Uma to the abandoned witcher school of Kaer Morhen where Yennefer successfully removes Umas curse transforming him into Avallach He reveals that he teleported Ciri to the Isle of Mists to save her from the Lofoten attack Geralt travels to the Isle and finds Ciri in a deathlike state until she is awakened by Avallachs magic Ciri reveals that the King of the Wild Hunt Eredins homeworld is being destroyed by a plight known as the White Frost and he wants Ciris power in order to conquer the Continent Ciri and Geralt teleport to Kaer Morhen pursued by the Wild Hunt After a brief reunion with Yennefer Triss and their witcher mentor Vesemir the Hunt attacks Vesemir is killed protecting Ciri and her distress causes her to uncontrollably unleash her Elder power leading Eredin and the Hunt to retreat Geralt Yennefer Triss Ciri and their allies then hold a funeral for Vesemir  Ciri and Geralt travel to Novigrad and help Triss and Yennefer reform the Lodge of Sorceresses to aid in their fight They also learn about the Sunstone a relic that can lure Eredin out and bind him to a location On the Skelligan isle of Undvik Avallach uses the Sunstone to draw out the Hunt and their fleet Geralt Ciri their allies and the Nilfgaardian fleet battle the Hunt before Geralt faces Eredin in combat and emerges victorious As the White Frost descends on Skellige Ciri insists that she must confront it with her Elder Blood before it consumes all life on every world Ciri enters a portal and defeats the White Frost ending the threat  The ending varies depending on choices made throughout the game If Ciri is alive Geralt can retire with either Yennefer or Triss or remain a lone Witcher If Geralt helps Nilfgaard win the war and took Ciri to meet the emperor she will become Empress believing it the best way to positively affect the world if Ciri doesnt meet the Emperor Geralt fakes her death and she becomes a Witcher If Ciri dies fighting the White Frost Geralt hunts down her stolen medallion as a keepsake but is surrounded by monsters upon its discovery leaving his fate ambiguous
"[12, 31]",165192,The Elder Scrolls V: Skyrim - Anniversary Edition,"[6, 48, 49, 130, 167, 169]",98.65117648223443,The Elder Scrolls V Skyrim  Anniversary Edition contains the full game plus all three expansions and over 500 pieces of unique content from Creation Club including preexisting and new quests dungeons bosses weapons spells and more,Missing
