first_release_date,genres,id,name,platforms,summary,rating,storyline
997315200,[35],273748,Youkai Hana Asobi,[7],Youkai Hana Asobi is a hanafuda game with multiple modes to play through,Missing,Missing
998524800,[34],269412,Canary: Kono Omoi wo Uta ni Nosete,"[8, 23]",Port of the eroge Canary My Feelings into a Song without adult content  A young man moves to Shikoku the smallest of Japans four main islands to live in Kagawa prefecture with his uncle who runs a sound studio Attending the Kotohira Middle School as a student with an ear for music the player engages in interaction with seven female students who play in the school band Some girls specialize in vocals and others wield instruments in the pop section  Music provides the glue for possible friendships and amorous maneuvers A supporting cast of other characters including classmates teachers and your uncle also supply additional interaction and bolster the storyline The bulk of the interaction leads up to the school festival where you and band members hope to create beautiful music together  Mika Katagiri wants her band to perform at the upcoming local festival However complications arise Their keyboardist Jun refuses to play and their stage has been cancelled Refusing to give up Mika and her band strive to find a way to play at the festival using any means necessary,Missing,Missing
997315200,[31],210779,Ouma ga Toki,[7],Oumagatoki is an horror first person perspective adventure game that takes place during the summer of 2001 when Tatsuhiro Oka Yuutarou a young man is chasing a woman called Kyoko who was running in Tokyo in the evening When he catch her a sudden flash of light appears and they are transported into the Edo Period He lost his memory and the player starts to go around the village and during the game he will recover his lost memories The player will have to solve the mystery  The game is divided into 3 chapters and when the player complete them a fourth one can be played A save at the end of this game can be used at the start of the sequel Oumagatoki 2,Missing,Missing
999129600,[14],203068,Simple 1500 Series Vol. 72: The Beach Volley,[7],Simple 1500 Series Vol 72 The Beach Volley is a beach volley game that features up to 4 players to play at the same time The game features these game modes   Exhibition  Tournament  League  Training,Missing,Missing
999129600,[31],203067,Simple 1500 Series Vol. 71: The Renai Simulation 2,"[7, 23]",Simple 1500 Series Vol 71 The Renai Simulation 2 is a classic adventure dating simulation game  The player takes the role of a young student 19 years old called Yahagi Shiyunpei that failed to enter university and start working as an assistant professor in a private school and he got the mission of trying to help 5 girls that study there to pass the exams and to do that he will have to help them to study during the summer During the summer he will also got the chance to date them and maybe fall in love with any of them,Missing,Missing
999129600,[16],203065,Simple 1500 Series Vol. 70: The War Simulation - Nin no Tsukurishisha-tachi,[7],Simple 1500 Series vol 70 The War Simulation  Nin no Tsukurishishatachi is a Tactical RPG in which the player takes control of Ken and his mecha robot that is a member of a Rebellion Army that is trying to defeat the dictator government that is pressing the people,Missing,Missing
999129600,[14],95509,Putter Golf,[7],Putter Golf is a 3D miniature golf simulation It features both a normal 9hole course with realistic courses as well as a trick 9hole course with somewhat more unusual features such as warp zones and conveyor belts Rounding out the package is a mix mode with randomly selected holes from both courses and a practice mode that both allows you to practice hitting on various slopes and try out the features from the trick mode,Missing,Missing
996710400,Missing,75740,One Piece: Tobidase Kaizoku-dan!,[7],From TV Animation One Piece Tobidase Kaizokudan is a Japanexclusive roleplaying game created by Bandai for the PlayStation It is the fourth game to be based on the One Piece manga and anime This games introduction uses the theme song Believe from the One Piece Anime,Missing,Missing
999129600,[14],74702,Jikkyou Pawafuru Puroyakyu 8,[8],Missing,Missing,Missing
999129600,[9],64658,Simple 1500 Series Hello Kitty Vol. 02: Hello Kitty Illust Puzzle,[7],Hello Kitty Illust Puzzle is a Hello Kitty themed Picross game,Missing,Missing
999129600,[14],64656,Simple 1500 Series Hello Kitty Vol. 01: Hello Kitty Bowling,[7],Simple 1500 Series Hello Kitty Vol 01 Hello Kitty Bowling is a Hello Kitty themed bowling game for the PlayStation,Missing,Missing
999129600,Missing,62310,Hunter X Hunter: Ryumyaku no Saidan,[8],Hunter X Hunter is a Japanese adventure game for the PS2 Many characters from the Hunter X Hunter universe are playable in this sidecrolling beatemup,Missing,Missing
997315200,[14],61337,Dynamite Soccer 98,[7],Dynamite Soccer 98 is the second game in the Dynamite Soccer series,Missing,Missing
999129600,[13],44890,Bob the Builder: Can We Fix It?,"[6, 7]",Get ready for fun excitement and nonstop laughs with Bob the Builder and his Team on the PlayStation game console Join Bob in 8 Fix it Fun activities that include Bubble Trouble Wheres Prichard Hedgehog Rescue and Wendys Birthday With varied difficulty levels Bob the Builder voices music and characters from the TV show kids of all ages will be saying Can we fix it yes we can,Missing,Missing
997660800,[10],44755,Motorcross Mania,[7],A simplistic motorcycle racer with freestyle and motocross races,Missing,Missing
