first_release_date,id,name,platforms,summary,genres,storyline,rating
1026345600,267529,The Baseball 2002: Battle Ball Park Sengen,"[8, 11]",The Baseball 2002  Battle Ball Park Sengen is Japaneseexclusive sports game It was announced March 11 2002 and released on July 11 2002 It was developed and published by Konami Beside on the Original Xbox it was also released on Playstation 2 It features all the teams of Japans professional league and a close tiein with Nippon Television Networks TV broadcast presentation,Missing,Missing,Missing
1025740800,222750,Futari no Fantavision,[8],Upgrade to Sony Computer Entertainments puzzle action launch title for PlayStation 2 While the gameplay largely remains the same the developers added changed rules item upgrades and a new battle dynamics to the title Futari no Fantavision translates to Fantavision for Two  which sums up the game quite nicely In addition to the versus battles this Japanese special release also adds a changed singleplayer mode new fireworks effects better graphics and a completely remixed soundtrack,[9],Missing,Missing
1027555200,222184,Gekitou! Crush Gear Turbo,[7],Missing,Missing,Missing,Missing
1026345600,210919,Boku wa Chiisai,[8],Boku wa Chiisai is an Action game published by Victor Interactive Software which was released in Japan in 2002,[8],Missing,Missing
1027555200,203346,Simple 2000 Honkaku Shikou Vol.004: The Mahjong,[8],The Mahjong is a mahjong game featuring different difficulty levels From beginner to advanced 30 different kind of professional opponents men  women and 2 different game modes Annual Waging War sort of a story mode and free Waging War Sort of a free mode in which the player can play against the professional players that he defeats in the story mode featuring real tournament names The player can choose at the beginning of the game between a male or a female character,[35],Missing,Missing
1027555200,203345,Simple 2000 Honkaku Shikou Vol.003: The Chess,[8],The Chess is a chess game featuring different difficulty levels From beginner to advanced 8 different kind of opponents and different game modes 2D  3D boards 3 boards and 3 different locations,[35],Missing,Missing
1027555200,203124,Simple 1500 Series Vol. 96: The Yakyuu 2,[7],The Yakyuu 2 is another baseball simulation game featuring players detailed data and the player can design the team tactics trade players etc The game features also a 2 players vs mode using a save of a team in the main game The new features over the first Yakyuu game is that the graphic engine had been slightly improved and there are new stats and data,[14],Missing,Missing
1026950400,200561,Kids Station: Hello Kitty no Ouchi he Oide yo!,[7],Hello Kitty no oUchi he oIde yo is a collection of 30 minigames where the players can learn about Kittys house cooking painting design clothes play games in the park play with Kittys pet etc,[9],Missing,Missing
1026950400,132085,Suika,"[6, 7, 23, 34, 372]",Suika is a collection of mysterious love stories that occurred one summer in a silent and remote village of Tokiwa,[34],Missing,Missing
1027555200,70560,Snowboard Racer 2,[8],Snowboard Racer 2 is a downhill racing game that can be played in either single player player vs cpu or player vs player modes,[14],Missing,Missing
