first_release_date,genres,id,name,platforms,summary,storyline,rating
993686400,[9],216562,SuperLite 1500 Series: Slither Link,[7],Slitherlink also known as Fences Takegaki Loop the Loop Loopy Ouroboros Suriza and Dotty Dilemma is a logic puzzle developed by publisher Nikoli  Slitherlink is played on a rectangular lattice of dots Some of the squares formed by the dots have numbers inside them The objective is to connect horizontally and vertically adjacent dots so that the lines form a simple loop with no loose ends In addition the number inside a square represents how many of its four sides are segments in the loop  Other types of planar graphs can be used in lieu of the standard grid with varying numbers of edges per vertex or vertices per polygon These patterns include snowflake Penrose Laves and Altair tilings These add complexity by varying the number of possible paths from an intersection andor the number of sides to each polygon but similar rules apply to their solution  SuperLite 1500 Series  Slither Link is a puzzle game based on the Slitherlink logic puzzle featuring over 200 different stages,Missing,Missing
993686400,[5],214913,Kikou Heidan J-Phoenix,[8],Kikou Heidan JPhoenix is an action game on Playstation 2 published by Takara in 2001 The game features combining robot parts acquired in battle and fighting with fellow characters The regular map looks like SML which takes over enemy positions by moving a 2D branched route Kikou Heidan JPhoenix Joshouhen which was released before this game is like a trial version and you can also use the data of Joshouhen to play it You cant play this game without playing Joshouhen,Missing,Missing
993168000,"[12, 34]",204398,Ouji-sama Lv1,"[6, 7]",Oujisama Lv1 is an RPG game made by Alice Blue a subsidiary of Alice Soft This was their second released project This game is one of the few Alice Soft non18 related games though the addition disc adds yaoi to the game,The protagonist is Canaan the second prince of Luukius kingdom a small country He didnt have a special training so he has the strength of any average boy One day an adventurers guild is formed They want to break the seal of a labyrinth that was closed a long time ago Then Canaan and his servant Celest join the adventure,Missing
993686400,[14],203768,Golf Navigator Vol.2,[8],The Golf Navigator game series lets the player enjoy a golf simulation where the hallmarks are panoramic 360 degree views of the courses and an intuiative system which allows for proper impartation of power and english to the virtual golfers swing  The Vol2 features 2 courses Kawagoe Country Club  Shizouka Country Hamaoka Course At the beginning of the game the player can choose between a male or a female caracter select one of the courses and in each course he can play stroke play free play or view the course data,Missing,Missing
993686400,[14],203767,Golf Navigator Vol.1,[8],The Golf Navigator game series lets the player enjoy a golf simulation where the hallmarks are panoramic 360 degree views of the courses and an intuiative system which allows for proper impartation of power and english to the virtual golfers swing  The Vol1 features 2 courses Caledonian Golf Club  Sohbu County Club At the beginning of the game the player can choose between a male or a female caracter select one of the courses and in each course he can play stroke play free play or view the course data,Missing,Missing
991872000,[14],203008,Simple 1500 Series Vol. 21: The Yakyuu - Pro Yakyuu Jitsumeiban,[7],Simple 1500 Series Vol21  The Yakyuu  Pro Yakyuu Jitsumeiban is a baseball simulation game featuring players detailed data and the player can design the team tactics trade players etc The game features also a 2 players vs mode using a save of a team in the main game,Missing,Missing
993081600,[14],181572,J.League Jikkyou Winning Eleven 2001,[7],JLeague Jikkyō Winning Eleven 2001 known as World Soccer Winning Eleven 4 is a sports video game developed by Konami for the PlayStation exclusively in Japan in June 2001 It is an addition to the Winning Eleven JLeague series and the successor to the JLeague Winning Eleven 2000 The game only features club teams no national teams and teams from both tiers of the J League totalling 28 teams The game also features seven foreign teams from the European football leagues The game uses the Winning Eleven 2000 engine,Missing,Missing
992476800,Missing,112551,Akagawa Jirou: Yasoukyoku 2,[7],Akagawa Jirou  Yasoukyoku 2 is the sequel to Akagawa Jirou  Yasoukyoku a first person perspective adventure game that was also released later for the Nintendo DS console  This adventure game is also adapted from Akagawa Jirous classic mystery novel Yasoukyoku and this sequel contains three separate detective stories The stage is set in a Library a mansion hidden in a small town where a collection of books related to death are stored,Missing,Missing
993686400,Missing,98366,Rimo-Cocoron,[8],Missing,Missing,Missing
991872000,"[7, 33]",93034,Dance Dance Revolution ExtraMix,[7],This Extra Mix follows the tradition of other Dance Dance Revolution titles players have to press or dance to the corresponding arrows that scroll across the screen A wide selection of techno and club music comes on this release roughly fifty songs are available either from the start or by accomplishing specific challenges  Dance Dance Revolution Extra Mix features the standard Solo as well as Diet Training Challenge Endless and Nonstop Order modes,Missing,Missing
992563200,[34],92791,Private Nurse,"[6, 8]",mother is distant Even with all of this he thinks of himself as a pretty normal guy except that hes completely dependent on his childhood friend Ayano who enjoys taking care of him while his mother is away  One day Hirokis mom calls and tells him Im hiring a private nurse for you but Hiroki strongly objects He doesnt even know what a private nurse is but he knows he doesnt want one  until shes standing in his doorway dressed in a sexy nurse uniform  Hi Im Maria Im your new private nurse She promises to cure Hiroki of his disease within a month While unbelievable he tentatively accepts and the treatment begins Her methods are very hands on and Ayano watches with mixed feelings as Maria treats him As his treatment intensifies so do feelings of love and jealousy What kind of treatment will Maria use to finally cure Hiroki and will Ayano just quietly watch and do nothing,Missing,Missing
991526400,[5],81565,Fur Fighters: Viggo's Revenge,[8],Fur Fighters titled Furrballs in early development is a video game developed by Bizarre Creations and published by Acclaim Entertainment for the Dreamcast in 2000 later for Microsoft Windows The game was designed very much as a standard thirdperson shooter but used a world populated by cute little animals as its setting As a result the games depiction of violence is very cartoonlike without losing any of its intensity In 2001 an updated version for the PlayStation 2 was released as Fur Fighters Viggos Revenge,Missing,Missing
991699200,[4],76729,Simple 1500 Series Vol. 64: The Kickboxing,[7],Players choose one of 14 martial arts experts to lead to ultimate victory in this 3D fighting game from A1 Players can customize such details as fighting style toughness and even glove weight to find a fighter who matches their preferences Guide your kickboxer from a rookie beginner to a contender for the heavyweight title A twoplayer mode allows rivals to faceoff in headtohead bouts,Missing,Missing
991872000,[14],72830,Jikkyou Pawafuru Puroyakyu 2001,[7],Baseball,Missing,Missing
993686400,[31],70283,Leiji Matsumoto 999: Story of Galaxy Express 999,[7],An adventure game for the PlayStation based on Leiji Matsumotos Galaxy Express 999  You assume the role of Tetsurô Hoshino a young boy that witnesses the murder of his mother by Count Mecha a cyborg who hunts humans for sport In his quest for revenge Tetsurô meets Maetel a mysterious lady who offers him a pass for the prestigious Galaxy Express 999 a space train that travels from Earth to the Andromeda galaxy There Tetsurô could get a mechanized body for free and thus be able to challenge Count Mecha,Missing,Missing
992476800,"[13, 15]",59330,Afraid Gear Another,[7],An Office Create developed strategy game developed exclusively for PlayStation as a follow up to the PlayStation original Afraid Gear which was also only released in Japan,Missing,Missing
993686400,[5],49883,"Roswell Conspiracies: Aliens, Myths & Legends","[7, 22]",Aliens have lived among mankind for centuries However man has known them as vampires banshees werewolves and other mythical creatures It is up to Global Alliance agent Nick Logan to stop these aliens from hunting humans and send them back to their home planets Take control of Logan as he travels through 10 levels of action spanning five exotic locations In each level Nick must master new technology to capture the aliens If an alien tries to make a run for it Logan can chase after it in a variety of vehicles including a truck and a Humvee In all of this action he must avoid harming innocent human bystanders who are unaware of the alien presence Help Logan keep the aliens from feeding on humans in ROSWELL CONSPIRACIES Aliens Myths  Legends,Missing,Missing
993600000,Missing,45072,WarJetz,"[7, 8]",World Destruction League  Warjetz the second title in 3DOs World Destruction League series is set in the same postapocalyptic future as the first game Citizens from around the world tune in to watch violent destructive contests of skill and endurance as mighty war machines go to battle for fun and profit  While the series first Thunder Tanks release focused on ground combat WarJetz features combat high in the skies above Players take to the air in modified fighter craft to do battle in 3Drendered destructible environments set all across the globe each warrior hoping to defeat all opposition survive the contest and earn the exclusive rank of WDL WarJetz Air Lord,Missing,Missing
993254400,[14],44876,Blast Lacrosse,[7],Blast Lacrosse is an indoor lacrosse video game released on May 23 2001 for Sonys PlayStation It is officially licensed by and based on the National Lacrosse League and includes all nine teams of their 15th season including mascots1 It is also licensed by the Professional Lacrosse Players Association The game features ingame advertisements for Shamrock Lacrosse and STX The cover features an Ottawa Rebel player wearing 88    This is the only lacrosse related video game ever on Sonys PlayStation PSP PS1 PS2 and PS3  The style of play is very similar to the arcade style of NBA Jam and NFL Blitz where if a player scores a hat trick they become on fire and play better until stopped    The game is voiced by playbyplay man and sports radio host Scott Ferrall,Missing,Missing
991872000,Missing,43421,Maken Shao: Demon Sword,[8],Maken is a manmade life form created to delve into the human soul and cure mental disease Take control of this creature in an adventure that takes you across the globe in a battle against a terrorist organization led by a Chinese god  A 3D action adventure  Maken Shao lets you possess the bodies of key game characters unlocking their memories and special attacks as you struggle to uncover who is behind a sinister conspiracy to change the fate of humankind forever,Missing,Missing
