first_release_date,id,name,platforms,summary,genres,storyline,rating
1009756800,267525,Nobunaga's Ambition: Ranseiki,"[6, 8, 11]",Nobunaga no Yabō Ranseiki 信長の野望嵐世記 Nobunagas Ambition Chronicle of a World of Storms is the ninth title in the Nobunaga no Yabou series released February 2001 for Windows 98 This game returned to provincetaking battles and the a system of varying powers was introduced Ports for PlayStation 2 and Xbox were made later It was released as a japanese only launch title on February 22 2002,Missing,Missing,Missing
1008806400,229579,Jikkyou Pawafuru Puroyakyu 2001: Kettei-ban,[7],Missing,[14],Missing,Missing
1008806400,229543,Jikkyou Pawafuru Puroyakyu 8: Kettei-ban,[8],Missing,[14],Missing,Missing
1009756800,220943,J.League Winning Eleven 5,[8],JLeague Winning Eleven is a Japanexclusive soccer simulation video game There are six modes available from the main menu Exhibition Master Championship Hyper Cup All Stars Exhibition Options Mode and Player Mode,[14],Missing,Missing
1008806400,215170,Wangan Midnight: R,"[8, 52]",Wangan Midnight R is a racing game based on the Wangan Midnight manga For Arcade it is a revised and updated version of Wangan Midnight while for the PS2 it is the first version and the first home console release in the series as well  The PS2 release has an AC Scenario mode original Arcade Scenario mode Mission mode Time Attack mode and an iLink Battle mode local multiplayer similar to the Versus mode used for the two units of the arcade cabinet There is also a Replay Theater where replays of races can be viewed The mission mode has a number of challenges against one or more opponents divided over eleven series series one to ten and then Tune as the final one The game contains licensed cars from the manufacturers Mazda Mitsubishi Nissan RUF Subaru and Toyota,[10],Missing,Missing
1009756800,210006,Jonny Moseley: Mad Trix,[8],Missing,Missing,Missing,Missing
1009756800,209885,Pro Body Boarding,[7],Missing,Missing,Missing,Missing
1008806400,203133,Simple Characters 2000 Series Vol. 05: Highschool Kimengumi - The Table Hockey,[7],This Playstation game is a Table Hockey game that features characters from the manga Highschool Kimengumi The player can choose at first time from one of the 5 main characters and have to defeat different characters in the story mode to unlock the gallery mode The gameplay the player that reach 7 goals first win the match or have more goals than the other at the end of the time There are also special attacks and special items to active them,[33],Missing,Missing
1008806400,203078,Simple 1500 Series Vol. 82: The Sensuikan,[7],The Sensuikan is a radio control submarine simulator that features a story mode in which the player takes the role of a young kid that buy a new radio control submarine and will have to pass several stages against other users to gain more money that will allow him to improve his submarine or buy new ones in the town shop,[13],Missing,Missing
1008806400,203074,Simple 1500 Series Vol. 80: The Jintori - Volfied 1500,[7],The game is an updated version of Qix with extra features and a futuristic science fiction aesthetic rather than Qixs abstract geometry style The player pilots a small spaceship instead of a simple dot and the enemies come in the form of various aliens,"[9, 33]",Missing,Missing
1008806400,203073,Simple 1500 Series Vol. 79: The Shisenshou,[7],The Shisenshou is a puzzle game similar to the Shanghai series since the player have to find 2 pieces of the same shape  colour that are alone to join them and make them dissappear the player have to follow an order since he can make 2 pieces dissappear if they are surrounded by other different pieces except when the 2 equal pieces are one next to the other To advance to the next stage the player has to clear of the pieces in each stage before the time ends,[9],Missing,Missing
1008806400,194235,Giants: Citizen Kabuto,[8],Before man climbed down from the trees to shop in megastores and drink cappuccino before the Earth wadded itself into a cool blue ball before the Moon even existed there was the Island The Island a massive fragment of a longlost planet hurtling blindly through space Upon the surface of this paradise wanders the giant Kabuto Little does Kabuto know that the Island was home to others before him In the oceans there dwells a matriarchal race called the Sea Reapers In their pride they created Kabuto as a defense against intruders But Kabuto became conscious of himself his loneliness his pain  and he went berserk  Space castaways the Meccs piloted their ship through space looking for their missing friends If you havent guessed already they ended up on the Island Faced with yet another unscheduled layover while on their way to Planet Majorca the Meccs decide to make the best of their temporary home Just their luck  the natives are already embroiled in their own little war and the Mecc visitors are most unwelcome  Meccaryns Sea Reapers Kabuto One island isnt big enough for the three of them,"[5, 11, 12, 31]",Missing,Missing
1008201600,167999,World Soccer Winning Eleven 5: Final Evolution,[8],World Soccer Winning Eleven 5 Final Evolution is a Soccer video game published by Konami released on December 13th 2001 for the Sony PlayStation 2,[14],Missing,Missing
1008806400,166387,Simple 1500 Series Vol. 81: The Renai Adventure - Okaeri!,"[7, 23]",Simple 1500 Series Vol 81  The Renai Adventure  Okaeri is a dating first person adventure,[31],Missing,Missing
1009756800,144730,Genshi no Kotoba,[8],An alien astronaut crash lands on a mysterious island Stranded and unable to speak the local language he slowly learns to communicate with others through a conversation system similar to emoji or pictographs,"[9, 31]",Missing,Missing
1009756800,139248,Tennis,[7],Tennis is a game where you play the sport of the same name There are two modes in the game Tournament Mode and Free Mode In Tournament Mode you face off in either singles or doubles which get harder as you progress You must get into the Top Seed in order to get into the Championships and win In Free Mode you can choose the settings court and either singles or doubles There are 16 different characters each with their own signature moves and skills You can change the difficulty of the CPUs in both Tournament Mode and Free Mode,Missing,Missing,Missing
1009756800,131524,Scrabble,[7],Scrabble is a word game in which two to four players score points by placing tiles each bearing a single letter onto a game board divided into a 1515 grid of squares,[35],Missing,Missing
1009756800,131507,Namco Museum,"[8, 11, 21]",The sixthgeneration console iteration of Namco Museum featuring PacMan PacMan Arrangement Galaga Galaga Arrangement Dig Dug Dig Dug Arrangement Pole Position Pole Position II Ms PacMan Galaxian PacAttack and PacMania,"[5, 10, 33]",Missing,Missing
1009756800,126077,Les Visiteurs: La Relique De Sainte Rolande,"[6, 7]",Les Visiteurs La Relique De Sainte Rolande is the sequel to Les Visiteurs Le Jeu and is based on the film The Visitors II The Corridors of Time This time the sequel is much more actionoriented and the view is 3rdperson You must find the parts of the medallion but also fight use weapons and even play bowling games,[9],As the medallion of Sainte Rolande which is believed to be a source of fertility has stayed in the 20th century Godefroy de Montmirail has to bring it back to the year 1132 in order to have children,Missing
1009756800,123221,Mahjong Haoh: Jansou Battle,[8],Mahjong Haoh Jansou Battle is a mahjong game,[35],Missing,Missing
1009756800,121167,A2 Racer IV: De Politie slaat terug,"[6, 8]",Part four in the A2 Racer series includes tracks in Amsterdam Scheveningen Berlin Hamburg and Vienna  The gameplay of this game continues that of its predecessors with illegal street races on well known high ways and through major European cities  During the race players will have to collect powerups like fuel money and time extensions while avoiding the police and trying to finish first  This fourth installment features the Havok Physics Engine for improved car physics handling and collision,[10],Missing,Missing
