genres,id,name,platforms,rating,summary,storyline
"[5, 8, 31, 32, 33]",122311,Exit the Gungeon,"[6, 39, 48, 49, 130]",59.99921775752036,Exit the Gungeon is a bullet hell dungeon climber immediately following the adventures of the misfit Gungeoneers and their journey for personal absolution in Enter the Gungeon The Gungeon has become a paradox and is collapsing Armed with an everchanging weapon an insatiable need to loot and the trusty dodge roll each of our heroes must ascend and escape via their own unique route of increasingly perilous elevators Battle against the last and most bitter of the Gundead at a frantic pace slowing down just long enough to chat with some familiar faces and a few new ones Shifting rooms enemies bosses bizarre weapons and items all combine to ensure that no two attempts to Exit the Gungeon are the same,Missing
[8],138235,Super Mario Bros. 35,[130],59.99747006781674,Super Mario Bros with a 35player twist Race against time defeat enemies and sabotage your opponents in an online battle to be the last Mario standing Classic Super Mario Bros gameplay gets an adrenaline boost Each player is given the same timed stage but you must defeat enemies to earn extra time and attack your opponents Dont forget to pick up some coins on your waythey can be used to get ingame items like powerups With speed skill and strategy you could be the last Mario standing,Missing
"[8, 12, 31, 33]",19962,Legend of Kay Anniversary,"[6, 9, 12, 14, 41, 48, 130]",59.99658171597858,10 years after its initial release Legend of Kay  Anniversary is a thoroughly remastered version of the original game highresolution textures new more detailed character models modern rendering techniques and crystalclear surround sound give this great classic a new shine Full of fond allusions to old martial arts films and pop culture quotes Legend of Kay  Anniversary is both an incredibly funny game and a challenging actionadventure for young and old alike,Missing
"[4, 12, 31, 32]",54752,Sinner: Sacrifice for Redemption,"[6, 14, 48, 49, 130]",59.9934036939314,Sinner Sacrifice for Redemption is a boss battler actionRPG Face eight abhorrent bosses the first seven each based on one of the deadly sins Before each epic clash you must sacrifice a stat and level down to enter combat Each fight will be tougher than the last as you wage war against sin itself,Missing
"[8, 31]",3779,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,"[8, 21]",59.99004975124378,This platform adventure game finds Jimmy returning from outer space  with an alien lifeform stowaway The alien starts cuddly and cute but quickly becomes a ferocious beast with a voracious appetite for destruction Once again Jimmy Neutron must use a revolutionary invention system to create some inspired gadgets to capture and contain the quickly multiplying alien attack Players are able to create over 26 gizmos 11 inventions and four super inventions There are of course also secret gizmos hidden in each level to give Jimmy Neutron enhanced powerups With the help of these gadgets Jimmy makes his way through six episodes spanning 15 levels including Jimmys Lab Twonkus3 The Neighborhood Downtown Retroland and the Final Showdown,Missing
"[9, 31, 32, 34]",86457,The World Next Door,"[6, 14, 130]",59.97695649487319,The World Next Door is a narrativedriven action adventure game that follows Jun a rebellious teen girl trapped in a parallel world inhabited by magical creatures Inspired by the emotional storytelling and thrilling action of both anime and indie games players can expect to meet and develop friendships with an eclectic cast of characters while uncovering the mysteries hidden within this world,Missing
"[8, 9, 33, 35]",3673,Shrek Super Party,"[8, 11, 21]",59.97516299285935,Shrek Super Party is a party video game released in 2002 by Mass Media The game is based on the Shrek movie series This game is also similar to PacMan Fever which has the same developer and the Mario Party series of games The characters Shrek Fiona Donkey Lord Farquaad Thelonius and Monsieur Hood are available for play Five realms are available for play each with its own minigames The Keep The Windmill The Swamp The Castle and The Farm,Missing
"[13, 15, 32]",120720,Hundred Days,"[6, 14, 39, 48, 130, 167, 169, 170]",59.97146429640932,Winemaking could be your best adventure Make the best wine interacting with soil and nature and take your winery to the top Your beautiful journey into the winemaking tradition starts now,Missing
"[13, 31, 32]",25214,Passpartout: The Starving Artist,"[3, 6, 14, 39, 130]",59.97025955969278,Passpartout puts you into the shoes of a French artist trying to navigate the beautifully confusing art scene Paint and sell your own art to survive your expensive wine and baguette addiction  Passpartout was developed by Flamebait Games and released in June of 2017 It is currently available on Steam and Gamejolt,Passpartout is about a struggling artist aspiring to become the next Da Vinci The storyline in Passpartout offers a range of different paths for the player to take These paths include different types of customers which all have different artistic preferencens As the player creates their art depending on what type of art they create they will attract one of two types of customers This will eventually lead the player into the next act More information on this will be available closer to launch
"[15, 26, 35]",28174,Monopoly for Nintendo Switch,[130],59.96901926614386,Americas favorite family board game Monopoly makes its debut on Nintendo Switch system with new ways to play Experience three unique 3D boards at home or onthego with up to six players in total or take your game online and challenge players in quick matches Customize your game by selecting from six official House Rules chosen by Monopoly fans around the world Dont have time for a full game Speed it up with Special Goals that shorten play sessions and Actions Cards to move you around the board and penalize your opponents Build your empire and trade your way to victory,Missing
"[5, 12, 31, 32]",112665,The Walking Zombie 2,"[6, 34, 48, 49, 130, 167, 169]",59.96894409937888,Zombie singleplayer shooter in modern polygon graphics with rich RPG elements,Missing
[5],21198,Call of Duty: Modern Warfare - Mobilized,[20],59.96536796536796,Call of Duty Modern Warfare  Mobilized is the third Call of Duty video game developed for the Nintendo DS It features the same firstperson shooter gameplay found in its predecessors and also includes new weapons and vehicles new minigames such as cracking computer terminals and taking control of UAV Recon Drones and an AC130 gunship,Missing
"[13, 14]",125479,AO Tennis 2,"[6, 48, 49, 130]",59.96399962162168,Released to coincide with the Australian Open the first major tennis tournament of the year AO Tennis 2 offers an unprecedented level of depth and an extensive range of customization options for a tailormade gameplay experience In the brandnew narrativedriven career mode youll be able to dominate the court build your reputation climb to the top and become a Tennis legend,Missing
[31],138031,Aragami 2,"[6, 48, 49, 130, 167, 169]",59.96352679406347,Aragami 2 is a third person stealth game where you play as an assassin with the power to control the shadows Join the shadow clan and fight the invider armies to protect your people,Missing
[10],10626,Hot Wheels World Race,"[6, 8, 21]",59.96245457002974,In Hot Wheels Highway 35 World Race racing is taken to a new level as players are thrust into the unique futuristic Hot Wheels fantasy world where life revolves around the most intense stunt racing ever imagined Players race against the clock on extreme tracks featuring splitmultilevel courses obstacles and speeds unlike anything ever experienced before Players will be able to pulloff wild gravitydefying stunts speed through huge loops drive up walls find hidden shortcuts or simply just race opponents through volcanoes ice mountains and more The game lets players choose from authentic Hot Wheels cars,Missing
"[5, 31, 32, 33]",33864,FullBlast,"[6, 14, 41, 46, 48, 49, 130]",59.95726682575685,Blast your way through waves of alien invaders in this retro style shooter with modern visuals Collect power ups destroy the enemy ships and defeat the mega bosses in 12 action packed levels On your own or with a friend in local coop mode,Missing
"[4, 25]",2820,The Grim Adventures of Billy & Mandy,"[5, 8, 21]",59.95721683246347,The Grim Adventures of Billy  Mandy pits the characters from the popular Cartoon Network television show against each other in an adventurefighting game filled with mayhem and chaos In Battle Mode players can use a multitude of weapons in destructible arenas like the Desert of Doom and the Underworld Players also have the option to play on their own or with a friend in Adventure Mode a series of storybased missions where players can unlock new weapons and new playable characters,Missing
"[5, 33]",4601,Hogan's Alley,"[18, 41, 52, 99]",59.95707154028207,Hogans Alley is a 1984 video game by Nintendo It was one of the first games to use a light gun as an input device The game presents players with cardboard cutouts of villains and innocent civilians The player must shoot the villains and spare the innocent people,Missing
"[4, 33]",4514,Art of Fighting,"[5, 6, 9, 19, 29, 38, 46, 48, 49, 52, 58, 79, 80, 130, 136, 150]",59.95561885685703,This fighting game began the story of the Sakazaki family and Robert Garcia Yuri Sakazaki has been abducted by Mr Big to punish her father Takuma and her brother Ryo To rescue her Ryo and Robert must take on numerous enemies around South Town eventually reaching the mysterious Mr Karate The passion of the games creators is evident in the unique game play elements introduced These include an energy gauge that is depleted every time a fighter uses a special maneuver Desperation Attacks that are usable only when a fighters health is low and camera zooming that adjusts on the fly as fighters move around the stage All these features ensure that players use strategy and tactics rather than simply mash buttons Adding to the mix are little touches such as characters showing cuts when they are injured and voiceover samples during cut scenes Can you perfect the art of fighting and save Yuri,Missing
"[13, 31, 32]",141088,Five Dates,"[6, 14, 48, 49, 130, 167]",59.95525964281754,Five Dates is an exploration of the unpredictable modern online dating experience A live action romantic comedy with 5 potential matches and over 7 hours of filmed footage,Vinny a millennial from London joins a dating app for the first time while living in lockdown during the coronavirus pandemic With five potential female matches Vinny must pluck up courage to video date with wildly different personalities starring Mandip Gill Doctor Who and Georgia Hirst Vikings  The viewers choices will define Vinnys interactions with each date and their interest in seeing him again Amidst a branching multidirectional chain of conversation topics and deepdive questions Vinny is faced with digital game dates awkward scenarios and unexpected truths
