genres,id,name,platforms,rating,storyline,summary
"[5, 10, 12, 31, 32]",99302,Rustler,"[6, 48, 49, 130, 167, 169]",69.99960854386036,Rustler is an openworld topdown action game paying tribute to the good old GTA style and gameplay fusing it with a historically inaccurate medieval setting Play as The Guy whose parents apparently were too lazy to give him a proper name Experience feudal injustice inquisition witchhunting and join The Grand Tournament Meet valiant yet incredibly stupid knights Complete a wide variety of twisted missions and quests or dont give a damn about the plot and bring mayhem in the villages and cities Choose to go on foot or by a stolen horse Fight with a sword or pick a fancy automatic crossbow All that spiced up with an inappropriate Monty Python inspired sense of humor  Rustlers world is filled with humor anachronisms and pop culture references Ever been towed for parking in a NO HORSE ZONE Wanna do some cage fights in Medieval Martial Arts Arena Or maybe pimpahorse a little How about joining the RoundEarthers sect  As a poor peasant you really need to get creative in order to win the Grand Tournament Form weird alliances doublecross your foes and dig up dinosaur skeletons in a light easytounderstand and hardtoempathizewith story,Become a medieval thug in a crazy openworld action game full of popculture references Complete insane quests kill heroes steal horses fight guards rob peasants and more All packed in oldschool gameplay style
"[9, 12, 31, 33]",133433,Guardian Tales,"[34, 39, 130]",69.99940999359528,Missing,Guardian Tales A Link to Classic Adventure Begin your adventure in Kanterbury a world in turmoil from the Invaders attack destined to be saved by the Legendary Guardian
"[13, 31, 32, 33]",118357,Tools Up!,"[6, 48, 49, 130]",69.99789601919038,Missing,Gather up to 4 players for this fun couch coop experience for people of all skills Renovate the apartments in the mysterious skyscraper while the tenants are away Be sure to follow their wishes left behind on the blueprints Tear off wallpapers bring down walls bust down doors and cover the floor with vibrant carpets and panels  just be sure to do it in time and clean up after yourself
"[2, 7, 9, 31, 32]",119324,When the Past Was Around,"[6, 14, 34, 39, 48, 49, 130]",69.99504608016255,This is the story of Eda a girl in her early 20s Like anyone in her age shes lost She lost her way in the journey to achieve her dreams She lost her way in the journey to find love  That was until she met The Owl  The man that would help her burn her passion the man that would help her find the spark in a relationship and also the man that would teach her about heartbreak,When the Past was Around is an adventure pointandclick puzzle game about love moving on letting go and the joy and pain of everything in between
"[9, 15]",1711,Wario's Woods,"[5, 18, 37, 41, 99]",69.994254104493,The Peaceful Woods was once the friendly home of sprites and other gentle forest creatures Wario and his band of monsters invaded though and spoiled the serenity of the woods The quiet woodlands community has now been turned upsidedown by these horrifying events Wario has now named the woods after himself and peaceful creatures are not welcome Toad the Mushroom Kingdom hero has decided to travel to Warios Woods and put an end to Warios evil reign of terror Toad knows that with the sprites help he will be able to rid the forest of Marios twisted nemesis Thankfully the sprites are able to create bombs Its Toads job to line up the bombs with the enemies of the woods thus defeating those evil creatures By clearing more and more of the woods Toad steps ever close to the ultimate challenge of facing Wario,Warios Woods is a puzzle game similar to Tetris or Columns but with a twist Instead of directly controlling the monsters and bombs that are falling down the player controls Toad who has to carry around stacks of monsters and bombs and to combine them in the right way One bomb plus at least two monsters of the same color have to be combined to make them disappear If five or more objects are cleared at the same time a diamond will appear Destroying the diamond will clear all monsters of the diamonds color
"[13, 15, 32]",150512,Two Point Campus,"[3, 6, 14, 48, 49, 130, 167, 169]",69.99368319463285,Its time to spin academia on its head Got a yearning for learning Or just keen to build an educational masterpiece Campus is jampacked with new creative tools to help you build the university of your dreams  For the first time build in the great outdoors as you develop your own delightfully educational campus environment housing the top teaching facilities in the land Whether you prefer building on simple foundations or placing every tree you can build the university you want  Lay down pathways with new easytouse tools Plant glorious collections of outdoor flora Place benches fountains sculptures hedgerows  even picket fences The only limit is your imagination and your ingame bank balance,Build the university of your dreams with Two Point Campus the follow up management sim with a twist from the creators of Two Point Hospital Get to know your students explore their personalities and fulfill their wants and needs Craft buildings choose courses hire the best staff and build an academic institution to stand the test of time
"[12, 13, 15, 31]",107255,Crossroads Inn,"[6, 49, 130]",69.99322025638595,Missing,Build and manage your tavern satisfy the wandering hearts and bellies of sinners and sojourners and most importantly send them out throughout the land to make known your fame near and far But all of this is merely your first step as you soon attract the attention of serious political and military forces and slowly become a part of a ruthless race for power  Dare to defy your own fate in an epic campaign or lose yourself in an endless openworld mode Build your very own tavern hire and oversee staff manage your supply chain and specialize your services research new recipes and encounter a host of unconventional characters Be smart be resourceful and plan ten moves ahead to become the most renowned innkeeper in the realm and one day as sure as the rising of the sun you will rise above your station and those who once jeered will look on in wonder
[7],37067,Just Dance 2018,"[5, 9, 12, 41, 48, 49, 130]",69.9925782361292,Whether youre a party starter a dancer in the making or a seasoned pro get ready to turn up the volume and unleash your inner dancer with Just Dance 2018    Dance to 40 of the hottest tracks including 24K Magic by Bruno Mars Side to Side by Ariana Grande Ft Nicki Minaj Despacito by Luis Fonsi  Daddy Yankee Swish Swish by Katy Perry Ft Nicki Minaj Naughty Girl by Beyoncé and many more,No matter where you come from how old you are if you are a panda or a carrot turn up the volume and get ready to unleash your inner dancer because Just Dance 2018 brings out the dancer in everyone The biggest music video game franchise of all time with over 63 million units sold is coming back this fall Whether you are a party starter a young dancer in the making or a pro dancer looking for new challenges its never been so easy to Just Dance
"[9, 32]",86323,Hexologic,"[3, 6, 34, 39, 49, 130]",69.9914964444248,Missing,Do you like Sudoku You will love Hexologic A puzzle game based on hexagonal fields Over 40 different levels where you will challenge your deductive abilities
"[4, 14]",4093,Rocky,"[8, 11, 21]",69.99075262960537,Missing,Based on the famous movie series of the same name about good boxer Rocky Balboa played by Sylvester Stallone  The boxing simulator game has several modes including Movie Mode Exhibition and Knockout Tournament In Movie Mode you can follow the movie series starting each part with three minor opponents and finishing the big boss in the end Each character has personal weaknesses Also you can train Rocky prior to each fight
"[8, 9, 31, 32]",105680,Phogs!,"[6, 48, 49, 130, 170]",69.99067502504366,Missing,In Phogs you play as a duo of dogs on a captivating puzzlefilled adventure Linked by a stretchy belly youll need to bark bite and bounce your way through obstacles set across the themed worlds of Food Sleep and Play in coop or singleplayer  Forage through Food World teeming with tasty treats From hot buttered toast to chopped celery even a river of chocolate  Stroll through Sleep World complete with teddy bears cushions and quilts all nestled in the glow of the soothing nightlight  Pounce through the crazy toybox of Play World exploring a beach amusement park a retro arcade and everything in between Woof  Supporting singleplayer and sharedcontroller gameplay plus local and online coop Red and Blue are always ready to play
"[12, 13, 15, 31, 32]",88130,Nexomon,"[3, 6, 14, 34, 39, 48, 49, 130, 167, 169]",69.99004975124377,Missing,Catch evolve and collect over 300 unique Nexomon Assemble the ultimate Nexomon team to save your friends and save the world Clash against legendary champions and become a hero in this epic journey
"[12, 31]",12057,Drakkhen,"[6, 13, 16, 19, 63, 121]",69.99003984063745,Missing,The prophecy has been fulfilled The world shall be ruled by the dragons On an island far away their lords prepare for the conquest of the lands There is only one hope for mankind The emperor sends out four heroes  warriors and magicians  to solve the puzzle of tears and prevent the invasion of the Drakkhen  Drakkhen is a roleplaying game with a visual presentation that combines 3D landscapes and 2D interiors The players party will travel overland on a flat terrain made up of vectors on which 2D objects are zoomed The same type of engine was later used in Eternam The player will encounter monsters and fight them in realtime combat and discover the palaces of the dragon lords Indoors the player has to find a way through the maze of chambers solving puzzles and defeating the minions of the Drakkhen Party members are depicted in four status windows on the left side of the screen thus allowing to see their current status and equipment at once
"[5, 31, 33]",5454,Space Ace,"[9, 13, 14, 16, 19, 50, 52, 62, 63, 75, 78, 115, 117, 159, 410]",69.9874290621079,Missing,In Space Ace you play the heroic Ace who must stop the evil Commander Borf from taking over the Earth Borf plans to reduce all of humankind to infants and take over the planet
"[12, 31]",17460,Dragon Quest Monsters: Joker,[20],69.98664048039035,Welcome to Green Bays a cluster of mysterious islands that sparkle like jewels in the shimmering ocean But travelers beware The islands are not as peaceful as they seem for they teem with a multitude of monsters both great and small  Green Bays is also home to the famous monster scout challenge This renowned contest held once every few years determines who will be crowned the worlds greatest scout  It is time for you to begin your quest to become the greatest monster scout in Green Bays and in history,Players assume the role of a monster hunter as they capture train and breed a powerful army from more than 200 classic Dragon Quest creatures in order to become the worlds greatest monster trainer Joker is a breakout title that combines the depth of a classic Dragon Quest RPG with the addictiveness of a monster catching adventure
"[9, 31, 32]",59252,Darkestville Castle,"[3, 6, 14, 34, 39, 48, 49, 130]",69.98651375605289,Missing,Like any decent demon Cid spends his nights performing all kind of evil deeds to the peaceful people of Darkestville Little does he know that his old arch enemy is about to change his life forever
