first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1094169600,[5],274188,The Island,[6],The Island is a singlelevel PWAD for Doom II It is a very large level set on a volcanic island featuring lakes forests and a large UAC base in the centre as well as several visual and sound effects to enhance the ambience Several new DECORATE monsters are also included many from the thennew Monster Resource WAD The author cited Far Cry as the main inspiration when designing this level,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1095811200,[5],274163,Decade,[6],Decade is a map designed by Russell Pearson and released in 2004 It requires a ZDoomcompatible port It uses the music track Sinister by Robert Prince The level was constructed as a homage to celebrate that 2004 was Dooms tenth year It is a new school map using detailed architecture ACS and other port features constructed to be evocative of iconic areas from both Doom and Doom II,Missing,Missing,nan,nan,nan,nan,nan,nan
1094774400,[5],273568,Exquisite Corpse,[6],The phrase exquisite corpse originates from a surrealist game in which sentences were created by a group of people each person not knowing what the previous words were In this WAD each of the 12 authors was given a block of space 1024x1024 units big and asked to create a part of a larger level However all they were given to guide them were small slivers of the previously created pieces adjacent to theirs,Missing,Missing,nan,nan,nan,nan,nan,nan
1094342400,[5],272133,Neutron Base: The Arrival,[6],This level is a continuation of Unaided mission Just before Duke destroyed those alien bastards launch facility he discovered a secret launchbay He soon understood that the bosses had their own way of escaping Duke Now he followed in their footsteps and decided to find their base,Missing,Missing,nan,nan,nan,nan,nan,nan
1094083200,"[8, 9]",261896,Tibili et L'île de la Panthère,[6],French educationnal game for 58 years old,Tibili a boy has to save his animal friends captured bu KutKut,Missing,nan,nan,nan,nan,nan,nan
1096502400,[5],259425,Syndicate Black Ops,[6],The action takes place after the Dark ages in a far future You are a member from the Syndicate a powerful criminal group specialist in assassination and delicate missions  One of the more powerful mega corporation  Croon contact you so that you clean their little error  Inadvertently they opened some hells gate and the Federation send its choc troops in order to pacificate all of these things and to bring some proofs against Croon,Missing,Missing,nan,nan,nan,nan,nan,nan
1094947200,[8],250069,Super Mario Epic 2,[6],The sequel to Super Mario Epic Super Mario Epic 2 has over 15 levels and features like Flippers Hammer Brothers suit and more,Missing,Missing,nan,nan,nan,nan,nan,nan
1096502400,[5],247557,Half-Life: Case Closed,[6],You are Bob Dewey Black Mesa janitor You arrive at the research facility for another day at work cleaning up the mess those smart ass scientists leave behind refilling the soapboxes in the toilets listening to Barneys stupid jokes and reading Penthouse Magazine Its not the most exciting job in the world but it pays good and you get lots off free donuts As usual those scientists create black holes and open gates to other alien worlds filled with creatures who eat human flesh for lunch  Nothing special but this time they really messed it up and those aliens found a way to our planet And guess what you are in the middle of all this While Gorden Freeman kicks alien arse Corporal Adrian Shephard fights Freeman and Barney Calhoun tries to save some scientists you just try to save you own butt and get the hell out of Black Mesa  Its a bigger mess you have to clean up this time,Missing,Missing,nan,nan,nan,nan,nan,nan
1095379200,[34],242386,Phantom Integration,"[6, 372]",An expanded version of Phantom of Inferno containing a new ending,Missing,Missing,nan,nan,nan,nan,nan,nan
1094860800,[5],221854,Half-Life: Visitors,"[6, 14]",You play the young lawyer Dr Alan Green who was sent to the desert as a safety evaluator to carry out a safety report of Black Mesa  After a brief walk towards your temporary office you suddenly find yourself in a situation you are not prepared for Can you use what you have around you to escape this nightmare,You play the young lawyer Dr Alan Green who was sent to the desert as a safety evaluator to carry out a safety report of Black Mesa  After a brief walk towards your temporary office you suddenly find yourself in a situation you are not prepared for Can you use what you have around you to escape this nightmare,Missing,nan,nan,nan,nan,nan,nan
