first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1209686400,[5],271953,Tower of Dal Gurak,[6],A big castle using Quake III textures Remake of a map with the same name from the game Blade of Darkness,Missing,Missing,nan,nan,nan,nan,nan,nan
1211155200,[5],271524,Ruined Nation,[6],Mediumsized base map using Doom 3 textures It comes with a number of custom ambient sounds and features hard combat,Missing,Missing,nan,nan,nan,nan,nan,nan
1211500800,[34],259484,Chrono Belt: Ayakashibito & Bullet Butlers Crossover Disc,[6],A crossover visual novel by Propeller,Depending on which route you choose you start out as either Alfred Arrowsmith after his united front with Rick against Gustave or Kuki Youkou after his final confrontation with Soushichi Ungaikyou literary means the mirror beyond the clouds a youkai made from the failure attempt of the mirror of the three artifacts belonging to Amaterasu the Sun god in Japanese mythology has chosen these two to help them create a world of their own In exchange Alfred and Kuki are temporary exempt from going to the netherworld and finish their lingering desiresin their nonrespective worlds  After the completion of the two stories the final routeChronobeltunlocks Almost immediately after Kuki and Alfred finish dealing with their lingering desires invaders have slipped through the portals and into the Infinite Corridors the space connecting the two worlds Before long team Ayakashibito is in a constant war with team Bullet Butlers in what can only be described as the city of Chaos,Missing,nan,nan,nan,nan,nan,nan
1209686400,[31],257213,Iron Man,"[5, 6, 8]",Missing,Missing,Missing,4.55,5.43,8.54,57.0,63.0,50.0
1210896000,Missing,251093,Dark and Light,[6],Dark and Light was a pay to play fantasy MMORPG developed in Reunion Island by NPCube and published by Farlan Entertainment It was released on June 6 2006 to largely negative reviews Though there was never an official announcement regarding discontinuation of service the servers have been offline since 2008 ostensibly due to a lawsuit by VWORLD LLC  Snail Games acquired the rights to Dark and Light in 2008 and developed a fantasy survival sandbox RPG which was released as early access in 2017 with the same name,Missing,Missing,21.0,0.0,0.0,53.0,3.0,1.0
1210896000,[5],225800,Fate of the Damned,[6],Fate of the Damned is a meticulously crafted custom campaign for BLOOD which aims to speculate and explore another shadowed path that Caleb mightve undertaken While taking care to never stray far from the gameplay formula that made BLOOD so gripping the campaign will see Caleb journey through new environments that he has not seen before Gruesome new discoveries await as he tears through hordes of the undead and nothing is left unscathed in his quest for vengeance,Missing,Missing,nan,nan,nan,nan,nan,nan
1210550400,[31],210142,JumpStart 3D Virtual World: My First Adventure,[6],In the game players create avatar characters to represent themselves and play learning activities to earn pieces of storybooks,Missing,Missing,nan,nan,nan,nan,nan,nan
1212019200,Missing,208792,Cooking Academy,"[6, 14, 39]",Grab your oven mitts and don your Chefs Hat Cooking Academy is the game that places you in the kitchen of a prestigious culinary school From eggrolls to pancakes from ravioli to creme brulee its up to you to prepare over 50 recipes Learn interesting trivia about food while mastering the skills of chopping kneading mashing flipping frying and much more Unlock new recipes and trophies by passing your cooking courses and exams Are you ready to be a Master Chef Well then its time to enroll at the Cooking Academy,Missing,Missing,nan,nan,nan,nan,nan,nan
1211760000,Missing,206300,Blast Miner!,[6],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1210896000,"[8, 32]",199143,Precision,[6],Precision is a freeware side scroller about precision jumping The player has to jump from rooftop to rooftop collecting all the beer bottles on the way and reach the ladder marking the end of the level There are a total of 7 levels,Missing,Missing,0.67,0.0,0.0,60.0,1.0,1.0
1211414400,"[8, 32]",199142,Krebswelte,[6],Krebswelte is a game created as an entry into TIGSources Procedural Generation competition The player controls a mercenary who on each level must find a key and make his way to the exit Each level is a random chaotic assortment of squares the mercenary can move around thanks to his incredible jumping abilities and his gun which allows him to destroy walls A gun has unlimited ammo but it takes a while to reload when its clip runs out Destroyed wall sections reappear after a while,Missing,Missing,nan,nan,nan,nan,nan,nan
1210636800,"[32, 33]",199113,Kryzta,[6],Kryzta is an experimental action game by Cactus On the surface it looks like an arena shooter but you are unable to fire Instead the focus is on avoiding enemy shots and maneuvering in such a way that the enemy hit each other instead of you,Missing,Missing,nan,nan,nan,nan,nan,nan
1211673600,[5],196840,Half-Life: Reissues,"[6, 14]",Reissues is a community compilation of 30 singleplayer HalfLife 1 levels authored by a mix of various designers,The player character warps through many portals exploring many worlds engineered by otherworldly beings,Missing,nan,nan,nan,nan,nan,nan
1210204800,[5],196837,Half-Life: Residual Point,[6],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1211846400,"[9, 15]",195267,Demonophobia,[6],Demonophobia is a 2d side scrolling horror game following Sakuri Hunikai a highschool student trapped inside of a helllike dimension,Sakuri Kunikai a 14yearold Japanese schoolgirl lived in a modern world and never believed in supernatural things One day she found a book about black magic and decided to perform a demon summoning ritual just out of interest The ritual worked but as an result Sakuri herself got trapped in a horrible world of demons The girl left absolutely alone in a disgusting world full of horrible creatures she didnt know what to do and almost lost hope but suddenly she saw a phantom named Ritz Ritz told her that the place she needs is in the very center of the demonic labyrinth and Sakuri went there determined to get back to home,Missing,2.51,0.0,0.0,30.0,3.0,3.0
1211846400,[5],183630,The Citizen,[6],The Citizen is set parallel to the events of the original HalfLife 2 The player takes the role of an ordinary man pushed over the edge by the oppressive regime controlling his life His home trashed his family dead The Citizen leaves his apartment for the last time He seeks new friends and a way to help the human resistance to smash the iron grip of the Combine What follows is a winding tale of betrayal determination and grief Many obstacles lie in his path which require a sleek combination of agility stealth intelligence and sheer violence to overcome,The Citizen is set parallel to the events of the original HalfLife 2 The player takes the role of an ordinary man pushed over the edge by the oppressive regime controlling his life  His home trashed his family dead The Citizen leaves his apartment for the last time He seeks new friends and a way to help the human resistance to smash the iron grip of the Combine What follows is a winding tale of betrayal determination and grief  Many obstacles lie in his path which require a sleek combination of agility stealth intelligence and sheer violence to overcome,Missing,nan,nan,nan,nan,nan,nan
1209945600,[34],170245,Amaranto,[6],Set in a postapocalyptic world divided into districts Mio and her childhood friend Shizuku hears strange rumors at school about vampiric murders Who is the culprit and how does it tie to that mysterious girl in white,Missing,Missing,0.0,0.0,2.13,0.0,0.0,1.0
1210809600,[34],165554,Aoi Shiro,"[6, 8]",The Seijou Girls Academy Kendo Club is traveling to Shoushinji for a Summer training camp Near there is an island Urashima where legend has it a demon extermination took place long ago  They arrive around the time of a festival which honors a god that is worshipped by the people of Urashima it celebrates the onitaiji and ensure another year of health for the people Around the time of the festival the weather around Urashima worsens and storms will come  A few days into their training Osanai Shouko finds a girl washed up on the shores near the location of the training camp She cannot speak and doesnt seem to know much about herself,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
