,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[5],274165,Doomtown,[6],3 single player levels,Missing,Missing,,,,,,
1,[5],271996,On Him Their Lives Depend 01,[6],A large urban level with action aplenty,Missing,Missing,,,,,,
2,[34],268662,Yukigatari,"[6, 238]",A adult visual novel released in 2001,The game takes place in a snowy mountain area where the protagonist takes part in a skiing course Of course he isnt alone and convenientlyenough ends up with a lot of female company,Missing,,,,,,
3,[34],246718,Nijuubako,[6],The Nijuubako fandisc featuring 2 scenarios,Missing,Missing,,,,,,
4,[8],220785,Kirikou,"[6, 7]",Kirikou is a 2001 platform video game based upon the 1998 French film Kirikou and the Sorceress,Missing,Missing,1.79,2.0,0.0,57.0,7.0,4.0
5,Missing,204564,WarCommander,[6],Missing,Missing,Missing,,,,,,
6,[14],201921,Links Expansion Pack Volume 2,[6],Links Expansion Pack Volume 2 owners will be able to line it up in the natural desert terrain of Arizonas Stone Canyon Club or lakeside on the Robert Trent Jones Alabama Golf Trails Links Course at Grand National Also players can tee off on the newlyupdated dramatic clifflined fairways of The Fazio Foothills Course at Barton Creek and enjoy updated graphics on the panoramic scenery and challenge of Scottsdales Troon North As an added bonus PC golfers can enjoy Ayrshire Dunes also known as northern Dunes a fictional course created with the Arnold Palmer Course Designer by Links enthusiast Mike Jones,Missing,Missing,,,,,,
7,[11],166693,America: Expansion Pack,[6],Each of the four factions from the original game gets two new missions a new unit and a new building The graphics and AI have been updated and GameSpy online support is now included There is also a level editor for creating your own missions,Missing,Missing,,,,,,
8,"[11, 12]",143699,Icewind Dale: Complete,[6],Includes the original game the expansion pack Heart of Winter and the free downloadable addon for the expansion pack Trials of the Luremaster,Missing,Missing,,,,,,
9,[16],91907,Polis 3: Vargspår,[6],A Swedish turnedbased strategy graphic adventure with lots of FMV sequences You take the role as a Swedish Crime Scene investigator trying to solve a big murder case,Missing,Missing,,,,,,
10,[12],85695,Castle: The Forbidden Divines,[6],Castle The Forbidden Divines is a prequel to the roleplaying game Heaven and Earth Tribulation Legend of Gods and Demons,In the biography of the Supreme Demon God there is a hidden character Magic Master  Xia Houyi whose identity is still unsolved at the end of the original game With a rebellious personality but willing to help the protagonist fight against Chi You where did he come from The causes and causes that were unclear in the previous work all originated from an event And the experience of this young age is the background of the story that this new game hopes to explain  It all started after Pangu created Wufang and Chaos in the early days Nuwa and Fuxi invited Luohu to help create the world on the condition of sharing the three realms Later the three realms of clearing fixing the soil and transforming the wasteland were established The power of clan eclipse then joined forces with Fuxi to start a battle of creation with Rahu In the end when Luohu was defeated he and his family were defeated and returned to Youyin and they waited for the opportunity of Xueqiu And Nu Wa used sevencolored stones to form a strong sky trying to seal Luohu and his clan forever in the secluded space left after the creation of the world but it was unsuccessful because of the nine celestial movements Luohu was afraid of Nuwas surveillance so he secretly built the sun and moon double envoys so that the Mingjie could build another nine armillary celestial apparatus to destroy the sky,Missing,,,,,,
11,[11],79984,Myth III: The Wolf Age,"[6, 14]",The third entry in the RTTseries Myth The Wolf Age is a prequel to the two previous games Unlike the first two games The Wolf Age was developed by Mumbo Jumbo,Set one thousand years before the events of Myth The Fallen Lords Myth III The Wolf Age tells the story of the warrior Connacht before he became known as The Balor the main antagonist of Myth The Fallen Lords It recounts his ascension to war hero and emperor and his campaign against the supernatural warlord The Leveler,Missing,9.62,0.0,10.0,80.0,3.0,2.0
12,"[2, 31]",79805,Pleurghburg: Dark Ages,"[6, 13]",A semisequel to the companys earlier nonAdventure game Cops  Killers the player controls police detective Jake McUrk in the now relatively crimefree city of Pleurghburg While investigating screams coming from the old morgue he discovers a series of grisly murders perpetrated by a group of robed men The game plays out over four days as Jake tries to discover the secret behind the robed men before Pleurghburg becomes a crimeridden hellhole again,You play as detective Jake McUrk working for the Police Detective Agency The citizens got rid of the old corrupt police system and organized the PDA consisting only of detective investigators Despite there not being any policemen patrolling the streets anylonger the crime rate dropped by nearly 50 However one morning Jake is put on a case that sounded like just another false alarm But he is suddenly thrown into a nightmare consisting of brutal murders and danger lurking around every corner and nolonger being sure of who he can trust,Missing,,,,,,
13,[2],73252,Versailles II: Testament of the King,[6],The game is set in 1700 15 years after the previous game at the time of the death of King Charles II The player assumes the role of CharlesLouis de Farevolles who turns up at the Court of Louis XIV with neither influence at Court nor money  A 25 piece orchestra led by Skip Sempé performs an hour of music for the game,Missing,Missing,,,,,,
14,[13],71494,1193 Anno Domini: Merchants and Crusaders,[6],1193 Anno Domini is a trading simulation set in the second half of the Middle Age You are a little unknown trader And so are your three rivals which are either played by the computer or by real players Now its your task to become a rich and powerful merchant and over powering your three rivals For this task you have the ability to expand your business through 98 towns while trading 36 different goods But you are not just trading the goods but you also producing them for this task you have up to 22 production facilities to produce goods for 6 different economy sectors For maintaining your trade business you have to protect your goods from thieves or other players but you must also counteract some external influences like the weather or plagues  When you gain influence as a trader and are respected by the authorities they not just help you to protect your goods but you also gain the ability to do some political decisions taxation and others You then also get assigned some tasks to do for the town and the church,Missing,Missing,,,,,,
15,"[10, 14]",70032,Monster Truck Fury,[6],Get behind 4 wheels of Fury as you control your very own Monster Truck Compete in races and wreck havoc on your suroundings,Missing,Missing,,,,,,
16,[10],62590,SeeNa,[6],Firstperson action game published by SystemSoft for Japanese computers in 1986 Its polygonal 3D graphics engine was a technical milestone rendering 3D environments at a fast pace and compared to the tilebased rightangle movement of earlier firstperson games allowed the player to move with full 360degree movement,Missing,Missing,,,,,,
17,Missing,56773,Kazoku Keikaku,[6],Kazoku Keikaku is a visual novel with a multilayered story gorgeous characters and a cast of worldclass voice actors,Tsukasa a fiercely independent youth who lost his parents at an early age and now spends his days working at a Chinese restaurant to make ends meet  Reluctant to form interpersonal ties lest they be shattered Tsukasa is nonetheless unable to abandon the illegal immigrant girl he finds collapsed in the alley behind his workplace one day Confronted by her utter helplessness he takes her in an encounter that opens the door to a new life  one where he faces the challenge and wonder of being no longer alone  Tsukasa soon finds himself at the unwilling nexus of even more lives attracting a band of misfits and social outcasts around him that swell beyond the confines of his small apartment They find shelter in an abandoned house where despite Tsukasas lingering doubts a pact is formed the family project an alliance of mutual convenience and utilitarian support that despite the mistrust and antagonism among its members soon comes to mean much more,Missing,,,,,,
18,[10],51300,Need for Speed: Motor City Online,[6],Missing,Missing,Missing,,,,,,
19,[10],49897,Cubix: Robots For Everyone - Race 'N Robots,"[6, 7, 22]",Robots in everyday life Believe it folks Thats the reality of the cool cartoon series CUBIX Robots for Everyone The story follows the adventures of Connor a human boy and his robot Cubix through Bubble Town Attempting to repair damaged robots and ward off evil beings the pair encounters a whole cast of wacky characters every week The game puts its emphasis on the racing aspects of the series sending you to Bubble Towns racing championship series Your archnemesis Dr K has a converted racer named Kolossal in the competition and your goal is to earn the right to defeat it Choose to race as any of your favorite series characters including Hop2ix Brutix DonDon Diagnostix and Cubix Youll be able to customize your racers to fit your liking using elements like Gravgrip Zero G and other seriesbased powerups to defy gravity and reach top speeds Full of cool options game modes and colorful graphics Race N Robots is not to be missed,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
20,Missing,47098,Killer Tank,[6],An evil Russian Scientist dreams of world domination and you absolutely do not play a squarejawed American striving to defend democracy Its time to back the mad scientist for a change    So man the maniacs supertank and thunder through twenty all action missions spreading mayhem and carnage Your tasks will range from seekandfind missions to all out assaults from espionage to dramatic defenses With dozens of weapons at your disposal youll be fighting against everything from helicopters to infantry armored cars to enemy tanks fortifications to biomechs    The environments have been set up to be nonlinear and entirely interactive Drive whereever you wish crushing trees and blasting the wildlife trashing skyscrapers leaving tanktracks and the bloody remains of your foes in the sand The pyrotechnics arent just limited to big explosions though there are plenty of those as flamethrowers leave trees ablaze and foes running screaming as they burn,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
