,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[2],276101,Crescent Satsujin Jiken: Reporter Saotome Kyouko,"[6, 14]",Missing,Missing,Missing,,,,,,
1,[5],274170,Torment,[6],Torment is a Doom II episode replacement mod of six levels including original music created by Shamus Young in 1995,Missing,Missing,,,,,,
2,Missing,268522,Paddock Note '95,"[6, 14, 50]",The game simulates building up a career for horse racing As the manager the player can choose the winning horse the rider and how many meters racetrack which is done by navigating multiple menus In the Strand Yard office the player has access to plenty of information for the available horses and riders before making decisions Further learning can be done at the Horse Museum,Missing,Missing,,,,,,
3,[2],263635,3D Movie Maker,[6],Microsofts 3D Movie Maker allows you to create your own 3D movies Place your actors and props in the scene choose actions for them to perform and add sound effects speech music and text You can also explore the studio and theater building to find the lost pages of the Talent Book and learn the actors stories,Missing,Missing,,,,,,
4,[31],262409,Evocation 2: The Dream,[6],There are two sides to go the teacher said  I know the right way for your thoughts This adventure has hundreds of items and dozens of locations made with 3D modeling techniques 2244 kHz soundtrack sound effects text and instructions An adventure through the centuries the discovery of an enchanted world the secret keys of a dream,Missing,Missing,,,,,,
5,[31],262408,Evocation: Beyond the Dream,[6],In this adventure game the player controls the magician trainee Eto who is sick of the training methods of his master Pan So he secretly studies in his masters library and challenges Pan to a duel which Eto surprisingly wins But his victory doesnt last long After waking up one morning Eto finds himself on a small island which only contains two doors and a small marble ball Behind the doors are the scenarios of the game the first leads into the house of an astronomer interested in Far Eastern mysticism The controls are simple With the mouse the player moves through the rendered backgrounds When taking a object he drag  drops the item into his inventory visa versa for using a item in the game world The puzzles are logic based riddles similar to Myst,Missing,Missing,,,,,,
6,[35],262406,Island Casino,"[6, 14]",Checkin to the El San Juan Hotel and Casino and hit the tables for 25 of the worlds most popular casino games Or learn to play with stepbystep easytounderstand instruction Brilliant graphics and sophisticated gameplay put you right in the center of the nonstop casino action and let you feel the thrill of hitting it big with the most complete and authentic gambling experience available on CDROM Its your Virtual Vacation and its only a mouseclick away Island Casino,Missing,Missing,,,,,,
7,[35],262400,Adventures With Oslo: World of Water,"[6, 14]",Adventures with Oslo World of Water is the followup to Adventures with Oslo Tools and Gadgets and covers information about water In comparison to its predecessor the game features less but more involved sections  Winston and the Great Water Cycle Story This is a linear novel which tells the story of Winston the water molecule Within the text are multiple icons which lead to supplemental scientific information animations and videos  Oslos Coloring BookA drawing program which can be used for own creations or coloring included pictures  Oslos WaterWorks BoardGame A virtual board game First the player chooses the aggregate phase of the playing stone which means either 0 1 or 2 advances on the board The second step is clicking the spinning button which gives two randomly generated numbers one of them can be chosen and the number is added to the number of moves which are executed afterwards Depending on the field the player lands on special effects may take place receiving clams or having the aggregate phase locked for the next move The goal is to collect as many clamps before the first player reaches the end of the road  In addition there are a few short animations which can be triggered in the main menu,Missing,Missing,,,,,,
8,[9],262370,Super Concentration,[6],Super Concentration is a memory game in which the player has to match pairs of cards in order to clear the deck and win the game  The shareware version only includes level 1 and 2 the registered version unlocks the rest of the game,Missing,Missing,,,,,,
9,[5],262369,Space Interceptor,[6],Space Interceptor is an Asteroids tpye of game where you have to avoid not only asteroids but also aliens  Space Interceptor Deluxe Edition is the name for the registered version which unlocks more levels and enemies,Missing,Missing,,,,,,
10,[2],262119,Jackpot Jubilee,[6],Jackpot Jubilee is a single player slot machine game  The shareware version of the game has a single traditional three reel fruit machine with a single payline whereas the full registered version has three differently themed machines and a reel hold option The game screen shows the machine being played in the centre while to the right is the players stack of coins the player clicks on a coin to transfer it to the machine so that they can play An unusual feature of this game is the way cash is paid out ifwhen a player wins and collects their cash the coin stack on the right is updated immediately while the coins collected do a little dance across the bottom of the screen before eventually disappearing,Missing,Missing,,,,,,
11,[35],262019,Penetration,[6],So you think youve got a great memory well see  Let Vanna TIght guide you through Penetration one of ROMSOFTs finest adult CDROMgames This fully interactive CD will challenge your memory as well as your sexual curiosity Use your concentration to discover each match and be rewarded with over thirty high quality video clips sensual graphics and a variety of erotic photos,Missing,Missing,,,,,,
12,[9],262017,Sex: The Game,"[6, 14]",A Truly Interactive Game where you adventure through mazes solve puzzles and satisfy the fundamental human desire,Missing,Missing,,,,,,
13,Missing,260946,Cleimos II,[6],Cleimos II is a Doom II megawad replacing all 32 levels created by Rand and Steven Phares in 1995 It is the sequel to Cleimos,Missing,Missing,,,,,,
14,[5],257751,Torment,[6],This is a six level WAD for DOOM II that is designed to work great as either a Deathmatch Co Op or single player game All levels have every weapon except the BFG and the levels are designed so that the more powerful weapons are slightly harder to get to to make deathmatch more interesting and to help balance single player games,Missing,Missing,,,,,,
15,[9],254545,Private: Pornmania,"[6, 13]",Compilation CDROM set from FL Studio creators ImageLine Features over 1200MB of hardcore movies for DOS and Windows in addition to erotic themed games such as Porntris Memory Maze Solver and In the Jungle which combines gameplay from all these games,Missing,Missing,,,,,,
