first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1414627200,"[8, 33]",271980,Whoa Dave!,"[3, 6, 14, 39, 41, 46, 48]",Whoa Dave is an arcade action game The action is single screen and the goal is a high score which is increased by collecting coins dropped by defeated enemies Enemies that make it to the bottom of the stage bounce up from the lava and evolve,Missing,Missing,0.0,0.0,0.0,50.0,1.0,0.0
1413763200,"[2, 9, 31]",259931,Submachine: Ancient Adventure,"[6, 14]",This is the original flash version of the game in high definition and playable in fullscreen,Missing,Missing,nan,nan,nan,nan,nan,nan
1414713600,[12],259839,Stairs of Basically,[6],An entirely new narrative experience from Davey Wreden The Stanley Parable and Ryan Roth Starseed Pilgrim The Yawhg,Missing,Missing,nan,nan,nan,nan,nan,nan
1412467200,[34],258995,07th Theater,[6],07th Theater is a crossover between Higurashi Umineko Higanbana and Rose Guns Days,Missing,Missing,nan,nan,nan,nan,nan,nan
1414713600,"[8, 31]",241409,Really Happy Mouse,[6],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1413849600,[33],227828,Froggy,"[6, 39]",FROGGY is a game based very loosely on Frogger You need to move around Armageddon Highway while eating butterflies and avoiding cars and crashes,Missing,Missing,0.0,0.0,0.69,70.0,1.0,3.0
1413763200,"[10, 14, 32]",226911,SpeedRunners: Youtuber Pack 1,[6],Play as Markiplier JesseCox UberHaxorNova or PeanutButterGamer in this Youtuber DLC pack for SpeedRunners,Missing,Missing,nan,nan,nan,nan,nan,nan
1412640000,[13],226650,Rocksmith 2014: Audioslave Song Pack,[6],Play Show Me How To Live Like a Stone Cochise Be Yourself and I Am The Highway by Audioslave on any electric guitar or bass Each song includes a new authentic tone,Missing,Missing,nan,nan,nan,nan,nan,nan
1413244800,"[7, 13]",226640,Rocksmith 2014: The White Stripes Song Pack,[6],Play Blue Orchid The Hardest Button to Button You Dont Know What Love Is You Just Do As Youre Told Fell in Love with a Girl and Seven Nation Army by The White Stripes on any electric guitar or bass Each song includes a new authentic tone,Missing,Missing,nan,nan,nan,nan,nan,nan
1414454400,"[7, 13]",226637,Rocksmith 2014: The Killers Song Pack,[6],Play Mr Brightside Somebody Told Me When You Were Young Spaceman and Runaways by The Killers on any electric guitar or bass Each song includes a new authentic tone,Missing,Missing,nan,nan,nan,nan,nan,nan
1413849600,"[31, 32]",223849,Dreamfall Chapters: Book One - Reborn,[6],Book One Reborn is the first part of Dreamfall Chapters released on October 21st 2014  Expanding on the saga of The Longest Journey and Dreamfall Dreamfall Chapters is an episodic adventure game about choice and consequence about dreams and reality magic and science chaos and order and about the people whose actions may change the course of history in all worlds,Missing,Missing,4.13,5.33,6.86,82.0,16.0,40.0
1412208000,[12],221997,Kingdom Hearts Birth by Sleep Final Mix,"[6, 9, 48, 49, 130]",Originally released exclusively in Japan An HD remaster of Kingdom Hearts Birth by Sleep Final Mix was finally released globally for the collection Kingdom Hearts HD 25 ReMIX,Missing,Missing,25.54,37.18,96.17,78.0,483.0,567.0
