first_release_date,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
1546214400,[5],275214,Unfamiliar,[6],Unfamiliar is a mapping project based around reimagining the original Dooms maps Some maps are quickly discernible and others have been reworked extensively to the point of only having a handful of recognizable areas Maps are designed for standalone gameplay both continuous or pistol starting,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1546214400,Missing,274228,A Dark Place,[6],A Dark Place is a 2018 metahorror that puts the player in a surreal environment Features great music and eerie areas to explore and solve puzzles in Search for keys to open doors and progress through the game Find all 4 music boxes to find your way to freedom But theres one thing dont let the corrupțion stop you from doing so  This game is extremely intelligent and has the ability to break the fourth wall and act like a real computer nightmare It will interact with the computer recognize player actions and crash the game on purpose to create new events throughout the game meaning the player have to restart the game if that happens and more Please note that this game is 100 harmless in every way and is created for an amazing experience,Missing,0.0,0.0,0.0,70.0,1.0,0.0
1545609600,"[5, 31]",271415,Half-Life 2: MMod - Half-Life 2: Episode Two,[6],This mod allows Episode Two to be run under MMod,Missing,nan,nan,nan,nan,nan,nan
1545609600,"[5, 31]",271414,Half-Life 2: MMod - Half-Life 2: Episode One,[6],This mod allows HalfLife 2 Episode One to be run under MMod,Missing,nan,nan,nan,nan,nan,nan
1545609600,"[5, 31]",270708,Half-Life 2: MMod - Minerva,[6],This is a mod to run the existing HalfLife 2 mod Minerva 2013 via HalfLife 2 MMod,Missing,nan,nan,nan,nan,nan,nan
1545350400,[5],270321,Yuge,[6],Mararthon Yuge is a 30level scenario plus 225 secret levels for extra gameplay Full of inside jokes procedurally generated levels and minimalist textures Mararthon Yuge combines serious Marathon 2style combat with an irreverent setting,Missing,nan,nan,nan,nan,nan,nan
1546214400,[5],269865,Kill The Monk,"[3, 6, 14]",This mod is about the story of the struggle of Gordon Freeman against the sinister monk from Ravenholm and leader of the Combine  Father Grigori  The mod was removed from ModDB sometime between 2021 and 2022,Missing,nan,nan,nan,nan,nan,nan
1545955200,[34],264088,Lucky Dog 1 + Bad Egg,"[6, 14]",Lucky Dog 1  Bad Egg is both an alternate reality focusing on Gian x Bakshii and a fandisc of the original Luckydog1 The main game of Bad Egg focuses on Gian x Bakshii whilst players can also read the after stories of Bernardo Giulio Ivan and Luchino that are set after their respective good endings from the first game,Will it be possible for all the CR5 execs to escape from the nowruthless and lawless Madison Penitentiary Even if they were to all escape all that awaited is the darkest of betrayals In all this loathing Gians supergood luck goes wild following the loss of his golden ring With his tremendously good luck that reshapes even destiny itself the power dynamics of both the mafia and gangs too become reshaped When Gian absorbs all these changes alongside the human lethal weapon Bakshii what will still remain,nan,nan,nan,nan,nan,nan
1543881600,[5],263424,The Darkened Outpost,[6],Yet another demoninfested abandoned base Fight your way through these nukageprocessing industrial environments and expect surprises,Missing,nan,nan,nan,nan,nan,nan
1544659200,[5],262291,Time Parallax: The Burial Vault,[6],Originally created for Vinesauce contest 2 as it turned out later the map was literally packed with bugs even though it was generally passable,Missing,nan,nan,nan,nan,nan,nan
