first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
874886400,[5],276446,Eye of the Blood,[6],A three level long episode for Blood by Swedish mapper Christian Green a member of Team BANZAI who spent awhile creating the maps maps date from fall 1997 and were first released on Game Leader and were reshared from The Krunatus Blood Page from August 7 2003,Missing,Missing,nan,nan,nan,nan,nan,nan
875577600,[5],273200,Nuclear Pack,[6],9 SP 1 secret  12 DM maps Only first episode Nuclear Neurosis is for SP,Missing,Missing,nan,nan,nan,nan,nan,nan
873676800,[5],271964,Empedokles Domain,[6],Medium sized Wizard level,Missing,Missing,nan,nan,nan,nan,nan,nan
874195200,[5],271797,Arcane,[6],Medium sized Metalrunic level,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
875145600,[5],268920,Hexen Badlands,[6],A detailed single player only level for Hexen Some devious puzzles as well as loads of action A huge outdoor desert area with a fort a castle a well a tower and lots of dungeons and cultist places,Missing,Missing,nan,nan,nan,nan,nan,nan
873849600,[5],268623,The Master's Domain,[6],A full replacement 9 levels for Episode 1,Missing,Missing,nan,nan,nan,nan,nan,nan
873504000,"[12, 31]",252162,Madou Monogatari: Tower of the Magician,[6],Madou Monogatari Tower of the Magician is a firstperson dungeoncrawler developed by Compile It was first released on September 6 1997 for Microsoft Windows 95 through Disc Station Vol 16 Unlike most Madou Monogatari games which follow Arle this game follows Schezo Wegey and his quest for power as he ascends Wishs tower,After coming across a book in a library that recounted Wishs triumph over the evil mage Dark Matter Schezo resolves to absorb her cosmic powers and begins his ascent up her tower Upon arriving he finds Witch Wishs granddaughter who is taking her certification exam under her grandmothers supervision However due to Schezos presence her certification comes to a halt He encounters Incubus who flirts with Witch and tries to gift Tenori Zoh to her as a romantic gesture Under the assumption that Schezo is competing for Witchs attention the two fight and Schezo wins claiming Tenori Zoh for himself  Schezo Witch and Tenori Zoh continue their trek up the winding tower and find a dark energy overflowing near its peak At the top they find the spirit of Dark Matter who had returned from the dead to haunt Wish Witch lends Schezo some of her magic power and he duels Dark Matter and then Wish under the influence of Dark Matter  Once defeated Dark Matters spirit explodes and Wish is left unconscious Schezo promptly returns the borrowed magic power to Witch and she verifies that her grandmother is alright only for Schezo to challenge Wish once again in an attempt to take her power Wish to his surprise does not protest and merely hopes that when he takes her power he will make it even stronger Schezo regrettably decides not to take Wishs power as Dark Matter had already consumed so much of it He opts to take Tenori Zoh with him and promises to challenge Wish to a fair fight once her power returns,Missing,nan,nan,nan,nan,nan,nan
875577600,"[13, 35]",246910,Haunted Casino,[6],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
875577600,Missing,219142,Wishbone: Activity Zone,"[6, 14]",Wishbone Activity Zone is a game with some educational elements for children aged seven and up starring the dog Wishbone from the TV series It contains ten activities and they are all started from central library that acts as a hub The game contains for instance summaries for a number of classic novels and these are narrated by Wishbone Similarly there is an activity where only the introduction of a famous story is provided and the player has to choose between different paragraphs to reconstruct the story in a logical way The scrap book holds a collection of Wishbone photos for the player to browse,Missing,Missing,nan,nan,nan,nan,nan,nan
875577600,[14],209019,DinoMight Baseball,[6],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
874540800,[9],203113,Tetris for Windows CE,[6],Tetris for Windows CE was a game released for various devices running Windows CE,Missing,Missing,nan,nan,nan,nan,nan,nan
875145600,Missing,202967,Sonic 3D Blast,[6],The PC port of Sonic 3D Blast adds yet another style of bonus games,Missing,Missing,3.39,3.59,3.68,60.0,114.0,75.0
875318400,[5],195864,Zerstorer,[6],This partial conversion is quite old now released in 1997 This 6 SP map episode also including a start map end map cutscenes and 5 DM maps has stood the test of time as one of the most atmospheric experiences available Using the episodes additions to full effect Zerstörer has an atmosphere of unparalleled bleakness and inhospitality  and sometimes outright scariness In this way it enhances the dark gothic aspects of Quake,Missing,Missing,nan,nan,nan,nan,nan,nan
875577600,"[9, 33]",131183,Dilbert's Desktop Games,[6],Missing,Missing,Missing,1.28,0.0,0.0,0.0,0.0,1.0
873244800,[16],86015,Achtung Spitfire,"[6, 14]",In the summer of 1940 a Reich meant to last a Thousand Years confronted an Empire Upon Which the Sun Did Not Set One magnificent weapon first conceived as a private venture in 1934 proved decisive In the skies over London and in the years to follow a shout of Achtung  Spitfire was invariably followed by shattering losses,Missing,Missing,nan,nan,nan,nan,nan,nan
874022400,[31],79427,Blue Heat: The Case of the Cover Girl Murders,[6],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
875577600,Missing,78297,Test Drive 4,"[6, 7]",Test Drive 4 is a racing game featuring ten different cars  five modern supercars such as the Jaguar XJ220 and TVR Cerbera and five vintage muscle cars including three Chevrolet models Each car has its own realistic physics with challenging handling  There are five full circuits plus a drag strip You can contest a full world championship plus single races and ghostcar time trials The ability to find shortcuts which is featured in the third game in the series is not included here you must stick to the predefined track layout,Missing,Missing,4.92,0.0,0.0,63.0,6.0,2.0
875577600,Missing,73501,Scud: Industrial Evolution,[6],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
875145600,[10],70170,Rally Challenge,[6],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
875577600,"[15, 33]",47119,Virus: The Game,[6],Virus The Game is a game in which the player battles within the computers directory structure and files Traverse the directory tree in a 3D environment hunting down viruses with the computers own sound files being played in the background while graphic files found on the hard drive are used to texture the walls,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
874281600,"[11, 15]",36988,Legal Crime,[6],Its the Roaring Twenties in Chicago Build a crime empire gain political and economic control over the whole city and crush other gangs via cleverly timed attacks and legal bills Strategize in real time over the Internet,Missing,Missing,nan,nan,nan,nan,nan,nan
873763200,"[12, 31]",11820,"Achaea, Dreams of Divine Lands","[3, 6, 14, 82]",Achaea is one of the longest running MMOs pioneers of the payforperks model so many MMOs are using today,Missing,Missing,nan,nan,nan,nan,nan,nan
874540800,"[5, 8, 33]",11293,Agent Armstrong,"[6, 7]",Agent Armstrong is an action platformer video game This game makes its stateside debut as a sidescrolling shooter in the life of Contra and Metal Slug It is quite violent despite having an ELSPA 3 age rating,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
875577600,[5],8696,Take No Prisoners,[6],Take No Prisoners is a 1997 game set in a postapocalyptic Texas with the main character Slade given the mission to retrieve an object from the center of a small town Slade having to battle past the cities violent inhabitants manages to retrive the object and escape the city alive,Missing,Missing,0.0,9.87,0.0,48.0,2.0,2.0
875577600,[25],8695,MageSlayer,[6],A millennium has passed since the stronger Mageslayer clans betrayed Lord Thane and the Clan of Knowledge Now Lord Thane is ready to take revenge on the clans that refused to help him against the mages Hes gathered the relics of the StarStone and placed them under the protection of his minions But his enemies have joined forces and sent the best warrior of each of the four remaining clans to fight back  In this topdown 3D action game you play the role of any of the warriors chosen among the remaining clans,Missing,Missing,5.03,0.0,0.0,63.0,2.0,1.0
