first_release_date,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
1656115200,"[15, 16, 35]",274719,Funky Cards Arena,[6],A deck builder game which consists of utilizing your cards to destroy the opposing orb It is a large crossover of many franchises you can make Garfield battle Neymar from Fortnite Goku battle Dora and there are even original characters You will be able to unlock them all in the Funky Packs,Missing,nan,nan,nan,nan,nan,nan
1654300800,[5],274436,Bing Bong Blippo,[6],Bing Bong Blippo is 9 map Vanilla episode that I had started back in late 2019 around the time I was leading Oops All Techbase,Missing,nan,nan,nan,nan,nan,nan
1655337600,[5],274267,Ten Thousand Days in the Fire,[6],Mediumsized runicthemed map built for Copper,Missing,nan,nan,nan,nan,nan,nan
1656547200,[35],273981,Party Project,[6],Party Project compiles boards items and mechanics from Mario Party and minigames from multiple sources to create an ultimateesque game  With options like Item Toggles Minigame Toggles and Bonus Star Multipliers among many others you can customize matches however youd like,Missing,nan,nan,nan,nan,nan,nan
1656547200,[5],272696,Fire on the Mountain,[6],Fire on the Mountain is a 5 map limitremoving episode for Doom II and is my first proper mapset Difficulty is slightly above Doom II so this WAD should be fairly easy going,Missing,nan,nan,nan,nan,nan,nan
1654819200,[5],272439,The Interval,[6],Agent Wells its time to prepare for your most dangerous and critical mission yet At 0600 your colleague and mentor Agent Cross powered up the Time Interval Device and made an unsanctioned jump into the distant past Her motives are unclear but given her combat skills and precognition she could irreparably alter the course of human history in direct violation of the Institutes pursuitsYour mission to find and eliminate Agent Cross wherever and whenever she may hideTo avoid exposing past humans to our advanced technology you must deploy unarmed and scavenge equipment onsite We have every confidence in your success upon which our continued existence depends Good luck Agent Commencing timejump in 3 2 1  The Interval was made in 2022 during the month of May for the first Reload Magazine Game Jam,Missing,nan,nan,nan,nan,nan,nan
1656115200,[5],272163,Dare to Dream,[6],Two small maps a classicstyle base themed intro and a castle themed conclusion Uses custom music by Angryfrogs custom skyboxes by Makkon  Sock and some id1 and mg1 textures,Missing,nan,nan,nan,nan,nan,nan
1656374400,[5],271856,Azure Moon,[6],A large basethemed map inspired by HalfLife 1  Black Mesa with a ton of blue and green lighting hence the name The authors first release,Missing,nan,nan,nan,nan,nan,nan
1656115200,[34],270712,One Day After School,[6],Short doujin visual novel created as a test for further projects,Missing,nan,nan,nan,nan,nan,nan
1655769600,[34],269474,Amelia Watson Case File no.420,"[3, 6, 82]",Finding the answer is about asking the right question,Missing,nan,nan,nan,nan,nan,nan
1656288000,[9],269469,Hypno Tetris,"[6, 82]",Kinky hypnosis fun with Tetris,Missing,nan,nan,nan,nan,nan,nan
