,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,274231,Road Adventures USA,[6],An edutainment game released by The Learning Company in 1999 Players must travel across America to various tourist destinations in a limited timespan with a limited budget while competing against AI opponents,Missing,Missing,Missing,,,,,,
1,273196,Lost Highway,[6],7 levels 1 secret with welldesigned highway passages vast canyons a huge dam and even a cable car if you find the secret exit,[5],Missing,Missing,,,,,,
2,271999,Fruit Loops,[6],A map taking place in an industrial complex,[5],Missing,Missing,,,,,,
3,271182,Memento Mori,[6],A well made pretty huge and nicely balanced medieval level Somewhat confusing from time to time though,[5],Missing,Missing,8.03,9.04,10.14,76.0,9.0,17.0
4,270715,Lighthouse,[6],How many Pigcops does it take to stop Duke from screwing in a light bulb You probably know the answer It is dawn Duke is sent to repair a lighthouse overrun by aliens A hard climb to the base of the tower and Duke finds there are eight floors to the top  and the elevator is locked Some pigcops have learned to toss morters some turrets have been upgraded to RPG launchers and Duke is thinking he will be putting in some overtime on this job,[5],Missing,Missing,,,,,,
5,268475,The Fiery Descent,[6],A short map set inside a great volcano,[5],Missing,Missing,,,,,,
6,267587,Enemy Star,[6],Enemy Star is a Landerstyle game where the player is a bomb defusal pilot blasting away through heavily defended underground caverns past wind tunnels fire walls and subterranean lakes There are 27 missions across 5 different worlds,[33],Missing,Missing,,,,,,
7,265977,K.S.-n-Kickin,[6],KSnKickin is a 3D action puzzle video game made by Artworld UK and Big Future Ltd for Kinder Surprise with music licensed from Telstar Records It was released for Microsoft Windows The game was a promotion by Ferrero to strengthen their foothold in the younger age group market The game features Kinder Surprise toys from the K00 series  The game was not sold in stores but was offered in exchange for Kinder Egg wrappers which were sent to Ferrero The promotion was advertised via TV commercials KSnKickin has the same map layout and soundtrack as Gubble 2 part of the Gubble video game series but has different backgrounds characters and items,"[8, 9]",Missing,Missing,,,,,,
8,265261,Candy Crisis,"[6, 14, 46]",Candy Crisis is an exciting combination of pure action and puzzle gaming The game features twelve unique stages complete with its own character and individual technique Also you can pair off against a friend and even specify a handicap so that both players are evenly matched And if you dont want to play against an opponent Solitaire Crisis mode allows you to practice without having to compete against an opponent A tutorial is included with the game as well so even puzzle novices can become Candy Crisis champions in no time,"[9, 32, 33]",Recently A mad scientist at a candy factory unveiled his greatest creation a batch of living candy brought to life through the miracles of genetic mutation Unfortunately his formula had a fatal flawthe living candy immediately began to multiply by the thousands Within minutes the plant began to overflow with candy Luckily a quickthinking researcher quickly discovered how to fend off the rapidly multiplying creatures The mutated candy became extremely reactive when grouped together  and when four of the same color touched they would instantly vaporize,Missing,,,,,,
9,253764,Kaiten Puyoman Kuu Carbuncle,[6],Released in Disc Station Volume 25,[13],Missing,Missing,,,,,,
10,251293,Speed Demons,[6],Speed Demons is a racing video game released in 1999 The game was developed and published by Microïds  The game has 6 vehicles with possible localised damage with three possible points of view The game can be played as single player 2 player splitscreen or by up to 6 players on a network There are 10 circuits in varying locations such as American motorways on the sides of a volcano during its eruption and snowcovered ski slopes,"[10, 33]",Missing,Missing,0.0,0.0,0.0,40.0,1.0,0.0
11,246729,Tails Quest 2: A Tale of Love,[6],The last of the handful of fangames made by Magnus Andersson aka mightydillo using Kilktopia,"[8, 32]",Missing,Missing,,,,,,
12,246109,Jazz Jackrabbit 2: The Secret Files Shareware Edition,[6],Missing,[8],Missing,Missing,,,,,,
13,242712,Mayu,[6],Missing,[34],Missing,Missing,,,,,,
14,240540,The Legend of Heroes V: Umi no Oriuta,[6],The Legend of Heroes V Umi no Oriuta Cagesong of the Ocean is the fifth installment in Falcoms longrunning RPG franchise and the final entry in the Gargarv Trilogy The title was publish by Falcom initially for the PC on December 9 1999 and was later remade for the PlayStation Portable by MiCROViSion in 2006,[12],This takes place in Weltluna the third realm in Gagharv seven years after The Legend of Heroes IV A Tear of Vermillion and fortynine years before The Legend of Heroes II Prophecy of the Moonlight Witch It centers around Forte Una and McBain and their quest to seeking Leones Resonance Stones,Missing,,,,,,
15,231857,Disney Hot Shots: Disney's Terk & Tantor Power Lunch,[6],Feast on fun in this fastpaced feeding frenzy Terk and Tantor are hungry and have invited all of their animal friends over for a jungle feast Devour all the food before Kerchak and Sabor spoil the party,[33],Missing,Missing,,,,,,
16,231855,Disney Hot Shots: Disney's Tarzan Jungle Tumble,[6],A riproaring romp through the jungle Use speed skill and strategy to help Tarzan navigate three devious obstacle courses while avoiding his enemies,[33],Missing,Missing,,,,,,
17,231848,Mr. Tiny Adventures,[6],Mr Tiny is a single worker to whom the spell of a witch has caused him to become the size of an insect Drag your 30 grams of weight through various scenarios where any single and common object can be a deadly enemy You need to finish 9 levels of the game to get all the talismans to help you break the spell of the witch and restore your normal size Mr Tiny the great lover of beer is depending on you Drive through large areas of the kitchen the pipes the garden the street till the witch house  your neighbor Avoid the enemies that come your way You can kill them as well as jump over them like in other games Move objects to access to different higher places which before he had to crouch down to get to See how you can change the life of a single person in an extreme situation,"[8, 33]",Missing,Missing,,,,,,
18,230503,Pikari Walk,[6],Missing,"[8, 33]",Missing,Missing,,,,,,
