,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
0,"[12, 31]",261949,Orca: A Lenda dos Mares,[6],This is the story of a very ancient world which neither I nor you have ever known  Once upon a time there was a world made only of water a world of the purest seawater In that world there was only one living being who wandered alone in search of company her name was Orca  A great white whale with magical powers the most beautiful being anyone who could see her would have ever met in their entire life She was beautiful but sad  Unhappy with her loneliness Orca decided to use her powers as a magical whale to create the islands of that world but after doing so she realized that the islands alone would not be enough to end her loneliness So she created the beings that would inhabit those lands and divided them up among all the handfuls of sand she had made  But after they were created the beings of the land complained  Why can only the great Orca cross the seas Wouldnt it be fair if we had the same power  Hearing their prayers Orca gave them the gift of creation so that they could create boats and travel the world which was no longer made up of water alone  Satisfied with her companions and tired of creating Orca decided to nap for a long time until her strength had fully recovered and she could discover more interesting things about the creatures she had created  It is said that to this day Orca rests in the depths of the sea waiting for someone to wake her up when her world needs her  But how do you wake up a whale sleeping at the bottom of the sea you ask  Few people know how but there are many stories about it and one day one of them will prove to be true,Orca A Lenda dos Mares is a roleplaying game set in a fictional world where almost the entire planet is covered in water except for a few islands created by Orca a mystical being with the powers of a magic whale who can create matter life and give abilities to other beings at will,Missing,,,,,,
1,[5],256427,Team Fortress 2: Terrifying Team Fortress Haunted Hallowe'en Special,[6],Missing,The Haunted Halloween Special officially known as the Terrifying Team Fortress Haunted Halloween Special was the first update in what would become annual Halloween events The update was first revealed in a blog post followed by an immediate release on October 29 2009 Aside from fixing a few issues the update introduced two new maps Harvest and Harvest Event The release of these maps was unique as it was the first time that the same map had been released in both a standard and an event variety The patch also introduced two new hazards the ghost of Zepheniah Mann which was exclusive to Harvest Event and the Pumpkin Bomb which only appears on Halloweenthemed maps Two new cosmetics were also introduced the Mildly Disturbing Halloween Mask and the Ghastly Gibus as was a pack of five Halloweenthemed achievements known as Scarechievements Finally the patch introduced the Halloween pumpkin a special pickup item that only appears on Halloweenthemed maps and randomly drops when a player is killed,Missing,,,,,,
2,Missing,223477,Home,"[6, 14]",Missing,Missing,Missing,1.14,1.55,2.95,63.0,221.0,401.0
3,[5],222315,Dopusk 31,"[6, 14]",Missing,Once a simple and frostbitten Moscow digger wanted to find a special place is an old shelter to number 31 TK he climbed all the available underground location After a long search and the Internet the location of the object 31 in the end he Founded Path Transportation go through the rails in the subway through the ventilation in the subway As soon as he got into unknown lab in his eyes happened to PE as later proved scientists have tried to reveal the material of an unknown object discovered recently and brought here from Antarctica,Missing,,,,,,
4,"[5, 8]",185136,Star Guard,"[3, 6, 14]",Missing,Star Guard is a 2D platformer brought back to the basic elements of the genre jumping and shooting with a distinct retro look Enemies are red allies are green and the levels consist of yellow lines against a black background The player controls a spaceman on a mission to defeat an evil wizard armed only with a single gun that fires in the direction the character is facing,Missing,,,,,,
5,[31],177047,Alexandra Fortune: Mystery of the Lunar Archipelago,[6],Missing,Rescue the missing adventurer and uncover an ancient treasure in Alexandra Fortune  Mystery of the Lunar Archipelago,Missing,0.0,0.0,0.0,0.0,0.0,0.0
6,"[2, 9, 31]",166716,Cold Meat,[6],Missing,Pete is a lazy guy who lives in a small town in Bavaria and loves his music heavy metal and food fast Finally the big day has come the Smalltown Fast Food Fortress opens and Pete knows just what do to Get those burgers and get them quick and in high quantity Arriving at the chain restaurant of his choice he cant help but notice one big problem They built that thing on an ancient Celtic burial site and now terrifying undead clan warriors from 500 BC have risen from their graves and occupied the Fast Food Fortress And all they seek is merciless revenge and all they crave is juicy human brainor is it Nominee for best puzzles in 2009,Missing,,,,,,
7,[14],154872,California Games,"[6, 34]",Missing,California Games is a simulation of 10 different sports like BMX skateboard or dart The game can be played in a retro look which emulates the looks of sports games for the C64 or Amiga Up to 4 players can play against each other or the computer,Missing,2.52,3.29,4.85,62.0,25.0,17.0
8,"[2, 9, 31]",146300,Reksio: Miasto Sekretów,"[6, 14]",Rex the Brave Dog goes down for a moment to the basement in the den of his friend Moles the Mole and literally the ground swallows him up The worried commander immediately sets off on his trail and soon through a labyrinth of corridors and tunnels he reaches an underground secret city of moles It turns out that Rex has been captured imprisoned and sentenced for spying for the Rats and this as it soon turns out is just the tip of the iceberg,Reksio Miasto Sekretów is the very first version of the game known worldwide as City of Secrets This release was made only in Poland Romania and Russia In this edition players may experience elements removed in later versions such as references to the first game series Rexs Adventures labyrinth minigames and the soundtrack derived from the first series,Missing,,,,,,
9,Missing,142948,OpenCity,[6],Missing,OpenCity is a free and opensource software 3D citybuilding game started in 2003 by Francebased Vietnamese programmer DuongKhang Nguyen The game mechanics are similar to Simcity while the game developers dont strive to make it a direct Simcity clone,Missing,,,,,,
10,Missing,141423,Angel Cat Sugar,"[6, 20]",Missing,Theres big trouble in Angel Land and only Sugar can save the day  One bright and sunny morning when Sugar the Princess of Angel Land was playing outside with her friends Basil Parsley and Thyme she was surprised by the appearance of the Storm King The Storm King was supposed to be in charge of the West Land blowing the leaves from the trees  Then suddenly the Storm King got the idea that his job was to blow everything away  absolutely everything no matter what anybody said He ignored Sugars protests and blew her three friends to the far reaches of Angel Land  Sugar must now travel to different lands in order to free her friends pausing to help anyone else who may have had their things blown away as well Finally she must confront the Storm King to show him the consequences of his actions Features Most worlds have their own collectables These are found all over any given world Gather enough collectables and you may unlock something special  When you complete certain tasks in game you will unlock a special ability which may be used by Sugar in all of the worlds to access areas you couldnt reach before These include an Umbrella Watering Can and Shovel  A variety of cute characters to meet  Play a selection of minigames  Use the microphone to blow away obstacles and find treasure,Missing,0.0,0.0,0.0,50.0,1.0,0.0
11,[5],140691,Defence Alliance 2,[6],Missing,Defence Alliance 2 is a total conversion mod for Killing Floor featuring team based futuristic FPS game play DA2 blends fast paced action with class based tactics to create an experience that is instantly enjoyable while still offering very deep gameplay,Missing,0.0,0.0,0.0,45.0,2.0,0.0
12,"[31, 34]",132817,Full Metal Daemon Muramasa,[6],Missing,This is not a story of heroes  Since time immemorial warriors called musha have ruled the battlefield granted supernatural power by their enchanted suits of armor  tsurugi  Minato Kageaki is one such musha driven by duty to don his crimson armor and challenge the greatest evils of an age But though madmen and tyrants fall to his blade never will he claim that his battle is right  For the tsurugi he wields is cursed Muramasa which five centuries ago brought ruin to the land and innocent blood is the price it demands in exchange for its terrible might  Where there are demons I slay them Where there are saints I slay them  These words are an oath the unbreakable Law binding him to his armor But they also tell the story of his past and of the future to come,Missing,41.47,42.0,73.31,94.0,11.0,11.0
