,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
0,"[5, 31]",269155,Alan Wake: The Writer Remastered,"[6, 48, 49, 130, 167, 169]",The Writer Remastered is a single player episode included with Alan Wake Remastered 2021 The Writer originally was the second Alan Wake episode released via DLC in November of 2010 The episode can be started whenever the player chooses to do so but it is set immediately after the events of the first DLC episode The Signal The Signal episode was also remastered and included with Alan Wake Remastered,Missing,,,,,,
1,"[5, 31]",269135,Alan Wake: The Signal Remastered,"[6, 48, 49, 130, 167, 169]",The Signal Remastered is a single player episode included with Alan Wake Remastered 2021 The Signal originally was an additional Alan Wake episode released via DLC in October of 2010 The episode can be started whenever the player chooses to do so but it is set immediately after the events of the base game The second and final Alan Wake DLC episode titled The Writer was also remastered and included with Alan Wake Remastered,Continuing on where the main game finished Alan finds himself outside the diner in a night time Bright Falls which quickly changes to daytime Entering the diner a surreal déjàvu dream of the events play out similar to when Alan first arrived with everything eerily familiar but out of place Alan is unable to remember where he was prior to this moment but knows he must go to the back of the diner which he forcibly enters Zane talks to Alan and warns him that he should go no further and that Alan must focus Zane plays a video of Alan struggling with reality and even telling of events playing out at the moment Alan realizes where he is The Dark Place,,,,,,
2,[5],267997,Axolotl,[6],11 narrowly playable gimmickmap vignettes made over the course of two months,Missing,,,,,,
3,[5],267758,Resident Evil 2: Kendo's Cut - Uncut,[6],Sequel to the mod to the original Kendos Cut this time following Claire as she deals with the ramifications of Robert Kendo surviving the zombie attack on his gun store,Missing,,,,,,
4,[9],267454,Sudoku Pro+,"[6, 34, 49, 169]",Play up to over six sextillion unique puzzles never play the same puzzle twice,Missing,,,,,,
5,"[12, 31, 32]",266937,Perchance to Dream,[6],You awake after dreaming of a mysterious voicebut where are you Lets find out,You awake after dreaming of a mysterious voicebut where are you Lets find out,,,,,,
6,[5],263355,Rapidfire 2,[6],Another set of 6 Vanilla Compatible Levels where the aim was to make One Map per day for 6 days,Missing,,,,,,
7,[5],262596,Kill,[6],An experimental Ultimate Doom megawad with 26 maps made in over 25 years,Missing,,,,,,
8,[5],262554,Infested,[6],Infested is a sevenlevel plus intermissions PK3 for Doom II created by ginc Built for GZDoom Infested includes custom monsters weapons and textures The gameplay also features scripted arenalike encounters where the player must deal with Gore Nests that summon waves of monsters,Missing,,,,,,
9,[5],262552,Old Still Life,[6],It contains 11 maps for Doom 2 boom compatible There are slaughter moments some basic puzzles and nonlinear constructions,Missing,,,,,,
10,[5],262545,Heresy,[6],Wadazine Master Collection 04 Heresy or shortly WMC04 Heresy is an eightlevel collaborative episode WAD for Heretic designed for GZDoom or K8Vavoom source ports in UDMF format created by various members of The Doom Master Wadazine community led by Alexa JonesGonzales Remilia Scarlet and colead Christian Blair Endless It is the fourth entry in the Wadazine Master Collection series,Missing,,,,,,
11,[5],262441,Ad Mortem,[6],Ad Mortem It means Forward to Death in Latin its a MBF21  Halloweenthemed community project organized and made by anonymous users from 4chans Retro Games board This mapset contains 27 playable maps 24 Single player maps 3 Secret maps and Deathmatch support MAP05 MAP07 MAP08 uses a great variety of custom textures that matches the spooky environment includes GothicTX OTEX textures and others read the txt file for more info This community project contains New reskinned weapons Graphics and 7 new custom enemies Grab your SMG and lets celebrate this spooky month slaughtering some skellibois and ghouls,Missing,,,,,,
12,Missing,262219,Five Nights at Roblox 2 RePartyin,[6],Its been awhile ever since Roblox Chill Hangout was shutdown Even after 2 shutdowns Blox Entertainment still wants to continue making more places With NPCs becoming smarter Blox Entertainment want to move forward with this technology creating newer and better bots Roblox Corp gives them one more chance Roblox Party Area was born,Missing,,,,,,
13,[5],262013,Snowfury,[6],Snowfury is a single map wad for Boom set in an snowy castle featuring classic styled gameplay The level should take around 1520 minutes to complete and provide a decent challenge Difficulty levels are supported Freelook is fine but avoid jumping  The main gimmick of the map is that it uses a snow effect that doesnt require decorate or a more advanced engine inspired by the old map nordhell by EternalDeadall The effect can break down if you look at it too closely but most of the time it looks pretty nice,A village in the mountains has heard evil wailing from a nearby castle and demands action You have been hired to exterminate all who dwell there from the front steps to the dungeon,,,,,,
14,[5],262012,Warglaive,[6],Warglaive is a set of small to medium sized maps focusing on actionpacked difficult classicstyled gameplay Difficulty starts off moderate and escalates to very challenging on the later maps though lowering skill level can ease things up significantly if needed There are 7 main levels and one bonus level accessed through a secret exit on map 7 which is intended to be a very difficult challenge for seasoned players,Missing,,,,,,
15,[5],261480,Judgment,[6],Judgment is a 34 map MBF21 megawad that makes extensive use of Dehacked features to modify existing monsters and implement new monsters and mechanics,Missing,27.5,45.32,102.78,84.0,657.0,980.0
16,[5],261169,Ode to the Odonata,[6],A quick semispeedmap made for Dragonflys birthday Inspired greatly by his Order of the Odonata map from a few years back  Simply collect the three teal skulls to open the exit Blind playthrough probably takes about 20 minutes,Missing,,,,,,
17,[5],259745,Atmospheric Extinction,[6],Atmospheric Extinction is a Boom complevel 9 mapset comprised of 9 maps divided into 3 distinct and actionpacked episodes  This project began when I was messing around with OTEX and trying to see if I could come up with some interesting layouts with a sense of progression interconnectivity and be funrewarding to explore,The Keeper of Realities has arrived a beast so vile that it doesnt bear any physical form only an image Demons are invading galaxies to harness power so that the Reality Binder can nurture the Keepers realm with corrupted energy You must shut down the Reality Binder and face the beasts hordes or face the extinction of reality itself,,,,,,
18,[5],259433,Crypts of Eternity,[6],A journey into a decrepit castle and crypts,Missing,,,,,,
19,[5],259391,1000 Lines 3 Community Project,[6],We have 32 totally awesome vanilla compatible maps for you  2 bonus maps powered by a vanilla friendly version of Otex11  The episode themes this year I feel are pretty interesting unique and hopefully people will enjoy them,Missing,,,,,,
20,[34],259378,Maybe Valentine's Day Isn't The Worst,"[6, 14, 34]",A gay visual novel made by Dudebulge,This is the story of Jim and Oscar Jim is a workaholic hopelessly in love with his older straight former strongman married boss And Oscar well hes that boss Theyve worked side by side for years and become very close friends during that time However their friendship will be tested when the two must take a business trip together with emotions running high and surprising developments unfolding  Valentines Day looms on the horizon a holiday that Jim notoriously despises Could there be any chance that something special might occur between the two of them It seems unlikely but crazier things have happened,,,,,,
21,"[12, 31]",257034,Genshin Impact: Into the Perilous Labyrinth of Fog,"[6, 34, 39, 48, 167]",Version 22 of Genshin Impact which included  New character Thoma  New area Tsurumi Island  New hangout events Thoma and Sayu  New main event Labyrinth Warriors  and more,The trials of the warriors are hidden in the domain the sorrowful past buried in the hazy fog When the veil of mystery is lifted regardless if you are a martial artist craving for combat or a Traveler from a distant land all will be revealed,,,,,,
22,[5],256836,Arceon,[6],Arceon is a boom compatible mapset consisting of 6 medium length maps plus an epilogue map mainly consisting of techbase themed maps with different themes based on the light color of each map  Each of the maps was built with an emphasis on having layouts that encourage incidental combat from monsters and are easy to navigate filled along with several combat setpieces,For a few decades the Arceon asteroid that orbits near a giant star has been home to a mining and more importantly a secret research station While the exact nature of the experiments done in the station remains a secret one of the recent findings not only resulted in a catastrophic invasion that has overrun most of the facilities but also has changed the course of the asteroid which is now speeding towards the giant star where it will crash disintegrating Arceon and all of its facilities As one of the few survivors of the invasion you must find your way thru Arceon and escape the asteroid into the escape ships that managed to escape the station,,,,,,
23,"[8, 9]",256308,Chromata,"[6, 82]",Chromata is a game about experimentation in an original way  You dont have control of the movements of the character but rather mix up colors in order to move him in the game world Red moves the player forward Blue makes the player jump vertically pink makes him jump at an angle green makes the player stomp downwards Now add to that that you can boost the effects of colors by adding up to four of them in a row just pick your 10 colors chose the direction and then watch as your mixture of colors gets autoplayed to see if you beat the level or not Cant you already see how many possibilities there are,Missing,,,,,,
24,"[9, 31]",255779,Monument Valley 2: The Lost Forest,"[6, 14, 34, 39]",The Lost Forest is a special chapter to Monument Valley 2 It was created for the Playing For The Planet Green Game Jam and to raise awareness towards environmental causes,Missing,0.12,0.0,0.2,79.0,13.0,18.0
25,"[2, 32]",255341,The Misfits Burger Joint,[6],Youre a security guard at The Misfits Burger Joint and you must survive until 6AM to win the game When you see any of the misfits approaching your office you must cover your face or else they will get you,Missing,,,,,,
26,[14],254308,Doom Hockey,[6],Doom Hockey is a GZDoom multiplayer mod that brings exciting ice rink action into Doom Up to four players can play on the Red or Blue teams all while various items appear on the rink to shoot at the puck or the other team Each match can be customized in game Play with a 5 minute timer and see which team gets more goals or turn the timer off and play a Best of 5,Missing,,,,,,
27,"[12, 31, 32]",254122,Ambien,[6],Ambien is an Omori mod that focuses on expanding and exploring Black Space 2 with new endings,Missing,,,,,,
28,Missing,250032,PC Building Simulator: IT Expansion,"[6, 48, 49, 130]",The PC Building Simulator  IT Expansion is the second DLC of PC Building Simulator published by The Irregular Corporation in collaboration with FuturLab Unlike Esports Expansion this expansion is free and included when player updated to newer version  Build and grow your very own computer repair enterprise as you learn to diagnose fix and build PCs With realworld licensed components and comprehensive hardware and software simulation you can plan and bring your ultimate PC to life,Missing,,,,,,
29,[9],249619,Idiot Maiden,[6],Rana a girl who had came back from a Halloween party was abducted by three mysterious talking dolls who wanted to use her body for a ritual to summon the vampire prince  Not wanting to be part of any of it Rana runs out and locks the dolls in their own ritual room Now she must find a way out of a spooky house,Missing,,,,,,
30,Missing,249097,MrClean.exe,[6],Rise and shine I cant believe you slept in so late hahahaha dont you know that we have so much to do so much to clean,Missing,,,,,,
31,"[31, 32]",243784,Skolios,[6],Skolios is a psychological horror game with a focus on an opressive atmosphere that was in development from 2013 to 2021 The game does not feature fights but rather enemies that have to be avoided by hiding or escaping,Cora awakens in the main hall of an old train station However she does not possess any memories of how she got there or what happened before The building itself seems to be abadoned and the doors and windows are locked A unsettling silence surrounds the place She is not alone and there are other ones that are as lost and confused as Cora and there are weird shadows and creatures that lurk in the the darkness Can Cora find out what happened and what secrets the train station may hold,,,,,,
32,[34],243656,Danzai Shitsu,[6],A selfproclaimed victim and someone called by that person a perpetrator appear in front of you You will listen to the exchange between the two and decide whether the victim should take revenge on the perpetrator from a neutral standpoint But please be careful Because here revenge means execution of the perpetrator at the hands of the victim,Missing,,,,,,
33,Missing,242275,Pinkatana,[6],Slash and dash as Pink the cherry blossom samurai to save your love from a fate worse than death  A platformer where your attack dash and jump are all the same mechanic  Advance through perilous obstacles and defeat elemental spirits at the risk of losing all of your progress at the slightest misstep  You may be brave but youre still just a cherry blossom,Missing,,,,,,
34,[5],240976,Payday 2: Black Cat Heist,[6],The Payday Gang goes out to sea to strike a blow at the Golden Dagger Triad where itll hurt them the most their floating casino fortress,Missing,,,,,,
35,"[9, 31]",238953,Tachyon Dreams I: The Radiant Fish of the Apocalypse,[6],Youre Dodger a dish washer a person not a machine onboard Space Station Penrose where temporal experiments are being conducted One of them is about to go very wrong Only you can save the fate of the timeline itself With your you know stellar dishwashing skills an all that,Missing,,,,,,
