,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[5],276374,Banzai's Addon,[6],Banazais AddOn also known as Calebs Revenge and previously Game Leaders Unofficial AddOn is a single episode fan addon for Blood featuring seven levels last updated on November 9 1998 by Team BANZAI Partly to facilitate its final release and to lower the download size in the days of largely dialup connections it features only new levels and does not contain any new textures weapons or monsters,Missing,Missing,,,,,,
1,[5],274164,Demonized,[6],DemoniZed is a twolevel PWAD for Doom II and Boom compatible source ports It was created by Pedro Francisco Puicón NokturnuS and released in November 1998 The PWAD was among the first to experiment with TeamTNTs thennew Boom engine which had been released only a month before and thus experimented with many new visual and level design effects that were not previously seen in the community,Missing,Missing,,,,,,
2,Missing,273875,A Day with the Wiggles,[6],Missing,Missing,Missing,,,,,,
3,[5],270716,Oranges,[6],Duke must regain control of the intergalactic orange juice plant for our chicks,Missing,Missing,,,,,,
4,[5],268604,Desert Crypt,[6],While traveling through a desert region you are ambushed and knocked unconscious by a group of golems You wake up to find yourself inside a sarcophagus You push the lid of off the coffin and climb out You hear the sounds of stone debris being piled up outside the entrance to the tomb They are sealing you in At your feet you notice your crossbow Whoever has put you in here has tossed your weapon on the tomb floor to be sealed in with you You force the door open and begin fighting your way out of the crypt,Missing,Missing,,,,,,
5,[31],261797,The Blobjob,[6],The Blobjob is an educational adventure video game developed by Detonium Interactive and published by Sampo It tells the story of Joe Ridley a security officer of the NanoBlob Corporation who needs to prevent an intruder from stealing a piece of technology that will adversely harm the world,Missing,Missing,,,,,,
6,[34],257653,Missing: Itsuka Kitto,[6],On the White Day February 14th Yuuki Masahiro received a bar of chocolate in the post The next year he also gains a bar of chocolate and a message only saying Missing From that moment events starts to whirl around him,Missing,Missing,,,,,,
7,[11],233549,Warcraft 2000: Nuclear Epidemic,[6],In 1998 the GSC Game World studio tried to introduce itself to the Western video gaming market by making its first realtime strategy game For that the developers decided to make their own sequel to Warcraft II using their own engine that would be used later for the Cossack games,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
8,[5],221842,Action Quake 2,"[6, 14]",Action Quake 2 was originally developed in 1998 to recreate the look and feel of an action movie having a fast pace and a semirealistic damage system It features many maps recreating realistic settings such as city streets and office buildings with a balanced range of weapons and equipment inspired by action films Polished and prepared for modern rerelease were inviting everyone to revisit what we call Aqtion,Missing,Missing,,,,,,
9,"[13, 15]",178286,The FamiRes: Powerup Kit,[6],This addon pack for The FamiRes contains new scenarios more new staff to hire cooking events and more,Missing,Missing,,,,,,
