first_release_date,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
1614384000,[5],275210,Crepitations,[6],Old town autumn season recreation,Missing,nan,nan,nan,nan,nan,nan
1614384000,[4],272690,Bionicle: Kanohi Klash,[6],A fanmade 1on1 fighting game based on the Bionicle toyline from Lego,Missing,nan,nan,nan,nan,nan,nan
1612396800,"[12, 31, 33]",272147,Tuiterland 3 Definitive Edition,"[6, 34]",Everything you need to know about Tuiterland 3 the biggest playable parody on social media The Definitive Edition is an updated version of the game released on February 2nd 2023 that fixes bugs and adds some changes and new content to the game detailed in a txt file,Missing,nan,nan,nan,nan,nan,nan
1614211200,[8],271741,The Shark's Bathhouse,[6],A megamanlike platformer for the strawberry jam 5 A Fox is on a mission to defeat the big bad shark daddy at his steamy bathhouse Hell need to jump cum and hump his way to victory And youre here to help him Or he can fail at the last minute and face the consequences,Missing,nan,nan,nan,nan,nan,nan
1614124800,[5],271570,Godfreys Demesne,[6],Mediumsized medieval castle level It is based on the Progs_dump mod included and comes with some custom sounds and models,Missing,nan,nan,nan,nan,nan,nan
1613606400,[5],268763,Endquest,[6],Endquest is designed to feel like an entire Heretic megawad crammed into an epic single episode It has been lovingly crafted is dripping with detail and has been meticulously balanced and tested,Missing,nan,nan,nan,nan,nan,nan
1614297600,Missing,263367,Amnesia Re-collection,[6],Missing,Missing,nan,nan,nan,nan,nan,nan
1614211200,[5],262268,Stimulants,[6],A small compilation consisting of 5 speedmaps each playable from pistol start and involving challenging gameplay scenarios,Missing,nan,nan,nan,nan,nan,nan
1613088000,[5],261437,Sold Soul,[6],Sold Soul is a fullon Heretic episode with 9 levels and challenging gameplay The story is that you play as a merchant with some unnatural powers and skills who have been betrayed and seeking revenge,Missing,nan,nan,nan,nan,nan,nan
1613260800,[5],260997,Crud,[6],CRUD is a fourlevel Doom II miniwad featuring short simple maps that start out easy but get significantly harder by the end I would liken the last maps difficulty to lateTNT earlyPlutonia Each map uses only stock textures and the whole wad can be finished in about 15 minutes or so,Missing,nan,nan,nan,nan,nan,nan
1614470400,[34],259479,Love in Lockdown: Ella version,"[3, 6, 14]",Visual novel by Melancholy Marionette  7 different endings depending on your choices Casual choices and choices with consequences The option to rename ELLA and name yourself Genderneutral  ELLA will refer to you by your chosen name  you and they Full terrible British voice acting with 2 different voice options to choose from Mild adult content,Its the year 2025 in the United Kingdom 5 years have passed since the initial coronavirus lockdown and with the gradual spread of dangerous new variants life is still far from what it was Fighting a losing battle with no certain end in sight the government has invested billions of pounds into new technology to help aid Britains single adult households struggling to deal with the state of perpetual isolation  You have been selected to participate in a new wave of trials testing the effectiveness of the latest synthetic model Meet ELLA your emergency lockdown loneliness assistant,nan,nan,nan,nan,nan,nan
1613692800,[9],259367,My Stomach Hurts and Things Will Never Get Better and I Want to Puke,[6],Missing,Missing,nan,nan,nan,nan,nan,nan
1612396800,[5],257303,Attack on IO,[6],Attack on IO is a 7 map wad with themes of tech bases castles and bloody unholy landscapes It has you stationed on the moon of IO and has you being dragged through hell and back  This wad features custom textures by Ukiro Otex and music by Jason Jay Reichard and Jimmy Paddock  All levels have been designed with pistol start in mind although you can also play continuously,Missing,nan,nan,nan,nan,nan,nan
1614211200,[5],257123,Tomatomania!,[6],A stressful errand sends Doomguy into a realitydestroying anxiety spiral Old sights and familiar foes meld in a haze that can only be described as TOMATOMANIA,Missing,nan,nan,nan,nan,nan,nan
1612310400,"[12, 31]",256967,Genshin Impact: All That Glitters,"[6, 34, 39, 48]",Version 13 of Genshin Impact which included  New characters Xiao and Hu Tao  New story quests for Xiao and Hu Tao  New world quest Bough Keeper Dainsleif  New main event Lantern Rite  and more,On this marvelous Lantern Rite we pray that the fallen heroes may be guided home Every single wish no matter how small is worth seeing to fruition We will finally reunite with those we long for on a dreamlike night,nan,nan,nan,nan,nan,nan
1613347200,[5],256805,Lullaby,[6],Lullaby is a large very detailed UDMF map with a teal color scheme that takes place in a magic surreal dreamlike world where you must enter a big fortress and defeat all the evil creatures that live in there to be able to escape  I focused on using a lot of bright details glowy decorations an animated skybox and even 3D models to add an abstract feel to the map  Gameplay is a bit challenging especially on UV with some slaughtery fights here and there but theres nothing extremely hard in it  If youre an experienced player this map should be very easy for you but if you dont like this kind of gameplay please try playing on a lower difficulty  A blind run of this map should take between 60 and 75 minutes,Missing,nan,nan,nan,nan,nan,nan
1613520000,Missing,250927,God Girl,[6],Missing,Missing,nan,nan,nan,nan,nan,nan
1613001600,[8],250040,Super Mario Construct 2: Yoshi's Fabrication Station,"[6, 82]",Yoshis Fabrication Station is a Yoshis Island level editor Its easy to use and has a faithful recreation of the original YI mechanics and physics,Missing,nan,nan,nan,nan,nan,nan
1614297600,[8],250037,Eddie's World,[6],Venture through Tockin island as Eddie to recover stolen ETanks  This game features Mega man styled gameplay mixed with puzzles and unusual boss fights 8 standard and 1 special levels to complete and a big hub full of puzzles to explore  Made with Megamix Engine,Missing,nan,nan,nan,nan,nan,nan
1612310400,"[32, 34]",248110,VT Harmony,"[6, 34, 39]",Play as VT a lonely TVboy that want to be alone until the unexpected message from an stranger bunny named IV Discover the different endings of this visual novel game,Decide whether to give VT a happy or tragic ending Your destiny is in your hands  Play as VT a lonely TVboy who seeks solitude until the sudden message from a strange bunny named IV Discover the different endings of the game,nan,nan,nan,nan,nan,nan
1614470400,"[31, 32]",239879,Transubstantiation Synthesis,"[3, 6, 14, 82]",This game is horny for drones robots mindbody control and the future  Transubstantiation Synthesis is a work of futurology What will the world of tomorrow look like Which trends are currently in place and what do they mean for us,Missing,nan,nan,nan,nan,nan,nan
1613952000,[9],233338,The Yellow Rose Motel,[6],The yellow rose motel is a ps1VHS style low poly psychological thriller set in a mysterious motel designed to leave your soul terrified  After a long day of work and stress John player arrives in a place called Yellow Rose Motel which at first seems like a familyfriendly loving place turns into a nightmare in less than a day,Missing,nan,nan,nan,nan,nan,nan
1614384000,[34],231806,"The Man, the Alien, and the AI","[3, 6]",This is the story of a young woman who comes across an extraterrestrial AI The AIs entire function is to slowly rewrite the mind of whoever it has bonded to The only ones who could separate them are on a distant planet called Valley 7 Now this woman must get to Valley 7 and separate the AI from her mind But the AI seems to have become quite intrigued with her And theres that dashing alien rogue hunting her down And their childhood friend who keeps following her everywhere  What a mess shes gotten herself in to,Missing,nan,nan,nan,nan,nan,nan
1613606400,Missing,229861,Blasphemous: Strife & Ruin,"[3, 6, 14, 48, 49, 130]",Join forces with Miriam from Bloodstained Ritual of the Night as you seek to solve the mystery of her summoning to the nightmarish lands of Cvstodia,Missing,2.53,3.42,0.0,68.0,6.0,6.0
1613433600,[12],228704,Assassin's Creed Valhalla: River Raids,"[6, 48, 49, 167, 169, 170]",River Raids is a free update for Assassins Creed Valhalla Released as part of Title Update 112 the update adds the replayable river raiding mode based on the existing raiding feature in the base game and introduces three distinct maps of rivers for players to explore namely the River Exe the River Severn and the River Dee The update also added new quests and a set of armor and weapon to obtain through the new map  An additional update in conjunction with the Ostara Season content added a second armor set to be obtained  A third update introducing the River Erriff the River Berbha and the River Rhine was released on 7 September 2021 featuring new questlines to obtain Lughs Spear and the Ulfberht Sword,It all starts with the construction of the River Incursions Dock where we recruit specific Jomsvikings for these navigations Vagn a darkskinned Viking is our guide in this expansion We chose one of the six rivers on the map to navigate and we went on the attack The new maps are all based on river systems which consist of a meandering main course with islands and interconnecting side channels Scattered along the banks of the river are civilian settlements military compounds monasteries and druid camps Each of these location types offers different challenges and rewards The maps are River Exe River Severn River Dee River Erriff River Berbha and my favorite the River Rhine its in France and it has a very big city I was impressed,nan,nan,nan,nan,nan,nan
1614297600,"[11, 15]",228263,Plants vs. Zombies: Back to the Roots,[6],Plants vs Zombies Back To The Roots is a free independently made fangame in the style of classic PVZ,Missing,nan,nan,nan,nan,nan,nan
1614124800,Missing,225464,My Hero One's Justice 2: Villainous Wear Set,"[6, 130]",Players will be able to use Villainous Wear outfits for the following 9 characters Tomura Shigaraki Before Style Tomura Shigaraki Dabi Himiko Toga Twice Mr Compress Muscular Kai Chisaki and Kendo Rappa This pack also includes 10 color variations for each outfit,Missing,nan,nan,nan,nan,nan,nan
1612915200,[7],224523,Friday Night Funkin': CG5 Edition,"[6, 14]",Youve finally made it to the big leagues of the music world but of course theres a twist To prove your worth you have to beat the prolific CG5 in a battle of lyrical wits Show him what you got,Missing,nan,nan,nan,nan,nan,nan
1613606400,Missing,224376,Zombie Army 4: Dead War - M1903 Springfield Rifle Bundle,[6],Its time for some boltaction bravado An American classic the Springfield is here to prove that the classics never go out of style,Missing,nan,nan,nan,nan,nan,nan
1613606400,Missing,224375,Zombie Army 4: Dead War - Repeater Rifle Bundle,[6],The first ever rifle designed from the groundup for smokeless powder the M1895 Repeater is a hunting rifle with a difference,Missing,nan,nan,nan,nan,nan,nan
1613606400,Missing,224374,Zombie Army 4: Dead War - PPSH Submachine Gun Bundle,[6],Reliable simple and powerful the Sovietmade PPSH gives you all the spray and none of the pray,Missing,nan,nan,nan,nan,nan,nan
1613606400,Missing,224373,Zombie Army 4: Dead War - Nagant M1895 Pistol Bundle,[6],Quieter and more powerful than a conventional revolver the Nagant M1895 is an absolute beast,Missing,nan,nan,nan,nan,nan,nan
1613606400,Missing,224372,Zombie Army 4: Dead War - Mortar Shotgun Bundle,[6],Talk about a pocket rocket The Chevalier Mortar is an M1 Mortar repurposed as a shotgun With unbelievable stopping power and an explosive finish it wont just stop the dead in their tracks itll blow them apart,Missing,nan,nan,nan,nan,nan,nan
1613606400,Missing,224369,Zombie Army 4: Dead War - Lee No. 4 Bolt-Action Rifle Bundle,[6],The British Armys standardbearer for over 50 years the Lee No 4 is capable of packing a lethal punch when called upon in battle,Missing,nan,nan,nan,nan,nan,nan
1613606400,[5],224368,Zombie Army 4: Dead War - Sten MK2 SMG Bundle,[6],A weapon favored by Marie the Sten MK2 is cheap dirty and gets the job done right,Missing,nan,nan,nan,nan,nan,nan
1613606400,Missing,224366,Zombie Army 4: Dead War - SVT-38 Rifle Bundle,[6],Boris weapon of choice the SVT38 is a powerful semiautomatic rifle Russianmade of course Simple and effective this pioneering weapon is a marvel of Soviet engineering,Missing,nan,nan,nan,nan,nan,nan
1613606400,Missing,224365,Zombie Army 4: Dead War - Wehrmacht P08 Pistol Bundle,[6],Its time to bring a new meaning to point and shoot One of the most accurate guns ever made this semiautomatic pistol has a fearsome reputation for a reason,Missing,nan,nan,nan,nan,nan,nan
