first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1202342400,[5],272120,The Dream,[6],Game story take place in Dukes dream while he fall asleep after some sensitive dose of booze or maybe after saving the world one more time In his dream his shuttle was rammed by enemies helicopter Duke managed to jump safely on the ground and found himself on the streets of the unknown city,Missing,Missing,nan,nan,nan,nan,nan,nan
1203552000,[5],270678,Men in Black,[6],An old map that was initially made to look like the Bronx from New York but later retooled into Men in Black,Missing,Missing,nan,nan,nan,nan,nan,nan
1204243200,"[31, 34]",262489,Clannad Full Voice,[6],A port of PlayStation 2s Clannad for the PC which imports the full voice acting from it and adds supplementary graphics and higherdefinition options,Missing,Missing,nan,nan,nan,nan,nan,nan
1203120000,[5],256851,Escape from Castle Chezcrea,[6],A linear challenging level that shows off some some neat ideas I had,Missing,Missing,nan,nan,nan,nan,nan,nan
1202428800,[31],253644,Kiss Before Midnight,[6],This dating simulation revolves around a group of nine people whose stories are all intertwined in the city of love Paris Paul has returned to his friends Amelie and Ricky after one year of studying in Berlin and is thrilled to see his old crush Devine again although hes less thrilled about her getting married to macho Vincent in a few days Ricky is interested in Luca the redhaired waitress at the cliques favorite café while Amelie would like to get closer to her former professor Marcel Benoît Amelies fashionconscious and manipulative twin sister Estelle and flower girl Marie will also play their part  Taking control of these characters throughout 15 episodes players influence the relationships between them mainly by choosing what they say in conversations Some characters occasionally have to be dressed for a specific event in a mini game while a second more frequent mini game allows characters to tip the mood or topic of a conversation in their favor by using cards representing certain gestures In the end the players actions through all episodes will determine who hooks up with whom,Missing,Missing,nan,nan,nan,nan,nan,nan
1203724800,[5],250139,Offshore,"[3, 6, 14]",This modification offers a multilevel side story of Gordon Freeman while enroute to City 17 via Highway 17 in the infamous buggy  When Gordons buggy was taken by the Combine Dropship some maps of combine outposts hidden in one of the buggys side compartments were lost Gordon was immediately dispatched by Dr Kleiner and Dr Eli Vance to locate the buggy and return the missing maps  Setting The entire modification is set at night on a small rocky island off the coast of City 17 Rugged terrain abandon structures and multiple combine outposts will make escaping this island hell more than just a walk in the park  His plan Gordon surrenders to the combine so he could be transported to the facility where the buggy was left for scrap Upon his surrender he found himself in a small prison facility on the rocky island waiting for a visit from Dr Wallace Breen who would read his sentence personally A familiar face woke him from his deep sedation  His mission Locate the buggy and find a way to return to City 17 with the stolen maps,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1204243200,[34],242474,To Heart 2: Another Days,[6],To Heart 2 Another Days is a spinoff from To Heart 2 taking place sometime after the events of the original game its main storyline allows the player to pursue seven heroines consisting of both supporting female characters from To Heart 2 and new characters In addition it also contains two additional scenarios that extend storylines from the original game,Missing,Missing,nan,nan,nan,nan,nan,nan
1203724800,Missing,228484,Marathon: Eternal X,"[3, 6, 14]",Eternal is a free scenario for Aleph One the multiplatform opensource firstpersonshooter engine derived from Bungies Marathon engine It continues the story of the Marathon trilogy and is a nearly total conversion,Missing,Missing,nan,nan,nan,nan,nan,nan
1204156800,[34],218475,Houkago wa Gin no Shirabe,"[6, 8]",Houkago wa Gin no Shirabe is a visual novel videogame released for the PC  the Playstation 2,Kaname is from a monster hunting family and she is a monster hunter as well One day she is offered to investigate a private high school since various mysterious accidents have happened there She accepts it but there is one big problem Actually it is a boys high school She disguises herself as a boy and somehow gets along with her classmates Yes case closed No She needs to solve the mystery,Missing,nan,nan,nan,nan,nan,nan
1202774400,[13],196700,Drömjobbet i Rosemond Valley,[6],In this business game the player plays as Josephine who is given the task to run her own mall,Josephine is asked by her uncle to modernize the family department store Rosemonds If she is up to the task of making the 100th anniversary a success he will hand the future responsibility to her In addition to opening and decorating new shops she has to keep good relationship with all employees They have lots of tips but behind their facades lurks also other interests We have to think about what makes customers feel at home  shows and advertising can entice them to want to buy even more If Josephine is not successful Uncle Hugo will assign responsibility to someone else How you choose to run your department will be critical for Josephines ultimate goal  to operate Rosemonds in the future,Missing,nan,nan,nan,nan,nan,nan
1202860800,[9],173403,Sheep's Quest,[6],Youll love this stimulating Brain Teaser in which you guide a herd of sheep through seven game worlds in an effort to collect enough coins to rebuild their once magnificent farm Steering the adorable animals around enemies and obstacles to the riches they need is as simple as placing arrows on the ground pointing the way Featuring colorful graphics and delightful audio Sheeps Quest is sure to become one of your favorites,Missing,Missing,nan,nan,nan,nan,nan,nan
1203033600,[5],158978,The Truth About 9th Company,[6],The Truth About 9th Company is the first Russian documentary computer game The game simulates the historical battle for Hill 3234 which took place on 78 January 1988 in southern Afghanistan between Soviet paratroop units of the 345th Independent Guards Airborne Regiment and mujahideen,Missing,Missing,nan,nan,nan,nan,nan,nan
1202428800,"[4, 34]",146148,Hinokakera fragment:Eclipse,[6],The third major version of Hinokakera adding 3 playable characters and a visual novelstyle story mode,Missing,Missing,nan,nan,nan,nan,nan,nan
1204070400,"[15, 32]",144511,KingMania: North Kingdom,"[6, 14]",Kingmania North Kingdom is a free addon for KingMania    It contains 11 new original levels new building Alchemy where players can construct Kegbots  powerful kegs of explosives with legs new village upgrade Market which enables to sell food and receive more gold and a few bug fixes,Missing,Missing,nan,nan,nan,nan,nan,nan
1203033600,Missing,141791,Cactus Arcade,[6],Cactus Arcade is a compilation of seventeen games by Jonatan Cactus Söderström bundled into a single package through one interface to make them more accessible No changes have been made to the games themselves,Missing,Missing,nan,nan,nan,nan,nan,nan
1203897600,[5],139765,Deus Vult II,[6],Deus Vult II is a twelve level episode WAD created by Huy Pham Doom Marine As with the first Deus Vult it contains maps rich with nighoverwhelming opposition in the vein of Alien Vendetta or Hell Revealed with difficulty increasing sharply in the later levels  It received one of regular awards during the 2008 Cacowards as well as the Mordeth award,Missing,Missing,nan,nan,nan,nan,nan,nan
1204070400,"[10, 13]",129811,Ferrari Virtual Race,[6],Among car companies Ferrari stands alone as a symbol of luxury power and grace under pressure Few auto fans would give up the chance for a virtual testdrive of these wonderful machines and this is exactly the appeal of Ferrari Virtual Race to newer and older gamers alike  If youve ever wanted to experience the feel of taking out a Ferrari on a track this game might be for you If you or someone you love is a car fanatic few games offer quite the punch of the game which allows players to get behind the wheel of several classic Ferrari sports cars and have fun on a compelling track and landscape  The keyword here is fun For many this game will be a sort of dream come true Featuring the chance to test drive the 430 Scuderia 599 Fiorano and 612 Scaglietti models of Ferrari the game is a great introduction to what makes the company such a powerhouse in the auto and racing industries,Missing,Missing,nan,nan,nan,nan,nan,nan
