,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
0,[5],271431,The Dreamer's Demesne,[6],Mediumsized blue desert castle made for Arcane Dimensions v181,Missing,,,,,,
1,"[5, 32]",271388,Online FNAF,[6],Missing,Missing,,,,,,
2,Missing,269944,Adventures in the Desert Country: Al and the Underground Labyrinth,[6],Neoretro platform game,Missing,,,,,,
3,[5],268922,Sunrise Citadel,[6],A single limitremoving map for Hexen intended to be played alongside ERLBA monster mod for GZDoom but otherwise also perfectly playable Contains an entire hublong quest in a single map with lots of exploration and several puzzles Level is highly nonlinear and densely populated,Missing,,,,,,
4,[34],264290,Pirate Booty and the Bukkake Buccaneer,[6],Spread your seed across the seven seas Your firstmate staged a mutiny taking off with your precious ship Youll have to build up a loyal crew one slut at a time to take back your ship and get revenge on the wench who took it from you in the first place,Missing,,,,,,
5,[32],264073,"Hokkaido: 4,500km",[6],A train game where you set out to travel all over Hokkaido in the 1960s,Missing,,,,,,
6,[5],263482,Paladins: Feathered Fiend Pack,"[6, 48, 49]",Hold on tight and get ready for a wild ride across the Realm aboard the Feathered Fiend Mount,Missing,,,,,,
7,[5],262600,Technical Issues,[6],Technical Issues is a large singlelevel WAD for Doom 2 Using stock textures and the basics I tried to make a complete level that felt like a progressive adventure combining various visuals styles and using traditional gameplay,Missing,,,,,,
8,[5],261964,One Humanity,[6],One Humanity is a new level for the 1994 id Software release DOOM II created by John Romero to support the people of Ukraine and the humanitarian efforts of the Red Cross and the UN Central Emergency Response Fund 100 of the proceeds go toward this support,Missing,,,,,,
9,"[9, 32]",261591,Merge Adventure: Magic Dragons,"[6, 34, 39]",Merge dragons and magic to solve hard puzzles by playing merge games,Missing,,,,,,
10,[5],261499,The Old Bean Factory,[6],The map is pretty linear and has a bunch of tangents and secrets and is stuffed with lowtier enemies and pickups for all you murderheadedsecrethuntingbonusfiends out there,Missing,,,,,,
11,[5],261496,Silence,[6],This is my oddly named but lovable beast of wad kalensar that replaces Doom 1in the style of Doom the Way Id Did To ensure vanilla compatibility Ive tested the wad in Chocolate Doom and cleaned up any issues I could find This wad doesnt try to reinvent the wheel just maybe grease up the axel a little bit Also with the levels is a pack of midis I wrote and decided to include for use alongside the levels Thats right the first 36 level ultimate doom megawad of 2022 and the only limit we removed was your imagination,Missing,,,,,,
12,[5],261493,Mekanism,[6],12 maps of orange and purple,Missing,,,,,,
