,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[5],273186,Banka,[6],Duke visits a bank to withdraw his funds there,Missing,Missing,,,,,,
1,[31],253724,Madou Run,[6],Released in Disc Station Vol 19 Madou Run is similar to the game of tag players that obtain a bowl of curry have the ability to attack other players,You can play as Arle Schezo Witch or Suketoudara,Missing,,,,,,
2,[12],242709,Elder Blaze,[6],Missing,Missing,Missing,,,,,,
3,[9],214630,Aventuras na Ilha X,[6],An activity center CDROM for kids based on the Brazilian singer and TV host Xuxa Meneghel,Missing,Missing,,,,,,
4,Missing,201264,Beverly Hills Models,"[6, 14, 50]",From the publishers of hit interactive CDRom titles Exposed and Tabloid Beauties MacDaddy Entertainment proudly presents Beverly Hills Models Photographed in some of Beverly Hills finest hotels Beverly Hills Models offers 250 revealing photographs of MacDaddys most beautiful girls Browsing through the coveted MacDaddy Photo Album search for the perfect pose of Cindy Glance at the enchanting Ashley Cuddle with the loveable Jessica Peek at the sultry Lana Or become intimate with the unforgettable Gina The choice is up to you,Missing,Missing,,,,,,
5,[11],75401,StarCraft: Insurrection,"[6, 14]",StarCraft Insurrection also known as Insurrection Campaigns for StarCraft is an expansion pack to StarCraft video game with new campaign missions and multiplayer maps,Missing,Missing,0.0,0.0,0.0,80.0,1.0,0.0
6,Missing,51238,Mech Commander Gold,[6],Missing,Missing,Missing,0.0,0.0,0.0,70.0,1.0,0.0
7,"[5, 15]",50131,Urban Assault,[6],Dystopian futuristic strategy game with tanks and aircraft where the player can also take direct first person control of any of their units Airborne units have six degrees of freedom in the style of Descent 1994,Missing,Missing,9.68,0.0,0.0,80.0,2.0,1.0
8,[31],18297,Redjack: Revenge of the Brethen,"[6, 14]",Missing,Missing,Missing,,,,,,
9,[5],9003,Redneck Rampage: Suckin' Grits on Route 66,"[6, 13, 14]",An expansion pack to the lowbrow hillbilly shooter Redneck Rampage,Missing,Missing,4.06,4.25,5.0,67.0,3.0,6.0
10,"[13, 14]",779,Madden NFL 99,"[4, 6, 7]",This is allMadden football Legendary gameplay Onebutton simplicity The ultimate NFL experience New super hires polygon graphics Monster hits  feel and hear the impact 250 new motion captured NFL moves New Arcade Mode  huge hits more fun Over 120 past and present NFL teams Draft trade create sign and release players,Missing,Missing,0.0,0.0,0.0,55.0,2.0,0.0
11,"[9, 15, 24]",879,Commandos: Behind Enemy Lines,[6],Engage in the ultimate battle of wits and wills with the most ruthless military force in history Set in the backdrop of WWII Commandos is a realtime tactical wargame that puts you in command of a squad of elite Allied Commandos whose job is to complete 24 dangerous missions behind enemy lines Your goal is to thwart the German war effort by means of sabotage and tactical geniusThis actionpacked strategy war game is set apart by its revolutionary AI and the ability to control 6 individual commandos each with a specific skill as they infiltrate hostile territories and engage in intense combat Your perilous missions will take you from the parched desert of North Africa to banks of the Rhine the mountainous fjords of Norway and the beaches of NormandyExperience the most realistic visually stunning graphics with accurate 3D models of more than 350 structures vehicles and weapons from the WWII era,Missing,85.31325041830307,24.27,28.09,30.12,77.0,78.0,60.0
12,"[5, 31]",36299,Blood: One Unit Whole Blood,[6],You carved your soul to shreds in servitude to a dark god but false promises and betrayal were your only reward Now you have a score to settle and it will be measured in blood Experience the madness in one carnagesoaked package All the gore all the unholy war Zombies gargoyles hellhounds and bloodcrazed hordes of horrors await Crush loathsome evil of the mighty Tchernobog Or condemn yourself to eternal damnation in this leviathan of unhallowed gaming action,Missing,80.0,10.86,13.9,17.79,79.0,12.0,15.0
