first_release_date,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
1685750400,[5],275318,Explore Jam 3,[6],Pack of non combat maps Some puzzles some platforming and a lot of exploration In comparison with 2 previous Explore jam packs this one is leaning toward walking simulators with a lot of environmental storytelling,Missing,nan,nan,nan,nan,nan,nan
1688083200,[34],273954,Rolling for Romance,"[3, 6, 14]",Rolling for Romance is a SliceofLife dating sim where you find companionship through the magical world of Dungeons and Dragons Go through your first year of college as you make friends bond with your fellow club members and potentially roll your way into one of their hearts,Rolling for Romance is a SliceofLife dating sim where you find companionship through the magical world of Dungeons and Dragons Go through your first year of college as you make friends bond with your fellow club members and potentially roll your way into one of their hearts,nan,nan,nan,nan,nan,nan
1686787200,Missing,271760,Halo Chaotic Edition,[6],In this mod all enemies and allies will multiply once they die turning small fights into a real battlefield not to mention the amount of explosions that there will be,Missing,nan,nan,nan,nan,nan,nan
1687737600,[5],271507,Corruption Catharsis: Try To Act Normal,[6],The ranger has been called to Ranger Station Theta as a precaution as scientists there have reported an anomaly with their sliptech that would indicate a malevolant force has been trying to exploit the station They could get a handle on the slip gate interdimensional array and use it as a backdoor that would allow them to take control of some of Earths remote facilities Your breifing was to investigate the disturbance and eradicate any compromised forces or opposition that you encounter,Missing,nan,nan,nan,nan,nan,nan
1686268800,[5],271053,Deathmatch Dimension,[6],A single player episode containing 10 maps inspired by the official Quake deathmatch maps Features four previously released and now updated maps as well as five completely new maps and a start map Most levels are mediumsized and take 1020 minutes to complete All maps can be played in sp coop or dm and support all skill levels,Missing,nan,nan,nan,nan,nan,nan
1686873600,[5],270851,Re:Mobilize,[6],ReMobilize is a brandnew singleplayer Quake modification by EmeraldTiger and Inky that introduces three new movementbased mechanics to the game opening up devious new challenges to players and a whole new dimension of possibilities for level designers Trampolines Perform deathdefying leaps of faith across even the most intimidating gaps and chasms Wiremeshes Nothing can stop you not even gravity itself More than just simple ladders these surfaces let you move up down sideways and even hang from ceilings Lighthooks and Lightpanels The lighthooks purely photonic composition allows it to instantly latch onto any visible lightpanel regardless of distance Youll be hooked in no time  literally,Missing,nan,nan,nan,nan,nan,nan
1686700800,[5],270661,WG Mega,[6],Over 40 levels by William Gee 4 FULL singleplayer Episodes and 1 dukematch,Missing,nan,nan,nan,nan,nan,nan
1687996800,[32],270507,Dark Deception: Monsters & Mortals - Yandere Simulator,[6],Yandere Simulator was the third crossover chapter for Dark Deception Monsters  Mortals,Missing,nan,nan,nan,nan,nan,nan
1687219200,"[12, 31, 32]",269040,Cacildes Adventure,[6],A coming of age Action RPG about a boy on his journey to join the kings army,Missing,nan,nan,nan,nan,nan,nan
1687651200,"[13, 15, 31]",268058,The Leviathan's Fantasy,[6],This is a Simulation game You will manage your cloud city recruit adventurers all over the world take them for exploration obtain resources and blueprints Construct buildings make equipment produce items so to develop your city into greatness together with your adventurers,Missing,nan,nan,nan,nan,nan,nan
