first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1423526400,[4],275144,Dead or Alive 5: Last Round - Core Fighters Character: Honoka,"[6, 48, 49]",This DLC will unlock a new character Honoka,Missing,Missing,nan,nan,nan,nan,nan,nan
1424217600,"[13, 14]",268798,WWE 2K15: Hall of Pain,"[9, 12, 48, 49]",Worlds Strongest Slam your way through this new 2K Showcase Hall Of Pain Relive Mark Henrys rise to dominance starting in 2011 through classic WWE footage and matches Unlock historical versions of Mark Henry Big Show The Great Khali and more Also receive arenas such as WrestleMania 29,Missing,Missing,nan,nan,nan,nan,nan,nan
1423008000,"[13, 14]",268785,WWE 2K15: One More Match,"[9, 12, 48, 49]",Relive the heated Randy Orton and Christian rivalry with hours of new 2K Showcase action in One More Match Battle through epic matches as their story is told through your gameplay and historical WWE footage Also get playable WWE Superstars from 2011 Christian Randy Orton Edge Mark Henry and Sheamus and 2011 arenas SmackDown Extreme Rules Over the Limit and Capitol Punishment,Missing,Missing,nan,nan,nan,nan,nan,nan
1424995200,Missing,254825,Minecraft: The Simpsons Skin Pack,"[9, 12, 41, 46, 48, 49, 130]",Minecraft The Simpsons Skin Pack is a skin pack for Minecraft which contains 24 Simpsonsthemed skins released on February 27 2015 and was delisted on May 30 2017,Missing,Missing,nan,nan,nan,nan,nan,nan
1422921600,"[15, 26, 35]",201906,Risk,"[9, 49]",Draft Attack Fortify Play the original game of strategy and world domination  now for PC Enjoy the classic look and fun of Risk in an exciting new interactive experience Play two ways as you strategize over the map and set out to conquer the world,Missing,Missing,0.0,0.0,9.25,57.0,6.0,2.0
1424736000,"[8, 10, 33]",165422,Trials Fusion: Fault One Zero,"[6, 48, 49]",This content pack adds a whole new career event which will have you gliding through holographic cityscapes testing facilities and even retro gaming sections It also includes the following 10 new tracks including 8 classic tracks one new Skill game  one new FMX track 24 new challenges from warping to a magicrainbowland to defeating a giant robot 2 new garage items the DarkLynx helmet and a new look for the Pit Viper dozens of new editor objects including giant advanced robotics colourful holographic ramps portals and warps and new trophies,In the golden age of robotics and technology man and machine are only distinguished by their medical records Run into the heart of gigantic machines and find your way through holographic ramps and portals But be careful robots rule this place and they arent much welcoming with strangers,Missing,nan,nan,nan,nan,nan,nan
1423526400,"[5, 12, 31]",150043,Dying Light: Cuisine & Cargo,"[6, 48, 49]",Dying for more action Take up the challenge of two hardcore Quarantine Zones Employ a mix of stealth and combat to ransack and investigate ominous Infectedfilled corridors of the once most famous restaurant in Harran and an abandoned rail yard Great spoils are believed to be abound in these places but no one who ever walked in made it out alive to tell the story Wanna be the first,Missing,Missing,nan,nan,nan,nan,nan,nan
1423180800,[4],141050,Mortal Kombat X: Tanya,"[6, 48, 49]",New playable character Play as Klassic Mortal Kombat character Tanya,Missing,Missing,nan,nan,nan,nan,nan,nan
1422921600,"[2, 31]",127068,Game of Thrones: A Telltale Games Series - Episode 2: The Lost Lords,"[6, 9, 12, 14, 34, 39, 48, 49]",Based on HBOs awardwinning television drama Game of Thrones  A Telltale Games Series tells the story of House Forrester a noble house from the north of Westeros Caught up in the events of The War of the Five Kings they are placed in a precarious position where members of the household must do everything they can to prevent the house from meeting its doom,Missing,Missing,nan,nan,nan,nan,nan,nan
1425081600,"[8, 9, 31]",36764,Blackhole: Complete Edition,"[3, 6, 14, 48, 49]",Blackhole Complete Edition is the ultimate compilation of the hardcore 2D platformer all of its DLC and plenty of bonus materials  The package includes   Fully updated BLACKHOLE  3 pieces of DLC Testing Laboratory Secret of the Entity and Challenge Vault  Over 130 levels including 10 new insanely difficult locations  Digital artbook  Soundtrack  Developer diaries  Playable prototype of the game  Printable hiresolution artwork,Missing,Missing,nan,nan,nan,nan,nan,nan
1424044800,"[9, 25, 31, 32]",35188,Pillar,"[6, 12, 48, 49, 130]",Lost in an intimate snowy town a palette of individuals are in search of a mysterious artifact said to bring great knowledge and understanding Lead each character through their quest in this collection of minigames each with unique personalities and challenges,Missing,Missing,3.41,0.0,0.0,30.0,1.0,2.0
1423526400,[31],15555,Alien: Isolation - Lost Contact,"[3, 6, 9, 12, 14, 48, 49]",Welcome to Lost Contact the fourth addon content pack for Alien Isolation returning to the epic Salvage Mode  Trapped in deep space on board Sevastopol youll need to explore the station to complete objectives and survive Can you evade your enemies across ten waves of challenges or will you take them headon   The second all new Salvage Mode map featuring the Lorenz Private Wards and the Emergency Power Plant  Play as fanfavourite Axel and equip yourself with the Revolver and Boltgun  Try to survive encounters with Working Joes other humans and the terrifying Alien itself,The everunfortunate Axel must use his wits to evade danger and escape from the remote area of Sevastopol Station in which hes stranded,Missing,nan,nan,nan,nan,nan,nan
