first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1350259200,[5],260028,Doom 3,"[6, 9, 12]",The 2004era Doom 3 with enhanced graphics a checkpoint save system 3D Capability for 3D Televisions and AchievementsTrophies Xbox 360 Steam and PS3  Unlike the original game which featured the Flashlight as a weapon itself the BFG Edition instead was armormounted meaning players can attack and illuminate dark areas simultaneously  It was released inside Doom 3 BFG Edition,Missing,Missing,10.89,12.93,16.35,74.0,466.0,479.0
1351123200,[34],242388,Phantom: Phantom of Inferno,"[6, 12]",Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1350432000,Missing,196842,Blastarock!,[12],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1349827200,"[5, 24, 31]",194417,Call of Duty: Modern Warfare 3 - Collection 4,"[6, 9, 12]",Saluting Modern Warfare 3s Season of Content the fourth and final DLC collection deploys with five allnew Multiplayer Maps Surrounded by mountains Gulch sends combatants into a forgotten mining town with only mine shafts and equipment sheds for cover The Jersey coast awaits in Boardwalk where fun in the sun means facing enemies on the beach Players must earn their sea legs in Off Shore and Decommission where deadly oceanic oil rigs and a maze of rotting ocean liners provide the perfect setting for shorelinebased combat Rounding out the collection is a trip to New Orleans wartorn French Quarter where Parish pits players against one another amid the citys rubble,Missing,Missing,nan,nan,nan,nan,nan,nan
1349136000,"[8, 31]",192194,Sonic Adventure 2: Battle,"[6, 9, 12]",Sonic Adventure 2 Battle is a DLC for Sonic Adventure 2 2012 It adds the extra content of the GameCube game Sonic Adventure 2 Battle such as new playable characters in the Battle mode,Missing,Missing,nan,nan,nan,nan,nan,nan
1350259200,[5],167753,Doom 3: The Lost Mission,"[6, 9, 12]",The Lost Mission is the second official Doom 3 expansion pack released in 2012 as part of Doom 3 BFG Edition The player takes control of a surviving member of the marine squad Bravo Team which the hero of the original campaign was meant to rejoin The primary objective given to the marine by Dr Richard Meyers is to shut down a highpowered longrange teleporter in the top secret Exis Labs in order to prevent the demons from using it to reach Earth,Missing,Missing,1.98,2.12,2.41,65.0,59.0,112.0
1351123200,"[5, 25]",99813,Zone of the Enders: HD Edition,"[9, 12]",Relive the adventure for the first time in HD Experience thrilling highflying robot combat unlike anything youve felt before,The game takes place in the year 2172 mankind has colonized Earths Mars and Jupiters moons A military force known as BAHRAM sends its primary offensive unit to attack Antilia a Jupiter colony in an attempt to secure two advanced machines known as Orbital Frames One of the few colony survivors a young boy named Leo Stenbuck witnesses a falling Laborious ExtraOrbital Vehicle LEV killing his friends He flees to a hangar where he finds an Orbital Frame by the name of Jehuty Using this suit and its builtin intelligence ADA he fends off the BAHRAM forces led by officer Viola who seek to claim Jehuty on the orders of their leader Nohman Leo is then contacted by Elena Weinberg the commander of the civilian transport vessel Atlantis it belongs to Earths military forces the United Nations Space Force As Jehutys original pilot died during the attack Elena requests Leos assistance to deliver Jehuty back to them so they can take it to Mars Leo however refuses to kill enemies  Battling through Antilia Leo rescues civilians including Celvice Klein a friend he defends the colony from destruction defeating the BAHRAM forces and their commanders one by one Before reaching Atlantis Leo encounters Viola who seeks a rematch Leo defeats her but is unwilling to kill her Later Atlantis pilot Rock Thunderheart meets Leo in person revealing that BAHRAM forces are still determined to obtain Jehuty and are threatening to destroy the colony Thunderheart requests Leos help to pilot Jehuty as he has realized Leos skills are superior Viola then appears shooting Celvice this time forcing Leo to fight again Celvice is taken to the Thunderheart to be treated while Leo goes to save the colony  Leo goes to the docks and Viola battles him once more However Viola is defeated again and killed when a leftover bomb blows her out of the colony and into Jupiters atmosphere Nohman himself then appears in Jehutys superior twin Frame Anubis forcing Jehutys escape As Jehuty is docking ADA reveals to Leo its programming when taken to the fortress Aumaan on Mars the mechas is to eject its pilot and selfdestruct Jehuty destroying the frame and the fortress Leo leaves Jehutys cockpit and meets up with the crew of the Atlantis and Celvice who survived her gunshot wound,Missing,nan,nan,nan,nan,nan,nan
1349740800,"[15, 33]",81371,Warlords,"[9, 12]",A modern remake of the arcade and Atari 2600 classic Warlords,Missing,Missing,6.0,10.03,11.0,75.0,4.0,3.0
1349136000,"[5, 31]",79137,Resident Evil 6: Archives,[12],This special edition contains   Resident Evil 6 disc version  Resident Evil 5 Gold Edition download version  Resident Evil 4 download version  Resident Evil Code Veronica X download version  Resident Evil Degeneration movie DVD,Missing,Missing,nan,nan,nan,nan,nan,nan
1349654400,[5],77502,Avatar Laser Wars 2,[12],Avatar Laser Wars 2 is a firstperson shooter developed and published by DigitalDNA Games for Xbox 360 Xbox Live Indie Games It is one of several Avatar based first person shooters that DigitalDNA Games developed for the Xbox 360 and is the sequel to DigitalDNA Games earlier title Avatar Laser Wars,Missing,Missing,nan,nan,nan,nan,nan,nan
1350259200,[31],64470,Intel Discovered,[12],Advergaming gets real as Intel teams up with one of the guys from LMFAO and Captain America to make an FMV Kinect game that will blow your damn mind,Missing,Missing,0.0,0.0,1.0,0.0,0.0,1.0
1350432000,Missing,64442,Nessie,[12],Game  Watch throwback for Xbox 360 Players guide the eponymous Loch Ness Monster to the surface over and over without being spotted,Missing,Missing,nan,nan,nan,nan,nan,nan
1351209600,[14],64376,Hunter's Trophy 2: Europa,"[9, 12, 41]",A hunting game from Bigben Interactive,Missing,Missing,nan,nan,nan,nan,nan,nan
1350950400,"[7, 8]",62805,FromPulse,[12],An abstract rhythmic platformer with timetravel elements,Missing,Missing,nan,nan,nan,nan,nan,nan
1350000000,[10],43037,WRC 3: FIA World Rally Championship,"[6, 9, 12, 46]",The official video game of the 2012 FIA World Rally Championship WRC WRC 3 marks a radical departure from the previous titles and sees the team using a completely new graphics and game engine developed inhouse in order to bring the most advanced WRC driving experience to players WRC 3 features all the rallies in the 2012 WRC calendar complete with all leading WRC teams and drivers in the revamped career mode,Missing,Missing,13.2,19.05,19.65,60.0,13.0,15.0
1351123200,"[5, 25]",24230,Zone of the Enders HD Collection,"[9, 12]",Zone of the Enders HD Edition Zone of the Enders HD Collection outside Japan is a rerelease of Zone of the Enders and Zone of the Enders The 2nd Runner for the Playstation 3 and Xbox 360 consoles The collection refines the textures and graphics and The 2nd Runner game comes with the Special Edition content that was released only in Japan and Europe an import soundtrack featuring remixes of the music featured in the series along with a demo of Metal Gear Rising Revengeance It also has a new Opening Movie set to the Theme of ZOE 2 Beyond the Bounds animated by Sunrise The collection was released in North America on October 30 2012 and was released in Europe on November 30 2012,Zone of the Enders The game takes place in the year 2172 mankind has colonized Earths Mars and Jupiters moons A military force known as BAHRAM sends its primary offensive unit to attack Antilia a Jupiter colony in an attempt to secure two advanced machines known as Orbital Frames One of the few colony survivors a young boy named Leo Stenbuck witnesses a falling Laborious ExtraOrbital Vehicle LEV killing his friends He flees to a hangar where he finds an Orbital Frame by the name of Jehuty Using this suit and its builtin intelligence ADA he fends off the BAHRAM forces led by officer Viola who seek to claim Jehuty on the orders of their leader Nohman Leo is then contacted by Elena Weinberg the commander of the civilian transport vessel Atlantis it belongs to Earths military forces the United Nations Space Force As Jehutys original pilot died during the attack Elena requests Leos assistance to deliver Jehuty back to them so they can take it to Mars Leo however refuses to kill enemies  Zone of the Enders 2nd Runner The game is set in the year 2174 two years after the events of Zone of the Enders It follows Dingo Egret a miner working on Callisto He inadvertently discovers the Orbital Frame Jehuty hidden When he is attacked by BAHRAM forces who have come to seize it Dingo climbs into Jehuty and engages the attackers which include a female Orbital Frame runner named Ken Marinaris6 During the battle Dingo enters the BAHRAM battleship seemingly defeating Nephtis an Orbital Frame controlled by an AI program based on Violas fighting style but is subdued by Anubis Jehutys superior counterpart controlled by Col Ridley Nohman Hardiman leader of BAHRAM Nohman requests Dingo to join him once again When Dingo refuses as his comrades were sacrificed by Nohman years ago Nohman shoots him and leaves him to die,Missing,10.45,11.8,13.54,76.0,49.0,56.0
1351209600,[14],20236,Home Run Stars,[12],Crazy batting game featuring Kinect Avatar Famestar and SmartGlass,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1350518400,Missing,20235,Kinect Sesame Street TV,[12],With Kinect Sesame Street TV children are invited to experience the world of Sesame Street alongside their favorite characters such as Big Bird Grover Cookie Monster and Elmo like never before The magic of Kinect for Xbox 360 lets you share in the experience through visual and physical interactions with characters of Sesame Street placing you in the Sesame Street experience,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1350518400,Missing,10879,Sniper Elite V2: The Landwehr Canal,"[6, 48, 49]",The Landwehr Canal Pack provides another brand new singleplayer mission and three new weapons The Landwehr Canal mission tasks players with taking out three German generals as they convene in nighttime Berlin  This challenging mission requires players to devise their own plan for success and provides a stern test of skill cunning and ingenuity The pack also grants access to two new sniper rifles The Lee Enfield Mk III and the Japanese Type 99 The addition of an MP44 SMG rounds out the pack,Missing,Missing,nan,nan,nan,nan,nan,nan
1349740800,Missing,6037,Naughty Bear: Panic in Paradise,"[9, 12]",Naughty Bear is a thirdperson shooter action video game released in June 2010 for the PlayStation 3 and Xbox 360 consoles Players control the eponymous bear as they use various things to earn nasty Points with extra points being given for random missions     The game is set on a paradisal island where teddy bears live in harmony The main character Naughty Bear is a shabby teddy bear who has a tendency to be mischievous which earns him the dislike of the other bears Like the other teddy bears he does not speak but instead conveys his emotions through a variety of sounds and facial expressions His actions are influenced by an unseen narrator with a demeanor reminiscent of that of a young childrens television show host,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1351555200,"[12, 31]",20744,Ōkami HD,"[6, 9, 48, 49, 130]",Experience the critically acclaimed masterpiece with its renowned Sumie ink art style in breathtaking high resolution Take on the role of Amaterasu the Japanese sun goddess who inhabits the form of a legendary white wolf on a quest to defeat Orochi an eightheaded demon and tyrannical monster responsible for turning the world of Nippon into a ruined wasteland,Missing,87.81587789903196,nan,nan,nan,nan,nan,nan
1350345600,"[2, 9, 31, 32]",6701,Edna & Harvey: Harvey's New Eyes,"[3, 6, 14, 39, 48, 49, 130]",In Edna  Harvey Harveys New Eyes players return to the world of adventure game hit Edna  Harvey The Breakout Be prepared to meet many old friends and discover many new handmade cartoon locations realized in full HD glory  Lilli a young girl at a convent school is the main character of Edna  Harvey Harveys New Eyes Seemingly the bestbehaved little girl in the world she executes all her chores in a diligent manner no matter how unfair they may be Her innocent imperturbable way of carrying out the orders of others has something both tragic and eerie about it Any angry thoughts any childlike disobedience is buried deep beneath a seemingly impenetrable surface of sweetness But how long will these feelings stay hidden And where do the friendly little gnomes come from that paint over everything unpleasant in Lillis vicinity with a pleasant pink color Are they real or just a product of her subconscious,In Edna  Harvey Harveys New Eyes players return to the world of adventure game hit Edna  Harvey The Breakout Be prepared to meet many old friends and discover many new handmade cartoon locations realized in full HD glory Lilli a young girl at a convent school is the main character of Edna  Harvey Harveys New Eyes Seemingly the bestbehaved little girl in the world she executes all her chores in a diligent manner no matter how unfair they may be Her innocent imperturbable way of carrying out the orders of others has something both tragic and eerie about it Any angry thoughts any childlike disobedience is buried deep beneath a seemingly impenetrable surface of sweetness But how long will these feelings stay hidden And where do the friendly little gnomes come from that paint over everything unpleasant in Lillis vicinity with a pleasant pink color Are they real or just a product of her subconscious,86.88822563958101,7.31,8.33,9.3,77.0,91.0,175.0
1350950400,[10],3047,Forza Horizon,[12],Forza Horizon is an action racing game set on the epic open roads of Colorado with a thrilling music festival backdrop Combining stunning graphics and cuttingedge music with legendary Forza authenticity and a superb collection of cars to drive Forza Horizon is an openworld automotive playground that puts a spotlight on speed style and the freedom of the open road This is where cars belong,Missing,85.02923109527133,15.94,20.73,28.9,85.0,257.0,249.0
1350345600,[7],19910,Dance Central 3,[12],Dance Central 3 is the third installment in the popular Dance Central game for the Kinect on the Xbox 360,Missing,85.0,10.56,0.0,0.0,80.0,7.0,4.0
1349740800,"[9, 12, 31]",533,Dishonored,"[6, 9, 12]",Dishonored is an immersive firstperson action game that casts you as a supernatural assassin driven by revenge With Dishonoreds flexible combat system creatively eliminate your targets as you combine the supernatural abilities weapons and unusual gadgets at your disposal Pursue your enemies under the cover of darkness or ruthlessly attack them head on with weapons drawn The outcome of each mission plays out based on the choices you make,Dishonored is set in Dunwall an industrial whaling city where strange steampunkinspired technology and otherworldly forces coexist in the shadows You are the oncetrusted bodyguard of the beloved Empress Framed for her murder you become an infamous assassin known only by the disturbing mask that has become your calling card In a time of uncertainty when the city is besieged by plague and ruled by a corrupt government armed with industrial technologies dark forces conspire to bestow upon you abilities beyond those of any common man but at what cost The truth behind your betrayal is as murky as the waters surrounding the city and the life you once had is gone forever,84.7957259057481,12.13,18.11,36.75,83.0,3177.0,4523.0
1349395200,"[9, 13, 15, 32]",11238,"Cook, Serve, Delicious!","[3, 6, 14, 34, 39, 48, 49, 130, 167, 169]",Cook Serve Delicious is a hardcore restaurant sim one of the few in its genre that gives the players total control over where they want to take their restaurant,Missing,83.75970862737069,18.35,26.43,37.86,80.0,103.0,159.0
