first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1418169600,"[13, 31]",234224,Minecraft: Festive Mash-up,"[6, 9, 12, 34, 39, 41, 46, 48, 49, 74, 130, 132, 137, 388]",Wander through a winter wonderland World textures skins and more,Missing,Missing,nan,nan,nan,nan,nan,nan
1419292800,"[2, 34]",233347,Really Scary,"[6, 12]",Explore a real world haunted house Avoid possessed teddy bears and twisted monstrosities Solve puzzles and search for clues Will you unravel the mystery before your fragile mind collapses into insanity Probably not,Missing,Missing,nan,nan,nan,nan,nan,nan
1419984000,[5],136290,Call of Duty: Advanced Warfare - Atlas Limited Edition,"[48, 49]",This version includes includes a custom Atlas exoskeleton the Bal27 AE Assault Rifle and Atlas 45 AE Pistol Atlas Helmet Player Card 5 bonus Supply Drops and a Single Player exoskeleton Upgrade,Missing,Missing,nan,nan,nan,nan,nan,nan
1417478400,"[2, 31]",127067,Game of Thrones: A Telltale Games Series - Episode 1: Iron From Ice,"[6, 9, 12, 14, 39, 48, 49]",Based on HBOs awardwinning television drama Game of Thrones  A Telltale Games Series tells the story of House Forrester a noble house from the north of Westeros Caught up in the events of The War of the Five Kings they are placed in a precarious position where members of the household must do everything they can to prevent the house from meeting its doom,Missing,Missing,nan,nan,nan,nan,nan,nan
1419984000,[5],100000,Call of Duty: Ghosts - Gold Edition,"[6, 9, 48, 49]",This compilation pack includes   Call of Duty Ghosts  Call of Duty Ghosts  Onslaught DLC  Call of Duty Ghosts  Wolf Skin DLC,Missing,Missing,nan,nan,nan,nan,nan,nan
1419984000,[5],99788,Call of Duty: Advanced Warfare - Gold Edition,"[9, 48, 49]",This Gold Edition includes the base game and two pieces of DLC also available separately It contains   Call of Duty Advanced Warfare base game  Call of Duty Advanced Warfare  Atlas Gorge DLC  Call of Duty Advanced Warfare  Havoc DLC,Missing,Missing,nan,nan,nan,nan,nan,nan
1418774400,"[12, 13, 15]",53840,Tropico 5: Waterborne,"[3, 6, 14, 49]",Harness the vast potential of the sea by constructing waterborne structures around your island Build brand new offshore alternatives to defence food energy entertainment and even housing,Missing,Missing,nan,nan,nan,nan,nan,nan
1418688000,"[8, 9, 31, 32]",34009,Spectrum,"[3, 6, 14, 34, 39, 48, 49, 130]",Spectrum is a platformer set in an abstract world of stylized shapes and bright colors Escape from 80 levels spread in 8 mysterious environments,Missing,Missing,1.52,3.25,0.0,70.0,2.0,5.0
1418688000,[5],26062,Call of Duty: Advanced Warfare - Panda Exoskeleton Pack,"[6, 9, 12, 48, 49]",Its a jungle out there Go wild with the Panda exoskeleton Pack for Call of Duty Advanced Warfare complete with animalistic exoskeleton and bearthemed helmet,Missing,Missing,nan,nan,nan,nan,nan,nan
1418688000,[10],20307,Forza Horizon 2: Storm Island,[49],Storm clouds are gathering a fierce tropical storm is about to break Several of the worlds most iconic offroaders are lined up poised to spring with a punch of the gas pedal Thunder crashes in the distance an omen of the dangerous terrain and extreme elevation changes that await Drivers grip their steering wheels ready to tackle the epic challenges ahead Welcome to a new land of extremes with the Forza Horizon 2 Storm Island expansion,Missing,Missing,4.14,4.51,0.0,79.0,10.0,9.0
1419292800,Missing,20050,Sunset Overdrive: Mystery of the Mooil Rig,"[6, 49]",Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1417478400,[31],15553,Alien: Isolation - Trauma,"[3, 6, 9, 12, 14, 48, 49]","Welcome to Trauma the second addon content pack for Alien Isolation This pack features three allnew maps for Survivor Mode a timebased challenge to test your skills  Face off against a range of enemies across the medical bays of Sevastopol station Will you evade distract or confront them Youll have to act fast if you want to survive   Three new maps including a claustrophobic scramble through the Sevastopol vents  Play as Chief Medical Officer Lingard and get faster access to Medikits and distraction IEDs  Destroy any trace of your research and save the survivors on the station",It is revealed in Reoperation that Lingard has been part of a camp during the Xenomorph outbreak on Sevastopol Station though medical supplies are running low with numerous survivors in need of them Additionally she realizes that some of her research files have been stolen and needs to destroy the rest of them before anyone else can get to them Once arriving at a section of the medical facility she discovers that it has been destroyed and vandalized with graffiti Whilst being hunted by the Xenomorph Lingard sees Ransome in an upper section of the medical facility where all her research was kept Lingard initiates an emergency hazard cleanse in the sector with the area exploding and Ransome fleeing the scene Lingard also collects some remaining medical supplies and later leaves    Lingard in hopes of avoiding any conflict with the Xenomorph or any other threat on the station attempts to take a different route within a ventilation shaft Unfortunately the shaft is invested with Facehuggers and Lingard uses a newfound flamethrower to combat them When taking a different course Lingard stumbles across a small hive which she quickly leaves after picking up an engineers report Once leaving the vent she sees that her exit is covered in noxious gas with two Working Joes wandering the area as well After grabbing a gas mask off of a corpse Lingard manages to vent out the gas and take her leave in an elevator returning her to the camp    Once arriving at the camp it is revealed that a horde of androids have infiltrated the camp and slaughtered its inhabitants making Lingard the sole survivor After a series of grave encounters Lingard manages to access the emergency lockdown and flee in an elevator    Her fate afterwards is unknown,Missing,nan,nan,nan,nan,nan,nan
1419984000,[5],83876,Titanfall: Deluxe Edition,"[6, 12, 49]",This Deluxe Edition contains   Titanfall base game  Titanfall Season Pass DLC,Missing,94.4084372837919,nan,nan,nan,nan,nan,nan
