first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1056412800,[10],124685,Jacked,"[6, 8, 11]",Reminiscent of the classic Road Rash Jacked is a highoctane arcade motorcycle racer featuring overthetop combat elements In Jacked the worlds fastest and hottest motorbikes  including the gas turbine powered Marine Turbine Superbike  can be yours,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1055462400,[9],23709,Tetris Worlds: Online Edition,[11],An Xbox Liveenabled version of Tetris Worlds,Missing,Missing,nan,nan,nan,nan,nan,nan
1056672000,[14],14547,World Championship Snooker 2003,"[7, 8, 11]",The chartbusting success of World Championship Snooker returns for a new year and a new snooker challenge Veteran snooker fans and championship newcomers step up to the table in opposition to Stephen Hendry Peter Ebdon Mark Williams Ronnie OSullivan and more than twenty top players from the world of professional snooker With incredible enhancements in every area of the game plus new game modes and a more compelling snooker experience than ever before World Championship Snooker 2003 is set to make the big breaks frame after frame,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1056067200,[5],5904,Mace Griffin: Bounty Hunter,"[6, 8, 11, 21]",Mace Griffin Bounty Hunter is a first person shooter video game developed by Warthog Games and released for the PlayStation 2 Xbox and Microsoft Windows A GameCube version was in development but was eventually cancelled,Missing,Missing,13.0,0.0,13.82,75.0,4.0,4.0
1056585600,[31],5813,Dino Crisis 3,[11],Dino Crisis 3 is a survival horror video game released exclusively for the Xbox It is the fourth and final game in the Dino Crisis series Like the previous iterations of the series gameplay revolves around fighting dinosaurs Unlike the first three installments of the Dino Crisis series the enemies in the game are not realworld dinosaurs but new species created through advanced genetic engineering technology The action takes place in outer space on a starship the Ozymandias,It is the year 2548 and it has been over more than 300 years since Earth lost contact with the colony spaceship Ozymandias on its trip to a² Somehow it mysteriously reappeared near one of the moons of Jupiter A team called SOAR Special Operations And Reconnaissance onboard the investigative Probe ship Seyfert are sent to investigate A smaller shuttle lifts off from the Seyfert to investigate Suddenly the supership launches its turbo cannons at the Probe ship destroying it It then aims and fires at the shuttle The weapon causes a large explosion killing most of the troops and crew members aboard Fortunately a few of the team members of SOAR Patrick Tyler McCoy Sonya Hart and commander Jacob Ranshaw were able to survive the blast and managed to board the ship What will await them inside is just the beginning if they can survive rescue the other survivors and escape the bowels of the mysterious ship,Missing,6.64,9.47,0.0,53.0,12.0,14.0
1055980800,"[5, 33]",191479,Metal Slug 3,"[5, 6, 8, 9, 11, 12, 34, 39, 46, 48, 49, 130]",Metal Slug 3 is a run and gun video game for the NeoGeo consolearcade platform created by SNK  It was released on the PlayStation 2 in Japan and Europe and on the Xbox in North America  Both of these ports feature two extra miniscenarios once you complete it Storming the UFO Mothership sets the stage in the final level puts you in control of one of three enemy soldiers  a Normal guy a Bazooka guy and a Shield guy As you plow forward a whole army of Mordens soldiers will tag along and start killing enemies along with you You can also call Sgt Allen ONeill to help clear the screen Fat Island is a two player game where each compete to eat as much food as possible,Missing,97.99008821173041,1.47,2.56,4.59,77.0,396.0,381.0
1056931200,[12],5982,Pirates of the Caribbean,"[6, 11]",Pirates of the Caribbean is a roleplaying game in which the player takes the role of a pirate who has to grow in skill by fighting trading and solving quests The player can buy and upgrade a ship signup a crew and try to rule the seas of the Caribbean,After a fierce storm Captain Nathaniel Hawk arrives on the island of Oxbay His first mate Malcolm Hatcher is retiring and so Hawk must hire a new first mate and crew As he leaves Oxbay a French armada attacks the colony and captures it Hawk manages to slip away and warn the English governor on Redmond Island Robert Christopher Silehard that Oxbay was attacked  The governor sends Hawk on a series of quests to aid him in the war against France Nathaniel is sent to investigate the condition in Oxbay prevent a supply ship from reaching Oxbay unload English troops in the jungles of Oxbay and rescue the English spy from the clutches of the French  While preparing for his next quest  annexing Oxbay Nathaniel meets his old friends Danielle Greene and Ralph Fawn However Ralph is killed when the soldiers arrive to arrest Danielle and Nathaniel himself is captured and imprisoned While in prison he gets to know an old excannoneer Edgar Attwood who was fired for drinking too much rum He can be later hired by the player into his crew  Some time later governor Silehard arrives and tells Nathaniel that a big mistake has occurred He sends Nathaniel Hawk on another series of quests until Nathaniel meets an old inventor who aids him in finding a treasure that could defeat the ghost ship called the Black Pearl  There is also a large number of side quests For instance in one such side mission Hawk is enlisted to help a Dutch colonist find several kidnapped children,80.95478240800935,15.87,30.58,0.0,71.0,19.0,9.0
1056067200,"[15, 31]",3132,Neighbours from Hell,"[6, 11, 21]",Woody is an average man who has a happy life until his neighbor Mr Rottweiler makes his life miserable So Woody decides to take full revenge on Mr Rottweiler becoming the star of a new TV show where he performs tricks on his unsuspecting neighbour setting traps in his house such as sawing the chair banana peelssoap on the floor smeared paintings and messing with home equipment Create disarray increase ratings and win awards as you make a living hell out of the neighbours life,Woody is an average man who has a happy life until his neighbor Mr Rottweiler makes his life miserable Woody decides to take full revenge on Mr Rottweiler In the game Neighbors from Hell the player creeps around the neighbours house performing tricks upon the unsuspecting resident The player is the star of a new TV show with the same name with cameras that track every move as the player sets traps such as sawing the chair banana peelssoap on the floor smeared paintings and messing with home equipment The games objectives are to create disarray increase ratings and win awards Obstacles in the game include the watchful neighbour himself also  his guard dog and a parrot called Chilli both of whom will try to alert the Neighbour of Woodys presence,79.21635119412402,3.4,4.0,5.42,75.0,98.0,78.0
1055808000,"[10, 13]",5929,Midtown Madness 3,"[11, 55]",Midtown Madness 3 is an open world racingarcade sequel part of the Midtown Madness series For the first time in the series the game was released only on the Xbox with a Windows version rumoured for later release but ultimately scrappedcitation needed  The game was developed by DICE of Battlefield 1942 fame and published by Microsoft Game Studios This marked a change from the developer of the first two games Angel Studios now Rockstar San Diego Coincidentally Midtown Madness 3 was released in 2003 against Midnight Club II created by the developer of the first two games Rockstar San Diego  The Xboxonly release and change of developer heralded a significant graphical improvement to maintain the consoles graphical standards,Missing,76.48386077760703,6.13,8.75,10.86,71.0,14.0,12.0
1056067200,[10],4183,Starsky & Hutch,"[6, 8, 11, 21]",Starsky  Hutch is an arcade racing game based on the popular TV series from the 70s released to tie in with the film The game includes 18 missions each based on an episode of the TV show and introduced by Antonio Huggy Bear Fargas There is also a free roaming mode in which the player explores the GTAesque environment looking for action and trouble  Like the film the game does not entirely play it straight Starsky  Hutch are actually shooting a TV show and the scoring for each mission reflects how ratingsfriendly your driving is You are awarded gold silver or bronze medals for each mission depending on performance and must get at least 1 gold and 2 silvers on season 1 for a second season to be commissioned and 3 golds and 2 silvers in season 2 for there to be a third for you to play through  The overall goal in each mission is usually to chase and destroy a criminals car There is always a secondary target as well In addition the player will gain viewers by hitting the bad guy pulling off elaborate jumps and skids nearly hitting civilians and hitting the bonus targets such as canisters which are strewn through the levels Hitting civilians will lose viewers,Missing,66.94561429263993,4.92,6.04,0.0,63.0,8.0,8.0
