,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,268735,Assassin's Creed Revelations: Special Edition,"[6, 9, 12]",A Europe and Japanexclusive edition of Assassins Creed Revelations that included The Game soundtrack CD Two multiplayer characters The Crusader and Ottoman Doctor The Singleplayer Turkish Assassin Armour The short film Assassins Creed Ember Japanversion only,Missing,Missing,Missing,,,,,,
1,178560,Metropolismania 4,"[9, 12]",Introducing the definitive version of the city planning simulation that anyone can easily create a city Become a city development designer Metropolismania and create a city as you wish In this work transportation such as trains buses monorails and highways are also available You can enjoy urban development with a spacious space such as crossing a monorail over a railroad or highway,[13],Missing,Missing,,,,,,
2,176904,Halo: Reach - Anniversary Map Pack,[12],Celebrating ten years of Halo the Anniversary Map Pack comprises seven of the most popular multiplayer maps in Halo history beautifully reimagined in high definition for Halo Reach note that you must have Halo Reach to play this map pack Six classic competitive multiplayer maps and a new Firefight mission take you back to your favorite locations from early Halo games now with the gameplay intensity of Halo Reach The Anniversary Map Pack includes seven new achievements and 250 gamerscore Developed by 343 Industries and Certain Affinity,[5],Missing,Missing,,,,,,
3,140865,RE: Get to Schol on Time,"[6, 12, 39]",Help Fuller on his odyssey through the back streets of England in 2003 as he tries to get to school against the clock The game contains 5 distinct sections each with a unique gameplay mechanic WARNING This title is famously difficult Only intended for highly skilled players,[32],Missing,Missing,,,,,,
4,136811,Metal Gear Solid HD Edition: 2 & 3,"[9, 12, 34, 46]",This is a compilation of remastered ports of Metal Gear video games released for the PlayStation 3 and Xbox 360 in 2011 and the PlayStation Vita in 2012 The compilation contains Metal Gear Solid 2 Sons of Liberty and Metal Gear Solid 3 Snake Eater with the individual games all branded as HD Edition,"[5, 24, 31, 34]",In METAL GEAR SOLID 2 HD Edition the government sends Raiden a new recruit in the new FOXHOUND to infiltrate the Big Shell and rescue the US President who is held hostage inside In METAL GEAR SOLID 3 HD Edition experience the origin of the Metal Gear series which begins in 1964 at the height of the Cold War and with the fate of the world hanging in the balance Snake is forced to question the true meaning of loyalty as he embarks on a lone mission to kill his former mentor,Missing,,,,,,
5,136662,Sonic Generations: Collector's Edition,"[9, 12]",The Sonic Generations Collectors Edition combines limited edition collectables based on the upcoming game as well as assets handpicked by Sonic Team to celebrate Sonics 20th Anniversary providing the ultimate celebration of Sonic for fans new and old    Included in the Edition   A collectable figurine featuring both Classic Sonic and Modern Sonic   An exclusive individually numbered commemorative Gold Ring   A 20 Years of Sonic Art book containing never before seen sketches and images from the past 20 years   20th Anniversary Sonic Soundtrack featuring a selection of tracks handpicked by Sonic Team   History of Sonic Birth of an Icon documentary an exclusive collection of interviews and footage charting Sonics life from inception through to becoming one of the most iconic characters in videogame history   Casino Night DLC,"[30, 31]",In a past version of Green Hill Classic Sonic is running until he hears a noise Suddenly the mysterious entity known as the Time Eater appears in the sky and the screen washes white    In the present day Sonic celebrates his birthday with his friends until the Time Eater disrupts the party sucking everyone through various time holes and scattering them across different points in Sonics past Sonic tries to stop the monster but is easily overwhelmed by its power After regaining consciousness Sonic finds himself in a strange dimension known as White Space a realm where time and space end up after they have been erased by being drained of color and life Sonic rescues his best friend Miles Tails Prower and as they search for their friends they encounter versions of themselves from the past referred to as their Classic selves As the two Tails determine that Time Eaters actions are damaging time and space itself which is why it is white and lifeless both Classic and Modern Sonic race through their history restoring time to normal and rescuing their friends They also realize at one point that the Time Eaters weakness are the Chaos Emeralds,Missing,,,,,,
6,106089,Kinect Fun Labs: Battle Stuff,[12],Missing,Missing,Missing,Missing,0.0,0.0,0.9,25.0,2.0,2.0
7,75543,Batman: Arkham City - Robin Bundle,"[6, 9, 12]",Download the fully playable Robin character Robin comes complete with his own unique gadgets and special moves and is playable in all challenge maps in the game as well as two additional challenge maps that are included with the pack Black Mask and Freight Train The Freight Train Escape challenge map is a unique take on Arkham City featuring brawler gameplay on a 2D plane The pack also contains a bonus Red Robin character skin,"[25, 31]",As Batman was looking for Ras al Ghul by following one of his assassins blood trails he was ambushed by three assassins Just as things were looking dire for Batman Robin whistled caught the assassins offguard and floored them with a few quick swipes of his Bo Staff The lead assassin who had a sword to Batmans throat told him to get Robin to stand down even though Robin said that he could take her As the assassins vanished Batman chastised Robin for getting involved and insisted that he had it under control Batman then asked why Alfred had sent him to which Robin explained that he was worried about him Robin was then given a vial of Batmans Titaninfected blood and was ordered to analyze it and to start searching the hospitals and emergency rooms in Gotham as Jokers infected blood had been planted there Robin stated his intention to do that and come back to Arkham City to help Batman However Batman insisted that he could handle Arkham City alone and reminded Robin that Gotham was his priority Robin then expressed concern regarding Strange knowing his secret identity and may potentially expose him but his mentor assured him that he would find a way should it come to that Robin then handed Batman the Line Launcher before he reminded him that hed be on call if he needed him,Missing,,,,,,
8,50804,Zombusters,"[6, 12]",Zombusters is a fun and actionpacked 3rd person game that will let you sticked on your seat until the end Its 2D graphics and isometric view make it a different specie in its genre  You will have to face a horde of Zombies that try to get you down with the help of various weaponspower ups and differents moving styles,"[5, 32]",Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
9,47435,DreamWorks Super Star Kartz,"[5, 9, 12, 37]",In the game players race as their favorite DreamWorks Animation characters as they speed jump powerup and boost through wacky wild and wondrous kart courses and compete to be the first to cross the finish line Amazing stunts awesome tricks and unique weaponry lets players outrace and outwit their opponents all while enjoying hilarious commentary by King Julien the games announcer Racers can put the pedal to the metal with multiple game modes including Battle Circuit and Time Trial Friends are invited to compete with up to 4 player split screen capabilities on consoles,[10],Missing,Missing,0.0,7.0,9.08,60.0,4.0,4.0
