,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
0,[31],224356,Assassin's Creed: Liberation HD - Bonus Pack,"[6, 9, 12]",Assassins Creed Liberation HD is the remastering of the stunning preAmerican Revolution chapter of the Assassins Creed saga Discover the Bonus pack and employ brand new weapon improvements for Aveline to enhance her fighting skills  This pack contains two new weapons the Pirate Scimitar and the Voodoo Dagger and two new weapon upgrades the Gun Powder Pouch and Poison Dart Pouch upgrades,Missing,Missing,,,,,,
1,"[13, 31, 32]",154347,Don't Starve: Console Edition,"[48, 49]",Dont Starve is an uncompromising wilderness survival game full of science and magic  You play as Wilson an intrepid Gentleman Scientist who has been trapped by a demon and transported to a mysterious wilderness world Wilson must learn to exploit his environment and its inhabitants if he ever hopes to escape and find his way back home  Enter a strange and unexplored world full of strange creatures dangers and surprises Gather resources to craft items and structures that match your survival style Play your way as you unravel the mysteries of this strange land,Missing,Missing,,,,,,
2,Missing,62250,Little Rocket Girl,[12],In a dystopian world where some people have free will and some do not a young lady of the latter breaks free of her restrictions and takes to the skies with a jet pack,Missing,Missing,,,,,,
3,[8],62220,Unreal Land,"[12, 34]",Unreal Land casts the player as a young boy who seeks to retrieve his balloons after theyve been scattered by a tornado,Missing,Missing,,,,,,
4,"[12, 15, 32, 35]",34221,Talisman: Digital Edition - The Reaper,"[6, 14, 49]",Will You Look Death in the Eye  An unearthly chill creeps through the air The Wizard stops reading his ancient tome and gazes cautiously over his shoulder The Warrior feels an unfamiliar fear as he draws his mighty sword  A shadow has fallen across the countryside Death himself wanders the land Can the heroes fulfill their epic quests with the spectre of the Grim Reaper hounding their every move  The Reaper expansion offers Talisman Digital Edition players 4 new characters 90 new Adventure Cards 26 new Spell Cards 12 Warlock Quest Cards and the Grim Reaper a dark figure that players manipulate against each other  The race to the Crown of Command has never been deadlier,Missing,Missing,,,,,,
5,[5],20935,Call of Duty: Ghosts - Onslaught,"[6, 9, 12, 48, 49]",Onslaught is a downloadable pack for Call of Duty Ghosts It is the first DLC to come out for Ghosts It was released on January 28 2014 and first on Xbox 360 and Xbox One and Febuary 27 2014 on PlayStation 3 PlayStation 4 and PC It contains four multiplayer maps Fog Ignition BayView and Containment and Episode 1 of the Extinction story Nightfall It includes two bonus weapons the Maverick assault rifle and the MaverickA2 sniper rifle It has a blue color scheme in the 2nd Season Pass trailer,Missing,Missing,0.0,0.0,1.83,50.0,2.0,1.0
6,Missing,20933,Dead Rising 3: Operation Broken Eagle,"[6, 49]",Operation Broken Eagle is the first of four downloadable content packs available for Dead Rising 3 It includes new playable characters missions weapons and more,Missing,Missing,1.51,1.94,2.45,62.0,18.0,22.0
7,[5],20867,Rekoil: Liberator,[12],Rekoil Liberator is a multiplayer firstperson shooter in which the downtrodden Minutemen are pitted against their oppressors Darkwater Inc in a world where the only goal is to survive the unrelenting pandemic that has swept across the globe,Missing,Missing,,,,,,
8,[5],7666,Rekoil,"[6, 12, 46]",Set in a world devastated by an unrelenting pandemic Rekoil is a fast action  highly balanced arena shooter that allows players to frag each other to oblivion With 7 different game modes 10 maps  over 40 different weapons Rekoil is the action FPS refined to its purest form ensuring the fun is maximized  the best player with the greatest skills  most points wins Whether you enjoy the free flowing acrobatics found in run and gun gaming or prefer the patient tactical approach Rekoil can be set up to play the way you want to game,Missing,Missing,0.0,0.0,0.0,10.0,1.0,0.0
9,"[5, 8, 9, 31]",53818,Tomb Raider: Game of the Year Edition,"[6, 9, 12]",Tomb Raider is a critically acclaimed action adventure that explores the intense and gritty origin story of Lara Croft and her ascent from a young woman to a hardened survivor Armed only with raw instincts and the ability to push beyond the limits of human endurance Lara must fight to unravel the dark history of a forgotten island to escape its relentless hold The Game of the Year edition includes the Tomb of the Lost Adventurer 6 single player outfits for Lara 8 multiplayer maps and 4 characters,87.36416762298512,Missing,,,,,,
