first_release_date,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
1140652800,"[4, 13]",7127,Over G Fighters,[12],Over G Fighters is the only modern jet fighter game to deliver intense and exciting aerial combat showcasing the awesome power of modern aircrafts on Xbox 360 In Over G Fighters a terrorist organization threatens the worlds peace and security as players take to the skies in a united world air force Players command more than 30 of the most powerful jet fighters ever conceived and battle for air superiority in massive dogfights in the skies above Europe Asia Africa and North America Players combat enemies in the air and on the ground with challenging and dangerous strike missions against well defended targets deep in the heart of hostile territory Harnessing the power of the Xbox 360 Over G Fighters depicts a precise recreation of the worlds most distinguished jet fighters in battle Key Features Fly the worlds most powerful fighters Fly every modern jet fighter in the Western arsenal including the F22A Raptor the US air superiority fighter of the 21st century Face more than 90 Western and former Soviet enemies and get in the cockpit of the F15E Strike Eagle F16C Fighting Falcon FA18C Hornet Su27 Flanker MiG29A Fulcrum and F117A Nighthawk  Attempt more than 80 intense missions in a modernday global conflict Players take the fight to the enemy in aerial battles all over the world and face massive challenging missions with interlocking submissions After successfully completing the submissions players will attack the most challenging primary mission objective  Check six With 360degree cockpit views from realistic highly detailed and functional instrumentation Players will feel the Gforces and hear the roar of jet engines in 51 channel stereo as they ignite the after burner  Get right into the action Kick the tires and light the fires Players can jump right into the action and instantly engage in dogfights either oneonone or in massive dogfighting furballs  Flight data recorder Players can save their combat triumphs and learn from their defeats by recording and replaying their aerial exploits  Xbox Live online gaming service for up to eight players online Engage in headtohead dogfights or cooperative team play between squadrons on huge detailed maps with varied geographies,Missing,Missing,19.0,0.0,0.0,55,2,1
1138924800,[14],6020,Rugby Challenge 2006,"[6, 8, 11]",Missing,Missing,Missing,0.0,0.0,0.0,0,0,0
1139529600,"[13, 14]",6018,Rugby 06,"[6, 8, 11]",Rugby 06 continues the EAs rugby franchise by adding updated rosters and graphical upgrades,Missing,Missing,4.0,0.0,25.0,60,2,2
1139270400,[14],5731,Arena Football,"[8, 11]",The speed The scoring The spectacle Experience the intensity and passion of the indoor gridiron for the first time with EA Sports Arena Football All the devastating hits and nonstop passing thrills are brought to life as youre put in the middle of the action from opening day all the way to the Arena Bowl Rediscover football and play the game in a new way with EA Sports Arena Football,Missing,Missing,7.87,0.0,0.0,67,3,1
1140998400,[10],4982,Mad Tracks,"[5, 6, 12]",Mad Tracks is a Micro Machinesstyle racing game It was developed by Load Inc for the PC under Microsoft Windows and was released in 2006 The Xbox 360 version was released on Xbox Live Arcade on May 30 2007 This game is not to be confused with the same titled Mad Tracks racing game released in 1998 developed by Rayland Interactive,Missing,Missing,2.93,0.0,14.77,65,8,9
1140739200,[34],11781,Muv-Luv Alternative,"[6, 9, 12, 46]",A destiny tossed about in an insane world A flame of life blazing forth in a dying world And now one more future that is spun  This is the alternative ending unable to be told before A very great a very tiny a very precious Tale of love and courage  MuvLuv Alternative continues the story of Shirogane Takeru after the events of the original MuvLuv This is a tale of a love so deep it breaks all barriers about courage in the face of adversity and overcoming hardships Takeru encounters insurmountable odds while his entire world is turned upside down around him,89.34172951512463,In Alternative Shirogane Takeru wakes up three years after the end of Unlimited to find himself back in his room Although he first thinks that everything that had happened to him was a dream he soon feels that something is wrong and leaves the house to find that he has been sent back in time to the beginning of the events in Unlimited Unwilling to accept something like Alternative V he decides to help Professor Kozuki to complete Alternative IV and save mankind,47.49,52.05,60.24,88,65,84
1139529600,"[4, 10]",6998,Full Auto,[12],Full Auto gives gun it a whole new meaning Its a driving auto combat game in the vein of burnout and twisted metal Youll drive through various courses set all over the world in all sorts of different environments and blow stuff up Youll go from level to level completing various objectives and trying to get not only a great destruction score but first place to the finish line If youre unlucky enough to get blown up by someone you can always unwreck and turn back the clock to get a second chance and turn the tables When youre done wrecking the AI you can take the road war onto Xbox live where you can race and blowup up to 8 opponents,80.0,Missing,5.85,0.0,0.0,67,9,5
1140652800,"[8, 9]",20503,Marble Blast Ultra,[12],Marble Blast Ultra is the latest in the classic Marble Blast series Suitable for players of any age Marble Blast Ultra transports you to a futuristic astrolab arena suspended high in the clouds Compete against each other by navigating your marbles through moving platforms and dangerous hazards while collecting rare gems and powerup enhancements in an effort to complete each course in record time Compete head to head in Xbox Live ultra blast multiplayer mode,79.93862774488159,Missing,4.11,0.0,11.1,76,14,3
1140739200,[5],5749,Black,"[8, 11]",Black takes place in Chechnya Southern Russia The protagonist is a black ops soldier named Sergeant First Class Jack Kellar portrayed by Marty Papazian Kellar tells most of the story in firstperson at an interrogation four days after the events in the story begin  Kellar is an inadequately disciplined member of a CIA black ops group and a veteran of several conflicts including Guatemala Colombia Iran and Croatia The unknown interrogator portrayed by Paul Pape questions Kellar about an arms smuggling and terrorist operation called the Seventh Wave Seventh Wave have been responsible for a number of terrorist attacks Kellar is told that unless he cooperates he and his actions will be declassified he will be dishonorably discharged and imprisoned for life Though initially resistant Kellar at last agrees to tell his story,76.62160770248022,Missing,5.87,8.24,22.29,74,245,205
1140739200,[25],7173,Samurai Warriors 2,"[8, 12]",Samurai Warriors 2 is a hack and slash game and the sequel to the original Samurai Warriors The gameplay of Samurai Warriors 2 builds on the first Samurai Warriors by adding new characters and new features such as the removal of the traditional range attacks in favor of the addition of two unique special abilities that differ from character to character A returning element from the original Samurai Warriors is the Survival Mode In this mode the player chooses a character and fights through an endless castle The game also contains a Sugoroku minigame as an additional feature Up to four players can participate in this mode and each player has to choose a character The games goal is to collect the requested amount of gold depending on the players settings,73.23308516638545,Missing,30.9,45.16,65.16,78,30,17
1141084800,[14],5833,FIFA Street 2,"[8, 11, 21]",The game is a street football game in which the player can take control of 4aside versions of national football teams in matches where the object is to win by scoring a set amount of goals or points via tricks or within a time limit In the career mode Rule the Streets one creates a player and competes in tournaments around the world to obtain Skill Bills to buy clothing and upgrade his rating As the player improves he can captain his own street football team and eventually become an international The best players have special moves often named after their nickname  Legends of football such as Abedi Pele Eric Cantona and Paul Gascoigne are unlockable during the game  The game has its own ingame radio station presented by Zane Lowe of BBC Radio 1 and featuring music by artists such as Roots Manuva Sway Pendulum The Editors and The Subways,71.2631189046722,Missing,19.6,21.93,30.13,74,68,22
1140739200,"[10, 13, 14]",907,TOCA Race Driver 3,"[6, 8, 11, 14, 38]",TOCA Race Driver 3 also known as DTM Race Driver 3 in Germany and V8 Supercars 3 in Australia is the third title of TOCA racing video game series developed and published by Codemasters TOCA Race Driver 3 was released in Europe and North America on February 24 2006 The game features several fully licenced championships including the DTM series and V8 Supercar championship It includes 120 Championships and 35 Types of Racing through the Championship in World Tour Pro Career and Free Race Also it has Bonus Championships in different disciplines They take place largely in the UK and Germany though many more tracks are unlocked by winning cups in Pro Career or by setting a lap time record on a course within Pro Career mode Open wheel GT Oval racing Rallying and Offroad racing were all featured and can be raced in either a detailed Pro Career mode or an openended World Tour Online play allows 12 and 8 players on Xbox and PlayStation 2 respectively Currently it is the only racing simulator for PlayStation 2 with an online racing mode It received good reviews frequently being compared favorably to Gran Turismo 4 and Forza Motorsport in the aspects of cars on track damage and AI,70.82459982046474,Missing,35.63,38.5,0.0,71,16,12
1139875200,"[10, 15, 25, 31]",5909,Marc Ecko's Getting Up: Contents Under Pressure,"[6, 8, 11, 55]",Play as Trane a toy graffiti artist with the street smarts athletic prowess and vision to become an All City King  the most reputable of all graffiti artists Along your quest uncover the mayors deep dark secret and use your fighting talents and highwire graffiti to expose the citys leader as a corrupt tyrant As you struggle to save a neighborhood from an oppressive government one question stands out What if graffiti could change the world Risk your life battling city authorities and rival graf gangs  mere obstacles in your attempt to get your tag up And in this city not just any tag will do You have to Get IN Get UP and Get OUT  Combat master a unique fighting technique and use improvised weapons Graffiti create tags in pressure situations using multiple skills and styles Intuition follow your sixth sense to find the best spots to tag Sneak mode infiltrate areas and avoid capture as you creep silently through the city Navigation utilize a unique guidance system to get up and tag,70.34643435310942,You are Trane a toy graffiti artist with the street smarts athletic prowess and vision to become an All City King  the most reputable of all graffiti artists Along your quest uncover the mayors deep dark secret Use your fighting talents and highwire graf to expose the citys leader as a corrupt tyrant  As you struggle to save a neighbourhood from an oppressive government one question stands out What if graffiti could change the world Risk your life battling city authorities and rival graf gangs  mere obstacles in your attempt to get your tag up And in this city not just any tag will do Youll have to Get IN Get UP and Get OUT,11.86,13.43,14.75,73,40,36
1139184000,[33],8321,Feeding Frenzy 2: Shipwreck Showdown,"[6, 9, 12, 49]",Become the biggest fish at the top of the food chain with Feeding Frenzy 2 Shipwreck Showdown now on the PlayStation Network Start as the little fish in the ocean and get your eat on Feast upon fish smaller than you and youll grow bigger and bigger Avoid predators or youll become THEIR meal Feeding Frenzy 2 features 60 levels of underwater fun and above water challenges and local multiplayer Party Games and Frenzyfest modes,70.20515620522983,Missing,2.51,2.64,3.42,67,43,58
1140393600,"[4, 14]",5836,Fight Night Round 3,"[8, 9, 11, 12, 38]",EA Sports Fight Night Round 3 from EA Chicago lets you make your own fighter train them up and literally take on the world  Start by creating your own champ and customizing how they look what equipment they have their fighting style their weight class their signature move and even their own illegal hit Get equipment and trainers for your fighter to enhance his look and performance  Then take your fighter to career mode where youll play fight your way up from the local gym all the way up to fivestar venues Get trainers to enhance your training and boost your speed and power Play against randomly generated fighters all the way up through the ranks till you beat them in points or to a pulp Certain fights may get you a bit of extra money as an incentive or give you a promotional deal but pick your fights carefully because strategy inside the ring wont matter if you mismanage your fisher outside  Fight smart during the fight by using the total punch control system to throw the punches you want to by using the analog stick The total punch control system maps your fists to the analog stick getting rid of the need for senseless button mashing,68.95775455481031,Missing,10.66,12.15,12.99,69,58,35
1140480000,"[5, 10, 14]",4158,Sonic Riders,"[6, 8, 11, 21]",Sonic Riders is the fourth racing game in the Sonic the Hedgehog series preceded by Sonic Drift Sonic Drift 2 and Sonic R  The game was released to start off the 15th anniversary of the release of the Sonic the Hedgehog series For a short while the Microsoft Xbox version of the game was released with a free Sonic X DVD This game introduces five new playable characters the Babylon Rogues and the E10000 series A sequel to Sonic Riders entitled Sonic Riders Zero Gravity was released in 2008 for the Wii and PlayStation 2 followed by the Kinectrequired game Sonic Free Riders for the Xbox 360 in 2010 This was the last Sonic the Hedgehog game for the GameCube and Microsoft Xbox,67.67987713315642,Missing,5.48,12.92,17.63,72,147,87
1141084800,"[4, 25, 31]",1660,Final Fight: Streetwise,"[8, 11]",Kyle and Cody Travers are two close knit brothers surviving the tough streets of Metro City When Cody disappears amidst the mayhem of a burgeoning drug trade Kyle must take back the streets with his own hands to save him  Fight alongside fan favorites such as Cody Haggar and Guy Take your fighting to the extreme with Instinct Modes and Counter Time Pulse pounding hiphop and alternative metal soundtrack featuring over 40 hot artists including RZA Slipknot Lil Flip NappyRoots Soulfly and others Gain money tension and respect to become the Ultimate bad ass Fierce single player story and 2 player CoOp modes Bonus minigames and unlockables including the Original Final Fight,66.45370961146195,Missing,7.58,8.81,10.88,61,14,10
