,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,"[5, 31]",229538,Far Cry 3: Monkey Business,"[6, 9, 12, 48, 49]",The DLC adds 4 additional missions in the story mode which involves Hurk to be recognized as a Rakyat warrior,Missing,Missing,,,,,,
1,Missing,172417,Angry Birds Trilogy: Anger Management Pack,"[9, 12]",Unlocks Birdday Party for Classic and Season 2 levels Hamoween through Piglantis for Seasons with the Mighty Dragon and the Orange Bird in Classic and Seasons,Missing,Missing,,,,,,
2,"[31, 33]",139957,LEGO The Lord of the Rings: Toy Edition,"[5, 6, 9, 12]",This version contains the base game and a LEGO Build set,Missing,Missing,,,,,,
3,[31],136288,Assassin's Creed III: Limited Edition,"[9, 12]",The Limited Edition contains     Assassins Creed III base game   George Washingtons notebook   A 9 inch statue of Connor   Assassins Creedinspired colonial flag   A metal belt buckle,Missing,Missing,,,,,,
4,[5],136074,Call of Duty: Black Ops II - Nuketown 2025 Edition,"[9, 12]",Pushing the boundaries of what fans have come to expect from the recordsetting entertainment franchise Call of Duty Black Ops II propels players into a near future 21st Century Cold War where technology and weapons have converged to create a new generation of warfare  Call of Duty Black Ops II  Nuketown 2025 Edition includes  a copy of the base game  the multiplayer map Nuketown 2025,The nonlinear storyline will see you battling during a futuristic Cold War as well as tackling flashbacks from historical missions and playing as various members of the Mason family Every decision you make during this story will affect future consequences giving you a different experience every time you play,Missing,,,,,,
5,Missing,132825,Forza Horizon - December IGN Car Pack,[12],This pack includes 7 new cars 2011 Ford F150 SVT Raptor Halo Edition 2008 Aston Martin DBS 2012 Ferrari F12berlinetta 2006 Ford GTX1 2006 Hummer H1 Alpha Open Top 1993 McLaren F1 1971 AMC JavelinAMX,Missing,Missing,,,,,,
6,[9],119294,Captain Cat,"[34, 39, 48, 49, 130]",Captain Cat travels the seven seas in his boat using his anchor as a hook to fish for the delights and treasures hiding at the bottom of the sea But navigating the depths of unknown waters is never easy there are many mysterious dangers to face along the way Can Captain Cat overcome them to catch enough fish to satisfy his hunger,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
7,Missing,106092,Kinect Sports Gems: 3 Point Contest,[12],Missing,Missing,Missing,,,,,,
8,Missing,94164,2D House of Terror,"[12, 23]",2D House of Terror is a story driven set of party games for 1 to 4 players using characters from classic horror movies from the 1930s up to the 1980s along with the story mode theres a random mini game mode which adds even more horrorthemed variety As fans of the genre the developers created 2D House of Terror as the final university project for one of its team members the game was also developed for the Xbox 360 making it more of a crossplatform release and not a direct port to the Dreamcast,Young Billy OTale did not expect his greatuncle to die nor did he expect to be Willsworths one and only heir He never assumed hed possess an authentic looking treasure map and after deciding to check the designated area with his friends the look of awe on all their faces quite clearly depicted some surprise at the old shabby mansion atop the solitary hill Yet the adventure awaiting inside this very mansion was not merely unforeseen it is about to exceed both their most vivid dreams and most horrid nightmares  Help Billy and his friends overcome the challenges ahead or they might not escape unscathed,Missing,,,,,,
9,"[31, 33]",89924,LEGO Lord of the Rings: Elrond Edition,"[5, 6, 9, 12]",This version contains LEGO Lord of the Rings and a LEGO miniature of Elrond,Missing,Missing,,,,,,
10,[14],81755,Pétanque Master 2,"[9, 12]",French lawn bowling at its finest,Missing,Missing,,,,,,
11,[31],80050,White Noise: A tale of Horror,[12],A pure horror experience in your Xbox Find the 8 hidden clues in an unsettling forest and avoid being hunted by a supernatural being lurking in the shadows Will you manage to uncover the truth about the mysterious events,Missing,Missing,,,,,,
12,[5],75414,Halo 4: Crimson Map Pack,[12],The Crimson map pack is the first DLC map pack released for use in War Games and Forge in Halo 4 It includes 3 maps  Wreckage  Harvest  Shatter  8 additional achievements  Now They Fly  Size Is Everything  ODST  Bigfoot  David and Goliath  Clay Pigeon  Special Delivery  Pump Yer Brakes,Missing,Missing,,,,,,
13,[14],64251,Reaction Rally,[12],Another game in the Kinect Sports Gems series,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
14,[14],64250,Field Goal Contest,[12],Another game in the Kinect Sports Gems series,Missing,Missing,,,,,,
15,[14],64249,Prize Driver,[12],Another game in the Kinect Sports Gems series,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
16,[5],52629,Binary Domain Collection,"[6, 9, 12]",This compilation contains   Binary Domain base game  Binary Domain Dan Marshall Pack DLC  Binary Domain Multiplayer Map Pack DLC,Missing,Missing,,,,,,
17,[5],51544,Far Cry 3: Wish You Were Here Edition,"[6, 9, 12]",Far Cry 3 Wish You Were Here Edition Includes  Limited Edition packaging  Far Cry 3 Steelbook  4 exclusive Far Cry 3 postcards  The Lost Expeditions featuring an additional 40 Mintues of gameplay  Mission 1 Forgotten Experiment  Trapped inside a forgotten research facility Jason discovers that the only way out is through the crumbling WWII ruins  Mission 2 Ignition in the Deep  Inside an Abandoned WWII military silo the only thing standing between Jason and freedom are pirates and a forgotten missile leeking a lake of fuel  Type 10 Japanese WWII Flare Gun for Multiplayer The Hunter Pack Shoot down your prey as a deadly hunter One fully equiped R700 Hunting Rifle Singleplayer 3 Collectors Hunting Skins Singleplayer  The Predator Pack Track the most dangerous predators of the island Exclusive Rare Predators Multiplayer Predator Bow Multiplayer  The Warrior Pack  Follow the tribal warrior path Exclusive Tribal Tattoos Singleplayer A Handcrafted Dagger singleplayer Early access to the tattoo editor Multiplayer,Missing,Missing,,,,,,
18,"[5, 32]",50223,Aeternum,"[6, 12]",Aeternum is an original sidescrolling shoot em up featuring five stages of intense bullet hell action Face off against eight bosses cats in teacups and spaceship faring corgis choosing to play from 4 different modes and 5 difficulty settings  Ellica is a Demonic Magic Studies student at one of the most prestigious schools in the realm Aeternum Academy But her schoolwork has to take a back seat one day when she discovers her best friend Macy is missing  Help Ellica brave the crazed groundskeeper an overzealous hall monitor and waves upon waves of wayward flying cats in the adventure of a lifetime or maybe just the adventure of this week,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
19,[31],45120,Assassin's Creed: Anthology,"[9, 12]",Assassins Creed Anthology is a compilation of all the games in the Assassins Creed series that were previously released on home consoles   Assassins Creed  Assassins Creed II Game of the Year Edition  Assassins Creed Brotherhood  Assassins Creed Revelations  Assassins Creed III  They come bundled with a steelbook five lithographs one for each game all the DLC available as redeemable codes apart from Assassins Creed II which bonus content is on disc and a season pass for the Assassins Creed III DLC The Anthology was exclusive to Europe Middle East Africa and Australia territories,Missing,Missing,,,,,,
20,[31],45117,Assassin's Creed III: Join or Die Edition,"[6, 9, 12]",The Join or Die Edition contains   Assassins Creed III base game  A special Collectors Box  Connors medallion  George Washingtons notebook  Additional singleplayer mission Ghost of War  An additional multiplayer character Sharpshooter,Missing,Missing,,,,,,
21,[12],44556,The Elder Scrolls V: Skyrim - Premium Edition,"[6, 9, 12]",Physical World Map Exclusive Imperial Symbol TShirt large size The Infernal City An Elder Scrolls Novel Six Exclusive Concept Art Postcards Bonus disc containing Official Trailers Gameplay Walkthrough Official TV Spot Developer Documentaries Official Strategy Guide and Five InGame Musical Tracks,Missing,Missing,,,,,,
22,[5],42970,The Darkness II: Limited Edition,"[6, 9, 12]",The Darkness II is an intense first person shooter that delivers a twisted and gripping narrative of tragedy modern crime drama and supernatural horror Players will be taken down the brutal and personal path of Jackie Estacado head of a New York crime family and wielder of an ancient and ruthless force of chaos and destruction known as The Darkness,Missing,Missing,,,,,,
23,[10],27929,Need for Speed: Most Wanted Ultimate Speed Pack,"[6, 9, 12]",Here come five of the worlds fastest exotics the Pagani Zonda R McLaren F1LM Bugatti Veyron Grand Sport Vitesse Lamborghini Aventador J and Hennessey Venom GT Spyder Take them on in high speed Races and Speed Runs the perfect showcase for these cars Beat the Hennessey Venom GT Spyder in an allnew Most Wanted List event,Missing,Missing,,,,,,
24,"[10, 14]",20237,Red Bull Crashed Ice Kinect,[12],Fly down Ice Cross Downhill tracks at incredible speed carve through turns pull off crazy stunts and crash your way to victory across 5 authentic downhill tracks Take the prize and become the Ice Cross Downhill World Champion on the leaderboards battling it out with other players from all over the world,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
25,Missing,19913,Black Knight Sword,"[9, 12]",A sidescrolling action game from Grasshopper Manufacture The background moves behind the player to simulate movement,Missing,Missing,8.0,0.0,0.0,63.0,12.0,5.0
26,Missing,10751,Rage: The Scorchers,"[6, 9, 12]",Battle an allnew maniacal bandit clan wreak havoc with new brutally efficient weapons and explore undiscovered areas in Rages new official addon pack Rage The Scorchers Fight alongside new allies to thwart the Scorcher clans deadly plot to destroy the Wasteland  The addon pack also includes UltraNightmare a new high difficulty mode as well as an Extended Playoption that allows you to play past the original ending of the game  giving you the opportunity to finish collecting items and achievements,Missing,Missing,,,,,,
