first_release_date,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
1046304000,[5],62073,Muzzle Flash,[11],Muzzle Flash is a modern tactical shooter game,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1045612800,"[13, 14]",24089,High Heat Major League Baseball 2004,"[6, 8, 11]",High Heat has always been generous with features in its PC incarnation and the console version has finally caught up to it Boasting eleven different modes of play HH 2004 takes several steps beyond the product offered last year and genuinely tries rather hard to push feature diversity All the classics are here Home Run Derby Exhibition AllStar Games Batting Practice Player Editing devices and other such goodies await the gamers who patiently explore its every area Perfect for twoplayer matches TwoonTwo Showdown returns from last years PS2 version and presents itself as a consoleexclusive option youre not going to find it in the GBA or PC versions at all,Missing,Missing,0.0,0.0,0.0,30.0,1.0,0.0
1045526400,"[9, 10, 15]",5728,Apex,[11],Get ready to bury the worlds most renowned cars when you race against them with your own brand of sports car Start off with a small garage create the ultimate driving machine and go into business as the up and coming sports car manufacturer Your goal is to build up a reputation for your brand by racing your cars against real sports cars The more races you win the more pedigree your brand will receive If you consistently win the races you are put to the challenge to start a production line sell your cars design new ones and continue the cycle,Missing,Missing,nan,nan,nan,nan,nan,nan
1046390400,[34],11778,Muv-Luv,"[6, 9, 11, 12, 38, 46]",MuvLuv is a Japanese visual novel originally released as an adult game and the first game in the MuvLuv franchise Subsequent releases of the games were with the adult content removed The game consists of two parts MuvLuv Extra and MuvLuv Unlimited which is unlocked after completing the two main heroine routes in Extra The gameplay in MuvLuv follows a linear plot line which offers predetermined scenarios and courses of interaction and focuses on the differing scenarios of the female main characters In 2015 the game alongside MuvLuv Alternative photonflowers and photonmelodies was fully funded for an English release on Kickstarter for Windows PC via Steam PlayStation Vita and mobile platforms,79.41631444065885,Missing,20.6,32.68,45.16,73.0,77.0,101.0
1045785600,[8],1966,Rayman 3: Hoodlum Havoc,"[6, 8, 11, 14, 21]",Hoodlum Havoc is a 3D platformer from Ubisoft starring limbless hero Rayman A hilarious story takes a few twists as Rayman sets out to stop the evil black lum Andre and his army of hoodlums,78.49629101627794,The game starts off with Andre a black lum flying around and turning red lums into black lums and therefore creating his army of hoodlums He then chases Murfy until they stumble upon Rayman and his friend Globox peacefully resting under a tree Attempting to hide Rayman up in the tree Globox grabs the limbless heros hands and they naturally come right off Globox then runs away and Rayman goes and retrieves his hands No Caption Provided  Andre then proceeds to the heart of the world and Rayman goes to stop him He manages to head him off but the lum flies straight into Globoxs mouth and gets stuck in his stomach The duo sets out for a doctors office where the expert can supposedly get Andre out Unfortunately the doctors musical treatment fails to get the villain out and he then refers them to another doctor The second doctor refers them to yet another doctor and finally the three doctors team up and get Andre out  Of course they were unable to catch Andre before he flew away and so he sets out to take over the world and destroy Rayman Of course Rayman sets out to stop him once and for all,8.37,10.24,14.89,76.0,185.0,118.0
1046131200,"[4, 25]",5898,Kung Fu Chaos,[11],Kung Fu Chaos is an entertaining brawler game inspired by the 70s Kung Fu movie era You fight as one of nine charactersthree of which are unlockablewith looks moves and taunts based on kungfu movie icons Your quest for movie stardom places you on a dynamic movie set and when the director yells Action you fight against multiple enemies either by yourself or with three friends Perform overthetop HongKongstyle combatincluding leaps and flying kicksand youll become a star in no time,75.9447673751661,Missing,6.42,0.0,9.75,80.0,4.0,5.0
1046044800,[31],187,Indiana Jones and the Emperor's Tomb,"[6, 8, 11, 14]",As Indiana Jones youll travel to 1935 China to prevent a powerful artifact from falling into evil hands This globespanning adventure pits you against evil Nazis and the Asian underworld Itll take more than just a trusty whip and pistol to avoid the perils of the Emperors Tomb  Indys latest adventure plays out in dramatic fashion thanks to new gameplay features such as brawling combat This time in addition to using his trademark whip and pistol Indy can engage in fierce handtohand combat against foes many of whom are wellversed in martial arts Improvised weapons such as shovels chairs and table legs also can be used to fend off adversaries The result is a more immersive and more Indylike gameplay experience set amidst spinetingling movielike action sequences such as a rickshaw chase in Hong Kong and a spectacular battle atop moving gondolas in the South China Sea area,73.58904898227885,Missing,11.76,11.9,18.67,74.0,37.0,37.0
1046304000,"[24, 25]",3007,Dynasty Warriors 4,"[8, 11]",Dynasty Warriors 4 is a hack and slash video game and the fourth installment in the popular Dynasty Warriors series Dynasty Warriors 4 was developed by Omega Force and is based on a series of books called Romance of the Three Kingdoms written by Luo Guanzhong As the series has progressed it has strayed further from the actual plot of Romance of the Three Kingdoms but instead has given the user more input on how the storyline progresses  Originally released on the PS2 in March 2003 it was later ported to the Xbox in September of the same year and in 2005 ported to the PC under the name Dynasty Warriors 4 Hyper,65.34649731660636,Dynasty Warriors 4 is set in Ancient China during the time of the Three Kingdoms era The game begins at the fall of the Han Dynasty shortly after the death of Emperor Ling when the Yellow Turban Rebellion led by Zhang Jiao begun an uprising against the Empire A number of elements in the game build on aspects of Chinese Mythology and there is a mix between fact and fiction as the game is built on the story of Romance of the Three Kingdoms  Many of the locations characters and events in Dynasty Warriors 4 are reported to have happened in Chinese history although many have been exaggerated to make the game more appealing to the player There are also some features that are historically inaccurate such as Zhou Tais weapon a Japanese tachi as there is no historical record of this kind of weapon being used in that era The game features environments resembling that of ancient China and various items from the era Common items throughout the game include Fairy Wine and Dim Sums,9.35,35.07,124.17,79.0,53.0,24.0
1044230400,[5],6222,Unreal II: The Awakening,"[6, 11]",You are John Dalton an exMarine assigned to patrol the edge of human space as a Marshal for the Terran Colonial Authority Unexpectedly your monotonous life is shattered by a chilling distress signal plunging you into an adventure beyond belief Violent turmoil among the races has erupted on your watch Thrust into a conflict that will determine the fate of the galaxy you are humanitys only hope for salvation Only you can prevent the Awakening  Not Your Average Mission  Command a team of marines defending a ravaged base Infiltrate an enemy stronghold Rescue the trapped survivor of an alien raid With a demanding array of objectives you have one overriding goal  survival Be ready for anything Unreal Graphics and Sound  Aweinspiring graphics immerse you in a swarm of alien worlds full of breathtaking scenery and brutal action 3D sound envelops you in hailstorms of bullets mindjarring explosions and the eerie chatter of alien tongues From Your Mind to the Game  Use the included Unreal Editor software to create your own levels of Unreal play Design your own game mods and challenge others to enter your personal Unreal Universe 2003 Epic Games Inc All rights reserved Epic Epic Games Unreal and Unreal II are trademarks or registered trademarks of Epic Games Inc in the United States of America and elsewhere,64.78532271173064,Missing,8.48,10.02,11.88,66.0,72.0,79.0
1044835200,[8],4079,Vexx,"[8, 11, 21]",Step into the role of Vexx as he seeks vengeance on those who murdered his grandfather and enslaved his people Equipped with a set of razorsharp war talons youll travel through volcanic islands desert temples frozen citadels and giants castles to confront the evil Dark Yabu Shadowraith and their minions As darkness falls enemies become more aggressive and the environments become more hostile It will take all your combat skills and climbing moves to bring peace back to the villagers of Rockhaven,60.00559249363077,Missing,13.23,0.0,14.57,69.0,14.0,9.0
