first_release_date,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
1505779200,"[12, 16, 31]",205673,Final Fantasy IX,"[48, 49, 130]",Taking place on planet Gaia the story follows a thief named Zidane Tribal a member of a thief troupe who is tasked to kidnap the princess of Alexandria Garnet Til Alexandros XVII He teams up with her and a team of allies to stop Queen Brahne and her ally Kuja from waging a war with an army of black mages,The console versions of Final Fantasy IX mainly brought technical improvements in addition to some other minor changes The antialiasing is slightly better than the PC version the UI of the battle menus have been reduced so that it takes less space on the screen and you can also play poker after you beat the game,Missing,38.5,52.69,83.27,89.0,1378.0,1681.0
1505174400,"[9, 31]",172585,LEGO Dimensions: Beetlejuice Fun Pack,"[9, 12, 41, 48, 49]",Missing,Its ShowTime Bring Beetlejuice to life in Lego Dimensions for an eerie adventure Build and place the mischievous bioexorcist on the Lego Toy Pad and send him into the Multiverse for some spirited fun Unlock the exclusive Adventure World and Battle Arena and turn on the juice to see what shakes loose Use Beetlejuice to scare away the living with supernatural skills like Mind Control Telekinesis and Spike Attack Activate his Transform ability with hammer hands to slam through enemies for a hauntingly good time Take the Saturns Sandworm for a joyride and rebuild it into the Haunted Vacuum and Spooky Spider for more ghostly powers Remember  say it once say it twice and third times a charm,Missing,nan,nan,nan,nan,nan,nan
1505260800,"[10, 13, 14, 32]",168896,Assetto Corsa: Ready to Race Pack,[49],Missing,Ready To Race includes 10 new cars from AUDI Lotus McLaren Maserati and Toyota providing the most wanted models ready to race Our all new RTR DLC provides a great variety of models that mix technology power history and design from Italy Germany Great Britain and Japan resulting in a package designed to,Missing,nan,nan,nan,nan,nan,nan
1505347200,[14],166997,Pro Evolution Soccer 2018: Legendary Edition,"[48, 49]",Missing,Pro Evolution Soccer 2018 Legendary Edition Includes   PES legend Agent for MyClub  1000 myClub Coins  Usain Bolt Agent for MyClub  FCB Agent UEFA Champions League  Collection Steelbook  USB Stick Where Legends Are Made,Missing,nan,nan,nan,nan,nan,nan
1505779200,Missing,165041,Injustice 2: Black Manta,[49],Missing,Download and play as Black Manta  whose powerful armored wetsuit makes him a formidable combatant Sworn to avenge the death of his father Black Manta has long waited for his moment to strike,Missing,nan,nan,nan,nan,nan,nan
1506556800,[32],164636,Bendy and the Ink Machine: Chapter Three,"[6, 34, 39, 48, 49, 130]",Missing,The exciting third chapter of Bendy and the Ink Machine has finally emerged In this Chapter Three DLC discover the secrets of angels solve the riddles of the ink and help Henry survive in this terrifying forgotten cartoon studio,Missing,nan,nan,nan,nan,nan,nan
1506384000,[13],164019,Pinball FX3: Marvel Pinball - Heavy Hitters,"[6, 48, 49]",Missing,Do you have what it takes to handle your favorite Marvel Super Heroes Prepare for exciting pinball action built around Marvels most explosive personalities in the Marvel Pinball Heavy Hitters Pack,Missing,nan,nan,nan,nan,nan,nan
1506384000,[13],164010,Pinball FX3: Aliens vs Pinball,"[49, 130]",Missing,Aliens vs Pinball combines three thrilling pinball tables into one terrifying pack inspired by the ALIEN franchise,Missing,nan,nan,nan,nan,nan,nan
1506384000,[13],164009,Pinball FX3: Marvel Pinball - Marvel Legends Pack,"[6, 48, 49]",Missing,Team up with iconic Super Heroes as they battle toetotoe with notorious villains in the Marvel Pinball Marvel Legends Pack featuring Caprtain America Doctor Strange and Fantastic Four,Missing,nan,nan,nan,nan,nan,nan
1506384000,[13],164006,Pinball FX3: Marvel's Women of Power,"[6, 48, 49]",Missing,Team up with the stellar female Super Heroes of the Marvel Universe in the Marvels Women of Power twopack which combines two tables featuring Ms Marvel SpiderGwen Squirrel Girl Black Widow Captain Marvel and more as they combat villainy,Missing,nan,nan,nan,nan,nan,nan
1506384000,[13],164003,Pinball FX3: Marvel Pinball Original Pack,"[6, 48, 49]",Missing,This four table pack features some of the most iconic Super Heroes in the Marvel Universe SpiderMan Wolverine Blade and Iron Man Use your pinball wizardry to save the universe from notorious Super Villains Marvel Pinball is the ultimate Super Hero pinball experience,Missing,nan,nan,nan,nan,nan,nan
1506384000,[13],164002,Pinball FX3: Bethesda Pinball,"[49, 130]",Missing,Bethesda Pinball combines three stunning tables based on the iconic Fallout DOOM and The Elder Scrolls V Skyrim franchises,Missing,nan,nan,nan,nan,nan,nan
1506384000,"[13, 30]",163998,Pinball FX3: Marvel Pinball - Avengers Chronicles,"[6, 48, 49]",Missing,Marvel Pinball Avengers Chronicles takes the critically acclaimed pinball series to uncharted territory Each of the four tables in this brand new pack chronicles a blockbuster event in the Marvel Universe Marvels The Avengers based on the 2012 film from Marvel Studios Fear Itself The Infinity Gauntlet and World War Hulk,Missing,nan,nan,nan,nan,nan,nan
1506384000,[13],163997,Pinball FX3: Balls of Glory Pinball,"[49, 130]",Missing,Your favorite hit TV shows  Family Guy American Dad Bobs Burgers and Archer  come together in the Balls of Glory pinball pack,Missing,nan,nan,nan,nan,nan,nan
1504656000,"[5, 12, 31]",132151,Destiny 2: Limited Edition,"[6, 48, 49]",Missing,Destiny 2 Limited Edition includes a steelbook case and a collectors box with a booklet of secrets Cabal schematics postcards and Cabal military pawns It also includes the Destiny 2 Expansion Pass and a Premium Digital Content Pack an emblem legendary sword and emote  In Destiny 2 players will answer this call embarking on a fresh story filled with new destinations around our solar system to explore and an expansive amount of activities to discover There is something for almost every type of gamer in Destiny 2 including gameplay for solo cooperative and competitive players set within a vast evolving and exciting universe,Missing,nan,nan,nan,nan,nan,nan
1506643200,"[9, 31]",125133,Eventide Collection,"[3, 6, 14, 48, 49]",Missing,Artifex Mundi Hidden Object Games Bundle    Embark on a fascinating journey through the world of slavic legends Find a rare plant and save the benevolent inhabitants of Heritage Park from the evil schemes of Boruta Rescue your niece from the clutches of Tvardovsky the legendary sorcerer Travel to forgotten flying islands among the clouds and prevent a catastrophic flood caused by the conflict between humans and the ancient Clouders,Missing,nan,nan,nan,nan,nan,nan
1505779200,"[12, 13, 15, 31]",124313,Heirs of the Kings,"[6, 34, 39, 48, 49, 130, 167, 169]",Missing,A story of destiny for those with the blood of the rulers,Missing,0.0,20.99,22.37,0.0,0.0,2.0
1505260800,[31],118271,Agents of Mayhem: Johnny Gat,"[6, 48, 49]",Missing,After the climactic events of Saints Row Gat out of Hell Gat is back in Seoul the place of his birth Gats been hard on the beat in this universe as a Lieutenant in Seouls police department but the tragic events of Devils Night left Johnny in a coma After awakening almost a year later Johnny discovers that all of the Seoul Metropolitan Police Agency have been wiped out and replaced with COP robot units  But Persephone Brimstone was aware of him and immediately recruited him recognizing his reputation for wanton destruction made him the perfect fit for MAYHEM,Missing,nan,nan,nan,nan,nan,nan
1506038400,[31],109257,Spacelords,"[6, 48, 49, 167, 169]",Missing,Embark on an epic scifi freetoplay adventure Spacelords is a brandnew take on the shooter genre Through its 4 vs 1 campaign you experience both sides of the story Join the Raiders in their fight to free the legendary Broken Planet or switch sides and fight as the Antagonist alongside the invading,Missing,7.92,0.0,0.0,54.0,5.0,2.0
1506470400,"[9, 32]",106240,Lilith-M,"[6, 49]",Trap conspiracy cold machine switch key rise ladder I hope that I am you to get rid of this nightmarelike lost city  I am Lilith my memory is locked When I woke up I found everything to be so badThere is only a little memory left my brother is my only family but I cant find him nowOnly one robot stay with me Suffered endless tormentPlease dont care about these thorns and lasers please dont be afraid of these punching machines and monsters because what is really worthy of fear is the endless despairIs my memory really locked in these iron blocks in wooden boxes in mysteryWhy is this robot like an enemy and a friendfollow like a shadow  I hope you can enter my world help me find lost memories find the truth of this laboratory and find the lost light I want to know in the end my despair it is broken by you or to pass on to you ,Lilith woke up and found herself trapped in the lab Dark lights depressing echoes cold machines secret switches It all seems to tell her to escape from here as soon as possible,Missing,nan,nan,nan,nan,nan,nan
1505952000,"[2, 9, 31, 32]",103209,The Journey Down Trilogy,"[3, 6, 14, 39, 48, 49, 130]",In a shady corner of Kingsport Bay at the outskirts of St Armando Bwana and his trusted sidekick Kito struggle to make ends meet at their rundown gas station Little do they know that they are about to be thrown into a spinetingling adventure that will take them far from home and right into a twisting plot of corruption and danger  In the first chapter of The Journey Down the search for a lost journal leads to forgotten secrets of the mysterious Underland Follow Bwana and Kito as they puzzle their way forward and begin to uncover the true fate of their long lost father Captain Kaonandodo,The Journey Down is a classic pointandclick saga with an AfroCaribbean vibe Get ready to embark on an epic journey of brainteasing adventure With the trilogy bundle youll get all chapters in one  Features  A twisting tale of intriguing adventure  Tons of handpainted environments  An all original jazzy reggae soundtrack  A fully voiced cast English  HD art and animations  English and German subtitles,Missing,nan,nan,nan,nan,nan,nan
