,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
0,"[5, 13]",140459,Front Mission Evolved: Wanzer Pack 3,"[6, 9, 12]",The game is set in the year 2171 50 years after the events of Front Mission 5 Scars of the War During the 22nd century the worlds superpowers look towards space for expansion and began constructing large structures called orbital elevators With an increasing number of surveillance satellites and spacebased technologies being developed a Cold Warstyle atmosphere sets in as the supranational unions used these technologies to watch over their adversaries on Earth    The plot of Front Mission Evolved revolves around USN engineer Dylan Ramsey As an engineer for the weapons developer Diable Avionics Dylan begins testing of a prototype wanzer on Long Island New York In the midst of the wanzer test unknown forces begin attacking New York City and its orbital elevator Percival Worried about his fathers safety in the city he sets off for New York City inside the prototype As he travels through the city to reach the National Strategic Research Laboratory NSRL Ramsey assists USN forces battling the unknown assailants After battling through numerous enemy wanzers vehicles and aircraft Dylan makes it to the NSRL premises just as missiles are launched into the building With his father seemingly dead he engages the attacker Marcus Seligman of the Apollos Chariot The fight is cut short when the orbital elevator begins crashing down on New York City After Percival collapses Dylan is recruited into the USN Army as it prepares for war against the Oceania Cooperative Union,Smash the competition with a wanzer evolved from the Front Mission franchises past Wildgoat and 1 brandnew type ISVPrototype    NOTE There are numbering differences between the Japanese and English releases for the same content Japanese stores released as Wanzer Pack 2 while western stores released as Wanzer Pack 3,Missing,,,,,,
1,"[5, 13]",140458,Front Mission Evolved: Wanzer Pack 2,"[6, 9, 12]",The game is set in the year 2171 50 years after the events of Front Mission 5 Scars of the War During the 22nd century the worlds superpowers look towards space for expansion and began constructing large structures called orbital elevators With an increasing number of surveillance satellites and spacebased technologies being developed a Cold Warstyle atmosphere sets in as the supranational unions used these technologies to watch over their adversaries on Earth    The plot of Front Mission Evolved revolves around USN engineer Dylan Ramsey As an engineer for the weapons developer Diable Avionics Dylan begins testing of a prototype wanzer on Long Island New York In the midst of the wanzer test unknown forces begin attacking New York City and its orbital elevator Percival Worried about his fathers safety in the city he sets off for New York City inside the prototype As he travels through the city to reach the National Strategic Research Laboratory NSRL Ramsey assists USN forces battling the unknown assailants After battling through numerous enemy wanzers vehicles and aircraft Dylan makes it to the NSRL premises just as missiles are launched into the building With his father seemingly dead he engages the attacker Marcus Seligman of the Apollos Chariot The fight is cut short when the orbital elevator begins crashing down on New York City After Percival collapses Dylan is recruited into the USN Army as it prepares for war against the Oceania Cooperative Union,Crush the competition with 2 wanzers from the Front Mission franchise  the Stork Mk IV and Tatou    NOTE There are numbering differences between the Japanese and English releases for the same content Japanese stores released as Wanzer Pack 1 while western stores released as Wanzer Pack 2,Missing,,,,,,
2,"[5, 13]",140457,Front Mission Evolved: Wanzer Weapons Pack 2,"[6, 9, 12]",The game is set in the year 2171 50 years after the events of Front Mission 5 Scars of the War During the 22nd century the worlds superpowers look towards space for expansion and began constructing large structures called orbital elevators With an increasing number of surveillance satellites and spacebased technologies being developed a Cold Warstyle atmosphere sets in as the supranational unions used these technologies to watch over their adversaries on Earth    The plot of Front Mission Evolved revolves around USN engineer Dylan Ramsey As an engineer for the weapons developer Diable Avionics Dylan begins testing of a prototype wanzer on Long Island New York In the midst of the wanzer test unknown forces begin attacking New York City and its orbital elevator Percival Worried about his fathers safety in the city he sets off for New York City inside the prototype As he travels through the city to reach the National Strategic Research Laboratory NSRL Ramsey assists USN forces battling the unknown assailants After battling through numerous enemy wanzers vehicles and aircraft Dylan makes it to the NSRL premises just as missiles are launched into the building With his father seemingly dead he engages the attacker Marcus Seligman of the Apollos Chariot The fight is cut short when the orbital elevator begins crashing down on New York City After Percival collapses Dylan is recruited into the USN Army as it prepares for war against the Oceania Cooperative Union,Blast your enemies with these 3 additional weapons  Bazooka Rock Jack Rocket Launcher Wild Goose and Missile Launcher Goldias,Missing,,,,,,
3,"[5, 13]",140456,Front Mission Evolved: Wanzer Weapons Pack 1,"[9, 12]",The game is set in the year 2171 50 years after the events of Front Mission 5 Scars of the War During the 22nd century the worlds superpowers look towards space for expansion and began constructing large structures called orbital elevators With an increasing number of surveillance satellites and spacebased technologies being developed a Cold Warstyle atmosphere sets in as the supranational unions used these technologies to watch over their adversaries on Earth    The plot of Front Mission Evolved revolves around USN engineer Dylan Ramsey As an engineer for the weapons developer Diable Avionics Dylan begins testing of a prototype wanzer on Long Island New York In the midst of the wanzer test unknown forces begin attacking New York City and its orbital elevator Percival Worried about his fathers safety in the city he sets off for New York City inside the prototype As he travels through the city to reach the National Strategic Research Laboratory NSRL Ramsey assists USN forces battling the unknown assailants After battling through numerous enemy wanzers vehicles and aircraft Dylan makes it to the NSRL premises just as missiles are launched into the building With his father seemingly dead he engages the attacker Marcus Seligman of the Apollos Chariot The fight is cut short when the orbital elevator begins crashing down on New York City After Percival collapses Dylan is recruited into the USN Army as it prepares for war against the Oceania Cooperative Union,Cut down the competition with these 3 new weapons  Machine Gun Dark Hog Shotgun Blackstone and Rifle Sieger,Missing,,,,,,
4,Missing,66223,Ore no Yome: Anata Dake no Hanayome,[12],Missing,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
5,[15],51657,Sketchy Tower Defense,[12],Missing,Sketchy Tower Defense continues in the tradition of the classic Desktop Tower Defense by offering hand drawn graphics a neverending amount of enemies to defeat and several different maps against which to pit your wits and tactics,Missing,,,,,,
6,"[9, 31, 33]",50593,Dragon's Lair Trilogy,"[5, 48, 49, 130]",Missing,Dragons Lair Trilogy includes Dragons Lair Dragons Lair II Time Warp and Space Ace,Missing,1.65,1.82,4.11,60.0,11.0,10.0
7,[5],47463,Medal of Honor: Tier 1 Edition,"[6, 9, 12]",Missing,The Tier 1 Edition includes   Medal of Honor game  Instant access to assault class Tier 1 operator  Spec ops class camouflage  TOZ194 and 870MCS shotguns  M60 assault rifle  MP7 weapon,Missing,,,,,,
8,"[12, 25, 31]",47387,Castlevania: Lords of Shadow - Limited Collector's Edition,"[9, 12]",Missing,Gabriel Belmont learns of a mask with the power to raise the dead and sets out on a mission to obtain it to bring his recently murdered wife back from the dead  Lords of Shadow builds upon the combat systems first explored in this series in 2003s Lament of Innocence and adds more violent kills to the mix Inspiration for these changes seems to have come from 2005s God of War  The Collectors Edition of this game comes in a special clear slipcase and includes a soundtrack CD and a 30page art book,Missing,,,,,,
9,Missing,47369,Dead Rising 2: Zombrex Edition,[12],Missing,Dead Rising 2 is an open world survival horror beat em up video game developed by Canadian company Blue Castle Games and published by Capcom in September 2010 for the PlayStation 3 Xbox 360 and Microsoft Windows video gaming platforms It is a sequel to Dead Rising and produced by Keiji Inafune At the time Dead Rising 2 became the fastestselling game on Xbox Live A sequel Dead Rising 3 was released in 2013  The game follows Chuck Greene a motocross rider as he tries to survive a zombie outbreak The game is set in a shopping complex filled with zombies Players encounter other people survivors who are often a threat and can find or craft weapons to help them stay alive,Missing,,,,,,
10,[5],45146,Halo: Reach Limited Edition,[12],Missing,In addition to the game disc and manual this Limited Edition includes Game disc housed in recovered ONI black box Artifact bag containing Dr Halseys personal journal and other classified documents and effects that unravel long held secrets from the Halo universe Exclusive Elite armor set for use in multiplayer modes,Missing,,,,,,
11,[7],42980,The X-Factor,"[5, 9, 12]",Missing,Grab the mics and prepare to impress the judges with the complete X Factor experience Begin your journey to stardom by competing in the famous XCruciating Auditions Boot Camp XTreme and finally fulfilling your dreams by performing in the XCeptional Live Shows Will you be the winner,Missing,0.0,0.0,0.0,0.0,0.0,0.0
12,"[25, 31]",41602,Castlevania: Lords of Shadow - Limited Edition,"[9, 12]",Missing,Lords of Shadow is a thirdperson actionadventure game in which the player controls the main character Gabriel Belmont The combat involves a retractable chain whip called the Combat Cross The player can perform up to forty unlockable combos with it The commands consist of direct attacks for dealing damage to single enemies and weak area attacks when surrounded by them It is also capable of interactions with secondary weapons such as knives holy water and other items which can be upgraded In addition the Combat Crosss melee skills can be combined with the Light and Shadow magic system which are spells aimed at defense and aggression respectively The whip is upgradeable and can also be used to guard against an opponents attack,Missing,,,,,,
13,"[13, 14]",21738,John Daly's ProStroke Golf,"[6, 9, 12]",Missing,John Dalys ProStroke Golf will feature fully licensed courses which John has played on bringing the real PGA experience into your home John Dalys ProStroke Golf will also include many different game modes realistic golf physics and commentary by the famous voices of golf delivering the complete golfing experience to golf fans sports fans and gamers alike,Missing,0.0,0.0,0.0,0.0,0.0,0.0
14,"[13, 14]",11624,Get fit with Mel B,"[5, 9, 12]",Missing,Get fit with Mel B is a sporty workout game that will bring you right into the action Together with a healthy nutrition plan shaped for your needs Scary Spice will guide you through various modes like dance fit cardio step pump and tone and kickboxing The game also supports a large variety of fitness accessories that will make the workout even more effective,Missing,0.0,0.0,0.0,0.0,0.0,0.0
15,"[9, 31, 32]",10926,Steam Heroes,"[6, 12]",Missing,Help three brave adventurers on their quest to stop the diabolical Baron Von Smogs plot to conquer Steam Land However there is an army of evil minions that stand in your way Challenge yourself in this new puzzle strategy game includes 12 actionpacked stages a full soundtrack competitive online  Combining strategy and skill help three brave adventurers on their quest to stop the diabolical Baron Von Smog and his army of minions from conquering Steam Land  Using classic Match3 gameplay use your skill and cunning to give power to your 3 heroes and their unique abilities Matching colours generates steam of that type your character then utilise the Steam to heal attack and defend your party  Unlike many other Match3 games not every match is a good one Think ahead carefully and ensure that your character use their special combo attacks to defeat the bosses,Missing,0.6,0.72,1.13,10.0,2.0,5.0
16,"[5, 25]",7152,Radirgy Noa Massive,"[6, 12]",Radirgy Noa features a celshaded graphical style very similar to that of its predecessor and 2player coop Screen orientation is horizontal Ruki Mishima a redeemed villain of the first game joins the cast as a player character,A port for Xbox 360 Radirgy Noa Massive is an Action game developed and published by MileStone Inc which was released in Japan in 2010,Missing,,,,,,
17,[7],7135,Power Gig: Rise of the SixString,"[9, 12]",Missing,Power Gig Rise of the SixString is a rhythm guitar focused game While the game is similar to guitarbased games like Guitar Hero and Rock Band Power Gig ships with a unique guitar game controller that acts as both a standalone sixstringed guitar and game controller with notematching games Because of the nearness of the controller and gameplay to that of a real guitar it has attracted musicians including Eric Clapton Dave Matthews and Kid Rock that have shied away from music games before due to the simplicity of the buttonmashing concept The game is also distributed with the AirStrike a drum controller that works on motion sensing,Missing,0.0,0.0,0.0,80.0,1.0,0.0
18,[14],6908,Backyard Sports: Rookie Rush,"[5, 6, 12, 20]",Missing,Go long Backyard Sports Rookie Rush offers kids the opportunity to get in the huddle with fanfavorite characters Pablo Dmitri and Joey as they block and tackle their way through energetic kidfriendly football games on 12 interactive neighborhood fields many representing each characters home turf and also a My Backyard field mode in which players can unlock items and populate their unique backyard With hard hitting powerups imaginative new fields stylized graphics exciting new array of supercharged gameplay options and a compelling story mode Rookie Rush is well trained and ready to take down the competition  Kids can play pickup football games with their Backyard Sports neighborhood friends in both single game and tournament options or play the game in Backyard Sports inventive new story mode The Backyard Sports Rookie Rush storyline centers on the Backyard kids who must come to terms with the new kid on the block combine their unique talents overcome egos and the odds in order to win a tournament and a big grand prize,Missing,4.0,0.0,5.12,55.0,2.0,4.0
