,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
0,[34],137171,Cross Channel: For All People,"[8, 9, 12, 38, 46, 130]",Summer has come With summer comes a long vacation from school The Broadcasting Club has been torn apart left to slowly disintegrate  Since returning from their first field trip of the summer theres been a palpable distance between the club members Now only one single member continues to participate in the club activities  But a horrible realization has dawned on all of them their school has been completely deserted Are they really the only people left  The hero of our story is a member of the Broadcasting Club He casually greets his friends as they show up at the otherwise deserted school  On the rooftop we find club president Misato Miyasumi assembling a massive broadcast antenna alone  This antenna was the clubs summer project and its completion for the purpose of sending a broadcast out to find other possible survivors has been their main goal  Last summer the club comprised a closeknit group of friends who worked together Yet now only a single member continues their efforts  A group of the former friends watch her work a cold glint in their eyes This is the story of their clashing differences rising to a boil and the resolutions that arise from these clashes Once divided the club members slowly begin to grow closer once again,Set in Gunjo Gakuin a school specialized for those deemed by the government to be unfit for society CROSSCHANNEL follows the story of eight members of the schools Broadcasting Club who have just returned from a disastrous field trip which throws their club and their friendships into turmoil,Missing,,,,,,
1,[14],91677,Urban Freestyle Soccer,"[6, 8, 11, 21]",Missing,Freestyle Street Soccer known as Urban Freestyle Soccer in Europe is as the name implies a Freestyle soccergame in an urban setting The game focuses on action and fun instead of realism You play four on four in five game modes Turf War Home Turf Street Challenge Cup Exhibition and Multiplayer The first requires you to conquer neighborhoods in the city by winning soccer matches against rival gangs Street Challenge Cup allows you to play an entire competition  Each player can perform a large variety of moves beyond the typical soccer game moves such as scissor kicks midair juggles and bicycle kicks Performing said moves allows you to gain skill points that can be used to unlock new game modes teams courts and cheats Next to these special moves you can also interact with the environment Your players can pick things up and throw them around or manually hit your opponents,Missing,,,,,,
2,[31],22257,Tenchu: Return From Darkness,[11],After Lord MeiOh was defeated in Tenchu Stealth Assassins Rikimaru was left in Lord MeiOhs fortress carrying a giant boulder to provide an escape route for Ayame and Princess Kiku He appears to be trapped and left for dead Ayame stuck Rikimarus sword Izayoi he is seen drawing this sword in the opening CG of Wrath of Heaven in snow as a monument for her fellow ninja now considered dead A year later Rikimaru reports to Lord Gohda that he has managed to survive this neardeath experience unbeknownst to them the real Rikimaru is trapped in the 20th century trying to find a way back to their time  The games plot plays differently depending on the character chosen but connects at certain points The story revolves mainly around Rikimarus return and the struggle for the Three Jewels which are said to give power to those who possess them These are the Jewels of Heaven Earth and Virtue Tenrai an evil wizard who wants to get his hands on them commands a band of his men to take the Jewels from whoever possesses them However upon encountering Rikimaru he seems interested in his power and attempts convincing him to join his men Rikimaru refuses and he and Ayame face each one of them One of the men in Tenrais arsenal is Onikage who only serves him to pursue his plan of reviving MeiOh his former master and Tatsumaru the former leader of the Azuma Ninja Clan whom Tenrai revived Rikimaru and Ayame follow Tenrai into his fortress to stop him from destroying the world using the power gained from two of the Jewels If he can be defeated peace will be returned to Gohdas land,The violent rebellion and civil strife that have torn through the heart of 16th century Japan appear to be drawing to a close But the mysterious Tenrai has begun a quest to conquer the country by amassing an army of ninjas and lords of darkness Your master Lord Gohda has called upon you a cunning stealth assassin to stop Tenrai and his disciples before all is lost Explore 11 incredibly detailed levels including two new singleplayer maps and experience online stealth ninja action via Xbox Live playing with a friend in twoplayer coop mode featuring allnew stealth kills or choose from 20 playable characters and go head to head in deathmatch mode,Missing,,,,,,
3,"[13, 14]",11559,All-Star Baseball 2005,"[8, 11]",Missing,The AllStar Baseball baseball video game series was developed and published by Acclaim Entertainment The series began in 1997 with the release of AllStar Baseball 97 Featuring Frank Thomas the successor to Frank Thomas Big Hurt Baseball New York Yankees playbyplay announcers John Sterling and Michael Kay were the announcers for 19982000 editions of the game The final release in the series due to the bankruptcy of Acclaim is AllStar Baseball 2005    Within the individual games there are several different modes of play such as exhibition managing an existing Major League Baseball team or creating a team Many North American cities are available for expansion in addition to Mexico City and Puerto Rico    Most of the games feature Derek Jeter on the cover,Missing,0.0,0.0,0.0,0.0,0.0,0.0
4,"[15, 16, 35]",6257,Yu-Gi-Oh! The Dawn of Destiny,[11],Missing,YuGiOh The Dawn of Destiny is the only Xbox entry in the YuGiOh franchise,Missing,0.0,0.0,0.0,48.0,2.0,0.0
5,"[15, 26]",6216,Trivial Pursuit: Unhinged,"[6, 8, 11]",Missing,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
6,"[10, 14]",5935,MTX Mototrax,"[6, 8, 11, 38]",Missing,Experience wicked air and inyouface action in the most complete motocross game ever offered Featuring licensed bikes top pro riders and all the gutwrenching highflying bike action of todays coolest sport Learn how to perform over 100 different tricks to earn cold hard cash from contest wins and sponsorships that you will need to make it to the ultimate motocross competetion  The X Games,Missing,6.61,14.15,15.0,73.0,4.0,5.0
7,[5],5809,Dead Man's Hand,"[6, 11]",Missing,The game is somewhat unusual in that between levels the player plays poker for extra health and ammunition The character is armed with 4 default weapons a knife a pistol a rifle and a shotgun Other weapons that can be found are TNT and Whisky bombs The player can shoot objects such as whisky bottles cans and enemies to score legend points thus filling up the trick shot meter that lets the character use the secondary mode of firing which varies depending on the current weapon The combat in the game also makes use of the games physics engine with the player being able to trigger physics based traps such as shooting a rock and causing it to fall onto an enemy below  kills obtained this way are rewarded with extra points and a greater increase in the trick shot meter Dead Mans Hand is noteworthy for featuring a protagonist of Hispanic or Mestizo descent,Missing,5.5,5.78,15.6,67.0,6.0,10.0
8,[7],5803,Dancing Stage Unleashed,[11],Missing,Dancing Stage Unleashed or DS Unleashed was released by Konami Digital Entertainment GmbH to the European Xbox audience on March 12 2004 A sister release to the North American Dance Dance Revolution Ultramix it features the same look and feel and the same options as Ultramix including online play and content download through Xbox Live Unleashed has a unique soundtrack and features music from Big Brovaz Blondie and The Wonder Stuff as well as original tracks from Konamis inhouse artists The original release was followed by two sequels Dancing Stage Unleashed 2 and 3 released May 13 2005 and March 17 2006 for the Xbox in Europe,Missing,0.0,0.0,0.0,0.0,0.0,0.0
9,"[5, 24]",874,Tom Clancy's Splinter Cell: Pandora Tomorrow,"[6, 8, 11, 21]",In March 2006 the United States has established a military presence in the newlyindependent country of East Timor to train the East Timorese military in their fight against antiseparatist Indonesian guerrilla militias Foremost among these militias is the Darah Dan Doa English Blood and Prayer led by the charismatic Suhadi Sadono,Pandora Tomorrow takes place in Indonesia during the spring of 2006 in which the United States has established a military presence in the newly independent country of East Timor to train that countrys military forces in their fight against antiseparatist Indonesian guerrilla militias Foremost among these Indonesian militias is the Darah Dan Doa Blood and Prayer led by Suhadi Sadono,82.68284871882139,10.33,12.58,14.82,77.0,218.0,195.0
