,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
0,[31],215249,Ninja Gaiden: Hurricane Pack I,[11],Follow Ryu Hayabusa as he ventures to a isolationist nation to avenge the death of his diseased brethren,The first of two DLC Packs for the original 2004 version of Ninja Gaiden for the Xbox While the contents of these packs were mostly preserved through the updated rerelease Ninja Gaiden Black the infamous Intercept move was cut and remains exclusive to the original Hurricane packs  Since the closure of Xbox Live for the original Xbox in 2010 these DLCs have been impossible to obtain unless you kept a save file of them or own a modded Xbox console,Missing,,,,,,
1,[5],202162,Dennou Taisen: DroneZ,"[6, 11]",Missing,a singleplayer futuristic shooter The player is guiding a female avatar through a virtual reality representing the future world for humans living in suspended animation vats while their bodies are being cared for by insects and their minds are prevented from leaving the virtual world by its dominant AI The task is for the character to jumptravel on discs representing memory bits in an organic computer while avoiding wall mounted cannons electrical fields and various aliens trying to stop you from escaping the virtual reality into the real world The graphics are reminiscent of the movie TRON with a bright neon style,Missing,,,,,,
2,[14],72275,ESPN Major League Baseball,"[8, 11]",Missing,ESPN Major League Baseball is the successor to Segas World Series Baseball 2k3 Back are all of the game play modes from last years release exhibition playoffs season and franchise Additionally gamecast duel situation and GM career have been added to the game,Missing,0.0,0.0,0.0,0.0,0.0,0.0
3,[7],43313,Pump It Up: Exceed,"[8, 11, 52]",Missing,Pump It Up Exceed is a dancing game similar to the games in the Dance Dance Revolution series The Pump It Up dance mat is different from the norm as the arrows are set on diagonals and includes a button in the middle which allows for more complexity in the dance moves that are required to be performed in the game  The general gameplay has the player watching a music video as symbols scroll by The player must match the symbols on the screen with the symbols on the Pump It Up dance pad with their feet Hitting the arrows in sync with the music will keep the players life bar up and give the player a good rating while doing the opposite will drain the life bar and give bad ratings If the life bar drains all the way the game ends  The game has several mode to choose from Arcade Mode has the player trying to achieve an A or an S rating on three consecutive songs Doing that allows the player to play an extra song Successfully completing songs in the Arcade mode opens them for play in Home Mode Home Mode allows the player to choose any song they have available to them Sudden Death Mode forces the player to perform a song flawlessly or the game ends Survival Mode  This mode becomes available after the player completes twenty songs in the Home Mode This is an endurance test for the player as the game keeps giving the players songs to go through until their life bar is finally depleted Video Mode  This mode is unlocked after the player completes a total of twenty songs in either Home or Arcade Mode It allows the player to just watch the videos for any song theyve completed Tutorial mode  Teaches the player how the game works The game also keeps track of the players statistics the rating grades they received for each song  The PS2 version of the game features 101 songs while the Xbox version contains 97 songs but offers the option to download more songs As some songs are more difficult then others the game provides a rating from one to twenty to inform the player on just how hard of a task they are taking on by choosing a particular songTwo dance mats will be required for some songs that offer a freestyle option if the player chooses that setting,Missing,0.0,0.0,0.0,0.0,0.0,0.0
4,"[13, 14, 15]",22545,LMA Manager 2004,"[8, 11]",Missing,Take the reins and become the professional team manager of one of the reallife football clubs from LMA Manager 2004s playable English Scottish French German Italian and Spanish leagues The game has all the 20032004 season stats with updated statistics for every player and all the transfers after the summer break The 2004 version is a true advancement for the series thats renowned as the most emotive and entertaining football management game designed exclusively for console players Complete with a whole new look more flexible management options and even more player stats LMA Manager 2004 also introduces an engrossing new Fantasy Team game mode and for seasoned managers a challenging Expert setting in the full game,Missing,0.0,0.0,0.0,0.0,0.0,0.0
5,[14],6239,World Championship Rugby,"[6, 8, 11]",Missing,World Championship Rugby is a computer and video game developed after the 2003 Rugby World Cup It was developed by Swordfish Studios and published by Acclaim    As well as all the teams and games from the 2003 Rugby World Cup the game includes a number of other tournaments such as Six Nations Tri Nations custom leagues and cups classic matches and tour games There is also a feature to beat the all stars with every team in the game and a survival game The only licensed teams in the game are England and Wales however included is a name editor that allows the fake player names to be changed,Missing,,,,,,
6,[14],5948,NBA Ballers,"[8, 11]",Missing,NBA Ballers is the exclusive oneonone basketball videogame highlighting the blingbling lifestyle of NBA Superstars chromedout cars ice ladies tatts and jets all hinge on the killer crossover NBA Ballers also features NBA Legends dropping dimes and dunking in your grill to determine who is the greatest baller of all time 60 NBA Players Including Kobe Bryant Vince Carter Allen Iverson Kevin Garnett Shaquille ONeal Yao Ming Steve Francis Chris Webber Gary Payton Latrell Sprewell and more 24 NBA Legends Including Rick Barry Larry Bird Wilt Chamberlain Clyde Drexler Julius Irving Magic Johnson Bill Russell Jerry West James Worthy and more,Missing,0.0,0.0,0.0,70.0,5.0,0.0
7,"[8, 31]",5908,Malice,"[8, 11]",Missing,In this actionadventure platformer you play the part of Malice Malice starts the game being resurrected by Death himself and it is explained that she is actually a demigoddess who has stripped of her powers Hellbent on revenge you must help Malice traverse many worlds armed with a variety of weapons including the Mace of Clubs the Clockwork Hammer and the Quantum Tuning Fork Malice can also learn and use elemental magic to help her overcome many hazards Can you help Malice beat the rising Crow Army to reach the evil Dog God and restore the shattered world once more,Missing,5.5,0.0,0.0,68.0,5.0,1.0
8,"[9, 15, 25, 31]",3862,Conan,"[6, 8, 9, 11, 21]",Embark on the adventure of a lifetime in the epic environment of the Conan Universe Master the sword of the greatest warrior to roam Hyboria,Complete Conans quest across 5 vast regions of Hyboria from the icy Cimmerial to the steaming jungles of Dafar  Find your way through endless secret temples cursed catacombs and forgotten caves  Defeat 10 fearsome bosses  Develop your fighting skills with 16 types of sword axe and mace plus 50 different combos  Follow the quest and find all lost parts of the legendary Atalantean Sword to combine them into the ultimate weapon  Live in the deep exciting storyline created in the spirit of Robert E Howards original Conan tales  Battle against your friends in the 11 arenas in 3 battle modes Death Match Body Count and Time Challenge,Missing,6.27,7.51,10.88,58.0,53.0,48.0
9,[9],3755,AstroPop,"[6, 12, 55]",Missing,Missing,Missing,2.82,0.0,0.0,75.0,2.0,2.0
