first_release_date,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1421280000,264432,LEGO Batman 3: Beyond Gotham - Arrow Pack,"[6, 9, 12, 48, 49]",Inspired by the popular TV series this pack is set after the shipwreck that leaves Oliver trapped on a treacherous island with Slade Wilson Experience Olivers survival training as they work their way through the jungle to a mercenary camp In addition to Oliver and Slade play as fan favorite characters Diggle Felicity Smoak Helena Bertinelli Malcolm Merlyn Roy Harper and Sarah Lance,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1421712000,254995,Lego Batman 3: Beyond Gotham Rainbow Character Pack,[12],Rainbow Batmans costume armed with an array of BatGadgets is so bright Rainbow Raider is an artist turned evil who projects beams of brilliant light to seriously damage heroes These two colorful characters bring vibrant chaos to LEGO Batman 3,[31],Missing,Missing,nan,nan,nan,nan,nan,nan
1422316800,165421,Trials Fusion: Fire in the Deep,"[6, 48, 49]",Go underground with our biggest content pack ever released 11 new tracks complete with 9 classic tracks one new Skill game  one new FMX track 27 new challenges from secret locations to surprising minigames a new Billy Gruff helmet and skin for TKOPanda dozens of new editor objects including mammoth sized heavyduty machinery dynamic lava and a genuinely epic train set 5 new trophies and 10 secret audio logs to be found,"[8, 10, 33]",Excavate deeper underground through bubbling lava seedy avenues and titanic rockcrushing machinery looking for thrills and hidden secrets,Missing,nan,nan,nan,nan,nan,nan
1421107200,118895,Peggle 2: Magical Masters Edition,[49],Experience Peggle 2 in its ultimate form with the Magical Masters Edition Complete with all the addon content released to date  new Masters Costumes levels challenges and more  this edition is bursting with value and rainbows  Test your luck and skill in Peggle 2 by clearing pegs bashing bricks and timing your shots just right to achieve extreme fever,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1421280000,60620,Karsus,"[12, 72]",Help Karsus find his lost magic book in this platformer,[8],Missing,Missing,nan,nan,nan,nan,nan,nan
1420329600,59741,Assault Ops: Warzone,[12],The sequel to the first Assault Ops,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1422316800,52687,Borderlands: The Pre-Sequel - Lady Hammerlock The Baroness,"[3, 6, 9, 12, 14]",Introducing Sir Hammerlocks sister Lady Aurelia the Baroness Nobodys as cold as she is literally as her ColdAsIce action skill inflicts tons of cryo damage on the baddies of Elpis She can also turn any coop partner into a servant using her Contractual Aristocracy skill tree,"[5, 12]",Missing,Missing,nan,nan,nan,nan,nan,nan
1421280000,26068,Call of Duty: Advanced Warfare - Magma Premium Personalizaion Pack,"[6, 9, 12, 48, 49]",Erupt in any match with the liquidhot Magma Premium Personalization Pack powered by a lavainspired weapon camo three fiery reticles a calling card and an emblem layer  Plus a volcanic exoskeleton and matching helmet,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1421280000,26067,Call of Duty: Advanced Warfare - Lightning Premium Personalization Pack,"[6, 9, 12, 48, 49]",Wield the power of the gods with the Lightning Premium Personalization Pack Charge into battle with a Zeusapproved camo three godlike reticles a calling card and an emblem layer  Plus a thunderous exoskeleton and matching helmet,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1421280000,26066,Call of Duty: Advanced Warfare - Creature Premium Personalization Pack,"[6, 9, 12, 48, 49]",Unleash your predatory rage with the Creature Premium Personalization Pack Hunt down the competition with a menacing reptilian skin camo three monster reticles a calling card and an emblem layer,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1421280000,26065,Call of Duty: Advanced Warfare - United States Exoskeleton Pack,"[6, 9, 12, 48, 49]",Show your patriotism with the American exoskeleton skin and matching helmet Your country needs you,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1421280000,26064,Call of Duty: Advanced Warfare - Steampunk Exoskeleton Pack,"[6, 9, 12, 48, 49]",Blast through any match with the Steampunk exoskeleton Pack Includes a pseudoVictorian exoskeleton and a futureretro helmet,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1421280000,26063,Call of Duty: Advanced Warfare - Spain Exoskeleton Pack,"[6, 9, 12, 48, 49]",Show your patriotism with the Spain exoskeleton skin and matching helmet Your country needs you,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1421280000,26061,Call of Duty: Advanced Warfare - Netherlands Exoskeleton Pack,"[6, 9, 12, 48, 49]",Show your patriotism with the Netherlands exoskeleton skin and matching helmet Your country needs you,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1421280000,26060,Call of Duty: Advanced Warfare - Nanotech Personalization Pack,"[6, 9, 12, 48, 49]",Smaller is better with the Nanotech Personalization Pack Power up with a subatomic suit camo three hightech reticles a calling card and an emblem layer,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1421280000,26059,Call of Duty: Advanced Warfare - Magma Personalization Pack,"[6, 9, 12, 48, 49]",Erupt in any match with the liquidhot Magma Personalization Pack powered by a lavainspired weapon camo three fiery reticles a calling card and an emblem layer,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1421280000,26058,Call of Duty: Advanced Warfare - Lightning Personalization Pack,"[6, 9, 12, 48, 49]",Wield the power of the gods with the Lightning Personalization Pack Charge into battle with a Zeusapproved camo three godlike reticles a calling card and an emblem layer to strike down your opponents,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1421280000,26057,Call of Duty: Advanced Warfare - Japan Exoskeleton Pack,"[6, 9, 12, 48, 49]",Show your patriotism with the Japan exoskeleton skin and matching helmet Your country needs you,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1421280000,26056,Call of Duty: Advanced Warfare - Italy Exoskeleton Pack,"[6, 9, 12, 48, 49]",Show your patriotism with the Italy exoskeleton skin and matching helmet Your country needs you,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1421280000,26055,Call of Duty: Advanced Warfare - Hot Rod Exoskeleton Pack,"[6, 9, 12, 48, 49]",Turbocharge your exoskeleton with the Hot Rod exoskeleton Pack Raise hell in your trickedout exoskeleton and your outlaw helmet,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1421280000,26054,Call of Duty: Advanced Warfare - Germany Exoskeleton Pack,"[6, 9, 12, 48, 49]",Show your patriotism with the Germany exoskeleton skin and matching helmet Your country needs you,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1421280000,26053,Call of Duty: Advanced Warfare - France Exoskeleton Pack,"[6, 9, 12, 48, 49]",Show your patriotism with the France exoskeleton skin and matching helmet Your country needs you,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
