first_release_date,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1483142400,246304,Silent Hill Exotica,[11],Silent Hill Exotica is a mod for the Xbox version for Grand Theft Auto Vice City that is based on the Silent Hill series The mod was considered lost media for years often times just being considered a myth until it later resurfaced in 2023,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1482278400,235319,Minecraft: Vault-Tec Mash-up,"[6, 9, 12, 34, 39, 41, 46, 48, 49, 74, 130, 132, 388]",Welcome to the wasteland Crack open the Vault containing 44 unique skins custom textures reskinned mobs a special postapocalyptic map an original soundtrack compilation and a PipBoyinspired UI,"[13, 31]",Missing,Missing,nan,nan,nan,nan,nan,nan
1480982400,219188,Yu-Gi-Oh! Legacy of the Duelist: Arc-V - Yuya vs Crow,[49],Play Majespecter and Kozmo Decks Includes duels in YuGiOh ARCV Campaign and Challenge Mode,[35],Missing,Missing,nan,nan,nan,nan,nan,nan
1483142400,206292,Blackguards: Definitive Edition,"[48, 49]",Blackguards is a roleplaying game which focuses on tactical combat It leaves the highfantasy parts of Aventuria which is usually found in The Dark Eye games and is set in the wild south Mengbilla Loch Harodrôl and The Green Hell The player character has memory loss and is accused of murdering a princess The next course of action is breaking out of prison picking up some other criminals as party members and finding out what happened Parts of the story are told in flashbacks,[16],Missing,Missing,nan,nan,nan,nan,nan,nan
1480982400,169569,Yu-Gi-Oh! Legacy of the Duelist: GX - Leaders,[49],Play 2 preconstructed decks Toons Deck and Kaiju Deck Includes additional duels in YuGiOh GX Campaign and Challenge Mode,[13],Missing,Missing,nan,nan,nan,nan,nan,nan
1480982400,169567,Yu-Gi-Oh! Legacy of the Duelist: Arc-V - Declan vs Celina,[49],Play 3 preconstructed decks DDD Deck Zefra Deck and Lunalight Deck Includes additional duels in YuGiOh ARCV Campaign and Challenge Mode,[13],Missing,Missing,nan,nan,nan,nan,nan,nan
1480982400,169566,Yu-Gi-Oh! Legacy of the Duelist: Arc-V - Jack Atlas vs Yuya,[49],Play 2 preconstructed decks Red Dragon Archfiend Deck and Dinomist Deck Includes additional duels in YuGiOh ARCV Campaign and Challenge Mode,[13],Missing,Missing,nan,nan,nan,nan,nan,nan
1480982400,169564,Yu-Gi-Oh! Legacy of the Duelist: Arc-V - Yugo’s Synchro Dimension,[49],Play 2 preconstructed decks Speedroid Deck and Goyo Deck Includes additional duels in YuGiOh ARCV Campaign and Challenge Mode,[13],Missing,Missing,nan,nan,nan,nan,nan,nan
1480982400,169562,Yu-Gi-Oh! Legacy of the Duelist: Waking the Dragons - Joey’s Journey,[49],Play 2 preconstructed decks RedEyes Deck and PSYFrame Deck Includes additional duels in YuGiOh Campaign and Challenge Mode,[13],Missing,Missing,nan,nan,nan,nan,nan,nan
1480982400,169561,Yu-Gi-Oh! Legacy of the Duelist: Arc-V - Shay vs Dennis,[49],Play 2 preconstructed decks Raidraptor and Performage Deck Includes additional duels in YuGiOh ARCV Campaign and Challenge Mode,[13],Missing,Missing,nan,nan,nan,nan,nan,nan
1480982400,169557,Yu-Gi-Oh! Legacy of the Duelist: Waking the Dragons - Yugi’s Journey,[49],Play 2 preconstructed decks Fang of Critias Deck and Aromage Deck Includes additional duels in YuGiOh Campaign and Challenge Mode,[13],Missing,Missing,nan,nan,nan,nan,nan,nan
1480982400,169556,Yu-Gi-Oh! Legacy of the Duelist Arc-V - ARC League Championship,[49],Play 2 preconstructed decks Prediction Princess Deck and Igknight Deck Includes additional duels in YuGiOh ARCV Campaign and Challenge Mode,[13],Missing,Missing,nan,nan,nan,nan,nan,nan
1481587200,169242,The Escapists: Supermax Edition,[49],The Escapists Supermax Edition bundle files through the bars and digs to freedom to smuggle the awardwinning prison escape game and all the additional premium content past the guards in this definitive Escapists experience  Includes  The Escapists The Escapists DLC Duct Tapes are Forever The Escapists DLC Escape Team The Escapists DLC Alcatraz The Escapists DLC Santas Sweatshop,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1482192000,168743,Dragon Ball: Xenoverse 2 - Super Pack 1,"[49, 130]",Extand your experience with new exciting content 2 new playable characters Cabbe with his Super Saiyan transformation and Frost Final Form 1 new master Hit 5 new attacks 3 new Parallel Quests 2 new costumes 5 Super Souls 2 emotes,[31],Missing,Missing,nan,nan,nan,nan,nan,nan
1482278400,165866,Inside & Limbo Bundle,"[48, 49]",Get Playdeads two critically acclaimed titles Inside  Limbo,[8],Missing,Missing,nan,nan,nan,nan,nan,nan
1481587200,131989,TY the Tasmanian Tiger HD,"[6, 48, 49, 130]",Gday Mate Are you ready to explore the wilds of the Australian Outback in this remastered version of the classic game TY the Tasmanian Tiger Join TY on a RIPPER of an adventure to free his family from the Dreaming through 17 levels of the Australian Outback in their oldschool 3D platforming glory,"[8, 31]",Gday mate Things can be a bit confusing at times so let me remind you whats going on You are TY the last of the Tasmanian Tigers Raised by a family of Bilbies you can only vaguely recall your real parents Youve always thought that all the other Tassie Tigers died a long time ago  But then the Bunyip Elder found you and told you that your family is alive but trapped in the Dreaming Now hold your horses dont get upset you see theyre not stuck there forever if youre up for a bit of an adventure You see deep in the Outback theres this kind of glowy portal thing that is a doorway to the Dreaming And around that portal there are some carvings in the rock where five ancient mystical Talismans used to lay Now all you have to do is find the five Talismans put them in the carvings and the portal to Dreaming will open  Now before you go off like a frog in a sock theres just this one SMALL problem You see theres this evil cassowary  Boss Cass  whos also after the Talismans Yes THAT Boss Cass The one that trapped your family in the Dreaming in the first place and told the school board to remove all the meat pies from the tuck shops And if you didnt think that made him enough of a megalomaniac hes ALSO trapped a whole bunch of your Bilby mates in cages all across the outback something about overdue library books Anyways if you want to open the portal youll have to beat him and his henchmen to the Talismans  Dont worry though you wont be alone Youll have a bunch of friends to help you along the way including me  your old mate Maurie Now lets get down to brass tacks find those Talismans and rescue your family,Missing,nan,nan,nan,nan,nan,nan
1482105600,127063,The Walking Dead: A New Frontier - Episode 2: Ties That Bind - Part Two,"[6, 34, 39, 48, 49]",In the wake of escalating trouble Javier leads a group of refugees towards the safety of a nearby town  Ties That Bind retitled Episode 12 is the second episode of Telltale Games The Walking Dead A New Frontier It is a twoepisode premiere with the first part also named Ties That Bind,"[2, 31]",Missing,Missing,nan,nan,nan,nan,nan,nan
1482105600,127062,The Walking Dead: A New Frontier - Episode 1: Ties That Bind - Part One,"[6, 34, 39, 48, 49]",When Javier and his family accidentally cross paths with a rival group a simple misunderstanding quickly spirals out of control,"[2, 31]",Missing,Missing,nan,nan,nan,nan,nan,nan
1480982400,121025,The Sims 4: Vintage Glamour Stuff,"[6, 14, 48, 49, 167, 169]",Its time for your Sims to live luxuriously with The Sims 4 Vintage Glamour Stuff a stuff pack for The Sims 4 Dress Sims in stunning vintage fashions and accessories then try on makeup at the vanity table Adorn your Sims home with highend furnishings and even hire a butler to fulfill their every need,"[12, 13, 15, 31]",Drape your Sims in classic Hollywood inspired fashion thats as elegant as it is timeless Accessorize with sparkling diamond jewelry and choose ravishing hairstyles thatll turn heads wherever they go  Sims can use the vanity table to primp before a night out or practice their flirty advances Give your Sims an entirely new look or quickly apply makeup that will last all evening long  Summon your Sims livein butler with the ring of a bell Theyll cook meals tidy up greet guests and fulfill almost any request Make sure to give the butler praise to receive quicker service thatll keep your Sims in the lap of luxury,Missing,nan,nan,nan,nan,nan,nan
1481587200,115072,Batman: The Telltale Series - Episode 5: City of Light,"[6, 48, 49]",City of Light is the fifth and final episode in first season of Batman The Telltale Series Based on who you decided to fight at the end of previous episode Penguin or Two Face at the beginning of this episode you head to deal with the other one Both Oswald Cobblepot known as Penguin and Harvey Dent known as Two Face were once Bruces good friends and this time he is forced to fight them as they have gone berserk in their devilish schemes to control Gotham city,"[2, 31]",Missing,Missing,1.47,1.54,1.65,76.0,73.0,98.0
1483142400,112639,Battlefield Hardline: Betrayal,[12],Its a setup Youd better try to save your own skin its every man for himself Battlefield Hardline Betrayal is the fourth expansion pack included in Battlefield Hardline Premium which includes 4 new maps 5 new weapons 2 new vehicles and 4 new weapon camos,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1483142400,109468,Awesomenauts Overdrive,"[6, 48, 49]",A second paid DLC for Awesomenauts featuring a few new characters and a graphical update for the character Sheriff Lonestar,[36],Missing,Missing,nan,nan,nan,nan,nan,nan
1481155200,85666,ACA Neo Geo: Samurai Shodown,"[6, 39, 48, 49, 130]",Samurai Shodown is a fighting game that was originally released by SNK in 1993 The game features 12 swordmasters each with their own unique personality They will battle it out among each other before taking on Shiro Tokisada Amakusa in the games climax One of the unique characteristics of this game is the Rage Gauge which fills up as the player takes damage Once that gauge is full the characters attacks do more damage keeping the battles tense and exciting,"[4, 33]",Missing,Missing,nan,nan,nan,nan,nan,nan
1482710400,68486,ACA Neo Geo: Alpha Misson II,"[6, 39, 48, 49, 130]",Alpha Mission II is a shooting game released by SNK in 1991 The game is a fanfavorite in the genre and features unique gameplay allowing players to collect and upgrade armor powerups and switch them out on the fly This second entry in the series adds a wealth of new flashy armor powerups expanding on the tactical and exciting gameplay the series is known for,"[5, 33]",Missing,Missing,nan,nan,nan,nan,nan,nan
1482278400,56781,Boom Ball 2 for Kinect,[49],Sequel to Boom Ball for Kinect featuring 2 player coop,"[9, 33]",Missing,Missing,nan,nan,nan,nan,nan,nan
1483142400,53820,Tom Clancy's Rainbow Six Siege: Complete Edition,"[6, 48, 49]",This version includes   Base Game  Year 1 Operators  Year 2 Operators  Year 3 Operators,"[5, 24]",Missing,Missing,nan,nan,nan,nan,nan,nan
