first_release_date,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
1478822400,"[5, 12, 31]",255606,Dishonored 2: Limited Edition,"[6, 48, 49]",Dishonored 2 is set 15 years after the Lord Regent has been vanquished and the dreaded Rat Plague has passed into history An otherworldly usurper has seized the throne from Empress Emily Kaldwin leaving the fate of the Isles hanging in the balance As either Emily Kaldwin or Corvo Attano travel beyond the legendary streets of Dunwall to Karnaca a oncedazzling coastal city that holds the key to restoring Emily to power Armed with the mark of the Outsider and powerful new supernatural abilities hunt down your enemies and forever alter the fate of the Empire,Reprise your role as a supernatural assassin in Dishonored 2 Play your way in a world where mysticism and industry collide Will you choose to play as Empress Emily Kaldwin or the Royal Protector Corvo Attano Will you stalk your way through the game unseen make full use of its brutal combat system or use a blend of both How will you combine your characters unique set of powers weapons and gadgets to eliminate your enemies The story responds to your choices leading to intriguing outcomes as you play through each of the games handcrafted missions  The Dishonored 2 Limited Edition is a limited supply edition of the game available by preordering from specific retailers before the release date that comes with additions They include the following physical and digital rewards   A free digital copy of Dishonored Definitive Edition an enhanced version of the original title which includes all the DLC and features improved graphics  Physical editions from participating retailers come with the Imperial Assassins Pack  Duelists Luck Bone Charm bullet packs have an increased chance of holding one more bullet  Void Favor Bone Charm supernatural powers have an increased chance of consuming no mana  Lore Book A Musicians Farewell  Antique Serkonan Guitar  500 coins to use in black market shops  Retailer exclusives include  Best Buy Dishonored comic book Also offers an exclusive The Royal Protector Bundle with Collectible Steelbook Corvo Keychain and Dishonored Corroded Man Novel  GameStop a reversible mask  Amazon free Dishonored soundtrack,Missing,nan,nan,nan,nan,nan,nan
1479168000,[31],221824,Assassin's Creed Revelations,"[48, 49, 130]",Missing,A remaster of Assassins Creed Revelations included with Assassins Creed The Ezio Collection  All the singleplayer addon content The Lost Archive is included and multiplayer is removed,Missing,12.42,20.65,34.13,76.0,2131.0,2388.0
1479168000,[31],221823,Assassin's Creed Brotherhood,"[48, 49, 130]",Missing,A remaster of Assassins Creed Brotherhood included with Assassins Creed The Ezio Collection  All the singleplayer addon content Copernicus Conspiracy The Da Vinci Disappearance is included and multiplayer is removed,Missing,15.28,25.62,41.66,81.0,2618.0,3020.0
1479168000,"[8, 31]",221822,Assassin's Creed II,"[48, 49, 130]",Missing,A remaster of Assassins Creed II included with Assassins Creed The Ezio Collection  All the singleplayer addon content The Battle of Forlì Bonfire of the Vanities is included and multiplayer is removed,Missing,19.18,26.17,35.08,83.0,3760.0,4658.0
1480377600,[12],205260,Final Fantasy XV: Special Edition,"[48, 49]",Missing,Final Fantasy XV is the fifteenth main installment in the Final Fantasy series It is an open world roleplaying game set in the fictional world of Eos It is almost entirely ruled by the empire of the militaristic Niflheim except for the kingdom of Lucis The Lucians have been able to keep Niflheim at bay mainly because the capital Insomnia is protected by the Wall a magical shield powered by a crystal At the start of the game an armistice is proposed as well as a union of states through the marriage of Prince Noctis of Lucis and Lady Lunafreya of Tenebrae a separate nation with limited political power due to the influence of a priestess called the Oracle The game opens when Noctis the only playable character travels with his friends Gladiolus Ignis and Prompto to Accordo where the wedding is to take place Along the way it is revealed Niflheim has betrayed Lucis and the crystal has been stolen with many important figures killed Noctis main quest becomes to reclaim the throne and rescue the crystal,Missing,nan,nan,nan,nan,nan,nan
1478908800,"[5, 12, 25]",198429,Warframe: The War Within,"[6, 48, 49]",Missing,The Grineer Empire grows stronger as a cryptic adversary surfaces What secrets does the Grineer Empire keep Underpowered unprepared and forced out of your comfort you must find it in yourself to improvise not just to save yourself but the fate of all Tenno The Queens Fortress awaits where both Warframe and Operator will be pushed past their limits as they slowly unravel mysteries about the Tennos past and their true capabilities,Missing,nan,nan,nan,nan,nan,nan
1479427200,"[9, 31]",172578,LEGO Dimensions: Fantastic Beasts and Where to Find Them Story Pack,"[9, 12, 41, 48, 49]",Missing,Take your adventure into the Wizarding World with the allnew Fantastic Beasts and Where to Find Them Story Pack Play the complete movie in the Lego Dimensions multiverse and help Newt Scamander find his escaped magical creatures in New York City across six actionpacked levels of gameplay Use a variety of spells including Diffindo Reparo and Lumos and interact with creatures like the Niffler Swooping Evil Bowtruckle and more You can even build the Niffler and then rebuild it into the Sinister Scorpion and Vicious Vulture Customize the Lego Toy Pad with the MACUSA gateway build and unlock the Fantastic Beasts and Where to Find Them Adventure World and Battle Arena,Missing,nan,nan,nan,nan,nan,nan
1479427200,"[9, 31]",172569,LEGO Dimensions: E.T. The Extra-Terrestrial Fun Pack,"[9, 12, 41, 48, 49]",Missing,Take ET home and add him to the mashup adventure of your favorite Lego Dimensions characters Build and place him on the Lego Toy Pad to send him into the game with his Illumination and FixIt abilities or activate his special Stealth and Telekinesis skills to make your way around the multiverse Unlock the exclusive Adventure World and Battle Arena and build ETs iconic Phone Home device then rebuild it into the Mobile Uplink and SuperCharged Satellite for additional ingame abilities,Missing,nan,nan,nan,nan,nan,nan
1479427200,"[9, 31]",172563,LEGO Dimensions: Sonic the Hedgehog Level Pack,"[9, 12, 41, 48, 49]",Missing,Build Sonic and two vehicle accessories and use the added functionality to chase rings or race through other levels in Dimensions play,Missing,nan,nan,nan,nan,nan,nan
1479168000,Missing,168214,Watch Dogs 2: Zodiac Killer,"[6, 48, 49]",Missing,Zodiac Killer is a DLCexclusive mission in Watch Dogs 2 available by preordering the game or with the Season Pass It is unlocked after completing the story mission Looking Glass and reaching 1185000 followers  It features the return of the infamous Zodiac Killer who haunted San Francisco for years Players also receive an exclusive outfit and bonuses after completing the mission,Missing,nan,nan,nan,nan,nan,nan
