first_release_date,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
1037059200,"[5, 31]",198137,Serious Sam,[11],When the Earth is attacked by aliens its up to Serious Sam to protect it,A port of Serious Sam The First Encounter and Serious Sam The Second Encounter for Xbox that compiles them into one cohesive game Features a visual makeover with a redesigned menu and main character model which are far more cartoonish alongside expanded story cutscenes,Missing,9.43,13.33,15.32,74.0,10.0,6.0
1038441600,"[12, 31]",194332,Drihoo,[11],Dunk the dwarf is a solo treasure hunter left to his own devices after a cavein separates him from the rest of his crew The ground underneath the land is filled with ruins treasures and monsters just waiting to be found Luckily hes armed with his trusty drill ready to explore the earth  The core of Dunks journey is digging While underground players can hold down the R trigger to rev up their drill and start drilling through dirt or stone There are no preset maps and no premade tunnels players make their own paths digging in whatever direction they please Their tunnels are persistent and will always stay in exactly the same position between play sessions allowing players to slowly build an extensive tunnel network over time Dunk will slowly get more tired over time as he digs but luckily he can carry a supply of his favourite booze beev with him taking a swig of beev helps him recover his strength and he can always refresh his supply of beev back at town  Hidden throughout the world are tombs filled with treasures  but also monsters If Dunk runs into these he can explore them to collect whatever treasures he finds while defending himself from monsters with his hammer After collecting treasures he can bring them back to the nearest settlement to decode ancient relics and sell valuable items using the proceeds to find more supplies to keep him going,Dunk the dwarf is a solo treasure hunter left to his own devices after a cavein separates him from the rest of his crew,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1038096000,"[10, 14]",47374,Whiteout,"[6, 8, 11]",Missing,Real winter racing at blinding speeds Experience the thrills and chills of snowmobile racing action with Whiteout the fastest racing game on one tread,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1037318400,"[13, 14]",22544,LMA Manager 2003,"[8, 11]",Missing,LMA Manager was a football management video game series developed and published by Codemasters Developed primarily for consoles the franchise differs from the PCbased Football Manager and Championship Manager series by focusing on visual details such as a fully 3D match engine although still maintaining the realism and level of detail craved by fans of the genre  a unique combination when the series was first released  The series has different titles in different regions LMA Manager in the UK named after the League Managers Association BDFL Manager in Germany Bund Deutscher FußballLehrer basically the German equivalent of the LMA Manager de Liga in Spain Football Manager Campionato in Italy and FC Manager  La Passion du Foot in France since the 2006 edition the French edition of the series was previously named Roger Lemerre  La Sélection des Champions after the former coach of the French national team,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1037577600,"[5, 8, 9, 10, 31]",19090,Haven: Call of the King,"[8, 11, 21]",The game begins with Vetch voiced by Steve Tarlow receiving a transmission from his lieutenant Overlord Jason Gregory who tells him a slave named Haven has been dreaming about the Golden Voice Rather than kill Haven Vetch decides to watch him hoping to turn the situation to his own advantage Meanwhile in Virescent Village on the planet Ferra Haven Jake RosewallGallagher is completing his latest invention a mechanical bird named Talon Upon finishing Haven heads to work in the mines However upon entering he sees his friend Chess Regan Kerwan being questioned by a guard The guard tries to shoot Haven but misses and causes the mine to collapse knocking out Haven  He awakens under the treatment of Dr Spong Andrew Silber who tells him Chess hasnt been seen since the collapse Setting out to find her he eventually reaches Darkwater Castle home of Overlord who contacts Vetch to tell him Haven has infiltrated the castle as they planned Haven watches Overlord interrogate Chess about Havens dreams She refuses to tell him anything and Haven intervenes killing Overlord and freeing Chess They escape and Chess says that while in detention she heard Overlord mention a wise old slave on the Isle of Heroes Haven decides he must speak to this slave  Haven heads to the Isle of Heroes and meets the Wise Man Terry Bertram He tells him of his dreams of a golden bell on top of a mountain and the Wise Man tells him the legend of Athellion and the Golden Voice Vetch and Athellion were enemies for many years and Vetch was determined to conquer Athellions city Aurias However he was unable to even approach the city as its light would blind him When Athellion left for the war he left behind the Golden Bell but Vetch bribed a council member named Dasis to infect the people of Aurias with a virus for which he controlled the only antidote Making the people of Aurias his slaves he sealed off the Mount of Sighs on which resides the Golden Voice Over time even the location of the Mount of Sighs has been forgotten However the Wise Man tells Haven when Vetch first came to Aurias the people hid many artifacts inside a volcano named Mount Firash and speculates there may be something there which can point the way to the Mount  Haven heads to Firash and locates a map identifying the location of the Mount on the planet Auria However as he escapes Firash he is captured and placed in the Sylex a space station prison He flees in an escape pod and lands on Exarco a planet populated by lizardlike humanoids He soon meets brothers Chill Dale Stump and Will Aubrey Hodges They tell him they will give him a ship if he helps them protect their eggs from giant insectoidlike creatures Haven does so however the insect queen attacks the local village Haven defeats her and Chill and Will present him with the ship Sunsurfer He then heads to Auria  He makes it to the Golden Voice reading a warning stating that once the bell is rung the person who rings it must wait there for Athellions return He rings it but immediately Chess contacts him telling him she is stranded without any antidote He reluctantly leaves returning to Ferra and rescuing Chess She tells him she was using a device she found in Overlords castle to try to find the antidote refinery so as to free the slaves Haven attaches the device to the Sunsurfer navigation computer and they head to the refinery on the planet Ferven  They pump the antidote into a waiting transport ship and the duo escape However Chess reveals she has been working with Vetch all along who appears on the bridge and congratulates her on her deception Vetch tells Haven that Chess is one of his spies deployed throughout his slave colonies to keep watch for anyone speaking of the Golden Voice Vetch explains he had Chess call Haven away from the Mount of Sighs immediately after ringing the bell because the legend says that if the person who rings the bell does not remain on the Mount until Athellions return Athellion must return to wherever that person is  thus Vetch plans to wait until Athellion appears to Haven and then kill him With no more use for Chess Vetch decides she can die with Haven At this moment Athellion arrives telling Vetch he will surrender if Haven and Chess are spared Vetch agrees imprisoning them and bringing Athellion back to the Mount of Sighs  Haven escapes but is unable to free Chess and so sets out in pursuit of Vetch alone promising to return for Chess He returns to the Mount of Sighs where he hears Vetch tell Athellion that he will kill Haven and Chess once Athellion is dead He then kills Athellion Haven confronts him but Vetch defeats him However the power of the Mount of Sighs keeps Haven alive As such Vetch ties Haven to a rock pointing out you cant live forever and leaves him alone on the planet The game ends on this cliffhanger,The King Athellion has left his homeworld to fight in an intergalactic crusade He left behind a huge bell  The Golden Voice  for his people to call him should they ever be in danger During his absence however the evil Lord Vetch invades the planet and enslaves Athellions people by infecting them with a deadly virus A virus that requires a constant treatment with an antidote called catana As the only one controlling the catanasupport Lord Vetch was easily able to force everyone to work for him In order to prevent Athelions return he has hidden The Golden Voice and soon it was forgotten along with the kings promise Forgotten until Haven one of the slaves starts having dreams about a hill and a bell dreams whose meaning he does not understand When the news of the Havens dreams reach Lord Vetch he orders to murder him Haven manages to escape and eventually learns about the real meaning of his dreams and is determined to find The Golden Voice and put an end to Lord Vetch reign  Haven is a fastpaced actionpacked platformer but it also incorporates elements of several other genres Haven can pick up many different weapons and parts of the game play more like a ShootEm Up than a platformer There are also several vehicles to control ranging from speedboats and jetcars to gliders spaceships and jetpacks Despite all these action elements there are also some slower paced levels which put more emphasize on puzzlesolving and exploration  Havens conceptual artwork was done by Rodney Matthews a fairly wellknown English scififantasy artist which is evident in Havens surrealistic bizarre design,Missing,9.04,0.0,0.0,54.0,8.0,6.0
1037664000,[31],6183,Superman: The Man of Steel,[11],The story flows out of events outlined in Superman Y2K in which futuristic villain Brainiac 13 injected Metropolis with a technological virus Superman was able to prevent it from spreading but as a result of it the city was upgraded into a true City of Tomorrow Huge hightech buildings soar into the sky while hover cars and the Rail Whale bullet train travel throughout the city  As the game begins Brainiac 13 has decided to return to Metropolis and harvest the technology that is residing in the city This results in massive chaos and danger that Superman must stop,In the Xbox only Man of Steel Players control Superman through 7 levels of 3D flying overhead vertical scrolling and sidescrolling secitons,Missing,5.33,0.0,0.0,30.0,1.0,1.0
1036972800,[10],5998,Rally Fusion: Race of Champions,"[8, 11, 21]",Missing,Rally Fusion Race of Champions is a racing game that lets you compete in the Race of Champions and the Nations Cup  The Race of Champions is a single event where you race head to head with identical cars on parallel courses The Nations cup is an offroad cup where up to eight teams race it out in a knockout competition Each mode can be raced in three difficulty levels of which the harder two must be unlocked first by finishing the easier class Each difficulty comes with different cars and adjustments to the tracks Besides these two main modes the game also comes with duel rally circuit rally cross driving hill climb elimination and followtheleader game modes Tracks from all over the world are included as well as 30 professional worldclass drivers from the featured events,Missing,0.0,0.0,0.0,70.0,2.0,0.0
1036972800,[4],5880,Kakuto Chojin: Back Alley Brutal,[11],Missing,Enter the Fist of Fire martial arts tournament and prove you are the greatest fighter on Earth in this Xboxexclusive fighting game by Dream Factory It was released in Japan under the name Kakuto Chojin Fighting Super Heroes,Missing,2.0,0.0,0.0,45.0,2.0,1.0
1037923200,[25],5868,Dark Angel,"[8, 11]",Missing,Based on the hit series created by Academy Award winner James Cameron and Charles H Eglee Dark Angel is the story of max a genetically enhanced soldier who cunningly fights to reclaim her manipulated past and avoid capture through the underground landscape of postapocalyptic Seattle Her streetwise instincts and fearless handtohand combat skills are crucial to her survival Trusted cyberjournalist Logan Cale aids Maxs quest to defeat  Corp the secret organization that rose out of the ashes of Manticore her military creator and discover the truth of her past,Missing,6.02,0.0,0.0,63.0,4.0,6.0
1036886400,"[8, 9]",4157,Sonic Mega Collection,"[6, 8, 11, 21]",Missing,Sonic Mega Collection is a video game compilation developed by Sonic Team and published by Sega in 2002 for the GameCube The compilation contains twelve to fourteen games depending on region originally released on the Sega Genesis Ten of the included games are installments of the Sonic the Hedgehog series while the remaining two to four games are only related to the series through its publisher Sega  According to the director Yojiro Ogawa the purpose of the compilation was to introduce younger players to the original games in the Sonic series The games are played through a Genesis emulator developed by Sonic Team themselves Outside of the games the compilation includes Sonicthemed videos and illustrations as well as highresolution scans of the instruction manuals and Sonic the Hedgehog comic covers,88.8263686205464,15.5,25.0,29.83,77.0,28.0,6.0
