,id,name,platforms,summary,genres,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
0,270676,Ganbare Natsuki-san,[12],Ganbare Natsuki San is a puzzle platform game that bears a remarkable similarity to the cult classic Umihara Kawase The player controls the swimsuitclad girl Natsuki who is armed with only an extending claw with which to grapple onto objects,Missing,Missing,Missing,,,,,,
1,237841,Colin McRae: Dirt 2 - Trust Fund Pack,"[9, 12]",Grab allstar access with the DiRT2 Trust Fund Pack Download now and instantly unlock 25 bestinclass World Tour vehicles Plus 10 exhilarating Easter egg secret vehicles 93 liveries and every available upgrade at pro and all star level then take on the World Tour in style NOTE All content made available via the purchase of this DLC can be unlocked through normal gameplay DiRT2 game disc required There are no refunds for this item,[10],Missing,Missing,,,,,,
2,237840,Colin McRae: Dirt 2 - Access All Areas Pack,"[9, 12]",Make the whole world your offroad playground with the Access All Areas Pack Unlock all 41 tracks playing host to 100 events Which include entry into exclusive XGames events in LA London and Tokyo Pick your ride then go anywhere on the World Tour as you compete against stars like Ken Block Travis Pastrana and Dave Mirra as you experience the ultimate in adrenalinefuelled offroad racing NOTE All content made available via the purchase of this DLC can be unlocked through normal gameplay Requires DiRT2 game disc,[10],Missing,Missing,,,,,,
3,80166,Arkedo Series: 02 Swap!,"[9, 12]",SWAP is a block matching puzzle game Tile Swap is the main rule of the game which consists in swapping the order of blocks in order to destroy them,"[9, 32, 33]",Missing,Missing,,,,,,
4,79768,Arkedo Series: 01 Jump!,"[9, 12]",Jump is an Xbox Live Indie platformer developed by Arkedo Studios in which the player must collect bombs before they explode,"[8, 33]",Missing,Missing,,,,,,
5,47471,Forza Motorsport 3: Limited Collector's Edition,[12],Forza Motorsport 3 unites the racing game genre making it possible for everyone to experience the thrill of the worlds most exotic and exquisite cars Live the most realistic racing experience ever as you take the wheel of more than 400 of the mostbeloved cars on over 100 renowned realworld tracks and exotic road courses from around the globe With breathtaking highdefinition graphics and the most advanced vehicle performance modeling in a video game Forza Motorsport 3 includes a host of driving assists and adjustable skill levels to make the game a gripping pickupandplay experience for audiences of all ages and skill levels  The Limited Collectors Edition gives aspiring drivers tuners and painters instant VIP Membership status within the Forza community including special recognition in the new Storefront feature as well as the online Auction House scoreboards ForzaMotorsportnet and more As a VIP member consumers gain exclusive access to some of the worlds hottest cars In addition the LCE features exclusive designs and tuning kits and comes with a Forza Motorsport 3 collectors keychain an exclusive Collectors Car Pack and a 2GB USB thumbdrive in which you can store your favorite Forza videos photos and designs to easily share them with friends,[10],Missing,Missing,,,,,,
6,47439,Black College Football: The Xperience,[12],Black College Football Experience BCFx is a sports video game centered on the culture of black college football BCFx was created by Nerjyzed Entertainment Inc of Baton Rouge LA2 It features Historically Black Colleges  University HBCU football teams from three HBCU conferences including the SWAC SIAC and several schools within the MEAC as well as independent HBCUs The game features nearly 40 teams bands interactive halftime shows stadiums playbyplay commentary and ten Classic games such as the Turkey Day Classic Bayou Classic Florida Classic Atlanta Football Classic and the Southern Heritage Classic BCFx was released on Windowsbased PC systems in November 2007 An Xbox 360 version titled The Doug Williams Edition was released September 29,[14],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
7,44581,Midnight Club: Los Angeles - Complete Edition,"[9, 12]",Midnight Club Los Angeles is a racing video game developed and published by Rockstar Games The game features 43 cars and 4 motorcycles The open world map of Los Angeles is size of all three cities from the previous installment combined,[10],Missing,Missing,,,,,,
8,22879,Panzer General: Allied Assault,[12],This is a newly developed game in the Panzer General series for Xbox Live Arcade,[15],Missing,Missing,0.0,0.0,0.0,80.0,1.0,0.0
9,21195,Star Trek: D-A-C,"[6, 9, 12]",Star Trek DAC allows fans to directly control a variety of ships and pitch battles between Starfleet and the Romulan Empire Up to 12 players can compete in thrilling team combat There are three game play modes  single player online multiplayer and online coop For each mode there are three different game types  Team DeathMatch Assault and Conquest Players can choose from three ship types for each faction including the newfeatured in the Star Trek film Each ship  the powerful Flagship the nimble Fighter and the devastating Bomber  offers its own unique capabilities for players to master and manipulate as they fight for victory In addition to featuring the new USS Enterprise Star Trek DAC incorporates music and signature sounds taken directly from the new Star Trek film,"[5, 13]",Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
10,20629,Red Bull X-Fighters,"[6, 12, 38]",With Red Bull XFighters gamers around the world can now experience the thrill and excitement of the best Freestyle Motocross riders in the world on Xbox LIVE Arcade and PC The game puts you the player on centre stage of the Red Bull XFighters World Tour Take your bike launch from huge ramps and pull off truly stunning and jawdropping tricks while up to 40 feet in the air Do you have what it takes to wow the crowd and pull out all stops in the attempt to finish as overall champion But dont expect this to be an easy challenge Youve got to master the right level of acceleration and braking balance your body and all the while performing deathdefying maneuvers on 100foot leaps  dont crash or it will ruin your run,"[10, 14]",Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
11,9453,Tower Bloxx Deluxe,[12],Digital Chocolates cell phone game has found its way to Xbox Live Arcade with new graphics and modes,[9],Missing,Missing,3.67,0.0,0.0,63.0,3.0,1.0
12,6521,Are You Smarter Than a 5th Grader? Game Time,"[5, 12]",Find out if you are Smarter Than A 5th Grader Face Jeff Foxworthys jokes as you try to answer more than 5000 Game Time questions Become a whiz kid in over 25 categories Play like the show or try your hand in brand new Game Time modes including Three  Out and Schoolroom Showdown Try your hand at Extra Credit mini games to boost your GPA And if you think youre the smartest in the room play against your friends and family in fourplayer challenges,[26],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
13,5278,Where the Wild Things Are,"[5, 9, 12]",Where the Wild Things Are is a funfilled adventure that takes players on a journey through the mysterious island of the Wild Things Players assume the role of Max King of All Wild Things as they team up with the fearsome but loveable creatures While journeying across their island players learn amazing new skills and abilities Solve action puzzles overcome challenging obstacles and play through a unique story narrative to uncover the mystery behind the hostile island and save the Wild Things before its too late,"[8, 31]",Missing,Missing,4.58,7.0,10.1,55.0,8.0,9.0
14,7194,Steins;Gate,"[6, 9, 12, 34, 38, 39, 46, 48]",SteinsGate is a Japanese visual novel developed by 5pb and Nitroplus It is the second game in the Science Adventure series following ChaosHead The game is described by the development team as a hypothetical science ADV and explores time and time travel in 2010 Akihabara The gameplay follows nonlinear plot lines which offer branching scenarios with courses of interaction,"[31, 34]",96.62511990145744,The story of SteinsGate takes place in Akihabara and is about a group of friends who have customized their microwave into a device that can send text messages to the past As they perform different experiments an organization named SERN who has been doing their own research on time travel tracks them down and now the characters have to find a way to avoid being captured by them,26.13,34.54,41.05,90.0,404.0,711.0
15,21892,Fallout 3: Game of the Year Edition,"[6, 9, 12]",Prepare for the Future with Fallout 3 Game of the Year Edition experience the most acclaimed game of 2008 like never before Create a character of your choosing and descend into an aweinspiring postapocalyptic world where every minute is a fight for survival,"[5, 12, 31]",91.95788989135424,Vault 101 Jewel of the Wastes For 200 years Vault 101 has faithfully served the surviving residents of Washington DC and its environs now known as the Capital Wasteland Though the global atomic war of 2077 left the US all but destroyed the residents of Vault 101 enjoy a life free from the constant stress of the outside world Giant Insects Raiders Slavers and yes even Super Mutants are all no match for superior VaultTecR engineering Yet one fateful morning you awake to find that your father has defied the Overseer and left the comfort and security afforded by Vault 101 for reasons unknown Leaving the only home youve ever known you emerge from the Vault into the harsh Wasteland sun to search for your father and the truth,26.93,60.74,106.99,82.0,1048.0,1210.0
16,4706,Bass Pro Shops: The Strike,"[5, 6, 12]",Quite the catch for gamers and outdoor enthusiasts alike    The Strike literally puts the fishing rod in players hands as they head out to their favorite hot spots including several popular lakes in North America By combining highquality realistic game play The Strike is quite the catch for gamers and outdoor enthusiasts alike    Features     AllGamer Appeal Gamers of all levels will be happy with The Strike as it offers four modes of entertaining gameplay   Tournament Fishing and The Bass Pro Invitational In Career Mode gamers will need to understand the equipment topography of the lakes and specific fish behaviors in order to succeed Players will be guided by the true rules of tournament bass fishing just like they would if they were fishing in real life   Advanced Engine Technology The Strike uses the advanced Infernal Engine which provides incredible water effects above and below the water realtime timeofday light effects high quality 3D fish models and realistic fish and lure movements   Amazing Lakes Ten of North Americas greatest lakes are realistically depicted so players can recognize key landmarks and find their favorite fishing spots   Advanced Underwater World The Strike features advanced topography visuals neverbeforeseen in a fishing game Lakebeds are detailed to include weeds fallen trees and rocks along with lifelike fish and lure movements making for an authentic experience   Abundance of Fish The Strike features a large variety of fresh water fish including Largemouth bass Smallmouth bass Striped bass and Kentucky spotted bass Walleye Northern and more Each lake also contains a legendary fish of record proportions that will challenge even the best players and experienced fishermen   Variety of Equipment Players can tailor their equipment by going to the Bass Pro Shops ingame store to select lures rods and reels In tournaments players can win new boats   Statistics The Strike tracks players fishing data ranging from the number of successful casts to the most popular lure The game also tracks the total weight of each species of fish caught and individual lake totals tournaments won etc,[14],90.0,Missing,12.0,20.5,0.0,60.0,2.0,2.0
17,1260,South Park Let's Go Tower Defense Play!,[12],Play as Stan Kyle Kenny Cartman or any number of your favorite South Park characters in South Park Lets Go Tower Defense Play Its the fastpaced actionstrategy game where you play to save the town of South Park Combining snowballthrowing action with tower defense strategy the game is designed for players of all skill levels Unlock special content and new characters throughout the game for your ingame scrapbook Play locally with up to four players or team up on Xbox LIVE in the storybased campaign or the extrademanding Challenge levels,[15],87.86820933203806,Missing,4.03,0.0,8.08,65.0,12.0,13.0
18,2990,Machinarium,"[3, 6, 9, 14, 34, 39, 46, 48, 49, 130]",Machinarium is awardwinning independent adventure game developed by the makers of Samorost and Botanicula A little robot whos been thrown out to the scrap yard behind the city must return and confront the Black Cap Brotherhood and save his robotgirl friend,"[2, 9, 31, 32]",83.23072096256638,Machinarium opens with an overview of the eponymous city as a disposal flier launches from its highest tower The player character a robot called Josef is dumped on a scrapheap where he reassembles himself and sets off for the city Entering the city he discovers a plot by the Black Cap Brotherhood his three thuggish antagonists to blow up the citys tower,5.11,5.44,6.05,76.0,577.0,815.0
19,2136,Bayonetta,"[6, 9, 12, 41, 130]",A member of an ancient witch clan and possessing powers beyond the comprehension of mere mortals Bayonetta facesoff against countless angelic enemies many reaching epic proportions in a game of 100 pure unadulterated allout action Outlandish finishing moves are performed with balletic grace as Bayonetta flows from one fight to another With magnificent overthetop action taking place in stages that are a veritable theme park of exciting attractions Bayonetta pushes the limits of the action genre bringing to life its fastpaced dynamic climax combat,"[5, 25]",82.29660213614208,Missing,11.5,15.51,41.77,81.0,2194.0,2867.0
20,7003,Grand Theft Auto: Episodes from Liberty City,"[6, 9, 12]",Episodes from Liberty City is a standalone compilation of the episodes Grand Theft Auto IV Ballad of Gay Tony and Grand Theft Auto IV The Lost and Damned,[31],80.1991137902718,Missing,18.83,25.83,43.16,81.0,214.0,263.0
21,3069,Forza Motorsport 3,[12],Forza Motorsport 3 is a racing video game developed for Xbox 360 by Turn 10 Studios It was released in October 2009 It is the sequel to Forza Motorsport 2 and the third installment in the Forza Motorsport series The game includes more than 400 customizable cars More than 500 cars in the Ultimate Collection version from 50 manufacturers and more than 100 race track variations with the ability to race up to eight cars on track at a time These cars vary from production cars to race cars such as those from the American Le Mans Series1,"[10, 13, 14]",80.00789158924584,Missing,36.36,66.94,194.54,79.0,84.0,58.0
22,47465,Gears of War 2: Game of the Year Edition,[12],Gears of War 2 is a 2008 military science fiction thirdperson shooter video game developed by Epic Games and published by Microsoft Game Studios for the Xbox 360 It is the second installment of the Gears of War series with lead design by Cliff Bleszinski The game was officially released in North America Europe and Australia on November 7 2008 and was released in Japan on July 30 2009 The game expands technically on the previous game by using a modified Unreal Engine 3 engine The development team brought in comic book writer Joshua Ortega to help write the plot for the game  In Gears of War 2 the COG continues its fight against the Locust horde who are attempting to sink all of the cities on the planet Sera Sergeant Marcus Fenix leads Delta Squad into the depths of the planet to try to stop the Locust during the assault upon Locust territory The player controls Fenix in the main mission campaign with the ability to play cooperatively with a second player controlling Fenixs best friend and fellow Squad member Dominic Dom Santiago The game includes several existing and new multiplayer modes including fiveonfive battles between human and Locust forces and a Horde mode that challenges up to five players against waves of Locust forces with everincreasing strength New weapons and gameplay mechanics such as chainsaw duels and the ability to use downed foes as meatshields were added to the game  On its release weekend Gears of War 2 sold over two million copies and within two months of release had sold four million copies It was the seventh best selling video game of 2009 and received several accolades The game received similar praise as its predecessor with the new gameplay and multiplayer modes seen as outstanding additions,[5],80.00311882732093,Missing,,,,,,
23,7107,NBA Live 10,"[9, 12, 38, 39]",NBA Live 10 is the 2009 installment in the NBA Live series developed by EA Canada and published by Electronic Arts Dwight Howard of the Orlando Magic is the cover athlete It was released in 2009 for PlayStation 3 Xbox 360 PSP and iOS the latter under the title NBA Live by EA Sports1 NBA Live 10 was to be followed by NBA Live 13 which was cancelled in late 2012 NBA Live 10 was the last game in the NBA Live series for 4 years until NBA Live 14 in 2013,"[13, 14]",80.0,Missing,10.0,0.0,0.0,73.0,6.0,1.0
24,498,Borderlands,"[6, 9, 12, 14, 49, 130]",With its addictive action frantic firstperson shooter combat massive arsenal of weaponry RPG elements and fourplayer coop Borderlands is a breakthrough experience that challenges all the conventions of modern shooters Borderlands places you in the role of a mercenary on the lawless and desolate planet of Pandora hellbent on finding a legendary stockpile of powerful alien technology known as The Vault  Role Playing Shooter RPS  combines frantic firstperson shooting action with accessible roleplaying character progression  CoOp Frenzy  Fly solo in single player or drop in and out with up to 4 Player CoOp online for a maniacal multiplayer experience  Bazillions of Guns  Gun lust fulfilled with rocketlaunching shotguns enemytorching revolvers SMGs that fire lightning rounds and tons more  Radical Art Style  New visual style combines traditional rendering techniques with handdrawn textures to create a unique and eyecatching spin on the First Person genre  Intense Vehicular Combat  Get behind the wheel and engage in intense vehicletovehicle combat,"[5, 12]",79.97965071300138,Missing,22.34,34.82,62.62,76.0,1759.0,2072.0
25,3174,Grand Theft Auto IV: The Ballad of Gay Tony,"[6, 9, 12]",Grand Theft Auto The Ballad of Gay Tony is the second of the two episodic expansion packs available for Grand Theft Auto IV The Ballad of Gay Tony follows the exploits of protagonist Luis Fernando Lopez an exmember of the Dominican drug dealers and the personal bodyguard referred to by himself as business associate of Anthony Gay Tony Prince Prince is the owner of the two largest nightclubs in Liberty City and is a highstatus socialite Rockstar Games said in their press release that this episode injects Liberty City with an overdose of guns glitz and crime and that players will struggle with the competing loyalties of family and friends and with the uncertainty about who is real and who is fake in a world in which everyone has a price,"[5, 10, 31]",79.68134009053207,Missing,8.18,11.86,23.55,81.0,364.0,392.0
26,2679,DJ Hero,"[5, 8, 9, 12]",DJ Hero primarily simulates turntablism a musical style used by disc jockeys to create a new mashup song by incorporating one or more previously recorded songs played on record players along with sound effect generators The game features score attack gameplay similar to the Guitar Hero games The controller consists of a wireless deck consisting of a movable turntable that supports 3 stream buttons an effects dial a crossfader and a Euphoria button a hidden panel contains additional controller buttons to interact with the gaming console outside of the game A portion of the controller can be detached and reattached to adapt the unit for lefthanded players Notes travel in an arc across a spinning record on screen and the player holds down one of the 3 stream buttons to play notes two buttons reflect the two songs used in that particular mix and the third represents samples to add to the mix which can be adjusted with the effects dial The player must also constantly adjust the crossfader to match onscreen symbols which alters the relative volume of the songs as to bring one song to the forefront of the mix for a short time Certain tracks are shown on screen as a series of up or down arrow representing scratching sections requiring the player to turn the turntable in the direction of the arrows while holding down the button to score points mimicking the scratching of the record needle on vinyl albums Euphoria is equivalent to Guitar Heros Star Power collected by successfully completing specific phrases in the song mix called Perfect Regions and can be released by pressing the Euphoria button doubling the players current multiplier as well as automatic crossfading when active There is also a Rewind meter that builds through consistent successful playing and once full allows the player to rewind the song to fix errors in their performance The player must continue to perform well or their performance meter will drop and the music track will cut out Failing the song is not possible unlike in Guitar Hero games  A single player career mode is available as well both competitive and cooperative multiplayer modes DJ vs DJ playable locally or remotely Ten songs have been specially mixed to also support gameplay with Guitar Hero and other compatible guitar controllers in a DJ vs Guitar mode Players can also use a microphone for a nonscoring addition to the mix A Party Play mode allows the game to automatically play the songs with the ability for a player to jump in and play at any time,[7],78.67279886820849,Missing,7.72,10.14,16.72,73.0,54.0,31.0
27,2444,Risen,"[6, 12]",This RPG from Piranha Bytes bring us in a long unblievble adventure on the island of Faranga Take control of the Nameless Hero create his place in the games world through your decisions and actions e save the world from the Titans wrath,"[12, 25]",78.09004167940475,Missing,27.82,36.73,45.51,76.0,273.0,462.0
28,2594,Tropico 3,"[6, 12, 14]",The time is yesterday and the Cold War is in full swing Through means devious and dubious you have seized power in the Caribbean island country of Tropico where you now rule as the allpowerful El Presidente,"[13, 15, 31]",75.9435032289785,Missing,25.16,31.63,41.42,74.0,47.0,47.0
29,4749,Cars Race-O-Rama,"[5, 8, 9, 12, 20, 38]",In the Cars RaceORama video game players get to race against new characters through actionpacked tracks to win the RaceORama trophy as their own personalized Lightning McQueen Join Lightning McQueen in Radiator Springs as he prepares his academy of student racers for the RaceORama competition Lightning finds out that Chick Hicks has his own set of academy student racers who dont always compete fairly These student racers are preparing to race in the same competitions in order to propel Chick Hicks academy to the 1 spot The races take place at various tracks from the beaches into the cities and off to the Baja desert Along the way racers are upgrading their abilities and customizing their look The finale consists of a fully modified ultimate Lightning McQueen racing against a fully modified Chick Hicks for the RaceORama trophy Let the race begin,[10],75.0,Missing,4.81,6.64,8.46,53.0,27.0,23.0
30,2480,Torchlight,"[3, 6, 12, 14]",In this ARPG you control a hero who explores a series of randomized dungeons fightinghordes of enemies and collecting equipment gold and loot while doing so The game also features a town  to which the hero can return to sell and buy gear and items and pick up quests As you progress into the dungeon you get to battle unique bosses that advance the main storyline by completing quests revolving around them Optionally the player may take on side quests random quests or visit branching dungeon areas to further develop their character,"[12, 25]",73.88912307676397,Missing,14.25,21.53,46.77,71.0,522.0,757.0
31,5054,NBA 2K10,"[5, 6, 8, 9, 12, 38]",NBA 2K10 is a basketball video game based on the National Basketball Association developed by Visual Concepts and published by 2K Sports It was released on October 6 2009 on Xbox 360 PlayStation 2 PlayStation 3 and PSP and on October 12 2009 on Windows It was released on Wii on November 9 2009 in North America It was released in Europe on November 27 Kobe Bryant is the cover athlete of the game The game is the first PSP and Wii release of the NBA 2K series and the first on a Nintendo system since NBA 2K3 for the GameCube The Wii version while containing versionspecific controls and nuances is a general port of the Xbox 360 and PS3 versions  including all the modes online and offline of the currentgen iterations The PSP release is essentially a port of the PlayStation 2 version though lacking online play Kanye West Twista Pitbull  The Game David Banner  Asher Roth appeared in the video game,"[13, 14]",73.76730183517404,Missing,23.85,124.5,0.0,71.0,22.0,12.0
32,4649,Pro Evolution Soccer 2010,"[6, 9, 12]",Pro Evolution Soccer 2010 is a game which was released in Autumn 2009 Many improvements have been made including the licensing of the Europa League the new name for the UEFA Cup  Many other changes include a new penalty system improved visuals individual characteristics new animations and the return of community mode Lagfree matches are also included for network mode so long as the connection is adequate The game released on the PS2 PS3 Wii Xbox 360 PSP and Windows  It also features Lionel Messi and Fernando Torres on the cover and is the successor to PES 2009 This new edition is seen by the majority of the fans as an opportunity to regain the title for the best football simulator lost to its rival FIFA two years ago  The demo was released on the 17th of September while the game was released on the 23rd of October therefore competing with the FIFA Series,"[13, 14]",73.67640536625008,Missing,44.43,68.57,101.99,70.0,53.0,12.0
