,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[5],273857,Call of Duty: World at War Map Pack 2,"[6, 9, 12]",Call of Duty World at War Map Pack 2 continues to expand the addictive COD multiplayer experience with four new maps Battle to control the river bridge in Banzai a bright jungle map featuring a waterfall and hidden caves In Corrosion face down your enemy in a shattered train yard and in Sub Pens wipe the monsoon rain from your eyes as you struggle over a bombedout submarine base The Zombies return in Shi No Numa Zombie Swamp featuring Perk machines the deadly new Wunderwaffe DG2 new Achievements and flaming Hell Hounds,Missing,Missing,,,,,,
1,[10],91709,2060 Cyber Racer,[12],2060 Cyber Racer is a racing game set in a cyberspace like environment complete with the Matrixlike imagery of black and green digits covering the landscape Choose between two cars with different characteristics pick a colour and set out on one of the three tracks available to get the best lap time possible The high scores are saved in the game for future bragging rights,Missing,Missing,,,,,,
2,"[2, 9, 31]",69168,Wallace & Gromit's Grand Adventures: Episode 3 - Muzzled!,"[6, 12]",Wallace  Gromit in Muzzled is the third and secondtolast episode of Wallace  Gromits Grand Adventures  The local dog shelter got hit by a storm and was destroyed Now stray dogs terrorize the town and even damaged Wallaces new invention the Inviniflavour Its a icecream maker that can scan any item and use its flavor to create a completely new kind of icecream The reason he build such a vehicle is the upcoming FundraiseAFair hosted by Monty Muzzle who wants to help the town raise enough money to rebuild the dog shelter A noble cause Wallace of course wants to support But does Mr Muzzle really just want to help the town or are there more sinister motives behind his actions,The player takes over the control of both Wallace and Gromit but the player cant switch between both freely Instead the story dictates which character is controllable This time around the focus is on Gromit Only for short section near the end the player will solve puzzles with Wallace And although the game is a classic point and click adventure it uses optimized controls to work for both PC and consoles While the interaction with items on screen still work through a contextsensitive cursor the player now moves the characters around directly instead of giving them move toorders Besides this change the player still goes around the various locations talks and interacts with people and collects everything that isnt nailed to the wall in order to solve the different riddles and advance the storyline,Missing,,,,,,
3,[34],68395,Time Leap,"[9, 12]",Missing,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
4,[5],47413,Left 4 Dead: Game of the Year Edition,[12],Left 4 Dead is a cooperative firstperson shooter video game with survival horror elements developed by Turtle Rock Studios and published by Valve Corporation The game uses Valves proprietary Source engine and is available for Microsoft Windows Xbox 360 and Mac OS X Development on the game was completed on November 13 2008 and two versions were released digitally A downloadable digital version released on November 17 2008 and a digital retail disc version with a release date determined by region The digital retail disc version was released in North America and Australia on November 18 2008 and in Europe and Japan on November 21 2008  Set during the aftermath of an apocalyptic pandemic the game pits its four protagonistsdubbed the Survivorsagainst hordes of the infected There are four game modes a singleplayer mode in which allied characters are controlled by AI a fourplayer coop campaign mode an eightplayer online versus mode and a fourplayer survival mode In all modes an artificial intelligence AI dubbed the Director controls level pacing and item placements in an attempt to create a dynamic experience and increase replay value  Left 4 Dead was well received by the industry media upon its release with praise given for its replay value focus on cooperative play and movielike experience Several criticisms were aimed at limited level selection and the lack of a narrative The game has won several publication awards as well as distinctions from the Academy of Interactive Arts  Sciences and British Academy of Film and Television Arts As was done with Team Fortress 2 Valve supplemented the game with free downloadable content The first called the Survival Pack was released on April 21 2009 The second piece of DLC was charged for on Xbox Live and came in the form of a new Campaign entitled Crash Course released for both the PC and Xbox 360 on September 29 2009  The popularity of the game led to the development of a sequel Left 4 Dead 2 which was released November 17 2009 Left 4 Dead 2 was released on Mac OS X via Steam on October 5 2010 and the original Left 4 Dead was released for the Mac soon after on October 28 2010 The Mac version of Left 4 Dead 2 incorporated a new map for both Left 4 Dead and Left 4 Dead 2 called The Sacrifice Eventually all Left 4 Dead campaigns were ported over to Left 4 Dead 2 and allowing for crossplatform support between Windows and Mac versions,Missing,Missing,,,,,,
5,[4],42964,BlazBlue: Calamity Trigger - Limited Edition,"[9, 12]",This Limited Edition contains the following   BlazBlue Calamity Trigger  Twodisc soundtrack  Video that explains the game mechanics and moves for all characters,Missing,Missing,,,,,,
6,"[5, 14, 32, 33]",20479,Rocket Riot,"[6, 12]",Get ready for Rocket Riot an actionpacked sidescrolling 8bit shooter where the rockets and the fun never stops With over 200 levels and over 300 characters blowing things up has just reached a new level of awesome,Missing,Missing,0.0,0.0,9.69,67.0,3.0,4.0
7,[10],7199,Superstars V8 Racing,"[6, 9, 12, 52]",Get back to 4 wheels and test your skills with V8 engines for the next racing challenge Superstars V8 Racing is based on the license of the car racing Italian Championship that Black Bean Games has signed off with Superstars International Development Powered by some of the most important car manufacturers in the whole world such as BMW Audi and Jaguar and sporting top class production cars it delivers a breathtaking driving experience  Superstars V8 Racing offers the utmost realistic impression of the Championship From car design to technical engine features from the setting of the races to the turns of the tracks everything has been designed in great detail Every single car behaves in a complete different way accordingly to its real technical features and the settings tuned by each team competing for the title in order to get the best performance out of the powerful engine  Game play mode variety is enriched by each own cars peculiarity and it can be appreciated for the pick upn play game mechanics thought for the casual gamers as well as for the top notch quality of the most experienced ones,Missing,Missing,8.07,13.3,0.0,50.0,4.0,6.0
8,[26],5141,Scene It? Bright Lights! Big Screen!,"[5, 9, 12]",Scene It Bright Lights Big Screen is a trivia video game developed by Artificial Mind and Movement and published by Warner Bros Interactive Entertainment WBIE and part of the Scene It series of games It was released for Xbox 360 PlayStation 3 and Wii on November 17 2009 in North America and in December 2009 in Europe and Australia The game features puzzles from highgrossing films at the time and from films considered the best,Missing,Missing,2.0,7.0,0.0,57.0,3.0,2.0
9,"[13, 14]",5223,Tiger Woods PGA Tour 10,"[5, 8, 9, 12, 38]",Tiger Woods PGA Tour 2010 features the US Open the USGA Championship and the USGAs Rules of Golf for the first time in the franchises history The Weather Channel provides dynamic weather data for the game The new Tournament Challenge mode allows players to replicate famous shots and moments from the PGA Tours history,Missing,85.0,12.0,0.0,0.0,76.0,8.0,1.0
