,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,154697,Call of Duty: Modern Warfare 2 - Resurgence Pack,"[6, 9, 12]",The Resurgence Pack is a map pack for Call of Duty Modern Warfare it features five multiplayer maps costs 1200 MS points for the Xbox 360 and US 1499 for PS3 and PC As with the Stimulus Package this map pack was exclusive to the Xbox 360 for a limited time before being released for PC and PlayStation 3 Out of the included maps two are from Call of Duty 4 Modern Warfare and three are brand new maps Strike and Vacant return from the fourth installment of the series Carnival Trailer Park and Fuel are the three new maps that are included,Missing,Missing,Missing,,,,,,
1,79371,Try Not to Fart,[12],Try not to fart Simple Right,[33],Missing,Missing,,,,,,
2,66305,Prismatic Solid,"[12, 48]",Experience the abstract yet dangerous world of Prismatic Solid through its simple shapes and geometric aesthetic Swim through a torrent of bullets in this stylish top down vertical shooter as you dodge flashing lasers debris from explosions and fluttering embers  A wide array of weapons and unlockable upgrades are at your disposal with many drastically altering the structure of your artillery Featuring music by master game music composers Shinji Hosoe and Ayako Saso,"[5, 32, 33]",Missing,Missing,,,,,,
3,66280,Irekae Maho-chan,[12],Irekae Mahochan is a puzzle platform game where the player controls the young girl Mahochan who has the curious ability to swap places with other creatures She does this by throwing rainbow stars at them and must use this ability to pass through walls in order to reach the exit door of each stage Green walls can be shot through while purple walls are solid and will block Mahochans exchange stars There are a total of 50 stages most of which have a very strict time limit but the player can choose any stage to start or continue from,"[8, 9, 32]",Missing,Missing,,,,,,
4,62788,Dragoon,[12],Weaponsbased fighting game featuring one playable character with three different palettes,[4],Missing,Missing,,,,,,
5,52860,Star Hammer Tactics,[12],A turnbased strategy game set in the Star Hammer universe,[15],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
6,47474,Alan Wake: Limited Collector's Edition,[12],Fill the shoes of one Alan Wake a man who makes his living from the terror of others as a bestselling suspense novelist Trapped in the deceptively peaceful Washington town of Bright Falls where he came to escape the trauma of losing his fiancée Alan must piece together a mystery to prevent himself from being trapped inside a nightmarish world forever  An intense psychological thriller from Remedy the creators of Max Payne Alan Wake looks to raise the bar for future games creating a true cinematic experience Explore an expansive world filled with missions unique puzzles intense combat and horrifying enemies Dig into a twisting and multilayered story filled with suspense engaging characters and shocking revelations  Collectors Edition Includes Collectors book Bonus disc Game soundtrack,"[5, 31]",Missing,Missing,,,,,,
7,43357,Red Dead Redemption: Outlaws to the End,"[9, 12]",The Outlaws to the End CoOp Mission Pack adds on to the epic Red Dead Redemption online multiplayer experience with the introduction of six allnew and actionpacked Cooperative Multiplayer missions you can play with 24 players,"[5, 31]",Ammunition The Mexican Army has the town of Tesoro Azul under siege Storm the gates under heavy cannon Gatling gun and sniper fire to destroy the Mexican artillery placements  The Escape You and your teammates must attack and steal a gold coach along with a wagon and a Gatling gun Turn them in to the American Army and then clear out remaining resistance in the town of Tumbleweed After clearing the town prepare for an explosive standoff that will take you all the way to Mexico  The Herd Cattle rustlers have taken control of Box Canyon Fight your way in and wipe out the rustlers then use teamwork to protect the herd as you lead them home to Armadillo while drawing heavy fire from snipers and reinforcements on horseback  The Kidnapped Girl Another gang has taken over Fort Mercer and theyre holding a farmers daughter hostage You and your crew will need to charge the fort and eliminate the gang with all firepower necessary  then fend off enemy reinforcements as you transport the girl by stagecoach safely to her home at Ridgewood Farm  The River Ride a raft down river taking out rebel encampments along the way until you reach the rebel stronghold of Nosalida and a final epic battle for the towns massive weapons caches Watch out for Gatling gunequipped enemy rafts  Waltons Gold Waltons Gang have taken control of a mining camp rich with gold Fight through the camp and load your mine cart with as much gold as you can carry and get out as fast as you can  Waltons boys have rigged the place to blow,Missing,,,,,,
8,22962,Battlefield: Bad Company 2 - Onslaught,"[9, 12]",Onslaught is a cooperative gamemode featured in Battlefield Bad Company 2 as downloadable content putting four players against enemy AI on redesigned variants of Valparaiso Atacama Desert Isla Inocentes and Nelson Bay each having their own dedicated gameplay focus,[5],Missing,Missing,,,,,,
9,22961,International Cricket 2010,"[9, 12]",The 2010 cricket game from Codemasters licensed by the ECB Cricket Australia and the MCC International Cricket 2010 is the second cricket game to be released by Codemasters for the Playstation 3 and Xbox 360 following Ashes Cricket 2009,[14],Missing,Missing,9.15,0.0,13.83,75.0,4.0,6.0
10,22956,Ancient Trader,[12],Ancient Trader is a strategy game where players sail the high seas for trade and treasure battling rival ships and ancient sea monsters along the way,"[15, 16, 31, 35]",Missing,Missing,,,,,,
