,id,name,platforms,summary,genres,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
0,270445,Lolita of Labyrinth,[12],Slow Xbox Live Indie platformer by aorz,Missing,Missing,Missing,,,,,,
1,176905,Halo: Reach - Defiant Map Pack,[12],The fight for humanitys survival rages on in three brandnew battlefields a giant orbital station high above the burning surface of the planet inside the forest of a military wildernesstraining facility and wrapped in the remnants of a civilian mining facility These awesome new environments comprise 2 multiplayer maps and a Firefight mission that deliver 3 new achievements and 150 gamerscore Developed by 343 Industries and Certain Affinity,[5],Missing,Missing,,,,,,
2,141834,Dragon Age II: Bioware Signature Edition,"[6, 9, 12]",Dragon Age II Bioware Signature Edition is a special collectors edition version of the game that contains loads of additional content exclusives and other perks,Missing,Missing,Missing,,,,,,
3,106248,Mayhem 3D,"[9, 12]",Missing,Missing,Missing,Missing,5.62,6.1,9.4,62.0,6.0,12.0
4,62792,Crisis: North Korea,[12],Liberate the North Koreans from their repugnant dictator,Missing,Missing,Missing,,,,,,
5,52603,National Geographic Challenge!,"[5, 6, 9, 12]",National Geographic Challenge allows players to explore the planet through its geography and history and to start a journey through the ages and all the continents of the world to witness the amazing extent of human endeavour,"[9, 26]",Missing,Missing,1.08,1.55,0.0,30.0,2.0,4.0
6,51637,Undead Empire,[12],A group of survivors find themselves at a mysterious house in Nebraska that could hold the answers to the zombie outbreak,Missing,Missing,Missing,,,,,,
7,51636,Trouble Witches Neo,[12],Trouble Witches Neo is a horizontal shooting in which cute and comical little witches roam the skies,[5],Missing,Missing,0.75,6.0,0.0,90.0,1.0,2.0
8,47481,Bulletstorm: Epic Edition,[12],The Epic edition includes Bulletstorm  Gears of War 3 beta invitation  25000 XP bonus for multiplayer  Access to the following ingame items Golden leash Peace Maker Carbine skin Boot decal Character armour,[5],Missing,Missing,,,,,,
9,47436,Days of Thunder: Arcade,[12],Missing,"[10, 14]",Missing,Missing,,,,,,
10,41584,Rush'N Attack Ex-Patriot,"[9, 12]",The RushN Attack name returns in the form of an allnew downloadable game,Missing,Missing,Missing,6.5,10.0,0.0,70.0,1.0,2.0
11,23390,Alien Breed Trilogy,"[6, 9, 12]",A collection of the three downloadable Alien Breed games originally distributed via XBLM and PSN Collected on one disk for retail sale,[5],Missing,Missing,0.0,26.0,0.0,0.0,0.0,1.0
12,20164,Yoostar 2: In the Movies,"[9, 12]",Everyone now has the opportunity to become a global movie star with Yoostar 2 In an instant you can step into the shoes of famous characters from hundreds of movies play out the part and then share your performance with the world,[7],Missing,Missing,3.9,0.0,0.0,45.0,2.0,3.0
13,14849,Ghostbusters: Sanctum of Slime,"[6, 9, 12]",Strap on your proton packs for an allnew Ghostbusting adventure Ectoplasmic threats are spawning all over New York and only you and your team of rookie Ghostbusters can stop them Choose from 4 new playable characters Hop in the allnew ECTO4WD and blast your foes with a medley of destructive weapons Battle against the hordes of evil entities alone or with a team of friends through local or online multiplayer coop Show them you aint afraid of no ghosts,[31],Missing,Missing,3.56,4.1,5.88,50.0,8.0,11.0
