,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,270607,Ninja Chop!!,[12],Xbox Live QTE indie game,Missing,Missing,Missing,,,,,,
1,140607,Angry Brainless Bovines,[12],Angry Brainless Bovines is a simple collect the objects game in which the player is tasked with collecting pints of milk from a field It is set up as a simple maze with hedges as walls The only problem it has angry cows in it They also do not take kindly to people in their field and so will attack you whenever possible Players can use their Xbox 360 Avatar as their character within the game There is also support for up to four players in competitive gameplay in which they compete to see who can get the most milk Coop can be played on either a single 360 console or over Xbox Live,[33],Missing,Missing,,,,,,
2,135097,Costume Quest: Grubbins on Ice,"[3, 6, 9, 12, 14]",Continue the Costume Quest adventure by exploring the monster world Repugia Face new enemies while collecting additional quests costumes battle stamps and creepy treat cards Help the monsters overthrow Araxia to bring peace back to Repugia,"[12, 16, 31]",Missing,Missing,1.78,2.01,2.17,71.0,106.0,195.0
3,91806,Asteroids Do Concern Me,[12],Out beyond the edge of the universe Far past any celestial wilderness you could hope to imagine lies a vast ocean of impenetrable rock  Test your piloting skills in this addictive one button action game With 4 different modes ranging from Classic to Double Rainbow The odds of surviving this game are 3720 to 1 Have you got the minerals,"[32, 33]",Missing,Missing,,,,,,
4,91026,Mars,"[6, 9, 12]",Mars is a Scifi RPG action game that innovatively merges character development and light and rythmic fights it takes you on a journey deep into an original futuristic universe and presents you with scenarios dealing with difference racism and environment  Mars aims to renew the RPG gaming experience with more intuitive faster and more gratifying action phases while at the same time keeping the specific main features of the genre The idea is to blend two genres Beatem all Action and RPG combining character progression immersion equipment collection additional quests and a solid storyline with rhythmic combat sequences a sense of power from the beginning of the game and of course QTE and bosses with sequential behaviour This combination leads to a true innovative gameplay supported by many other key features  you can choose between two characters whose different stories intertwine and whose skills vary The games environment has been designed to be an asset in itself or an important part of the gameplay with lighting effects which create unprecedented combat situations The world created for Mars has been designed to offer a true voyage in the heart of a totally new universe mingling decadent futuristic technology and precarious survival on a planet with highly extreme conditions The storyline leads you to discover your own identity in a web of political intrigue and complex conflicts between forces allowing you to better understand the world you are travelling Many scripted sequences give rise to the action and storyline creating unforgettable moments   Combat The combat phases are dynamic and spectacular no matter your level of implication during the quests Most confrontations are brief  you move from one enemy to the other striking or throwing spells one after the other Combat against the bosses or champions lasts longer though as you must use different tactics to beat them As you can also modify your environment by breaking part of a roof or moving metal plates to use light as a weapon the fights gain a more strategic dimension Playing the role of Pandora is as intense as playing Seth To make her cast her most powerful spells a precise timing is required as well as constant movement to avoid being interrupted Even though she is less powerful she is more agile and just like the warrior needs his weapons she is nothing without her gauntlets which allow her to canalize her fluid All enemies if wounded enough can be finished off in a spectacular way   Two characters  two stories and two forms of gameplay Mars allows you to choose between two characters with different skills and Abilities  Seth is an elite soldier and highly skilled fighter who tends to act brutally even if athletically As he progresses in the game he can learn many special attacks and how to master new weapons Pandora on the other hand is a technomancer who handles fluids with catalyst gauntlets to produce devastating magic But more than just using different skills playing each character results in a different control and gameplay Their story varies a lot even though it follows a similar course allowing you to discover two versions of Mars   Light effects On Mars sunlight is deadly which means you can use it during combat to beat your enemies Seth and Pandora can make gaps in rooftops of different buildings they are fighting on to expose their opponents to sunrays use mirrors to reflect light on them or push them away from the protection of shady paths You can modify the architecture of the environment during combat while making sure your character is not exposed to sunrays and watch out for shadows moving position around the suns movement The impact the sun has on the gameplay provides a new feature not only during combat but during the entire game itself   A new world The Mars universe is unprecedented not at all like normal mythological or fantasy worlds offering a journey in a credible futuristic world where survival and the ability to adapt are keys to be able to withstand a hostile desperate and decadent environment The games story complex political system and religion as well as its many creatures and different inhabitants lead you through an unforgettable journey in an extraterrestrial world,[12],Colonisation and the great catastrophe  The game begins 200 years after the colonisation of Mars The planet has not been terraformed as such although its air has been rendered breathable While colons settled on the planet 70 years ago in different enclaves Mars turned around its axis and changed its orbit This tumult not only completely shut down communication with Earth it also spread death and destruction creating unprecedented chaos in the planets colonies Many inhabitants were forced to leave the cities in ruins and destroyed agricultural land exposing themselves to solar radiation Most of them died but some survived and mutated taking shelter as quickly as possible Other colons managed to stay in more or less undamaged cities taking shelter from the now deadly sunrays Very soon the survivors were confronted with a problem  water which abounded in the past has suddenly become extremely rare The companies in charge of this commodity became very powerful controlling most enclaves and bargaining with the life of the people Isolated at the mercy of solar radiation with no water the colons quickly deteriorate from a technological standpoint sinking into decadence Factories and mines are virtually abandoned The metal manufactured is now mostly from recovered material The people living in Mars live in a technologically medieval standard while using highly advanced technological remains they hardly control  Now Today two kinds of people live on Mars  those who never left the security of their city the socalled True People who are free of mutations and those who have been exposed to radiation the Ashes from Mars who are mostly slaves of the former Water circulates from one city to another as far as the cultivated lands via aqueducts which create the socalled shadow paths covered roads which allow free movement from one place to another Various water guilds rule over the planet and fight for supremacy The political power they exercise is authoritarian  any form of rebellion is punished by death without trial Water has become a weapon like any other  by simply stopping it from getting to a village life can be destroyed This is also the case of the sun since exposing a district to its light is enough to get rid of all its occupants There is virtually no opposition in place just a few isolated individuals here and there or a few Ashes from Mars raising objections in breach of the law living in the worst districts or city slums,Missing,0.0,0.0,0.0,0.0,0.0,0.0
5,86004,Pinball FX 2: Marvel Pinball,"[6, 9, 12, 34, 39, 41, 46]",Join SpiderMan Wolverine Iron Man and Blade on four pinball tables powered by the dazzling Pinball FX 2 engine Use your pinball wizardry to save the world from the most notorious supervillains and relive the greatest moments of the classic Marvel Universe in an epic pinball adventure,[30],Missing,Missing,,,,,,
6,79927,ZP2KX: Zombies and Pterodactyls 20XX,[12],ZP2KX Zombies and Pterodactyls 20XX is a multiplayerfocused shooter and the sequel to ZP2K9 The background scenario is that pterodactyls arrange deadly matches between humans and zombies Features a standard deathmatch team deathmatch King of the Hill and Capture the Flag modes as well as a special Zombie Hunt,"[5, 8]",Missing,Missing,,,,,,
7,76166,Vorpal,[12],When it comes to vertical shmups not everything is black and white Theres also some red,[5],Missing,Missing,,,,,,
8,74896,Star Wars: The Force Unleashed II - Character Pack,"[9, 12]",Download additional content for Star Wars The Force Unleashed II in this new character costume pack that will allow you to play as your favorite Star Wars characters including Luke Skywalker in Dagobah Training Gear ObiWan Kenobi in Clone Wars Battle Armor Darth Malak Han Solo Lando Calrissian Admiral Ackbar as well as new costumes for Starkiller,Missing,Missing,Missing,,,,,,
9,74895,Star Wars: The Force Unleashed II - The Battle of Endor,"[9, 12]",Continue your adventure as the Dark Apprentice where you can forever change the history of the Star Wars Universe by executing Darth Vaders orders to crush the Rebels as they mount their assault on Endor,[31],Missing,Missing,,,,,,
