first_release_date,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
1366070400,[4],212252,Injustice: Gods Among Us - Special Edition,"[9, 12]",The Special Edition includes  Exclusive red SteelBook case Red Son DLC Pack 20 additional missions set within the Red Son storyline,Missing,Missing,nan,nan,nan,nan,nan,nan
1364860800,[34],202313,Mass Effect: Genesis 2,"[6, 9, 12, 41]",Mass Effect Genesis 2 is an interactive backstory comic It is an updated version of Mass Effect Genesis which was originally created for Mass Effect 2 Genesis 2 fills the role of Mass Effect and Mass Effect 2 for new players to the series introducing them to the story of the first two games in the Mass Effect trilogy and allowing them to make some of the major plot decisions that players could make by playing through the previous games The player is prompted to begin Genesis 2 after character creation but using it is optional There are two versions of the comic one each for a male and female Commander Shepard,Missing,Missing,nan,nan,nan,nan,nan,nan
1364860800,"[5, 12]",186627,Borderlands 2 : Ultimate Vault Hunter Upgrade Pack,"[3, 6, 9, 12, 14]",Its a DLC for Borderlands 2 Its raises the level cap to 61 adds the Pearlescent item rarity and unlocks Ultimate Vault Hunter Mode,Missing,Missing,nan,nan,nan,nan,nan,nan
1366675200,"[8, 9, 31, 32]",138347,Thomas Was Alone: Benjamin's Flight,"[3, 6, 9, 34, 39, 41, 46, 48, 49, 130]",In this Thomas Was Alone level pack discover the tale of Benjamin and his fathers incredible invention Meet a new companion and a familiar face in the events leading up to Thomas emergence,Missing,Missing,0.51,0.53,0.54,74.0,40.0,61.0
1364947200,[4],75426,Injustice: Gods Among Us - Collector's Edition,"[9, 12]",The US version of the Collectors Edition includes     Injustice Gods Among Us video game   Exclusive 12 30 cm figurine statue featuring Batman and Wonder Woman   Official DC Comic Book Injustice Gods Among Us details the events leading up to Injustice Gods Among Us video game   3 exclusive skins based on Batman Superman and Wonder Woman from DC COMICS  THE NEW 52   Digital download copy of DOOM JUSTICE LEAGUE movie    The EU version of the Collectors Edition includes     Steelbook case version of the Injustice Gods Among Us video game Collectors Box   Exclusive 9 23 cm figurine statue featuring Batman and Wonder Woman   Official DC Comic Book Injustice Gods Among Us details the events leading up to  Injustice Gods Among Us video game   3 exclusive skins based on Batman Superman and Wonder Woman from DC COMICS  THE NEW 52,Missing,Missing,nan,nan,nan,nan,nan,nan
1365379200,[5],75416,Halo 4: Castle Map Pack,[12],The Castle Map Pack includes three new multiplayer maps Daybreak Outcast and Perdition,Missing,Missing,nan,nan,nan,nan,nan,nan
1365033600,Missing,63411,Indiemon: Earth Nation,"[6, 12]",A Pokemonesque game developed by RicolaVG Play as a Indiemon tamer named Landon and capture and train Indiemon to fight intruders,Missing,Missing,nan,nan,nan,nan,nan,nan
1364947200,Missing,51669,Pushmasters,[12],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1366675200,"[5, 31]",42966,Dead Island: Riptide - Special Edition,"[9, 12]",This special edition contains   Dead Island Riptide  An alternate character skin  Pack of weapon MODs  A digital strategy map,Missing,Missing,nan,nan,nan,nan,nan,nan
1366934400,"[5, 31]",41598,BioShock Infinite: Ultimate Songbird Edition,"[6, 9, 12]",Bioshock Infinite Ultimate Songbird Edition is a collectors edition of the game that includes exclusive content as well as a Songbird statue highly detailed hand painted and resincast 975 packaged in its own collectible packaging,Missing,Missing,nan,nan,nan,nan,nan,nan
