first_release_date,id,name,platforms,summary,genres,storyline,rating
1261612800,269498,MagusTale Eternity: Seikaiju to Koisuru Mahou Tsukai,[38],Am I dreaming I just came to the island to inform Koyuki my younger sister who is a student of a boarding high school located on the island that our father is missing I was perceived as an intruder and attacked with magic Im now damaged so badly Without Koyuki Id have surely lost my life Anyway I know the reason why this school is isolated from the outside world This school is actually established to train magicians Like this my new life on the island starts,Missing,Missing,Missing
1262217600,269413,Final Fantasy XI: Ultimate Collection,"[6, 8, 12]",This bundle includes Final Fantasy XI Online and its four first expansions  Rise of the Zilart Chains of Promathia Treasures of Aht Urhgan Wings of the Goddess  As well as three addon scenarios A Crystalline Prophecy  Ode of Life Bestowing A Moogle Kupo dEtat  Evil in Small Doses A Shantotto Ascension  The Legend Torn Her Empire Born  Everything is included on a single DVD,Missing,Missing,Missing
1262217600,268749,SingStar Patito Feo,[9],A version of SingStar that exclusively features music from the Argentinian Telenovela Petito Feo,Missing,Missing,Missing
1262217600,240335,FIFA Soccer 10,[38],PSP port of FIFA Soccer 10,[14],Missing,Missing
1262217600,229454,Xevious Ressurection,[9],A new game in the Xevious series only released as part of the Namco Museum Essentials compilation,[5],Missing,Missing
1259884800,219494,SingStar: Miliki,[8],SingStar Miliki is a karaoke game which exclusively features songs by the Spanish clown and musician Miliki There are no changes to the gameplay formula players sing into a microphone and the game gives points based on the performance The only basis of assessment is if the correct note is hit with the correct timing the sung words or octave does not play into the result,[7],Missing,Missing
1261008000,196213,"Naraku no Shiro Portable Ichiyanagi Nagomu, Nidome no Junan",[38],Missing,[34],After solving the Amagoushi no Yakata case Ichiyanagi Nagomu receives an invitation from his friend Hiori to go to the Ruroi castle in Europe The construction is hidden deep in the valley and the only way to enter is through a rope bridge Nagomu learned of the history of the castle during dinner with the current owner of the castle  The ancestor of the young nobleman has been studying black magic and satanic rites He has been trying to summon a demon by offering youths as sacrifices After numerous failed attempts he finally managed to call upon a demon to possess his sacrifice The castle is then built in the valley to keep the possessed youth from escaping The youths mother has entered the castle to find her son but she too disappeared not long afterwards  According to the rumors the ghost of the mother is still in search of her son and the youth is still somewhere within the castle  During the conversation the castle is blacked out and in the darkness the occupants can feel the evil in the air,Missing
1261440000,194642,LittleBigPlanet: Pirates of the Caribbean Level Kit,[9],Get Sackboy ready for adventure with this downloadable collection of Pirates of the Caribbean goodies including tons of stickers music and a Cannibal costume,[8],Missing,Missing
1259884800,136395,SingStar: Chartbreaker,"[8, 9]",SingStar Chartbreaker is a game of the SingStar Series released in Germany  Tracklist 1 Adamski Killer 2 Ann Lee 2 Times 3 Baltimora Tarzan Boy 4 Black Wonderful Life 5 Charles and Eddie Would I Lie To You 6 China Crisis Wishful Thinking 7 Cinema Bizarre Lovesongs They Kill Me 8 Daryl Braithwaite One Summer 9 David Dundas Jeans On 10 Eighth Wonder Im Not Scared 11 Emilia Big Big World 12 Harpo Moviestar 13 Joshua Kadison Jessie 14 Lisa Stansfield All Around The World 15 Marc Almond feat Gene Pitney Somethings Gotten Hold Of My Heart 16 Marshall Hain Dancing In The City 17 Max Werner Rain In May 18 Maxi Priest Close To You 19 OMC How Bizarre 20 Orange Blue Shes Got That Light 21 P M Sampson We Love To Love 22 Ashford  Simpson Solid 23 Samantha Fox Touch Me I Want Your Body 24 Sniffn The Tears Drivers Seat 25 Talk Talk Such A Shame 26 Tasmin Archer Sleeping Satellite 27 Thomas Godoj Love Is You 28 Thompson Twins Doctor Doctor 29 Watershed Indigo Girl 30 Whigfield Saturday Night,Missing,Missing,Missing
1261612800,127796,Little Busters! Converted Edition,"[8, 9, 38, 46, 130]",Since its humble beginnings as a PC game the Little Busters visual novel has continued to evolve In the past decade we have seen spinoff games and console adaptations as well as the release of comic novel and anime adaptations  Its easy to see why the underlying theme of friendship in this romantic adventure game has had players hooked from the very start,"[31, 34]",Riki was a child when his parents died leaving him hopeless and depressed What saved him was a group of four kids calling themselves the Little Busters They took Riki out and played with him during his time of need He really enjoyed being together with them and his grief gradually faded away Now in his second year of high school they still hang out fight and live together and enjoy their school life,Missing
1261353600,77112,Arkedo Series: 03 Pixel!,"[9, 12]",Pixel is a reto style 2D platformer The player plays the role of Pixel cat whose task is to go through several stages in order to collect treasures and save his own world,[8],Missing,Missing
1259798400,75697,Mobile Suit Gundam: Gundam vs. Gundam Next Plus,[38],Mobile Suit Gundam Gundam vs Gundam Next Plus is the PSP port of the arcade game Gundam vs Gundam Next the seventh iteration of the  Gundam vs series of games It includes several new mobile suits and adds the new NEXT Plus mode,Missing,Missing,Missing
1259798400,67379,Tokimeki Memorial 4,[38],Missing,"[13, 15]",Missing,Missing
1260316800,67255,QIX++,"[12, 38]",QIX is a Xbox Live Arcade remake of the game QIX that now includes high definition graphics    The object of the game is to defeat the QIX using the user controlled marker to cut off more than 75 of the playing area Once the 75 of the playing area is cut off you will advance to the next level During the game the QIX will come in the form of waves expanding triangle patterns and floating circles Also hindering you ingame will be energy pulses along the edge of the playing area that will cost you a life if you come into contact with them    However you do get some help during play If you cut off an area with a pickup in it you will get a helping boost These come in the form of point boosts and limited invincibility You have two stages to complete each with eight sections to them Multiplayer offers either local or online play where you can compete with up to 4 players or bots The aim of QIX in multiplayer is identical to the single player element only you are now racing to be the one that clears the board first,Missing,Missing,Missing
1261440000,67209,Savage Moon: The Hera Campaign,[38],A realtime tower defense game specifically designed for the PSP that pits you against hordes of chitinous carnivorous buglike creatures called Insectocytes,"[11, 15]",Missing,Missing
1261008000,66977,Route 66,[38],Travel down the world famous Route 66 with Mad Madeleine Mayflower as she takes a much needed vacation from motorcycle racing Explore hilarious and wellknown tourist attractions as you travel all over the country in this Hidden Object game Start off in California and find funny knickknacks as you make your way across Route 66 and through the very heart of America Enjoy quirky minigames and have a great trip,Missing,Missing,Missing
1262217600,66820,King of Pool,"[5, 38]",A Billiards game developed by Ivolgamus and published by Nordcurrent,[14],Missing,Missing
1262217600,63757,Hilton Ultimate Team Play,[38],A training game for employees of Hilton Hotels  Hilton Garden Inn Ultimate Team Play is a simulation game for the Sony PlayStation Portable developed by Virtual Heroes for Hilton Garden Inn using the Vicious Engine and released on Universal Media Disc The game was announced in 2008 and released in January 2009 The game is a simulation training game in which the player is a worker in an hotel of the Hilton Garden Inn chain and must complete various tasks satisfactorily in order to obtain a good score The tasks include cleaning the hotel guest rooms manning the hotel reception desk managing the hotel restaurant and interacting with the guests appropriately,Missing,Missing,Missing
1261008000,62948,Death Connection,[8],Death Connection is a visual novel by Otomate for PlayStation 2,[34],On a rainy night a woman brought a baby to a church in the country and left her to the priest The priest named her Amelia Seventeen years later Amelia was living happily with the priest and Joshua But one night a group of gangsters suddenly came into the church to kill Amelia Amelia and Joshua somehow run away and meet a guy who frequently visits the church He takes them to a house and gives them a pendant When Amelia held it it suddenly shined and three guys appeared They are Vicious Nicole and Leo,Missing
1262217600,58573,Chandragupta: Warrior Prince,"[8, 38]",A 2D action beat em up developed by Immersive Games exclusively for the PlayStation 2 and PlayStation Portable in Europe,"[8, 25, 31]",Missing,Missing
1261008000,56532,Akaneiro ni Somaru Saka Portable,[38],Missing,[34],Missing,Missing
1262217600,52608,Namco Museum Essentials,[9],This collection of Namco classics comes with an updated version of Xevious and ties into PlayStation Home,"[5, 33]",Missing,Missing
1260489600,47428,NBA Unrivaled,"[9, 12]",A downloadable arcadestyle basketball game that features real teams and players from the 20092010 NBA season,[14],Missing,Missing
1261094400,45302,SingStar: Vasco,"[8, 9]",SingStar Vasco is a karaoke game which exclusively features songs by Vasco Rossi There are no changes to the gameplay formula players sing into a microphone and the game gives points based on the performance The only basis of assessment is if the correct note is hit with the correct timing the sung words or octave does not play into the result The PS3 version allows access to the SingStore an online shop for downloading additional songs,[7],Missing,Missing
1260403200,44505,R-Type Tactics II,[38],RType Tactics II is a turnbased strategy gametactical roleplaying game released in 2009 in Japan for the PlayStation Portable game console It is the sequel to 2007s RType Tactics The main part of the game consists of three campaigns in which the player controls two human factions then the Bydo Empire,"[16, 24]",Missing,Missing
1261526400,44496,Lucky Star: Net Idol Meister,[38],Lucky Star Net Idol Meister is an idolmanagement simulator in which you must train and turn one of the Lucky Star girls into the biggest net idol,"[13, 31, 34]",Missing,Missing
1262217600,44487,Hannah Montana: Rock out the Show,[38],Hannah Montana Rock Out the Show is the first Hannah Montana game on the PSP,[7],Missing,Missing
1262217600,43023,Singstar: Svenska Stjärnor,[9],The Singstar concept has met great success in Scandinavia but earlier releases had only English songs Consumers wanted to sing songs they knew in their own language and Singstar svenska hits was born The game follows the same layout as previous games in the series but with new artists,[7],Missing,Missing
1260403200,42855,Naruto Shippuden: Ultimate Ninja Heroes 3,[38],Naruto Shippuden Ultimate Ninja Heroes 3 puts players fighting spirits to the test with intense and frantic battles while using one of more than 50 characters New characters include Young Kakashi and Obito Uchiha from the Naruto Shippuden special Kakashi Chronicles For the first time in the series history Naruto Shippuden Ultimate Ninja Heroes 3 expands upon the series trademark fighting engine and updates it for fourplayer brawls Team up with a partner to unleash a devastatingly powerful Jutsu team attack on opponents or interrupt an enemys Ultimate Jutsu to help or hinder another player,"[4, 31]",Missing,Missing
1260576000,42829,Bubble Trubble,[38],Bubble Trubble is a dynamic new twist to falling puzzle games that lets players rotate and drop clusters of colored bubbles matching colors to fuse them together and grow them until they burst Be sure to combine matched colored bubbles together before running out of room To avoid any trubble youve gotta burst your Bubble Three zany cartoon animal guides react to players performances as they present each level and its unique environments challenge Be sure to watch out for the Power Bubbles that may enhance or impede your performance,[9],Missing,Missing
1262217600,41593,Resident Evil 5: Collector's Edition,"[9, 12]",This Collectors Edition includes   Resident Evil 5  Tricell messenger bag  Chris Redfield figurine  BSAA patch  Kijujuinspired pendant  Custommade Steel Case holds game and bonus disc,"[5, 31]",Missing,Missing
1261008000,38458,Queen's Blade: Spiral Chaos,[38],With the Queens Blade Tournament ongoing rumors arise about a dark mysterious power threatening to destroy all of Gainos With the new heroes Cute and Jean and the rest of the Queens Blade competitors they seek to find the root of this power and destroy it to restore balance to the land,[15],Missing,Missing
1260403200,25934,Bleach: Soul Carnival 2,[38],The game follows the story of the manga from the start of the series until Ichigos victory over Ulquiorra Cifer The games story is told through voice acting and text There are also some cinematics which were taken right from the anime that are shown most often during fights scenes,[25],The game follows the story of the manga from the start of the series until Ichigos victory over Ulquiorra Cifer The games story is told through voice acting and text There are also some cinematics which were taken right from the anime that are shown most often during fights scenes,Missing
1260403200,24340,Hyperballoid HD,[9],Alawars Hyperballoid series makes its way to the PS3 with Hyperballoid HD Features Arkanoidstyle action with two campaigns totalling 100 levels,[15],Missing,Missing
1262217600,23014,Resident Evil 5: Versus,"[9, 12]",Versus Mode is a downloadable content for Resident Evil 5 which adds a new upto4player online mode with ability to control Chris Jill Sheva and Wesker,"[5, 31]",Missing,Missing
1262217600,22999,Military History Commander: Europe at War,"[6, 14, 20, 38]",Commander Europe at War is a turn based strategy game taking place during World War II The player can opt to play as the allies or axis forces in a game that spans the entire European chapter of the war Or play one of the 6 included scenarios such as Operation Barbarossa D Day or the Grand Campaign,[15],Missing,Missing
1261008000,22970,Blue Toad Murder Files,[9],Blue Toad Murder Files full title Blue Toad Murder Files The Mysteries of Little Riddle is a murder mystery puzzle video game developed and published by the British video game developer Relentless Software The game is episodic and the first installment was released for the PlayStation 3 via the PlayStation Store in December 200934 The entire season of the game Blue Toad Murder Files The Mysteries of Little Riddle includes six separate episodes5 The Windows version was available to download from online games distribution sites as well as from the official website in November 20106 Support for PlayStation Move was added in December 2010 update 207 An iOS version was released in April 20138,"[9, 31]",Missing,Missing
1260403200,21770,Revenge of the Wounded Dragons,[9],In this dualmission drama where you are the hero your little sister was kidnapped by the local mafia Boss while your grandfather has been killed by the same ruffian But all these years you were trained by the old man in the ancient art of KungFu your most lethal weaponSingle player and local multiplayer modes4 beautiful environments with immersive levels totalling 24 areas all of them packed with enemies10 minigames Play them in single player or against your friendsFinishing moves to defeat your enemiesDragon rage your special powerCoop moves to use with your friends in multiplayer modeCool animated comic storytelling between levels12 PS3 TrophiesLeaderboardsThe ability to create your own soundtrack and relive your game by taking screens through the XMB,[25],Missing,Missing
