first_release_date,genres,id,name,platforms,storyline,summary,rating
1274918400,[34],221611,Desert Kingdom,[8],Aspashia is a majin princess that lives in the magic kingdom of EVUU One day her magic suddenly disappears and her father the king says it must be because her mother was human Aspashia learns that in order to get her magic back she must travel down to earth and grant the wishes of humans By granting small wishes she will get a small amount back but in order to get a large amount back she must grant true large wishes However people keep these wishes secret so it will take time for her to figure them out time that she cant use to grant small wishes Aspashia has a limited amount of time to get all her magic back or shell have to remain on earth as a human for the rest of her life,Desert Kingdom centers around Aspasia a princess of the magical Kingdom EVUU,Missing
1274313600,[34],219140,Lucian Bee's Evil Violet,"[8, 38]",Missing,A fandisc for Lucian Bees Resurrection Supernova focusing on HONEYBUZZARD Ⅵ,Missing
1274313600,[34],219139,Lucian Bee's Justice Yellow,"[8, 38]",Missing,A fandisc for Lucian Bees Resurrection Supernova focusing on METROPOLIS V,Missing
1274313600,[34],214560,Otometeki Koi Kakumei Love Revo! Portable,[38],The main character Hitomi Sakuragawa was once a cute beautiful girl winning beauty contests in childhood However after losing to the temptation of junk food received from fans she has steadily gained weight until she reached 100 kg in her second year of high school  At the beginning of the school year the main character and her brother move into her fathers mansionlike dorm Surprise awaits as she discovers that the schools most popular guys are also moving in Their impressions on her shock her into starting a diet,Otometeki Koi Kakumei  Love Revo Portable is an otome game developed by HuneX and published by Idea Factory which was released in Japan in 2010,Missing
1272931200,[13],210009,Jane's Hotel,"[20, 38]",Missing,Missing,Missing
1273708800,[34],163342,Hakuoki Yuugiroku,[38],Chizuru notices that the members of Shinsengumi are secretly having a meeting and so Hijikata tells her to report to him if she finds out anything She overhears Itou talking about how he lost something precious and that he has to find it before it falls in the other members hands When Chizuru finds and opens the box that Itou lost suddenly everyone goes into chibi mode and now Chizuru and your dude of choice have to figure out a way to return back to normal The challenge is you must successfully pass a bunch of mini games to get to the bottom of things,Hakuouki Yuugiroku is the third installment in the Hakuouki series This game takes a much more lighthearted approach as it mainly consists of three parts the normal part chibi characters part and six minigames,Missing
1274140800,"[8, 31]",142710,Prince of Persia: The Forgotten Sands,[38],The game features a plot in which the prophecy is written that a member of Princes royal family will bring an end to an evil fire spirit Ahihuds dark reign over hidden mystic land To ensure his survival the evil spirits minions hunt down those with the royal blood of Persia Prince escapes his tower where he is kept protected by his father and pursues a mysterious guiding light which turns out to be Helem a spirit of Time who promises to help the Prince defeat his enemy Together they journey to a mysterious hidden kingdom which is revealed to be the holy site where the first god came to create universe The kingdom is fully under control of Ahihud who aims to devour the lands magical energy the Elixir The player has to confront Ahihuds sand monsters collects Elixir to boost his own strength and vitality and find portals to spirits realm where Helems sisters are to be freed Each freed Sister of Time grants Prince a new ability to control time like freezing a selected spot or creature or hasting it After making his way through the mystic land Prince defeats Ahihuds two most powerful servants the gigantic guardian of the palace and the sand assassin who was created to hunt down Princes relatives In the end Prince is able to kill Ahihud in his own domain in spirits realm fulfilling the prophecy and restoring the mystic land to its former glory,Prince of Persia The Forgotten Sands for the PSP is a sidescrolling 25D platformer It has a different storyline involving freeing the Sisters of Time a different setting and antagonist It was developed by the same team that developed the Wii Version and hence has the same artstyle,Missing
1274918400,"[7, 34]",140854,Sound of the Sky: Maiden Quintet,[38],Missing,An adventure game based on the TV anime Sound of the Sky Members of the 1121st Platoon a defense unit composed entirely of girls are depicted struggling to perform at a music festival Original characters that are not in the original also appear and the story progresses with a little fan service happening This work adopts a multiview system and the player can select the character who will be the hero of the day for each day and enjoy the scenario from each viewpoint In addition a parameter called playing ability is set for each character and the playing ability goes up and down in daily events and everyones level can be confirmed by ear in daily practice,Missing
1273104000,"[11, 12, 15, 16, 24]",140347,Valkyria Chronicles 2: Exercise vs. Class C,[38],Missing,A goods retrieval exercise will be carried out versus Class C  Retrieve 5 crates scattered across the areas  In order to replicate an actual battle as closely as possible Class C has been granted the use of multiple tanks,Missing
1274313600,"[11, 12, 15, 16, 24]",140345,Valkyria Chronicles 2: Final Engineer Exam,[38],Missing,A final exam to test Engineer class abilities will be held  Move the escort APC to the target point in Area 5,Missing
