first_release_date,id,name,platforms,summary,genres,storyline,rating
1157932800,273833,Rain Wonder Trip,[38],Rain Wonder Trip is a quizz quizzadventure game featuring Asias most popular RandB singer Rain In the game player goes on a trip with Rain and discovers everything there is to know about him and his life through multiple series of quizz and never seen before videos,Missing,Missing,Missing
1158192000,269441,Moegaku @ Portable,[38],One day Kyoka Akira told Tukishima Moe he would study in United States Although Moe wanted Akira to stay Moe had poor English skills Responding to Moes wish Lulue appeared to help Moe Using the transformation item given by Megamisama she must battle against rival magical girls by chanting in English to cast spells Unfortunately Moes English was poor However Emily was willing to train Moe with English In order for Moe and Akira to study together Moe must prepare for the final battle taking place 50 days later,Missing,Missing,Missing
1159142400,257118,NBA 2K7,"[8, 9, 11]",Missing,[14],Missing,Missing
1159142400,248771,NBA Live 07,[38],Missing,"[13, 14]",Missing,Missing
1159142400,248770,NBA Live 07,"[8, 11]",Missing,"[13, 14]",Missing,Missing
1157932800,248529,LEGO Star Wars II: The Original Trilogy,"[8, 11, 21]",LEGO Star Wars II The Original Trilogy takes the fun and endless customization of LEGO and combines it with the epic story characters and action from the original Star Wars movies that revolutionized pop culture forever Episode IV A New Hope Episode V The Empire Strikes Back and Episode VI Return of the Jedi With a unique tongueincheek take on the Original Trilogy LEGO Star Wars II follows the Rebel Alliances crusade to dismantle the Galactic Empire and rebuild a galaxy in pieces,Missing,Missing,Missing
1158019200,248528,LEGO Star Wars II: The Original Trilogy,[38],The PSP version adds a few new features and has the a wireless lobby like the DS version This port removed the bounty hunter missions available in the main releases but added the final chapter for each episode of the previous trilogy in a separate mode It also added a time challenge mode to each level with characters from the previous trilogy as rewards,"[25, 31]",Missing,Missing
1158624000,248525,Open Season,"[8, 11, 21]",Missing,Missing,Missing,Missing
1158624000,248524,Open Season,[38],Missing,Missing,Missing,Missing
1158192000,242363,Cluster Edge: Kimi wo Matsu Mirai he no Akashi,[8],Missing,"[31, 34]",Missing,Missing
1159488000,168316,Raceway: Drag & Stock Racing,[8],Fire up your engines and get ready to tear up the track in the worlds fastest and most dangerous of all motorsports Launch your funny car top fueller or stock car down quartermile straights banked ovals and a host of other wild circuits With plenty of game modes and insane stunts to master Raceway Drag  Stock Racing offers all the highspeed tyre blistering action,[10],With up to 16 stock cars racing for the finish line see the bodywork fly and cars spin out in outrageous highoctane crashes Drag  Stock Racer puts you on the fast track to an insane heartpounding thrill ride Youll tear up the asphalt in the fastest and craziest vehicles known to man and pound your way through multiple game modes such as Shoot Out Big Ramp Stunt Arena and more Features single player or headtohead racing championships trophies bonus modes and a host of unlockable extras So fire up your engines This is one trip you wont forget,Missing
1157500800,152164,Tales of Phantasia: Full Voice Edition,[38],An enhanced remake of the original 1995 classic Tales of Phantasia released exclusively for the PlayStation Portable,[12],Missing,Missing
1158796800,146658,Harukanaru Toki no Naka de: Maihitoyo,[8],Based on the movie of the same name this game is a retelling of the original Harukanaru Toki no Naka De 1 where the story is based in a different setting and with a new character added,[34],Sometime after the protagonist arrives into the capital and gains the ability to seal vengeful spirits the Imperial Palace is consumed by a considerable number of curses The overwhelming spiritual taint causes several members of the nobility including Fujihime to become severely ill Due to restrictions regarding decorum the protagonist is sent to stay at the palace alone to remedy the predicament Her early attempts to purify fail and she is bullied by the nobility for her improper conduct A mysterious young man visits her during her time of vulnerability and imparts her with the knowledge she needs to overcome the threat Once she is reunited with her comrades their goal is to save the Imperial Palace the spiritual heart of the capital from the Demon Clan,Missing
1158105600,144150,SingStar: Deutsch Rock-Pop,[8],Missing,[7],Missing,Missing
1159401600,122278,Kowloon Youma Gakuen Ki re:charge,[8],An enhanced version released 2 years after the original game  This version was also included in the Atlus Best collection of rereleases on the PlayStation 2 in 2008,"[12, 13, 31]",Missing,Missing
1158192000,92809,Mind Quiz,"[20, 38]",Get Mind Quiz Puzzle game for PSP PSVita console from the official PlayStation website Know more about Mind Quiz Game,[9],Missing,Missing
1158105600,78349,Guitar Freaks V3 & DrumMania V3,[8],Japanese only release by konami,[7],Missing,Missing
1158192000,73695,"Rurouni Kenshin: Meiji Kenkaku Romantan - Enjou, Kyoto Rinne!",[8],Rurouni Kenshin Meiji Kenkaku Romantan  Enjou Kyoto Rinne is a third person action game for the PlayStation 2 console which came out in Japan in 2006 The game allows players to go through the story of either Himura Kenshin Sagara Sanosuke Saito Hajime or Shinomori Aoshi who is playable once the player unlocks him although with a smaller movelist The plot is based entirely on the Kyōto Arc of the manga and anime An American version was planned to be released by Bandai Namco games and developed by Dimps in 2007 however it was cancelled due to scheduling conflicts and low profit prospects,Missing,Missing,Missing
1159401600,72855,Pop'n Music Carnival,[8],The 13th game in the Popn Music franchise,[7],Missing,Missing
1159488000,72738,Carwash Tycoon,[8],Wash cars and build up a reputation in the carwashing business,"[13, 15]",Missing,Missing
1157587200,72478,Blood+: Final Piece,[38],An adventure roleplaying video game that utilizes animated sequences from the Blood anime series as well as new footage created specifically for the game Saya joined by three friends from school investigates the mystery of her fathers disappearance,[31],Missing,Missing
1158796800,71766,Australian Idol Sing,[8],Australian Idol Sing is a single and multiplayer singing game In real karaoke style songs appear on your screen and you have to sing the right words at the right time Onscreen indicators inform you what pitch you need to maintain at any given time Hit the right notes for the right amount of time and youll get high scores,[7],Missing,Missing
1158278400,68270,Air Raid 3,[8],Air Raid 3 is a ShootEm Up created by Phoenix Games It is not a sequel to any previously released title despite its name  Air Raid 3 lets players become a jet fighter pilot with numerous missions all over the world The gameplay is similar to the Ace Combat games as it is primarily focused around dogfighting versus a range of other aircraft in the sky and achieving mission based objectives such as blowing up a certain building of defeating a number of enemy aircraft  15 levels of continous changing of the oppositions strategy weapons and appearance ensure many hours of action packed fun Are you up to the challenges that Air Raid 3 offers,[13],Missing,Missing
1159574400,66954,Cinderella,[8],Cinderella is a fantasy game from Phoenix Games,"[9, 35]",Missing,Missing
1158019200,66473,SnoCross 2: Featuring Blair Morgan,[8],This page would cover everything about the SnoCross 2 game It would cover new features and changes from the first game,"[10, 14]",Missing,Missing
1159401600,64898,Sega Ages 2500 Vol. 28: Tetris Collection,[8],As the name suggests Tetris Collection contains a number of Segapublished versions of Tetris Flash Point and Bloxeed Not only can the original arcade games be played but you can also view arcade fliers and listen to the games sounds from a special menu selected with Select  Unique to this collection is the Sega Mega Drive port of Tetris including full box and manual scans and a prototype ROM of a cancelled Mega Drive port of Flash Point both of which were prevented from being sold due to presumed licensing problems,[9],Missing,Missing
1159401600,61438,Boxer's Road 2: The Real,[38],Missing,Missing,Missing,Missing
1157587200,60363,Taiko no Tatsujin Portable 2,[38],Missing,[7],Missing,Missing
