first_release_date,id,name,platforms,summary,genres,storyline,rating
1071100800,269394,Cambrian QTS: Kaseki ni Natte mo,[8],Cambrian QTS  Kaseki ni Nattemo is an adventure game that is about a strange creatures that became extinct long ago that are discovered by chance in the South Pacific last year they were successfully commercialized as pets with the name of Cambrian QTS The new species grows into an aquarium filled with special seawater as they grow hatched from an egg  During the day the player can talk to various people in the town the school or home Knowledge and sometimes get training items for his QTS but also to gather information in preparation for the training mode communication whe he returns to his room The other part of the game is about raising the QT  The game features japanese voice acting for all the characters and an unlockable gallery that will be avaliable once the game is completed,Missing,Missing,Missing
1072310400,253125,Moekan,"[8, 23]",An anarchistic country that is said to dominate the world exists on a vast island known as Moekko Island This is where the final works of AC Companys android combat maids resembling beautiful young girls are done also where these maids get there communication training A new maid is to come to the island to be trained Rinia she is a young looking girl who has lost her all of her memories she tries very hard to impress the owner at Moekko island but just ends up making a lot of trouble around the mansion Takahiro the owner of Moekko island a depressive young man who has also lost his memories is seen as a very unhappy person who thinks Rinia will only be trouble around the mansion As time passes Takahiro slowly grows attached to Rinias attempted ways of helping and so starts a beautiful relationship among the quiet island,[34],Missing,Missing
1071705600,248628,Otona no Gal Jan Kimi ni Hane Man,[8],Missing,Missing,Missing,Missing
1072569600,234529,Hanakisou,"[6, 38]",A young man awakens in the snowy wilderness with no memory The boy watching over him informs him that his name is Kuroto which means the winter that announces the end Claiming to be a traveling companion Hanashiro reassures Kuroto and says he will help him regain his memory More questions arise once they reach the nearest town and are soon confronted by the military While Kuroto attempts to grasp the quickly developing events around him snow quietly continues to fall,"[31, 34]",Missing,Missing
1071187200,221002,J.League Winning Eleven Tactics,[8],Missing,Missing,Missing,Missing
1071705600,203263,World Fighting,[8],World Fighting is a 3D versus fighting game offering several diffrent fighting styles from around the world Thai boxing meets kung fu meets karate meets wrestling in four different fighting arenas actually being regular boxing rings with varying colours Ten different fighters with individual and unique characteristics can be selected for a versus match against a friend the tournament or a survival match There also exists a training mode to exercise techniques and moves before entering true fights,Missing,Missing,Missing
1072310400,194712,"Chocolat: Maid Cafe ""Curio""","[23, 38]",The main characters father suddenly gets remarried without noticing him and he starts a new life with his father a new mother and a younger sister Suzu But his new parents go on honeymoon for three months and he is forced to work at his fathers coffee shop until they come back He is totally confused with his new life at first But he meets various girls falls in love and gradually starts to enjoy his life,[34],Missing,Missing
1071705600,194435,Karaoke Revolution Anime Song Selection,[8],A version of Karaoke Revolution featuring theme songs from various popular anime as well as some tokusatsu shows,"[7, 34]",Missing,Missing
1072828800,147515,All Star Action,[7],All Star Action is a game developed by Mere Mortals and was released for Sony PlayStation,"[10, 14]",Missing,Missing
1070496000,143555,Ashita no Joe: Masshiro ni Moe Tsukiro!,[8],A boxing game based on the famous japanese animemanga Ashita no Joe,"[4, 33]",Missing,Missing
1071100800,139244,Dance Dance Revolution Party Collection,[8],Dance Dance Revolution Party Collection is an Action game developed by KCET and published by Konami which was released in Japan in 2003,[7],Missing,Missing
1071273600,137623,Tetris Kiwamemichi,"[8, 52]",Missing,[9],Missing,Missing
1071705600,122537,Taiko no Tatsujin: Waku-waku Anime Matsuri,[8],Missing,[7],Missing,Missing
1071705600,99692,Sega Ages 2500 Vol. 7: Columns,[8],This game is an upgrade of the original 1990 arcade release of Columns The games were released out of order for some reason  this one was released a few weeks before Volume 6 unless Sega 3DAges and SCEJ all accidentally switched the dates on both their websites This game include an original mode which is practically identical to the arcade release and an updated mode sporting prerendered 2D graphics and various visual and audio upgrades There is also a versus mode where you can play against the computer otherwise it is not too dissimilar from the original version,"[9, 33]",Missing,Missing
1071705600,92251,Train Simulator + Densha de GO!: Tokyo Line,[8],Train Simulator  Densha de GO Tokyo Line is an electric train driving simulation game This game features the use of fullmotion video with two modes representing the display controls and gameplay mechanics of either series It focuses on three routes from the Tokyu Railways Company the Toyoko Line the Denentoshi Line and the Oimachi Line,[13],Missing,Missing
1072828800,92099,ExZeus,"[8, 52]",In 2102 CE a giant asteroid enters Earths orbit and inside is a horde of aliens led by the entity Diadora unleashing an invasion on mankind Hiding deep underground the surviving rebels create three experimental robots Sophia Calista and Dynamis to combat Diadoras army the objective codenamed Operation ExZeus These three robots are humanitys last hope  ExZeus is an onrails arcade shooter in a thirdperson perspective The player can move in all directions while progressing forward shooting enemies and collecting powerups and gold The player has the ability to lock onto enemies and fire powerful missiles at them and also has a laser which recharges by itself after every use they can launch by holding down the fire button The player can also send out nuclear bombs that destroy all of the enemies on screen which can also be used to help with bosses  At the end of every level the player faces a boss Before the fight begins a screen will display the weaknesses of that boss Successfully defeating a boss will bring the player to the item shop where they can buy items to power up their robot and then proceed to the next level,Missing,Missing,Missing
1072828800,88893,Gran Turismo / Motor Toon Grand Prix 2 Double Pack,[7],Gran Turismo  Motor Toon Grand Prix 2 is a Compilation game published by SCEE which was released in Europe in 2003,"[10, 13]",Missing,Missing
1072828800,78592,Jeopardy!,[8],Quiz game based on the popular quiz show Jeopardy Hosted by Alex Trebek,"[9, 26]",Missing,Missing
1072828800,73995,Scrabble Interactive: 2003 Edition,"[6, 8]",Scrabble 2003 edition for PlayStation 2 and PC,"[9, 26]",Missing,Missing
1072828800,73750,Bikini Beach: Stunt Racer,[8],Bikini Beach Stunt Racer is a trick based driving game where players must collect diamonds and score big to woo a female of one of four ethnicities The game features 12 open arenas 12 stunts and 4 locations,"[10, 14]",Missing,Missing
1071792000,72680,Angelique Etoile,"[6, 8]",Angelique étoile étoile meaning star in French is considered the fourth main installment of the Angelique series Its PlayStation 2 port is one of the projects made for Neoromances tenth anniversary It is the first game in the series to not provide Angelique as the default name for the protagonist  Yuki Hori and Mami Matsushita are the producers Kazuyuki Nakasa is the director Midori Kusanada is the scenario director Nobumasa Takagi composed the music  The Premium Box edition includes a collectors plate The PS2 Premium Box has a character message CD a scarf and a set of greeting cards Consumers who purchased the Windows version early using Gamecity Shopping received an illustrated box sleeve with their purchase,[34],The protagonist is a normal high school girl who was born in the Sacred Bird Cosmos She and many other girls act as school representatives for a field trip to Holy Land the day after her seventeenth birthday Like the other girls she is asked by the Sacred Guardians to walk through a series of doorways Her path ends at a mystical stone slab which shimmers in her presence Moments afterwards a spirit takes the form of her treasured childhood doll to inform her that she is the legendary étoile or a celestial messenger for the cosmos Her mission is to help nurture the Sacred Beast Cosmoss growth within a year 365 days,Missing
1072828800,72430,Growlanser Collection,[8],A compilation of the first 3 Growlanser games,"[11, 15]",Missing,Missing
1072828800,69888,Space Invaders Anniversary,"[6, 8, 52]",Space Invaders Anniversary celebrates the 25th anniversary of the oldest Taito franchise,[33],Missing,Missing
