first_release_date,genres,id,name,platforms,storyline,summary,rating
1564444800,"[13, 15, 32]",265911,Five Nights at Freddy's,"[34, 39, 48, 49, 130]",Freddy Fazbears Pizza was once a popular restaurant for adults and children alike However due to a number of incidents including the kidnapping and implied murder of five children by a man wearing an empty animatronic suit sanctions by the Health Department over the numerous reports of dirtiness and The Bite of 87 the pizzeria has fallen on hard times Freddy Fazbears Pizza is set to close by the end of the year as potential buyers do not want to be associated with the tainted reputation of the company  The four mascots  Freddy Fazbear Bonnie the Bunny Chica the Chicken and Foxy the Pirate had a particularly foul odor and what appeared to be blood and mucus around their eyes and mouths which concerned parents had interpreted as reanimated carcasses,Welcome to your new summer job at Freddy Fazbears Pizza where kids and parents alike come for entertainment and food as far as the eye can see The main attraction is Freddy Fazbear of course and his two friends They are animatronic robots programmed to please the crowds The robots behavior has become somewhat unpredictable at night however and it was much cheaper to hire you as a security guard than to find a repairman  From your small office you must watch the security cameras carefully You have a very limited amount of electricity that youre allowed to use per night corporate budget cuts you know That means when you run out of power for the night no more security doors and no more lights If something isnt right namely if Freddy bear or his friends arent in their proper places you must find them on the monitors and protect yourself if needed  Can you survive five nights at Freddys,Missing
1563840000,"[5, 33]",239055,Grand Theft Auto Online: The Diamond Casino & Resort,"[167, 169]",Missing,Grand Theft Auto Online The Diamond Casino  Resort is a content update for Grand Theft Auto Online The update introduces The Diamond Casino  Resort a newlyopened business located in East Vinewood where the original Vinewood Casino was found The casino features an exclusive penthouse casino floor and garage storage,Missing
1563408000,"[12, 32]",227624,Touhou Genso Wanderer: Lotus Labyrinth - Miko Rabbit-chan 1-gou,"[48, 130]",One day while picking up tools at Muenzuka Morichika Rinnosuke discovers a strange machine that must have drifted in from the outside world It was a machine called WRS which was used to generate and experience games set in the cyber world,Adds the player  partner character Miko Rabbitchan 1gou to Touhou Genso Wanderer Lotus Labyrinth,Missing
1563408000,"[12, 31, 32]",227622,Touhou Genso Wanderer: Lotus Labyrinth - Reimu Hakurei Blue,"[48, 130]",One day while picking up tools at Muenzuka Morichika Rinnosuke discovers a strange machine that must have drifted in from the outside world It was a machine called WRS which was used to generate and experience games set in the cyber world,Adds the player  partner character Reimu Hakurei Blue to Touhou Genso Wanderer Lotus Labyrinth,Missing
1562025600,[31],226798,Generation Zero: Schweet Vanity Pack,"[6, 48, 49]",Missing,The summer warmth has finally reached Sweden and its time to celebrate Midsummer with some schweet new outfits from the 1980s Mix between the various articles from four stylish new sets each with a unique combination of accessories clothing and hairstyles Express your excitement with 5 stellar new emotes and start dancing around the maypole,Missing
1564099200,[5],218185,Final Doom,"[6, 48, 49, 130]",Missing,The version of Final Doom found in the DLC section of the Doom Unity remasters  Far from earth the UAC recommenced their experiments on on of the moons of Jupiter A spaceship mistaken for a supply vexxel on radar hovered above the base Hideous demons poured out blanketing the base with death All your comrades were quickly slaughtered or zombified This time its not about survival Its about revenge,Missing
1564099200,[5],218171,Master Levels For Doom II,"[6, 39, 48, 49, 130]",Missing,The version of Master Levels For Doom II found as a part of the Unity remaster of Doom II,Missing
1563408000,"[12, 31, 32]",212591,Touhou Genso Wanderer: Lotus Labyrinth - Lotus Friends,"[48, 130]",Lead tons of your favorite Touhou characters at once and conquer the impregnable Lotus Labyrinth,Venture into dungeons with a huge party of your favorite Touhou characters This is a dungeoncrawler RPG with an absurdly large party size The dungeoncrawler RPG Genso Wanderer is now a game with an Oversized Party System that pushes the envelope of the roguelike genre Now you can bring dozens of partners with you on your dungeon crawls,Missing
1562716800,"[8, 9, 31, 32, 33]",210427,Furwind,[48],Missing,Furwind is a colorful pixel art style actionplatformer game that evokes the challeging classics of the old days Embark on this epic adventure in which a little fox will fight the ominous darkness that is invading its world,Missing
1562025600,"[12, 31]",167106,Final Fantasy XIV: Shadowbringers - Collector's Edition,"[6, 14, 48, 167]",Missing,This edition includes the following   Final Fantasy XIV Shadowbringers  Shadowbringers Special Art Box  Expertly Crafted Dark Knight Figure  Shadowbringers Artbook  Shadowbringers Logo Sticker Cling  FINAL FANTASY XIV Playing Card Deck  Bonus Ingame content Windup Fran Minion Grani Mount  Revolver Gunbreaker Weapon,Missing
1562112000,"[9, 33]",154870,Brain Breaker,"[48, 130]",Missing,Are you ready to break your brain While the kids are having fun with Easy mode master players can use different regions in your brain in insane mode Choose from hundreds of backgrounds to create your own atmosphere Playing three different games at the same time requires multitasking skills Can you handle it,Missing
1563408000,"[8, 31, 32]",150781,Eagle Island Twist,"[6, 48, 49, 130]",Missing,Eagle Island Twist is an expansion of Eagle Island It adds a new story a new protagonist and fortyfive new levels  Explore the avian world of Eagle Island with Quill and one of his loyal owls Koji Discover lush forests treacherous caverns and uncover the ruins of long lost civilizations Finally confront the gargantuan deity Armaura in a desperate attempt to rescue Ichiro from her clutches  With its falconrybased gameplay within uniquely generated worlds Eagle Island is set to a beautifully modernized pixel art aesthetic and provides a breath of fresh air to the platforming genre,Missing
1563926400,Missing,148265,Conga Master Go!,[46],Missing,The dance floor fills the line gets longer come on down its time to conga Shake your virtual hips to the ridiculously fun arcade action of Conga Master Go as everyone fights to make the longest conga line possible No rhythm required  anyone can conga  Playing Conga Master Go couldnt be easier guide your dancer across the floor dancing round people to add them to your line as you go Longer congas let you add people faster but watch out for pigs stinking up your line Play solo or even better drag a friend onto the dance floor for some local multiplayer conga madness and see wholl become the true Conga Master,Missing
1563926400,"[5, 31, 32]",129869,PlayerUnknown's Battlegrounds: Season 4,"[6, 48, 49]", Erangel Visual Update  Survivor Pass 4 Aftermath  New Cooperative Mission System  Equal opportunity looting  Vehicle Balance Update  Healing and Boost Item Improvements  Visual Effects Improvements  Turntable Added to Erangel  Character Customize Tab UI Update  Wheel UI Improved,PUBG Season 4 unveils a stunning new visual update for Erangel and reaches back into the undiscovered history of the infamous island that captured the worlds attention with Battle Royale Erangel which has a special home in the hearts of many of us now features refreshed buildings upgraded graphics and some revelations as to the islands combatscarred history,Missing
1562025600,[5],129861,Apex Legends: Season 2,"[6, 48, 49]", New Legend Wattson   New Weapon the LSTAR EMG   New HopUps   New Attachment Extended Energy Magsvg Extended Energy Mag for the Havoc Devotion and Triple Take   New cosmetics including new types Skydive Emotes Loading Screens and Music Packs   Several changes to Kings Canyon   New Town Takeovers Octanes Gauntlet and Singh Labs   Introduction of the Ranked Leagues,Explore a transformed Kings Canyon  The Repulsor Tower is down and beasts have taken over the arena Kings Canyon will never be the same  but the Games go on,Missing
1564012800,"[8, 31, 32]",127629,Woodle Tree 2: Deluxe+,"[6, 48, 49, 130, 169]",Missing,A new edition of Woodle Tree 2 is here with many enhancements Will you be able to save Mother Nature in this vast openworld Adventure This time a devastating menace is taking over the Wood Lands with a black substance that is absorbing life and energy from all living creatures,Missing
1562716800,"[12, 31, 34]",125388,Can Androids Pray: Blue,"[6, 14, 48, 49, 130]",Missing,Can Androids Pray Blue is the blue version of the criticallyacclaimed 3D narrative game about two angry femme mech pilots at the end of the world and God,Missing
1564099200,"[13, 30, 33]",124093,Titans Pinball,"[6, 48, 49, 130, 167, 169]",Missing,Get ready for Titans Pinball a pinball machine where you have to beat mythologic creatures The cyclops Medusa The minotaur and many more are waiting for you inside the temple,Missing
1563840000,[5],122913,Sabre VR,[165],Missing,Pilot a variety of mechanized animals armed with futuristic weaponry in this fastpaced FirstPerson Multiplayer ArenaCombat Shooter,Missing
1563408000,"[12, 13, 15, 31]",122726,Asdivine Kamura,"[6, 34, 39, 48, 49, 130]",Missing,After everything is upended when a transcendent being named Zaddes appears and begins altering the world the Spirit Deity Shiki sets out to gather the Mystic Orbs scattered throughout the various regions and restore his world Teaming up with an unlikely band of both quiet and freewheeling female companions what conclusion they all arrive at Only deity knows the answer to that,Missing
1564185600,"[8, 9, 31, 33]",122489,Sweet Witches,"[48, 49, 130]",Missing,Play as the adorable witches Praline and Vanille who can only rely on their magic ladders unique abilities and powerups to claim the sweets they deserve,Missing
1562284800,[14],122078,NBA 2K20: Digital Deluxe Edition,"[6, 48, 49, 130]",Missing,The NBA 2K20 Digital Deluxe Edition includes the following digital items  35000 Virtual Currency 10000 MyTEAM Points 10 MyCAREER Skill Boosts MyPLAYER Clothing Capsule 10 MyTEAM League packs delivered one a week 5 Heat Check packs delivered one a week beginning at the start of the NBA season 1 Sapphire MyTEAM Cover Athlete Card,Missing
1564531200,[33],121357,Arcade Archives: Victory Road,"[48, 130]",Missing,Arcade Archives Victory Road is a port of the action game Victory Road Ralf and Clark after finishing their mission in Ikari Warriors suddenly find themselves dragged into an alternate dimension To get back home use their nowfamiliar firearms and other new weapons to defeat the evil Zangelt who rules over this world,Missing
1564444800,"[8, 31, 32, 33]",121236,Super Wiloo Demake,"[6, 46, 48, 49, 130]",Missing,Wiloo and Agatha need to rescue their dog from the clutches of DrETvaldo  Roll fly jump and shoot your way across a variety of different platforming levels using unique power ups to reach the end of the level Can you defeat all 5 bosses and rescue your buddy  With 3 different difficulties experience the quest that you desire with easier or devilish challenges  Features  Traverse 50 levels across 5 different worlds with unique themes  Vibrant 8bit visuals  Conquer 5 malicious bosses  Pick from 3 difficulties to suit your playstyle  Use fun power ups to defeat enemies,Missing
1564012800,"[10, 33]",121161,Arcade Archives: Road Fighter,"[48, 130]",Missing,Arcade Archives Road Fighter is a port of the racing game Road Fighter Control your monster machine at speeds of up to 400 kmh avoiding enemy cars and oil spills to finish all 6 stages faster than anyone else If you start to swerve offcourse countersteer and use your driving techniques to power through it,Missing
1563235200,[31],121155,Darksiders III: Keepers of the Void,"[6, 48, 49]",Missing,On a quest from Vulgrim Fury must travel into the Serpent Holes to remove an ancient threat that resides there The Serpent Holes are riddled with new puzzles and enemies eager to test Furys abilities If Fury prevails she will unlock all new weapon from the Hollows as well as the biggest prize of them all The Abyssal Armor,Missing
1564444800,"[5, 31, 32]",121153,We Happy Few: Lightbearer,"[6, 48, 49]",Missing,This addon presents an independent story set in the district town of Wellington Wells His plot revolves around a rockman and the infamous heartbreaker Nick Lightbearer Is the artist really the one for whom he publicly claims to be,Missing
1562457600,[9],120799,Pic-a-Pix Color 2,"[46, 48]",Missing,Missing,Missing
1564012800,"[10, 14, 32, 33]",120795,Smoots Summer Games,"[6, 48, 49, 130]",Get the Gold Medal Get ready for Summer Games Play athletics events from your sofa Prepare yourself for the next season Smoot Summer Games is a sports arcade game for 14 players where you can play 18 athletics events Play with your favorite Smoot character in practice Special Challenge and Championship game modes Smoots Summer Games is the perfect game to play with your friends and family,Smoots Summer Games is a multiplayer sports game made in a beautiful 3D art Play with your friends and be ready to get the Gold Medal,Missing
1564012800,"[8, 31, 32, 33]",120700,Balloon Girl,"[6, 48, 130]",Missing,Take Balloon Girl to the skies and through the dangerous world and fly in this retro inspired flying platformer,Missing
1563840000,"[5, 12, 24]",120553,Tom Clancy's The Division 2: Episode 1 - D.C. Outskirts: Expeditions,"[6, 48, 49, 170]",Missing,Hunt a traitor to a wooded presidential retreat cut the head off the Outcasts at the zoo and experience the new Expeditions,Missing
1562198400,"[8, 33]",120330,Arcade Archives: Ninja Spirit,"[48, 130]",Missing,Ninja Spirit is an action game released by Irem in 1988 The game follows Tsukikage who was raised in the way of the ninja As he learns the truth about where he came from he sets out to travel the land as a rogue ninja to get revenge against the creature that killed his parents Choose from four weapons suited to fighting in different situations and make good use of items such as jewels and ninja scrolls as you progress through the game,Missing
1564012800,"[5, 10, 33]",120268,Zombie Driver: Immortal Edition,"[48, 130, 167]",Missing,New and specially improved version of the zombie smashing hit exclusively for the Xbox One Insane mix of cars speed explosions blood and zombies Fight through an epic narrative campaign or test yourself in the Slaughter and Blood Race modes Engage huge bosses save survivors drive crazy vehicles such as a bulldozer fire truck or even a tank and smash everything in your way Take part in the Blood Race tournament  chase other cars and take them down without mercy on brutal racing tracks Jump into the Slaughter mode and survive as long as possible on specially crafted arenas Experience super smooth gameplay at 60 frames per second and extra crisp visuals Zombie Driver Ultimate Edition includes all DLC content that was ever created for the game,Missing
1563148800,"[31, 32, 33]",120185,Lost Orbit: Terminal Velocity,"[3, 6, 14, 48, 49, 130]",Stranded after his ship is destroyed in deep space Harrison a lowly maintenance worker and our hero must struggle to find his way home,Prepare to once again embark on a perilous journey filled with deadly asteroids orbital boosts and the emptiness of space but this time escape space pirates and more in Lost Orbit Terminal Velocity the definitive version of the fastpaced dodge em up game from PixelNAUTS Games  Lost Orbit centers around the exploration of space Players take control of a lone astronaut who sets off on a dangerous journey to rejoin his civilization armed with only an improvised set of equipment and a relentless spirit Without the help of his ship Harrison will need to use the gravitational forces of planets to navigate and propel himself through space  Set in a world rich with comedy and tragedy Lost Orbit is a game filled with risk loneliness wonder and death,Missing
1563321600,"[8, 31, 32, 33]",119915,Grizzland,"[6, 48, 49, 130, 167]",Missing,Jump slash and explore a broken world  Welcome to the Grizzled Planet a seamless open world platformer presented in retro style and filled with oldschool challenges Explore without pointers to uncover secret areas Equip yourself with unique items and skills even the ability to shrink and enlarge or explode and recombine Only through selfdiscovery will you overcome enemy Dinos in epic combat and find the truth of Grizzland,Missing
1562716800,"[5, 8, 33]",119889,Bouncy Bullets,"[46, 48, 49, 130]",Missing,In a world where the sky is blue and water is pink with icebergs replaced by floating icecreams Bouncy Bullets is a colourfully vibrant firstperson shooter that will task players to traverse wonderful terrains in a bid to reach the portal that awaits them at the end of every level,Missing
1564099200,"[14, 32, 33]",119554,Tetsumo Party,"[6, 48, 49, 130]",Missing,Its Tetsumo Party time Help sumo warriors win in a hilarious competition Control their arms and legs to fit the incoming bamboo wall or drop out in the most ridiculous way,Missing
1563840000,"[31, 32]",119236,Moonlighter: Between Dimensions,"[3, 6, 14, 48, 49, 130]",Missing,The village of Rynoka Once again peaceful and prosperous after the events of the Fifth Door Shaded with green trees inhabited by adventurous and entrepreneurial creatures alike You can understand why a person would like to live here endlessly However life doesnt stop for anybody The wind of change is blowing through Rynoka A new cryptic Portal appeared out of nowhere Does it bring a new threat Or is it a new way to make an easy profit And most importantly are you prepared to enter the unknown,Missing
1564444800,"[12, 15, 16, 24, 31]",118972,Mutant Year Zero: Seed of Evil,"[6, 48, 49, 130]",A new menace is looming in the expansion Powerful and ominous roots have emerged and seem to be taking control over the minds of friends and foes alike Fortunately a new hero has arrived and players can now add Big Khan the moose to their squad of mutants He is not only skilled at landing critical hits but comes with the unique mutations Ground Pound and Flame Puke giving the option to apply a more diverse playstyle in order to succeed,Seed of Evil is an expansion to the awardwinning tactical adventure game Mutant Year Zero Road to Eden picking up where the original game ended and offering hours of more game play new locations to visit and a new leading character  Continue the main story and explore many hours of all new content Expand your team with the veteran stalker Big Khan the moose and get ready to defeat a new threat to Dux Bormin Selma and all the others  In Seed of Evil you must solve the mystery of the powerful and ominous roots which have taken over the Ark Discover huge new maps battle new enemies improve your mutations get your hands on all new gear defeat foes trying to take back lost ground and face off against a vicious new adversary,Missing
