first_release_date,genres,id,name,platforms,storyline,summary,rating
982800000,"[9, 31]",208716,Shadow of Destiny,"[6, 8, 11, 38]",A young man named Eike Kusch strolls through the quiet patriarchal German town Lebensbaum Suddenly a tremendous blow darkens the sight of his eyes and the next thing he can see is a very strange room filled with bizarre objects and a voice talking to him from nowhere A mysterious being known as Homunculus tells Eike that he has been stabbed to death Homunculus gives Eike a timetravelling device and brings him back to life a short while before his murder took place From that moment on Eikes miraculously acquired second chance turns into a constant race against time as he tries to escape from his destiny In order to alter the course of events preventing the unknown person from carrying out his murder Eike will have to travel back in time as far as the 16th century meeting people closely connected to his own existence and changing the fabric of reality,Shadow of Memories Shadow of Destiny in North America is an adventure game There are no action elements in the game and the protagonist has no health bar Each chapter has a time limit during which Eike has to find a way to prevent the murderer from killing him This is mainly achieved by traveling through time to different hours days years and even centuries Obtaining a crucial item having a conversation with a specific character or performing another action in the past will prevent Eike from getting killed Timetraveling requires energy units which can be found by exploring the town If Eike fails to achieve the goal at hand within the allotted time and prevent his murder the chapter must be restarted  During the course of the game the player will have several choices and opportunities to change the future in various ways Due to the timetraveling feature many objectives can be accomplished in nonlinear ways branching the storyline and eventually resulting in eight different endings six of which can be achieved during the first playthrough and two others unlocked after having reached the other six,Missing
982800000,[12],141342,Pocket Digimon World: Cool & Nature Battle Disc,[7],Missing,An expansion of Pocket Digimon World  Cool  Nature Battle Disc had two different sets of Digimon The Cool Version featuring aquatic and icy Digimon and the Nature Version featuring insect and planttype Digimon Both versions are also the only games where Freezeland can be accessed,Missing
982800000,"[12, 31]",128195,Eithéa,[7],Missing,A PS1 RPG from TamTam the developer of Khamrai and Eternal Eyes  Featuring character designs by Aoi Nanase the creator of manga AngelDust Eithéa tells the story of a group of high school students and their teacher who are spirited away to the mystical world of Eithéa and must search for a way home The game incorporates significant dating sim influences with protagonist Shou being able to romance one of the games many female characters over its course,Missing
982281600,Missing,82139,Family Card Games Fun Pack,[7],Missing,Play your favorite card games like youve never seen them before Interactive gameplay and crisp graphics make Family Card Games Fun Pack a fun time for the entire family Includes Seven in a Row Old Maid Old Man The Rich Man Speed Splash Poker Page One Blackjack Seven Bridges and Concentration,Missing
981331200,Missing,75730,SD Gundam G Generation-F IF,[7],Missing,Missing,Missing
981676800,"[10, 13]",73374,Warm Up!,[7],Missing,The sequel to F1 World Grand Prix,Missing
982800000,[13],68791,Iron Aces 2: Birds of Prey,[8],Missing,Iron Aces 2 Birds of Prey is a Simulation game developed by Opera House and published by Kadokawa,Missing
982800000,[10],67008,Time Bokan Series: Bokan Go Go Go,[7],Missing,A kart racer featuring the villains of Tatsunokos Time Bokan franchise The games name is derived from Mach Go Go Go Speed Racer also a Tatsunoko anime,Missing
982800000,"[13, 15, 16]",66699,Volfoss,[7],Missing,Volfoss is a tactical roleplaying game developed by Namco for the original PlayStation It was released in Japan in 2001,Missing
981590400,[12],66178,Lunatic Dawn Tempest,[8],Missing,The most recent title in the roleplaying series from Artdink released for PlayStation 2,Missing
982454400,[31],64665,Fuuraiki,"[7, 8]",Missing,Fuuraiki is a Japanese adventure game made up of handdrawn characters and realworld photographs of actual locations in Japan developed by FOG and OTWO,Missing
981676800,[10],60974,Castrol Honda VTR,[7],Missing,Castrol Honda VTR is a driving game developed by Interactive Entertainment and published by Midas Interactive Entertainment,Missing
982195200,[9],58531,Value 1500: O-chan no Oekaki Logic 3,[7],Missing,Value 1500 Ochan no Oekaki Logic 3 is the third game in the Ochan no Oekaki Logic series only released in the Value 1500 line for PlayStation,Missing
982281600,"[31, 34]",58175,Fragrance Tale,"[6, 8, 23]",In a system created by Gaea three planets exist Flaithis akin to the Heavens where the angels live Annwn akin to Hell where the demons live and the Earthlike Rirudahna which lies between the two Flaithis and Annwn have been at war for many years and it isnt any surprise that the peaceful Rirudahna which falls between the two would be drug into the battle  A young boy Liam who is a student on Rirudahna is visited by Lugh the angelic ruler of Flaithis to find fragrances and mix a perfume with the power to bring the holy forces and demonic forces together in mediation and thus bring peace and Liam accepts this task He is visited by angels from Flaithis that aid him in bringing him the scents of their homeland to help his quest but the demons of Annwn also find out about this plot and decide to work their own strategy against it also visiting Liam and bringing him the fragrances of Annwn  Can Liam create the peacebringing legendary fragrance Naveri Or will he instead find himself falling for one of his angelic or demonic visitors,A visual novel for PlayStation 2 PC and SEGA Dreamcast,Missing
