first_release_date,genres,id,name,platforms,summary,storyline,rating
1423526400,[4],275144,Dead or Alive 5: Last Round - Core Fighters Character: Honoka,"[6, 48, 49]",This DLC will unlock a new character Honoka,Missing,Missing
1422921600,Missing,271159,DC Universe Online: Episode 13 - Amazon Fury Part II,"[6, 9, 48]",On February 3 2015 for members and February 12th 2015 for nonmembers the thirteenth episode Amazon Fury Part II was released for players with an active subscription and players without respectively The episode revolved around continuing the story first started in Amazon Fury Part I as players would continue the fight against the Amazon queen Hippolyta Some of the key features of this episode include two Tier 6 Operations in Return to the Nexus and Act of Defiance three Tier 6 Raids in Labyrinth of Lost Souls Halls of Hades and Throne of the Dead in addition to a return to Gotham Under Siege location with daily Tier 6 missions,Missing,Missing
1424217600,"[13, 14]",268798,WWE 2K15: Hall of Pain,"[9, 12, 48, 49]",Worlds Strongest Slam your way through this new 2K Showcase Hall Of Pain Relive Mark Henrys rise to dominance starting in 2011 through classic WWE footage and matches Unlock historical versions of Mark Henry Big Show The Great Khali and more Also receive arenas such as WrestleMania 29,Missing,Missing
1423008000,"[13, 14]",268785,WWE 2K15: One More Match,"[9, 12, 48, 49]",Relive the heated Randy Orton and Christian rivalry with hours of new 2K Showcase action in One More Match Battle through epic matches as their story is told through your gameplay and historical WWE footage Also get playable WWE Superstars from 2011 Christian Randy Orton Edge Mark Henry and Sheamus and 2011 arenas SmackDown Extreme Rules Over the Limit and Capitol Punishment,Missing,Missing
1424995200,Missing,254825,Minecraft: The Simpsons Skin Pack,"[9, 12, 41, 46, 48, 49, 130]",Minecraft The Simpsons Skin Pack is a skin pack for Minecraft which contains 24 Simpsonsthemed skins released on February 27 2015 and was delisted on May 30 2017,Missing,Missing
1424304000,[34],221015,Hakuoki Zuisouroku Omokagebana,[46],A port that adds scenario,Zuisouroku fills in the gaps in the Hakuouki story You can see the everyday lives of Chizuru and the Shinsengumi members Discover secrets that the men didnt tell you in the original game and unlock scenarios that are only mentioned briefly in the main story  Retrace the routes and see new scenes for yourself This game contains more heart melting moments delicately drawn CGs and fully voiced scenes Come meet the Shinsengumi swordsmen and tame the bloodthirsty monster within them,Missing
1422921600,"[15, 26, 35]",201906,Risk,"[9, 49]",Draft Attack Fortify Play the original game of strategy and world domination  now for PC Enjoy the classic look and fun of Risk in an exciting new interactive experience Play two ways as you strategize over the map and set out to conquer the world,Missing,Missing
1424908800,[34],201194,Ozmafia!!: Vivace,"[46, 130]",Port of Ozmafia for Playstation Vita and Nintendo Switch It includes portexclusive CGs and scenarios written by the original writer and illustrator Yuumasu and Satoi,Our heroine awakes to find herself in an unfamiliar land She has no memories at all not even knowing her own name  To make matters worse the first person she meets is out to kill her  Our heroine runs for her life through the unknown streets only to run headfirst into another stranger Fortunately for her this man is the don of the mafia famiglia Oz With no love for wouldbe murderers of innocent women he drives off her attacker and takes her underneath his famiglias wing  This is hardly the end of her troubles however Famiglia Oz is but one of many different mafia famiglie in town and bitter conflicts for territory rage eternally between them all Only on Sundays does peace return to the town by a mutual compromise and come the next day the battles continue anew as if they had never ceased  It is in this wartorn town that our rootless heroine must find her way Who amongst the mafias simply seeks to use her for their own ends and who can she truly come to trust and even love,Missing
1424736000,"[8, 10, 33]",165422,Trials Fusion: Fault One Zero,"[6, 48, 49]",This content pack adds a whole new career event which will have you gliding through holographic cityscapes testing facilities and even retro gaming sections It also includes the following 10 new tracks including 8 classic tracks one new Skill game  one new FMX track 24 new challenges from warping to a magicrainbowland to defeating a giant robot 2 new garage items the DarkLynx helmet and a new look for the Pit Viper dozens of new editor objects including giant advanced robotics colourful holographic ramps portals and warps and new trophies,In the golden age of robotics and technology man and machine are only distinguished by their medical records Run into the heart of gigantic machines and find your way through holographic ramps and portals But be careful robots rule this place and they arent much welcoming with strangers,Missing
1423526400,"[5, 12, 31]",150043,Dying Light: Cuisine & Cargo,"[6, 48, 49]",Dying for more action Take up the challenge of two hardcore Quarantine Zones Employ a mix of stealth and combat to ransack and investigate ominous Infectedfilled corridors of the once most famous restaurant in Harran and an abandoned rail yard Great spoils are believed to be abound in these places but no one who ever walked in made it out alive to tell the story Wanna be the first,Missing,Missing
1423180800,[4],141050,Mortal Kombat X: Tanya,"[6, 48, 49]",New playable character Play as Klassic Mortal Kombat character Tanya,Missing,Missing
1424995200,Missing,136060,Dying Light: Be the Zombie Edition,[48],Dying Light is an open world action horror game It takes place in a zombie apocalypse environment similar to the Dead Island games by the same developer The game is set in the large city of Harran with influences of ancient Turkey overrun by a mysterious epidemic The protagonist is Kyle Crane an undercover GRE operative sent inside a quarantine zone His initial mission is to neutralize the rogue GRE operative Kadir Sulaiman but he can also choose to focus on helping the survivors instead He can freely explore the city using parkour and freerun mechanics The game has a dynamic day and night system  during the day zombies are less aggressive so players can gather supplies weapons craft items etc and prepare for the night when infested are stronger and more dangerous,Missing,Missing
1424908800,"[9, 31, 32]",127128,République: Episode 3 - Ones and Zeroes,"[6, 14, 48]",You receive a call from Hope a woman trapped inside a mysterious totalitarian state Hacking into an elaborate surveillance network you guide Hope through a web of danger and deception across five thrilling episodes,Missing,Missing
1424908800,"[9, 31, 32]",127127,République: Episode 2 - Metamorphosis,"[6, 14, 48]",You receive a call from Hope a woman trapped inside a mysterious totalitarian state Hacking into an elaborate surveillance network you guide Hope through a web of danger and deception across five thrilling episodes,Missing,Missing
1422921600,"[2, 31]",127068,Game of Thrones: A Telltale Games Series - Episode 2: The Lost Lords,"[6, 9, 12, 14, 34, 39, 48, 49]",Based on HBOs awardwinning television drama Game of Thrones  A Telltale Games Series tells the story of House Forrester a noble house from the north of Westeros Caught up in the events of The War of the Five Kings they are placed in a precarious position where members of the household must do everything they can to prevent the house from meeting its doom,Missing,Missing
1424217600,"[2, 9, 31]",99790,Alawar Hidden Realms Bundle,[9],Get Alawar Hidden Realms Bundle Adventure game for PS3 console from the official PlayStation website Know more about Alawar Hidden Realms Bundle Game,Missing,Missing
1424736000,"[9, 31]",89918,htoL#NiQ: The Firefly Diary - Limited Edition,[46],This special edition includes the following   htoLNiQ The Firefly Diary  Collectors box  Softcover artbook  Soundtrack CD,Missing,Missing
1424908800,"[8, 33]",69980,Arcade Archives: Crazy Climber 2,"[48, 130]",Arcade Archives Crazy Climber 2 is a port of the action game Crazy Climber 2 It was a wellreceived sequel to the popular first installment in the Crazy Climber franchise This time the game takes place in America with even better traps and troublemakers standing in your way as you climb up the building,Missing,Missing
1424908800,"[31, 34]",61941,Diabolik Lovers: Dark Fate,[46],An otome game for the PlayStation Vita,That is the fate of new blood  It was on a certain night when the moon encroaches the Lunar Eclipse  As Komori Yui was caught in the strife caused by the Sakamaki and Mukami households and her days of getting her blood sucked continued new siblings appeared before her  The Tsukinami brothers had returned to Japan as transfer students from the main branch of Mintei Academy located in the UK  Turning into wolves and sprinting about the town at night What is their motive What is the true identity of these two Emmisaries What is this fate they the founders of vampires speak of involving the Sakamaki and Mukami households  What will become of the fates of the Sakamaki and Mukami households as well as Yuis This is a new story of blood that begins with the entrance of the two founders of vampires  Will Yui be able to safely see the fate that awaits her at the ending of the limitless bloody spiral  The bloodsucking love thats enough to make you go mad will now begin,Missing
1424908800,[31],60987,Captain Earth: Mind Labyrinth,[46],Game based on the Captain Earth mecha anime about a teenage boy who fights alien invaders,Missing,Missing
1423699200,"[31, 34]",60960,Daitoshokan no Hitsujikai: Library Party,"[46, 48]",Compilation release combining the the three Daitoshokan no Hitsujikai visual novels on a single release for the PlayStation Vita,Missing,Missing
1423699200,"[31, 34]",60953,Hyakka Yakou,[46],A fantasy Otome game by Otomate,The stage is the redlight district The actors human and ayakashi This is a tale about putting freedom on the line with the person you love a tale of elopement  A village of perpetual night in which humans and ayakashi intersect In that village exists a gorgeous luxurious redlight district Takamagahara  Florid lanterns that brilliantly shine glamourous kimono and longings which melt and interlace into the early hours of night  Everything there are dreams that are reality  A single girl destined to live and work in this dreamlike street  The faroff radiance emitted by the world she desires outside of this small district is much too brilliant  When she reaches a hand out towards this world she so loves and desires what awaits her  To yearn and to be yearned As she began to take the hand of the one she loves the gears of fate circle  Sever the chains cross over the fence and come now towards the night of a hundred flowers,Missing
1423612800,Missing,60932,Ukiyo no Roushi,[46],A third person samurai game set in the edo period where the player controls a solder in the proShogunate Shinsengumi force,Missing,Missing
1424304000,"[31, 34]",60857,Fuuraiki 3,[46],Missing,Missing,Missing
1424304000,[34],60690,Otoko Yuukaku,[46],A remake of Gyakuten Yoshiwara featuring more CGs voices and longer scenarios The remake also features a new character Itou Keiji who has a route,At this redlight district a certain young lady buys a night with a man who wont become anybodys Because she wanted to have a child Because she desired love  On this island young men arent birthed Consequently all the women go to Yoshiwara  There wasnt a single day she thought of this as abnormal or strange However one day She decided to venture to Yoshiwara a nightless city that emits a dazzling light without pause  For the first time ever in her entire life she viewed the procession of the beautiful male courtesans The protagonist Hidetomi Misawo becomes captivated by Yoshiwara and its men  How about it Why dont we spend the night together Misawo decided to step foot into Yoshiwaras highestclass pleasure house Kikuya,Missing
1422921600,[14],60650,Reel Fishing: Master's Challenge,[46],Another fishing game in the Reel Fishing franchise,Missing,Missing
1424822400,[5],52797,Scram Kitty DX,"[46, 48]",Scram Kitty DX is the new version of the critical hit shooterplatformer Scram Kitty and his Buddy on Rails updated by Dakko Dakko for PlayStation 4 and PlayStation VitaTake control of Buddy a railriding lasershooting young hero on a perilous quest to rescue his pet cat Scram Kitty,Missing,Missing
1424131200,[12],52181,Deadman's Cross,[46],Fifteen years in the future the zombie apocalypse is bitter reality as a rampant virus turns all it infects into the walking dead How will you survive on the streets of New Livingston as Deadmen wander in search of living flesh,Missing,Missing
1424390400,"[5, 31]",42909,The Order: 1886 - Premium Edition,[48],The Order 1886  Premium Edition includes 13 inch The Endless Duel Statue Collectable Steelbook 22 page Art Book with hidden compartment  Blackwater Vial with chain Coat of Arms Stickers  PreOrder DLC Knights DLC Official Soundtrack with Bonus Tracks Unreleased BehindTheScenes Footage,Missing,Missing
1425081600,"[8, 9, 31]",36764,Blackhole: Complete Edition,"[3, 6, 14, 48, 49]",Blackhole Complete Edition is the ultimate compilation of the hardcore 2D platformer all of its DLC and plenty of bonus materials  The package includes   Fully updated BLACKHOLE  3 pieces of DLC Testing Laboratory Secret of the Entity and Challenge Vault  Over 130 levels including 10 new insanely difficult locations  Digital artbook  Soundtrack  Developer diaries  Playable prototype of the game  Printable hiresolution artwork,Missing,Missing
1424044800,"[9, 25, 31, 32]",35188,Pillar,"[6, 12, 48, 49, 130]",Lost in an intimate snowy town a palette of individuals are in search of a mysterious artifact said to bring great knowledge and understanding Lead each character through their quest in this collection of minigames each with unique personalities and challenges,Missing,Missing
1424044800,"[5, 33]",20328,Resogun: Defenders,[48],Defenders adds two new modes Protector and Commando a smaller local coop mode called Battle Mode new Challenges and trophies  Resogun Defenders includes an all new trophy set and new DLCspecific Challenges,Protector Mode sees you taking to the skies to defend one of the last human colonies remaining Utilise all new power ups including Super Boost Teleport and automatic city defences take down the enemy and deliver as many of the last humans to each city in order to extend your grip on the planet Protector Mode features an all new planet flip mechanic and environmental hazards such as volcanic meteors to avoid while fighting off the never ending enemy invasion  Commando Mode lets you play as one of the Last Humans Stranded on a distant planet with only a minigun to defend himself he takes the fight directly to the Sentients in the ultimate arcade revenge mode Jump boost and equip your favourite bandana as you aim to defend your home from waves of enemies volcanic meteors and more in this all new mode Arnold impression included  Commando Mode supports both cooperative and competitive multiplayer modes Team up with a friend to fight the good fight or turn against each other to outsmart your opponent and destroy their house from under their nose Weve named the competitive mode Battle Mode and hope you have as much fun fighting it out with your friends as we have had here,Missing
1423526400,[31],15555,Alien: Isolation - Lost Contact,"[3, 6, 9, 12, 14, 48, 49]",Welcome to Lost Contact the fourth addon content pack for Alien Isolation returning to the epic Salvage Mode  Trapped in deep space on board Sevastopol youll need to explore the station to complete objectives and survive Can you evade your enemies across ten waves of challenges or will you take them headon   The second all new Salvage Mode map featuring the Lorenz Private Wards and the Emergency Power Plant  Play as fanfavourite Axel and equip yourself with the Revolver and Boltgun  Try to survive encounters with Working Joes other humans and the terrifying Alien itself,The everunfortunate Axel must use his wits to evade danger and escape from the remote area of Sevastopol Station in which hes stranded,Missing
1424908800,"[31, 34]",11784,Yuuki Yuna wa Yuusha de Aru: Jukai no Kioku,[46],Yuki Yuna wa Yuusha de Aru Jukai no Kioku is a Japanese action game and is based on the media franchise Yuuki Yuna wa Yuusha de Aru The story follows the five female club members of the Sanshu Middle School Hero Club who are tasked of protecting the world from mysterious monsters known as Vertex The game is divided into two sections Action Part and Event Part Action Part plays as a 3D action game where the player must defeat mysterious monsters called the Vertex playing as one of the five hero club members Event Part plays like a traditional visual novel and tells the story of the game,Missing,Missing
