first_release_date,genres,id,name,platforms,storyline,summary,rating
1626825600,"[12, 31]",257027,Genshin Impact: The Immovable God and the Eternal Euthymia,"[6, 34, 39, 48, 167]",A foreign thunderstorm tears the sky apart splitting eternity Flashes of lightning cut through the darkness as a gods will manifests Overcome endless thunderstorms set foot on the island of cherry blossoms and witness the Eternity pursued by Her Excellency the Almighty Narukami Ogosho,Version 20 of Genshin Impact which included  New characters Kamisato Ayaka Yoimiya and Sayu  New region Inazuma with the following areas Narukami Island Kannazuka and Yashiori Island  New main story quests Chapter II Acts I  II  New story quests for Kamisato Ayaka and Yoimiya  New main event Thunder Sojourn  and more,Missing
1626393600,"[13, 31]",254260,Minecraft: Minions,"[6, 34, 39, 48, 49, 130, 169]",Missing,Do YOU have what it takes to become a supervillain You just might Grab your Minions Adventure Map and live out your evil dreams as you take on the Vicious 6 in an exciting Adventure Mode Explore familiar places and cause maximum mischief with Illuminations Gru and the Minions in Minecraft Includes 29 franchise skins,Missing
1626307200,"[12, 31]",248298,Mon-Yu,"[6, 130, 167]",You have been guided to Tir na Balc the land of the fairies In this land stood the Dragon Kings Tower Yggdran which housed hidden treasures that could bring peace But one day the Seven Devil Kings stole all of the treasures and used their powers to turn the tower into a terrible dungeon,A firstperson turnbased dungeon crawler from Experience Inc in the tradition of the original Wizardry Create your own characters to defeat the seven demon kings Form your team clear the dungeons defeat the monsters and claim victory,Missing
1626739200,"[5, 33]",239051,Grand Theft Auto Online: Los Santos Tuners,"[167, 169]",Missing,Grand Theft Auto Online Los Santos Tuners is a content update for Grand Theft Auto Online The game delivers an actionpacked new update for all fans of GTA Online featuring the LS Car Meet a brandnew club and social space for players to get together and show off their customized personal vehicles and more playerrequested features,Missing
1627689600,[5],229088,Resident Evil 3: Dark Infection,[7],Missing,Missing,Missing
1626566400,[12],218203,Eternal,"[48, 167]",Missing,Missing,Missing
1625356800,Missing,215359,Project: Summer Ice - Bowling: Story One - Jane Version,[48],Missing,Missing,Missing
1625961600,Missing,215357,Project: Summer Ice - Bowling: Story Two - Jane Version,[48],Missing,Missing,Missing
1627171200,[14],214941,Project: Summer Ice - Bowling: Story Two - Pammy Version,[48],Missing,Missing,Missing
1626134400,[33],214527,Taco Break: Head to Head,[48],Missing,Taco Break Head to Head is a retro arcade game that lets 1 and 2 players play head to head in a competitive arcade environment Unique animated tacos tumble down toward the users paddle along with MiniBosses and Powerups Collect powerups as you progress through the levels and defeat your opponent Thirty Levels to compete in and battle mini bosses on your way to victory in single player and two player modes,Missing
1626566400,Missing,207049,Track: Breakthrough Gaming Arcade - Challenge Mode Edition,[48],Missing,Missing,Missing
1627603200,"[8, 9, 31]",199180,Vesper: Zero Light Edition,"[6, 48, 167]",Missing,Thousands of years after the activation of the Vesper Protocol a small android crosses a fallen world hunted by merciless machines to control the power of Light,Missing
