first_release_date,genres,id,name,platforms,storyline,summary,rating
1644969600,"[12, 31]",257040,Genshin Impact: When the Sakura Bloom,"[6, 34, 39, 48, 167]",The ancient Sacred Sakura stands on the peak of Mt Yougou its roots running long and deep into the earth stretching endlessly Underneath its shadow there are people who wholeheartedly wish for blessings a kitsune who is amused at the floating world and a god who yearns for transient eternity Everything in this world changes people come and go but the Sacred Sakura blooms brilliantly every year its petals going where the wind leads,Version 25 of Genshin Impact which included  New character Yae Miko  New story quests for Raiden Shogun and Yae Miko  New main event Three Realms Gateway Offering  and more,Missing
1644969600,"[13, 14]",250103,Pool Blitz,"[34, 39, 167, 169]",Missing,Challenge your friends enter pool tournaments and go head to head against players in realtime Shoot pool with ultrarealistic physics breathtaking graphics and play online with friends  Pool Blitz has a variety of games modes something for every Pool fan Choose 8Ball for an authentic pool experience or New Blitz mode for a nowait multiplayer experience Pick your mode,Missing
1645488000,"[31, 32]",245166,Sherlock Holmes: Chapter One - Plague Doctor Pack,"[6, 48, 167, 169]",Missing,This DLC includes the following items  Plague Doctor Costume Laboratory Coat,Missing
1644278400,[31],226796,Generation Zero: Base Defense Pack,"[6, 48, 49]",Missing,Your battles with countless machines have paid off  other Resistance members have become inspired by your successes and have designed new structures to help keep your base varied and ready for any kind of attack This is only the beginning of how to expand on your base and with the following structures you are ready for battle once more,Missing
1644278400,"[12, 31]",224473,Scarlet Nexus: Brain Eater Pack 3,"[6, 48, 49, 167, 169]",Missing,The Scarlet Nexus Brain Eater Pack DLC contains a new episode which explores an unseen side of Karen Travers 2 different costume sets for all characters new Vision Simulator missions as well as other new challenges and rewards,Missing
1644969600,Missing,221606,No Man's Sky: Sentinel,"[6, 48, 49, 167, 169]",Missing,Fight alongside your own personal robotic companions and battle an array of new foes in the Sentinel Update Introducing a total overhaul of weapon systems new lore and stories allnew Sentinel enemies and combat behaviours the ability to reprogram and adopt your very own friendly AI drone and much much more,Missing
1645315200,Missing,215111,Project: Summer Ice - Bowling: Story Three - Mark Version,[48],Missing,Missing,Missing
1644710400,[33],213852,"Zippy the Circle Challenge: Level 11C, Level 12C, and Level 13C",[48],Missing,Missing,Missing
1644105600,[33],213851,"Zippy the Circle Challenge: Level 8C, Level 9C, and Level 10C",[48],Missing,Missing,Missing
1645660800,[5],213850,Live or Die,[48],Missing,Live or Die is the new free online multiplayer Battle Royale in which you can face other players in actionpacked matches in which in addition to the other players you will find a wide cast of hostile bloodthirsty and unfriendly creatures Live or Die lets you choose up to seven different characters and customize them to your liking  You will be able to travel to three worlds with totally different themes such as the Prehistoric World the Fantastic World or the Strange World and you will be able to play in three game modes each more exciting Hunting Mode which you can play alone or in cooperative mode with your friends Battle Royale Mode in which you can show who is the best and Survival Mode where the rules of the game are totally different from the other two modes,Missing
