first_release_date,id,name,platforms,summary,genres,storyline,rating
1079568000,269387,Bakushou! Jinsei Kaidou,[8],Bakusho Jinsei Kaido NOVA Usagi ga Miteruzo is a Japanese party game for up to four players licensed by NOVA and the Tong King Show,Missing,Missing,Missing
1080691200,266878,Arena,[7],Net Yaroze game,Missing,Missing,Missing
1079568000,203265,"Simple 2000 Series Vol. 45: The Koi to Namida to, Tsukioku to... - Thread Colors Sayonara no Mukougawa",[8],The game takes place primarily at the hospital and the local high school where the girls drift in and out of the players daily life During the hospital stay our hero befriends a girl who tends to be sickly and naïve to the ways of the world but perhaps the two will help each other recover from their respective ailments,"[31, 34]",Missing,Missing
1078876800,178180,Wordimagesoundplay,[8],wordimagesoundplay is a collection of experiences for the PS2 console Human and strange Animal and familiar Happy and sad Music made from people Stories crossing each other Japanese and English Language and translation Sound and shapes Seeing stories and hearing tales Films and pictures Music and sound There is gameplay on WISP but there are no games There is no story that holds the whole thing together but there are stories wordimagesoundplay isnt a music title but its filled with music,[7],Missing,Missing
1079049600,172698,Taikou Risshiden V,"[6, 8, 38]",Taikou Risshiden V is the latest title of a Japanese video game series Taikou Risshiden turnbased sandbox roleplaying video gamesturnbased strategy produced by Koei It was released on PC and PlayStation 2 in 2004 followed by a port to PlayStation Portable in 2009 The first title of the series was released on NEC PC9801 in 1992 followed by ports to Super Famicom and GenesisMega Drive It was later rereleased on the Wii Virtual Console on September 1 2009 ported from the Super Famicom version  The name of the game roughly means the Taikous success story The characters are taken from the Momoyama period in Japan In the previous Taikou Risshiden IV a character was selected from the choices of a samurai a ninja or a merchant In Taikou Risshiden V new roles include a blademaster a pirate a doctor a tea master and a blacksmith counting eight roles in total The player meets various historical figures of the era in the game,"[12, 15]",Missing,Missing
1080172800,144540,Dragon Quest V: Tenkuu no Hanayome,[8],A PlayStation 2 remake of Dragon Quest V was released in Japan and included a preview video of the prototype version of Dragon Quest VII The remake was developed by ArtePiazza and Matrix Software the former of which would go on to supervise remakes of nearly each title in the series for the Nintendo DS and 3DS  It features 3D graphics that are similar in style to Dragon Quest VII but it utilizes the extra PlayStation 2 graphical capabilities for more detailed polygonal models and textures and the soundtrack was performed by the NHK Symphony The remake actually uses an earlier version of the DQVIII engine developed by Level5 making the only instance of a hardwares remake title launching before the next main entry In addition to truly bringing the series into the third dimension after the limited scope of the seventh game the PS2 remake of Dragon Quest V also adjusted the scenario and balance of the game,"[12, 31]",Missing,Missing
1079568000,137171,Cross Channel: For All People,"[8, 9, 12, 38, 46, 130]",Set in Gunjo Gakuin a school specialized for those deemed by the government to be unfit for society CROSSCHANNEL follows the story of eight members of the schools Broadcasting Club who have just returned from a disastrous field trip which throws their club and their friendships into turmoil,[34],Summer has come With summer comes a long vacation from school The Broadcasting Club has been torn apart left to slowly disintegrate  Since returning from their first field trip of the summer theres been a palpable distance between the club members Now only one single member continues to participate in the club activities  But a horrible realization has dawned on all of them their school has been completely deserted Are they really the only people left  The hero of our story is a member of the Broadcasting Club He casually greets his friends as they show up at the otherwise deserted school  On the rooftop we find club president Misato Miyasumi assembling a massive broadcast antenna alone  This antenna was the clubs summer project and its completion for the purpose of sending a broadcast out to find other possible survivors has been their main goal  Last summer the club comprised a closeknit group of friends who worked together Yet now only a single member continues their efforts  A group of the former friends watch her work a cold glint in their eyes This is the story of their clashing differences rising to a boil and the resolutions that arise from these clashes Once divided the club members slowly begin to grow closer once again,Missing
1079568000,133490,Simple 2000 Series Vol. 43: The Saiban - Shinmai Shihoukan Momota Tsukasa no 10 no Saiban File,[8],The Saiban is an Adventure game developed by Tomcat System and published by D3Publisher which was released in Japan in 2004,[34],Missing,Missing
1080259200,109101,Cherry Blossom,"[6, 8, 23]",A short visual novel released for the Sega Dreamcast in 2004 by Japanese developer Takuyo,"[13, 34]",Ouse Satsuki a second year student of Sakurazono Gakuen receives one day on his cell phone a message from a stranger The address of the sender is from a student on campus but in the school there isnt any student with that name Is the sender someone from the student council or is it someone else,Missing
1080172800,100099,Sega Ages 2500 Vol. 11: Hokuto no Ken,[8],Hokuto no Ken is perhaps the most substantial upgrade in the Sega Ages 2500 series being an remake of the 1986 Sega Mark III release of Hokuto no Ken known as Black Belt in the west It is presented entirely in 3D though gameplay still takes place on a 2D plane There are more moves and it is more closely linked to the anime,[33],Missing,Missing
1079049600,94521,Cricket 2004,"[6, 8]",Cricket 2004 is based on the sport of Cricket developed by HB Studios for the EA Sports catalog It features full daynight matches all new weather effects and pitch types  The game contains the licenses of all the international teams registered to the International Cricket Council for the year 2003 with the official Cricket 2003 World Cup fully playable along with many more tournaments Domestic Teams for England and Australian leagues are fully licensed,[14],Missing,Missing
1078444800,92369,Detonator,[8],Missing,"[9, 33]",Missing,Missing
1080172800,92238,Pro Yakyuu Spirits 2004,[8],Pro Yakyuu Spirits 2004 is a baseball game that allows players to compete in Japans professional baseball league with licensed team and player names  The game features all 12 Nippon Professional Baseball teams and both the Pacific League and Central League AllStar teams,[14],Missing,Missing
1078358400,91677,Urban Freestyle Soccer,"[6, 8, 11, 21]",Freestyle Street Soccer known as Urban Freestyle Soccer in Europe is as the name implies a Freestyle soccergame in an urban setting The game focuses on action and fun instead of realism You play four on four in five game modes Turf War Home Turf Street Challenge Cup Exhibition and Multiplayer The first requires you to conquer neighborhoods in the city by winning soccer matches against rival gangs Street Challenge Cup allows you to play an entire competition  Each player can perform a large variety of moves beyond the typical soccer game moves such as scissor kicks midair juggles and bicycle kicks Performing said moves allows you to gain skill points that can be used to unlock new game modes teams courts and cheats Next to these special moves you can also interact with the environment Your players can pick things up and throw them around or manually hit your opponents,[14],Missing,Missing
1080691200,79832,Power Fighters,[8],Superhero themed Simple 2000 game,Missing,Missing,Missing
1079568000,79015,Simple 2000 Series Vol. 46: The Kanji Quiz - Challenge Kanji Kentei,[8],Think you know your kanji Prove it,[26],Missing,Missing
1079568000,73236,Sakura Taisen Monogatari: Mysterious Paris,[8],Sakura Taisen Monogatari Mysterious Paris is a side story that takes place shortly before Sakura Wars 4 and was released for the Playstation 2 on March 18 2004 in Japan and Taiwan,"[2, 34]",Missing,Missing
1079568000,68239,Saiyuki Reload,[8],Saiyuki Reload is a RolePlaying game published by Bandai which was released in Japan in 2004,[12],The players are the original character Sanzo party The player commands the four in menubased battles that allow for attacks special attacks and combination attacks The game tells an original story and Bandai included a bonus Saiyuki Reloaded voice CD for those who preordered,Missing
1079568000,66021,PoPoLoCrois: Tsuki no Okite no Bouken,[8],PoPoLoCrois Tsuki no Okite no Bouken is the direct sequel to PoPoLoCrois Hajimari no Bouken The game continues the story of Pinon PakaPuka and Luna as they adventure through the kingdom of Popolocrois,"[12, 31]",Missing,Missing
