first_release_date,genres,id,name,platforms,summary,storyline,rating
864950400,[31],230513,Schrödinger no Neko: Die Katze von Schrödinger,[7],A 16yearold girl named Iris and her family are visiting her grandmother in the countryside for Christmas On the way she encounters a cat named Schrödinger and follows it into a church where she begins the timetravelling adventure of her life,Missing,Missing
863740800,[13],213291,SimTown,[7],This port for the Playstation was only released in Japan 2 years after the original PC version It features new graphics reworked interface to accommodate the controller the news paper is replaced with a TV broadcast of the news as well as updated sound,Missing,Missing
864604800,[15],136864,Battle Stations,"[7, 32]",Battle Stations is a game in which players control a fleet of eight unique ships to oppose against a seaborne enemy,Strategy is key to all naval combat games You must anticipate your enemys every move and sink them before they sink you BATTLE STATIONS puts you in the admirals chair of your own naval fleet and its up to you to win the war In the Arcade and Campaigns modes you will command patrol boats subs destroyers carriers battleships troop transports cruisers and mine layers Lead your fleet to victory and prove that you are the greatest admiral ever,Missing
863136000,Missing,112563,Akazu no Ma,[7],Missing,Missing,Missing
864950400,[34],112560,Nobunaga Hiroku: Geten no Yume,[7],Nobunaga Hiroku Geten no Yume is a text adventure game featuring Nobunaga Oda a Japanese warlord in the Sengoku period By reading the text on the screen and choosing the options that appear along the way you can enjoy a variety of changes in Nobunagas life and thus history,Missing,Missing
864345600,"[13, 31]",85916,Pet in TV,[7],In Pet in TV the player takes control of a virtual pet which resembles a more complex version of the Tamagotchi The player can choose from a selection of PiTs and name it  It is then up to the player to nurture their PiT and allow it to explore the 3D world learning from its encounters with scenery and objects through trialanderror Once these behaviours are learn the PiT will know how to respond to those objects in the future such as a Flower or a Spike Whenever the PiT becomes injured or tired returning it to its home will allow Dr Y to fix it The objective then becomes for your PiT to solve puzzles on its own  for which it will be rewarded with AI upgrade chips,Missing,Missing
863136000,[4],81336,Asuka 120% Excellent Burning Fest.,"[7, 118]",The second game in the Asuka 120 franchise to bear the Excellent moniker,Missing,Missing
864950400,[12],73948,Farland Saga: Toki no Michishirube,"[6, 7, 9, 32]",Toki no Michishirube is a direct sequel to the first Farland Saga game It is an animestyle strategy RPG which consists mainly of large strategic battles taking place on isometric battle fields,Eight years have passed since the great war between humans and magical people Brian one of the wars great heroes died peacefully leaving behind the girl Kalin of whom he had been taking care all the years following the war Kalin leaves her country and goes on a ship to look for a job as a mercenary On her way she meets Al a boy who wanders around aimlessly suffering from amnesia Together they reach a town where they receive jobs in the local guild One of their assignments involves busting a pirate ship and that is where their great adventure begins,Missing
862531200,[34],66216,The Unsolved,"[7, 32]",Missing,Missing,Missing
864950400,[31],60970,Dark Hunter: Shita Youma no Mori,"[7, 32]",The second part of the Dark Hunter English teaching tool,Missing,Missing
863740800,"[13, 14, 15]",58512,Koushien V,"[7, 9]",A tactical wargame that covers the First Indochina War that lasted from 19461954 part of John Tillers Squad Battles series,Missing,Missing
863136000,[12],56360,Neorude,[7],Neorude is a RPG title developed by TechnoSoft in 1997 The gameplay utilizes an RPG style where the player uses a cursor to point characters to move or take action rather than giving out direct commands in this case Neorude took great advantage of the PlayStation Mouse,Missing,Missing
864518400,[5],44865,Gamera 2000,[7],Alien monsters and other gigantic nightmares threaten earth Fortunately for us a special force has been assigned to deal with them which includes the mighty Gamera as an ally  The game puts you in the shoes of Jack the star pilot behind the jet fighter designed to take out these nasties Together with Dr Mikanuki you take to the skies as swarms of monsters attack you mercilessly through several stages  Gameplaywise Gamera 2000 plays like Panzer Dragoon as you dont have direct control of your jet but instead try to aim at the incoming monsters from all directions and shoot them down while the jet follows a preset path Facing bosses requires you to target specific weak points while your fighter circles around and at all times you can call Gamera to aid you by instructing it to shoot its homing attacks as well as a charged attack that clears all enemies on screen  Some stages switch the action to ground level as you pilot a futuristic bike but the gameplay remains the same Features polygonal graphics and live action FMV sequences that advance the plot between each stage,Missing,Missing
863913600,[15],43840,Feda 2: White Surge the Platoon,[7],Feda 2 White Surge the Platoon is the sequel to the turnbased strategy game Feda The Emblem of Justice It was released in 1997 only in Japan for the Sony Playstation,Missing,Missing
864518400,[4],43828,Mikuzi Shigeru no Yokai Butouden,[7],Step into the haunting world of Shigeru Mizuki the man famous for GeGeGe no Kitaro and battle the monsters of his design Monsters and mystical creatures creates an all new fighting game unlike any other,Missing,Missing
