first_release_date,id,name,platforms,summary,genres,storyline,rating
1377734400,271152,DC Universe Online: Episode 8 - Sons of Trigon,"[6, 9]",The eighth episode Sons of Trigon was released on August 29 2013 for subscribers and September 3 2013 for those players who did not have an active subscription The episode focused on going against DC villain Trigon as he takes over an alternate Gotham City Some of the key features of this episode include a new location in Gotham Wastelands with daily Tier 5 missions three Tier 5 Duos in Tunnel of Lust Ruined Cathedral and Knighsdome Arena one Tier 5 Alert and DC hero Raven featured as a weekly Tier 5 Bounty Continuing the new trio of new powers this episode brought the combobased Celestial Healer power,Missing,Missing,Missing
1377561600,243261,Madden NFL 25,"[9, 12]",Missing,[14],Missing,Missing
1377734400,179523,NextRev: Eiken,[46],Missing,[26],Missing,Missing
1377734400,135902,Saki: Achiga-Hen Episode of Side-A Portable,[38],Missing,[35],Missing,Missing
1377129600,129998,Romeo VS Juliet,[38],Romeo vs Juliet was released in 2013 for the PSP In 2015 it was released on the PSVita in a double pack with its sequel called Romeo VS Juliet All Series Pack,[34],Its set in Verona where Juliet Capulet wants to become a vampire hunter because her parents were killed by vampires when she was small Romeo Montague and his friend Mercutio Eterna are vampires but they keep saving Juliet from vampire attacks  You can choose between the vampire route with Romeo and Mercutio or the hunter route with your mentor Lawrence Groves and your fiance Paris Verona Theres also the duke of Verona Eskaras Verona a good vampire Benvolio Montague a doctor William Shakespeare and Tybold Capulet Juliets stepbrother,Missing
1375833600,84154,Floating Cloud God Saves the Pilgrims in HD!,[46],Get Floating Cloud God Saves the Pilgrims in HD Action game for PSVita console from the official PlayStation website Know more about Floating Cloud God Saves the Pilgrims in HD Game,"[5, 32, 33]",Missing,Missing
1376352000,75465,Injustice: Gods Among Us Zatanna,"[9, 12]",Now you see your health bar now you dont Take down your opponents as the powerful sorceress Zatanna,[4],Missing,Missing
1377129600,63363,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,"[9, 46]",The third game in the Masou Kishin sidestory of the Super Robot Wars classic timeline,"[12, 13, 15, 24]",Missing,Missing
1377734400,63302,Hotch Kiss,"[46, 48]",Missing,"[31, 34]",Missing,Missing
1377129600,63124,Disorder6,"[9, 12]",Disorder6 is a suspenseful visual novel set in the same world as or is a sequel to Dunamis15,"[13, 31, 34]",Missing,Missing
1375833600,62945,Die!Die!Die!,[46],Medical defense game where the player takes control of a syringestyled turret inside a human trying to defend him against the horde of microbes out to end his life,[5],Missing,Missing
